Entity,Year,Universal suffrage to women (OWID based on Paxton et al (2006)),First women in parliament (OWID based on Paxton et al (2006)),10% Share of women in parliament (OWID based on Paxton et al (2006)),20% Share of women in parliament (OWID based on Paxton et al (2006)),30% Share of women in parliament (OWID based on Paxton et al (2006))
Kiribati,1982,Yes,No,No,No,No
Kiribati,1983,Yes,No,No,No,No
Kiribati,1984,Yes,No,No,No,No
Kiribati,1985,Yes,No,No,No,No
Kiribati,1986,Yes,No,No,No,No
Kiribati,1987,Yes,No,No,No,No
Kiribati,1988,Yes,No,No,No,No
Kiribati,1989,Yes,No,No,No,No
Kiribati,1990,Yes,Yes,No,No,No
Kiribati,1991,Yes,Yes,No,No,No
Kiribati,1992,Yes,Yes,No,No,No
Kiribati,1993,Yes,Yes,No,No,No
Kiribati,1994,Yes,Yes,No,No,No
Kiribati,1995,Yes,Yes,No,No,No
Kiribati,1996,Yes,Yes,No,No,No
Kiribati,1997,Yes,Yes,No,No,No
Kiribati,1998,Yes,Yes,No,No,No
Kiribati,1999,Yes,Yes,No,No,No
Kiribati,2000,Yes,Yes,No,No,No
Kiribati,2001,Yes,Yes,No,No,No
Kiribati,2002,Yes,Yes,No,No,No
Kiribati,2003,Yes,Yes,No,No,No
Kiribati,2004,Yes,Yes,No,No,No
Kiribati,2005,Yes,Yes,No,No,No
Kiribati,2006,Yes,Yes,No,No,No
Kiribati,2007,Yes,Yes,No,No,No
Kiribati,2008,Yes,Yes,No,No,No
Kiribati,2009,Yes,Yes,No,No,No
Kiribati,2010,Yes,Yes,No,No,No
Kiribati,2011,Yes,Yes,No,No,No
Kiribati,2012,Yes,Yes,No,No,No
Kiribati,2013,Yes,Yes,No,No,No
Kiribati,2014,Yes,Yes,No,No,No
Kiribati,2015,Yes,Yes,No,No,No
Kiribati,2016,Yes,Yes,No,No,No
Kiribati,2017,Yes,Yes,No,No,No
Kuwait,1961,No,No,No,No,No
Kuwait,1962,No,No,No,No,No
Kuwait,1963,No,No,No,No,No
Kuwait,1964,No,No,No,No,No
Kuwait,1965,No,No,No,No,No
Kuwait,1966,No,No,No,No,No
Kuwait,1967,No,No,No,No,No
Kuwait,1968,No,No,No,No,No
Kuwait,1969,No,No,No,No,No
Kuwait,1970,No,No,No,No,No
Kuwait,1971,No,No,No,No,No
Kuwait,1972,No,No,No,No,No
Kuwait,1973,No,No,No,No,No
Kuwait,1974,No,No,No,No,No
Kuwait,1975,No,No,No,No,No
Kuwait,1976,No,No,No,No,No
Kuwait,1977,No,No,No,No,No
Kuwait,1978,No,No,No,No,No
Kuwait,1979,No,No,No,No,No
Kuwait,1980,No,No,No,No,No
Kuwait,1981,No,No,No,No,No
Kuwait,1982,No,No,No,No,No
Kuwait,1983,No,No,No,No,No
Kuwait,1984,No,No,No,No,No
Kuwait,1985,No,No,No,No,No
Kuwait,1986,No,No,No,No,No
Kuwait,1987,No,No,No,No,No
Kuwait,1988,No,No,No,No,No
Kuwait,1989,No,No,No,No,No
Kuwait,1990,No,No,No,No,No
Kuwait,1991,No,No,No,No,No
Kuwait,1992,No,No,No,No,No
Kuwait,1993,No,No,No,No,No
Kuwait,1994,No,No,No,No,No
Kuwait,1995,No,No,No,No,No
Kuwait,1996,No,No,No,No,No
Kuwait,1997,No,No,No,No,No
Kuwait,1998,No,No,No,No,No
Kuwait,1999,No,No,No,No,No
Kuwait,2000,No,No,No,No,No
Kuwait,2001,No,No,No,No,No
Kuwait,2002,No,No,No,No,No
Kuwait,2003,No,No,No,No,No
Kuwait,2004,No,No,No,No,No
Kuwait,2005,Yes,No,No,No,No
Kuwait,2006,Yes,No,No,No,No
Kuwait,2007,Yes,No,No,No,No
Kuwait,2008,Yes,No,No,No,No
Kuwait,2009,Yes,Yes,No,No,No
Kuwait,2010,Yes,Yes,No,No,No
Kuwait,2011,Yes,Yes,No,No,No
Kuwait,2012,Yes,Yes,No,No,No
Kuwait,2013,Yes,Yes,No,No,No
Kuwait,2014,Yes,Yes,No,No,No
Kuwait,2015,Yes,Yes,No,No,No
Kuwait,2016,Yes,Yes,No,No,No
Kuwait,2017,Yes,Yes,No,No,No
Kyrgyzstan,1991,Yes,Yes,No,No,No
Kyrgyzstan,1992,Yes,Yes,No,No,No
Kyrgyzstan,1993,Yes,Yes,No,No,No
Kyrgyzstan,1994,Yes,Yes,No,No,No
Kyrgyzstan,1995,Yes,Yes,No,No,No
Kyrgyzstan,1996,Yes,Yes,No,No,No
Kyrgyzstan,1997,Yes,Yes,No,No,No
Kyrgyzstan,1998,Yes,Yes,No,No,No
Kyrgyzstan,1999,Yes,Yes,No,No,No
Kyrgyzstan,2000,Yes,Yes,Yes,No,No
Kyrgyzstan,2001,Yes,Yes,Yes,No,No
Kyrgyzstan,2002,Yes,Yes,Yes,No,No
Kyrgyzstan,2003,Yes,Yes,Yes,No,No
Kyrgyzstan,2004,Yes,Yes,Yes,No,No
Kyrgyzstan,2005,Yes,Yes,Yes,No,No
Kyrgyzstan,2006,Yes,Yes,Yes,No,No
Kyrgyzstan,2007,Yes,Yes,Yes,Yes,No
Kyrgyzstan,2008,Yes,Yes,Yes,Yes,No
Kyrgyzstan,2009,Yes,Yes,Yes,Yes,No
Kyrgyzstan,2010,Yes,Yes,Yes,Yes,No
Kyrgyzstan,2011,Yes,Yes,Yes,Yes,No
Kyrgyzstan,2012,Yes,Yes,Yes,Yes,No
Kyrgyzstan,2013,Yes,Yes,Yes,Yes,No
Kyrgyzstan,2014,Yes,Yes,Yes,Yes,No
Kyrgyzstan,2015,Yes,Yes,Yes,Yes,No
Kyrgyzstan,2016,Yes,Yes,Yes,Yes,No
Kyrgyzstan,2017,Yes,Yes,Yes,Yes,No
Laos,1953,No,No,No,No,No
Laos,1954,No,No,No,No,No
Laos,1955,No,No,No,No,No
Laos,1956,No,No,No,No,No
Laos,1957,No,No,No,No,No
Laos,1958,Yes,Yes,No,No,No
Laos,1959,Yes,Yes,No,No,No
Laos,1960,Yes,Yes,No,No,No
Laos,1961,Yes,Yes,No,No,No
Laos,1962,Yes,Yes,No,No,No
Laos,1963,Yes,Yes,No,No,No
Laos,1964,Yes,Yes,No,No,No
Laos,1965,Yes,Yes,No,No,No
Laos,1966,Yes,Yes,No,No,No
Laos,1967,Yes,Yes,No,No,No
Laos,1968,Yes,Yes,No,No,No
Laos,1969,Yes,Yes,No,No,No
Laos,1970,Yes,Yes,No,No,No
Laos,1971,Yes,Yes,No,No,No
Laos,1972,Yes,Yes,No,No,No
Laos,1973,Yes,Yes,No,No,No
Laos,1974,Yes,Yes,No,No,No
Laos,1975,Yes,Yes,No,No,No
Laos,1976,Yes,Yes,No,No,No
Laos,1977,Yes,Yes,No,No,No
Laos,1978,Yes,Yes,No,No,No
Laos,1979,Yes,Yes,No,No,No
Laos,1980,Yes,Yes,No,No,No
Laos,1981,Yes,Yes,No,No,No
Laos,1982,Yes,Yes,No,No,No
Laos,1983,Yes,Yes,No,No,No
Laos,1984,Yes,Yes,No,No,No
Laos,1985,Yes,Yes,No,No,No
Laos,1986,Yes,Yes,No,No,No
Laos,1987,Yes,Yes,No,No,No
Laos,1988,Yes,Yes,No,No,No
Laos,1989,Yes,Yes,No,No,No
Laos,1990,Yes,Yes,No,No,No
Laos,1991,Yes,Yes,No,No,No
Laos,1992,Yes,Yes,No,No,No
Laos,1993,Yes,Yes,No,No,No
Laos,1994,Yes,Yes,No,No,No
Laos,1995,Yes,Yes,No,No,No
Laos,1996,Yes,Yes,No,No,No
Laos,1997,Yes,Yes,Yes,Yes,No
Laos,1998,Yes,Yes,Yes,Yes,No
Laos,1999,Yes,Yes,Yes,Yes,No
Laos,2000,Yes,Yes,Yes,Yes,No
Laos,2001,Yes,Yes,Yes,Yes,No
Laos,2002,Yes,Yes,Yes,Yes,No
Laos,2003,Yes,Yes,Yes,Yes,No
Laos,2004,Yes,Yes,Yes,Yes,No
Laos,2005,Yes,Yes,Yes,Yes,No
Laos,2006,Yes,Yes,Yes,Yes,No
Laos,2007,Yes,Yes,Yes,Yes,No
Laos,2008,Yes,Yes,Yes,Yes,No
Laos,2009,Yes,Yes,Yes,Yes,No
Laos,2010,Yes,Yes,Yes,Yes,No
Laos,2011,Yes,Yes,Yes,Yes,No
Laos,2012,Yes,Yes,Yes,Yes,No
Laos,2013,Yes,Yes,Yes,Yes,No
Laos,2014,Yes,Yes,Yes,Yes,No
Laos,2015,Yes,Yes,Yes,Yes,No
Laos,2016,Yes,Yes,Yes,Yes,No
Laos,2017,Yes,Yes,Yes,Yes,No
Latvia,1991,Yes,Yes,No,No,No
Latvia,1992,Yes,Yes,No,No,No
Latvia,1993,Yes,Yes,Yes,No,No
Latvia,1994,Yes,Yes,Yes,No,No
Latvia,1995,Yes,Yes,Yes,No,No
Latvia,1996,Yes,Yes,Yes,No,No
Latvia,1997,Yes,Yes,Yes,No,No
Latvia,1998,Yes,Yes,Yes,No,No
Latvia,1999,Yes,Yes,Yes,No,No
Latvia,2000,Yes,Yes,Yes,No,No
Latvia,2001,Yes,Yes,Yes,No,No
Latvia,2002,Yes,Yes,Yes,No,No
Latvia,2003,Yes,Yes,Yes,No,No
Latvia,2004,Yes,Yes,Yes,Yes,No
Latvia,2005,Yes,Yes,Yes,Yes,No
Latvia,2006,Yes,Yes,Yes,Yes,No
Latvia,2007,Yes,Yes,Yes,Yes,No
Latvia,2008,Yes,Yes,Yes,Yes,No
Latvia,2009,Yes,Yes,Yes,Yes,No
Latvia,2010,Yes,Yes,Yes,Yes,No
Latvia,2011,Yes,Yes,Yes,Yes,No
Latvia,2012,Yes,Yes,Yes,Yes,No
Latvia,2013,Yes,Yes,Yes,Yes,No
Latvia,2014,Yes,Yes,Yes,Yes,No
Latvia,2015,Yes,Yes,Yes,Yes,No
Latvia,2016,Yes,Yes,Yes,Yes,No
Latvia,2017,Yes,Yes,Yes,Yes,No
Lebanon,1943,No,No,No,No,No
Lebanon,1944,No,No,No,No,No
Lebanon,1945,No,No,No,No,No
Lebanon,1946,No,No,No,No,No
Lebanon,1947,No,No,No,No,No
Lebanon,1948,No,No,No,No,No
Lebanon,1949,No,No,No,No,No
Lebanon,1950,No,No,No,No,No
Lebanon,1951,No,No,No,No,No
Lebanon,1952,Yes,No,No,No,No
Lebanon,1953,Yes,No,No,No,No
Lebanon,1954,Yes,No,No,No,No
Lebanon,1955,Yes,No,No,No,No
Lebanon,1956,Yes,No,No,No,No
Lebanon,1957,Yes,No,No,No,No
Lebanon,1958,Yes,No,No,No,No
Lebanon,1959,Yes,No,No,No,No
Lebanon,1960,Yes,No,No,No,No
Lebanon,1961,Yes,No,No,No,No
Lebanon,1962,Yes,No,No,No,No
Lebanon,1963,Yes,No,No,No,No
Lebanon,1964,Yes,No,No,No,No
Lebanon,1965,Yes,No,No,No,No
Lebanon,1966,Yes,No,No,No,No
Lebanon,1967,Yes,No,No,No,No
Lebanon,1968,Yes,No,No,No,No
Lebanon,1969,Yes,No,No,No,No
Lebanon,1970,Yes,No,No,No,No
Lebanon,1971,Yes,No,No,No,No
Lebanon,1972,Yes,No,No,No,No
Lebanon,1973,Yes,No,No,No,No
Lebanon,1974,Yes,No,No,No,No
Lebanon,1975,Yes,No,No,No,No
Lebanon,1976,Yes,No,No,No,No
Lebanon,1977,Yes,No,No,No,No
Lebanon,1978,Yes,No,No,No,No
Lebanon,1979,Yes,No,No,No,No
Lebanon,1980,Yes,No,No,No,No
Lebanon,1981,Yes,No,No,No,No
Lebanon,1982,Yes,No,No,No,No
Lebanon,1983,Yes,No,No,No,No
Lebanon,1984,Yes,No,No,No,No
Lebanon,1985,Yes,No,No,No,No
Lebanon,1986,Yes,No,No,No,No
Lebanon,1987,Yes,No,No,No,No
Lebanon,1988,Yes,No,No,No,No
Lebanon,1989,Yes,No,No,No,No
Lebanon,1990,Yes,No,No,No,No
Lebanon,1991,Yes,Yes,No,No,No
Lebanon,1992,Yes,Yes,No,No,No
Lebanon,1993,Yes,Yes,No,No,No
Lebanon,1994,Yes,Yes,No,No,No
Lebanon,1995,Yes,Yes,No,No,No
Lebanon,1996,Yes,Yes,No,No,No
Lebanon,1997,Yes,Yes,No,No,No
Lebanon,1998,Yes,Yes,No,No,No
Lebanon,1999,Yes,Yes,No,No,No
Lebanon,2000,Yes,Yes,No,No,No
Lebanon,2001,Yes,Yes,No,No,No
Lebanon,2002,Yes,Yes,No,No,No
Lebanon,2003,Yes,Yes,No,No,No
Lebanon,2004,Yes,Yes,No,No,No
Lebanon,2005,Yes,Yes,No,No,No
Lebanon,2006,Yes,Yes,No,No,No
Lebanon,2007,Yes,Yes,No,No,No
Lebanon,2008,Yes,Yes,No,No,No
Lebanon,2009,Yes,Yes,No,No,No
Lebanon,2010,Yes,Yes,No,No,No
Lebanon,2011,Yes,Yes,No,No,No
Lebanon,2012,Yes,Yes,No,No,No
Lebanon,2013,Yes,Yes,No,No,No
Lebanon,2014,Yes,Yes,No,No,No
Lebanon,2015,Yes,Yes,No,No,No
Lebanon,2016,Yes,Yes,No,No,No
Lebanon,2017,Yes,Yes,No,No,No
Lesotho,1966,Yes,Yes,No,No,No
Lesotho,1967,Yes,Yes,No,No,No
Lesotho,1968,Yes,Yes,No,No,No
Lesotho,1969,Yes,Yes,No,No,No
Lesotho,1970,Yes,Yes,No,No,No
Lesotho,1971,Yes,Yes,No,No,No
Lesotho,1972,Yes,Yes,No,No,No
Lesotho,1973,Yes,Yes,No,No,No
Lesotho,1974,Yes,Yes,No,No,No
Lesotho,1975,Yes,Yes,No,No,No
Lesotho,1976,Yes,Yes,No,No,No
Lesotho,1977,Yes,Yes,No,No,No
Lesotho,1978,Yes,Yes,No,No,No
Lesotho,1979,Yes,Yes,No,No,No
Lesotho,1980,Yes,Yes,No,No,No
Lesotho,1981,Yes,Yes,No,No,No
Lesotho,1982,Yes,Yes,No,No,No
Lesotho,1983,Yes,Yes,No,No,No
Lesotho,1984,Yes,Yes,No,No,No
Lesotho,1985,Yes,Yes,No,No,No
Lesotho,1986,Yes,Yes,No,No,No
Lesotho,1987,Yes,Yes,No,No,No
Lesotho,1988,Yes,Yes,No,No,No
Lesotho,1989,Yes,Yes,No,No,No
Lesotho,1990,Yes,Yes,No,No,No
Lesotho,1991,Yes,Yes,No,No,No
Lesotho,1992,Yes,Yes,No,No,No
Lesotho,1993,Yes,Yes,No,No,No
Lesotho,1994,Yes,Yes,No,No,No
Lesotho,1995,Yes,Yes,No,No,No
Lesotho,1996,Yes,Yes,No,No,No
Lesotho,1997,Yes,Yes,No,No,No
Lesotho,1998,Yes,Yes,No,No,No
Lesotho,1999,Yes,Yes,No,No,No
Lesotho,2000,Yes,Yes,No,No,No
Lesotho,2001,Yes,Yes,No,No,No
Lesotho,2002,Yes,Yes,Yes,No,No
Lesotho,2003,Yes,Yes,Yes,No,No
Lesotho,2004,Yes,Yes,Yes,No,No
Lesotho,2005,Yes,Yes,Yes,No,No
Lesotho,2006,Yes,Yes,Yes,No,No
Lesotho,2007,Yes,Yes,Yes,Yes,No
Lesotho,2008,Yes,Yes,Yes,Yes,No
Lesotho,2009,Yes,Yes,Yes,Yes,No
Lesotho,2010,Yes,Yes,Yes,Yes,No
Lesotho,2011,Yes,Yes,Yes,Yes,No
Lesotho,2012,Yes,Yes,Yes,Yes,No
Lesotho,2013,Yes,Yes,Yes,Yes,No
Lesotho,2014,Yes,Yes,Yes,Yes,No
Lesotho,2015,Yes,Yes,Yes,Yes,No
Lesotho,2016,Yes,Yes,Yes,Yes,No
Lesotho,2017,Yes,Yes,Yes,Yes,No
Liberia,1893,No,No,No,No,No
Liberia,1894,No,No,No,No,No
Liberia,1895,No,No,No,No,No
Liberia,1896,No,No,No,No,No
Liberia,1897,No,No,No,No,No
Liberia,1898,No,No,No,No,No
Liberia,1899,No,No,No,No,No
Liberia,1900,No,No,No,No,No
Liberia,1901,No,No,No,No,No
Liberia,1902,No,No,No,No,No
Liberia,1903,No,No,No,No,No
Liberia,1904,No,No,No,No,No
Liberia,1905,No,No,No,No,No
Liberia,1906,No,No,No,No,No
Liberia,1907,No,No,No,No,No
Liberia,1908,No,No,No,No,No
Liberia,1909,No,No,No,No,No
Liberia,1910,No,No,No,No,No
Liberia,1911,No,No,No,No,No
Liberia,1912,No,No,No,No,No
Liberia,1913,No,No,No,No,No
Liberia,1914,No,No,No,No,No
Liberia,1915,No,No,No,No,No
Liberia,1916,No,No,No,No,No
Liberia,1917,No,No,No,No,No
Liberia,1918,No,No,No,No,No
Liberia,1919,No,No,No,No,No
Liberia,1920,No,No,No,No,No
Liberia,1921,No,No,No,No,No
Liberia,1922,No,No,No,No,No
Liberia,1923,No,No,No,No,No
Liberia,1924,No,No,No,No,No
Liberia,1925,No,No,No,No,No
Liberia,1926,No,No,No,No,No
Liberia,1927,No,No,No,No,No
Liberia,1928,No,No,No,No,No
Liberia,1929,No,No,No,No,No
Liberia,1930,No,No,No,No,No
Liberia,1931,No,No,No,No,No
Liberia,1932,No,No,No,No,No
Liberia,1933,No,No,No,No,No
Liberia,1934,No,No,No,No,No
Liberia,1935,No,No,No,No,No
Liberia,1936,No,No,No,No,No
Liberia,1937,No,No,No,No,No
Liberia,1938,No,No,No,No,No
Liberia,1939,No,No,No,No,No
Liberia,1940,No,No,No,No,No
Liberia,1941,No,No,No,No,No
Liberia,1942,No,No,No,No,No
Liberia,1943,No,No,No,No,No
Liberia,1944,No,No,No,No,No
Liberia,1945,No,No,No,No,No
Liberia,1946,Yes,No,No,No,No
Liberia,1947,Yes,No,No,No,No
Liberia,1948,Yes,No,No,No,No
Liberia,1949,Yes,No,No,No,No
Liberia,1950,Yes,No,No,No,No
Liberia,1951,Yes,No,No,No,No
Liberia,1952,Yes,No,No,No,No
Liberia,1953,Yes,No,No,No,No
Liberia,1954,Yes,No,No,No,No
Liberia,1955,Yes,No,No,No,No
Liberia,1956,Yes,No,No,No,No
Liberia,1957,Yes,No,No,No,No
Liberia,1958,Yes,No,No,No,No
Liberia,1959,Yes,No,No,No,No
Liberia,1960,Yes,No,No,No,No
Liberia,1961,Yes,No,No,No,No
Liberia,1962,Yes,No,No,No,No
Liberia,1963,Yes,No,No,No,No
Liberia,1964,Yes,Yes,No,No,No
Liberia,1965,Yes,Yes,No,No,No
Liberia,1966,Yes,Yes,No,No,No
Liberia,1967,Yes,Yes,No,No,No
Liberia,1968,Yes,Yes,No,No,No
Liberia,1969,Yes,Yes,No,No,No
Liberia,1970,Yes,Yes,No,No,No
Liberia,1971,Yes,Yes,No,No,No
Liberia,1972,Yes,Yes,No,No,No
Liberia,1973,Yes,Yes,No,No,No
Liberia,1974,Yes,Yes,No,No,No
Liberia,1975,Yes,Yes,No,No,No
Liberia,1976,Yes,Yes,No,No,No
Liberia,1977,Yes,Yes,No,No,No
Liberia,1978,Yes,Yes,No,No,No
Liberia,1979,Yes,Yes,No,No,No
Liberia,1980,Yes,Yes,No,No,No
Liberia,1981,Yes,Yes,No,No,No
Liberia,1982,Yes,Yes,No,No,No
Liberia,1983,Yes,Yes,No,No,No
Liberia,1984,Yes,Yes,No,No,No
Liberia,1985,Yes,Yes,No,No,No
Liberia,1986,Yes,Yes,No,No,No
Liberia,1987,Yes,Yes,No,No,No
Liberia,1988,Yes,Yes,No,No,No
Liberia,1989,Yes,Yes,No,No,No
Liberia,1990,Yes,Yes,No,No,No
Liberia,1991,Yes,Yes,No,No,No
Liberia,1992,Yes,Yes,No,No,No
Liberia,1993,Yes,Yes,No,No,No
Liberia,1994,Yes,Yes,No,No,No
Liberia,1995,Yes,Yes,No,No,No
Liberia,1996,Yes,Yes,No,No,No
Liberia,1997,Yes,Yes,No,No,No
Liberia,1998,Yes,Yes,No,No,No
Liberia,1999,Yes,Yes,No,No,No
Liberia,2000,Yes,Yes,No,No,No
Liberia,2001,Yes,Yes,No,No,No
Liberia,2002,Yes,Yes,No,No,No
Liberia,2003,Yes,Yes,No,No,No
Liberia,2004,Yes,Yes,No,No,No
Liberia,2005,Yes,Yes,Yes,No,No
Liberia,2006,Yes,Yes,Yes,No,No
Liberia,2007,Yes,Yes,Yes,No,No
Liberia,2008,Yes,Yes,Yes,No,No
Liberia,2009,Yes,Yes,Yes,No,No
Liberia,2010,Yes,Yes,Yes,No,No
Liberia,2011,Yes,Yes,Yes,No,No
Liberia,2012,Yes,Yes,Yes,No,No
Liberia,2013,Yes,Yes,Yes,No,No
Liberia,2014,Yes,Yes,Yes,No,No
Liberia,2015,Yes,Yes,Yes,No,No
Liberia,2016,Yes,Yes,Yes,No,No
Liberia,2017,Yes,Yes,Yes,No,No
Libya,2011,Yes,No,No,No,No
Libya,2012,Yes,No,Yes,No,No
Libya,2013,Yes,No,Yes,No,No
Libya,2014,Yes,Yes,Yes,No,No
Libya,2015,Yes,Yes,Yes,No,No
Libya,2016,Yes,Yes,Yes,No,No
Libya,2017,Yes,Yes,Yes,No,No
Libyan Arab Jamahiriya,1951,No,No,No,No,No
Libyan Arab Jamahiriya,1952,No,No,No,No,No
Libyan Arab Jamahiriya,1953,No,No,No,No,No
Libyan Arab Jamahiriya,1954,No,No,No,No,No
Libyan Arab Jamahiriya,1955,No,No,No,No,No
Libyan Arab Jamahiriya,1956,No,No,No,No,No
Libyan Arab Jamahiriya,1957,No,No,No,No,No
Libyan Arab Jamahiriya,1958,No,No,No,No,No
Libyan Arab Jamahiriya,1959,No,No,No,No,No
Libyan Arab Jamahiriya,1960,No,No,No,No,No
Libyan Arab Jamahiriya,1961,No,No,No,No,No
Libyan Arab Jamahiriya,1962,No,No,No,No,No
Libyan Arab Jamahiriya,1963,No,No,No,No,No
Libyan Arab Jamahiriya,1964,Yes,No,No,No,No
Libyan Arab Jamahiriya,1965,Yes,No,No,No,No
Libyan Arab Jamahiriya,1966,Yes,No,No,No,No
Libyan Arab Jamahiriya,1967,Yes,No,No,No,No
Libyan Arab Jamahiriya,1968,Yes,No,No,No,No
Libyan Arab Jamahiriya,1969,Yes,No,No,No,No
Libyan Arab Jamahiriya,1970,Yes,No,No,No,No
Libyan Arab Jamahiriya,1971,Yes,No,No,No,No
Libyan Arab Jamahiriya,1972,Yes,No,No,No,No
Libyan Arab Jamahiriya,1973,Yes,No,No,No,No
Libyan Arab Jamahiriya,1974,Yes,No,No,No,No
Libyan Arab Jamahiriya,1975,Yes,No,No,No,No
Libyan Arab Jamahiriya,1976,Yes,No,No,No,No
Libyan Arab Jamahiriya,1977,Yes,No,No,No,No
Libyan Arab Jamahiriya,1978,Yes,No,No,No,No
Libyan Arab Jamahiriya,1979,Yes,No,No,No,No
Libyan Arab Jamahiriya,1980,Yes,No,No,No,No
Libyan Arab Jamahiriya,1981,Yes,No,No,No,No
Libyan Arab Jamahiriya,1982,Yes,No,No,No,No
Libyan Arab Jamahiriya,1983,Yes,No,No,No,No
Libyan Arab Jamahiriya,1984,Yes,No,No,No,No
Libyan Arab Jamahiriya,1985,Yes,No,No,No,No
Libyan Arab Jamahiriya,1986,Yes,No,No,No,No
Libyan Arab Jamahiriya,1987,Yes,No,No,No,No
Libyan Arab Jamahiriya,1988,Yes,No,No,No,No
Libyan Arab Jamahiriya,1989,Yes,No,No,No,No
Libyan Arab Jamahiriya,1990,Yes,No,No,No,No
Libyan Arab Jamahiriya,1991,Yes,No,No,No,No
Libyan Arab Jamahiriya,1992,Yes,No,No,No,No
Libyan Arab Jamahiriya,1993,Yes,No,No,No,No
Libyan Arab Jamahiriya,1994,Yes,No,No,No,No
Libyan Arab Jamahiriya,1995,Yes,No,No,No,No
Libyan Arab Jamahiriya,1996,Yes,No,No,No,No
Libyan Arab Jamahiriya,1997,Yes,No,No,No,No
Libyan Arab Jamahiriya,1998,Yes,No,No,No,No
Libyan Arab Jamahiriya,1999,Yes,No,No,No,No
Libyan Arab Jamahiriya,2000,Yes,No,No,No,No
Libyan Arab Jamahiriya,2001,Yes,No,No,No,No
Libyan Arab Jamahiriya,2002,Yes,No,No,No,No
Libyan Arab Jamahiriya,2003,Yes,No,No,No,No
Libyan Arab Jamahiriya,2004,Yes,No,No,No,No
Libyan Arab Jamahiriya,2005,Yes,No,No,No,No
Libyan Arab Jamahiriya,2006,Yes,No,No,No,No
Libyan Arab Jamahiriya,2007,Yes,No,No,No,No
Libyan Arab Jamahiriya,2008,Yes,No,No,No,No
Libyan Arab Jamahiriya,2009,Yes,No,No,No,No
Libyan Arab Jamahiriya,2010,Yes,No,No,No,No
Liechtenstein,1893,No,No,No,No,No
Liechtenstein,1894,No,No,No,No,No
Liechtenstein,1895,No,No,No,No,No
Liechtenstein,1896,No,No,No,No,No
Liechtenstein,1897,No,No,No,No,No
Liechtenstein,1898,No,No,No,No,No
Liechtenstein,1899,No,No,No,No,No
Liechtenstein,1900,No,No,No,No,No
Liechtenstein,1901,No,No,No,No,No
Liechtenstein,1902,No,No,No,No,No
Liechtenstein,1903,No,No,No,No,No
Liechtenstein,1904,No,No,No,No,No
Liechtenstein,1905,No,No,No,No,No
Liechtenstein,1906,No,No,No,No,No
Liechtenstein,1907,No,No,No,No,No
Liechtenstein,1908,No,No,No,No,No
Liechtenstein,1909,No,No,No,No,No
Liechtenstein,1910,No,No,No,No,No
Liechtenstein,1911,No,No,No,No,No
Liechtenstein,1912,No,No,No,No,No
Liechtenstein,1913,No,No,No,No,No
Liechtenstein,1914,No,No,No,No,No
Liechtenstein,1915,No,No,No,No,No
Liechtenstein,1916,No,No,No,No,No
Liechtenstein,1917,No,No,No,No,No
Liechtenstein,1918,No,No,No,No,No
Liechtenstein,1919,No,No,No,No,No
Liechtenstein,1920,No,No,No,No,No
Liechtenstein,1921,No,No,No,No,No
Liechtenstein,1922,No,No,No,No,No
Liechtenstein,1923,No,No,No,No,No
Liechtenstein,1924,No,No,No,No,No
Liechtenstein,1925,No,No,No,No,No
Liechtenstein,1926,No,No,No,No,No
Liechtenstein,1927,No,No,No,No,No
Liechtenstein,1928,No,No,No,No,No
Liechtenstein,1929,No,No,No,No,No
Liechtenstein,1930,No,No,No,No,No
Liechtenstein,1931,No,No,No,No,No
Liechtenstein,1932,No,No,No,No,No
Liechtenstein,1933,No,No,No,No,No
Liechtenstein,1934,No,No,No,No,No
Liechtenstein,1935,No,No,No,No,No
Liechtenstein,1936,No,No,No,No,No
Liechtenstein,1937,No,No,No,No,No
Liechtenstein,1938,No,No,No,No,No
Liechtenstein,1939,No,No,No,No,No
Liechtenstein,1940,No,No,No,No,No
Liechtenstein,1941,No,No,No,No,No
Liechtenstein,1942,No,No,No,No,No
Liechtenstein,1943,No,No,No,No,No
Liechtenstein,1944,No,No,No,No,No
Liechtenstein,1945,No,No,No,No,No
Liechtenstein,1946,No,No,No,No,No
Liechtenstein,1947,No,No,No,No,No
Liechtenstein,1948,No,No,No,No,No
Liechtenstein,1949,No,No,No,No,No
Liechtenstein,1950,No,No,No,No,No
Liechtenstein,1951,No,No,No,No,No
Liechtenstein,1952,No,No,No,No,No
Liechtenstein,1953,No,No,No,No,No
Liechtenstein,1954,No,No,No,No,No
Liechtenstein,1955,No,No,No,No,No
Liechtenstein,1956,No,No,No,No,No
Liechtenstein,1957,No,No,No,No,No
Liechtenstein,1958,No,No,No,No,No
Liechtenstein,1959,No,No,No,No,No
Liechtenstein,1960,No,No,No,No,No
Liechtenstein,1961,No,No,No,No,No
Liechtenstein,1962,No,No,No,No,No
Liechtenstein,1963,No,No,No,No,No
Liechtenstein,1964,No,No,No,No,No
Liechtenstein,1965,No,No,No,No,No
Liechtenstein,1966,No,No,No,No,No
Liechtenstein,1967,No,No,No,No,No
Liechtenstein,1968,No,No,No,No,No
Liechtenstein,1969,No,No,No,No,No
Liechtenstein,1970,No,No,No,No,No
Liechtenstein,1971,No,No,No,No,No
Liechtenstein,1972,No,No,No,No,No
Liechtenstein,1973,No,No,No,No,No
