Entity,Year,Value of global merchandise imports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data),Value of global merchandise exports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data)
Mexico,1971,6.74819,4.94579
Mexico,1972,7.06918,5.45457
Mexico,1973,8.39071,6.21655
Mexico,1974,10.12491,7.07343
Mexico,1975,8.93372,5.16258
Mexico,1976,8.54881,5.88819
Mexico,1977,8.82368,8.22437
Mexico,1978,9.93564,8.22662
Mexico,1979,10.9211,8.99747
Mexico,1980,11.4619,9.54374
Mexico,1981,10.6633,9.35095
Mexico,1982,10.09333,14.62986
Mexico,1983,8.45742,18.4141
Mexico,1984,9.1171,16.87738
Mexico,1985,9.96664,15.75044
Mexico,1986,12.96432,18.75851
Mexico,1987,14.01566,20.99612
Mexico,1988,14.83224,17.62821
Mexico,1989,15.33637,16.59953
Mexico,1990,15.26937,15.64651
Mexico,1991,17.44529,13.6321
Mexico,1992,18.79581,12.88618
Mexico,1993,14.26772,10.28944
Mexico,1994,16.55238,11.818
Mexico,1995,23.18248,23.224
Mexico,1996,24.76549,24.16012
Mexico,1997,25.13533,22.98157
Mexico,1998,27.43151,23.4047
Mexico,1999,26.95131,23.53762
Mexico,2000,28.48674,24.31061
Mexico,2001,25.56024,22.06769
Mexico,2002,25.02119,21.83542
Mexico,2003,26.30088,23.60116
Mexico,2004,28.10595,24.96592
Mexico,2005,28.16437,24.97023
Mexico,2006,29.17948,26.2415
Mexico,2007,29.72233,26.61855
Mexico,2008,30.82463,26.76285
Mexico,2009,28.80869,26.64466
Mexico,2010,31.54989,30.04634
Mexico,2011,32.95177,31.5131
Mexico,2012,34.36942,32.98946
Mexico,2013,33.2319,31.37631
Mexico,2014,33.90041,31.5449
Micronesia,1994,48.15055,5.65174
Micronesia,1995,40.1935,9.25908
Micronesia,1996,45.50091,8.28775
Micronesia,1997,48.04488,8.14179
Micronesia,1998,45.43214,10.69949
Micronesia,1999,43.8697,8.17074
Micronesia,2000,45.77528,9.26257
Micronesia,2001,47.42058,11.03779
Micronesia,2002,43.17651,11.12322
Micronesia,2003,48.13401,11.5343
Micronesia,2004,55.39079,7.30287
Micronesia,2005,52.11779,7.40457
Micronesia,2006,54.05643,6.95676
Micronesia,2007,55.30953,8.40202
Micronesia,2008,59.38939,10.44618
Micronesia,2009,61.87829,8.97262
Micronesia,2010,57.08371,10.21845
Micronesia,2011,60.61507,11.82581
Micronesia,2012,59.43035,16.00257
Micronesia,2013,59.44782,10.98264
Micronesia,2014,69.16673,9.74622
Moldova,1992,27.58421,20.25482
Moldova,1993,26.58439,20.45602
Moldova,1994,70.48716,53.19397
Moldova,1995,62.15361,64.49918
Moldova,1996,78.38195,73.56617
Moldova,1997,77.3319,68.72162
Moldova,1998,77.63361,60.78199
Moldova,1999,78.18228,59.89877
Moldova,2000,82.70084,64.38708
Moldova,2001,82.48394,57.50519
Moldova,2002,80.74317,49.48746
Moldova,2003,95.34023,56.49907
Moldova,2004,95.27407,55.94074
Moldova,2005,96.29592,49.06817
Moldova,2006,95.40324,39.72949
Moldova,2007,101.63995,44.17286
Moldova,2008,96.95216,37.57416
Moldova,2009,62.13704,26.44658
Moldova,2010,66.46409,28.60263
Moldova,2011,74.14337,32.25002
Moldova,2012,80.95104,31.08042
Moldova,2013,76.63275,29.95177
Moldova,2014,77.65383,33.09216
Mongolia,1990,36.08268,25.81239
Mongolia,1992,34.05085,29.47757
Mongolia,1993,49.32446,49.8041
Mongolia,1994,31.64365,38.47389
Mongolia,1995,33.97917,32.59379
Mongolia,1996,38.57451,31.52886
Mongolia,1997,45.54403,40.27614
Mongolia,1998,49.89339,34.11623
Mongolia,1999,48.49119,34.64795
Mongolia,2000,54.04751,47.13175
Mongolia,2001,50.29433,47.01594
Mongolia,2002,50.38078,37.51539
Mongolia,2003,50.85994,38.5746
Mongolia,2004,52.22113,43.6286
Mongolia,2005,48.23658,42.15938
Mongolia,2006,44.10579,47.36158
Mongolia,2007,49.13009,45.98513
Mongolia,2008,57.47689,45.07153
Mongolia,2009,52.98762,41.12001
Mongolia,2010,53.16683,42.84795
Mongolia,2011,66.81696,40.9938
Mongolia,2012,63.58567,35.99388
Mongolia,2013,54.81333,30.69991
Mongolia,2014,48.09057,43.44234
Montenegro,2004,51.99553,27.10713
Montenegro,2005,,24.54391
Montenegro,2006,68.30457,20.64002
Montenegro,2007,78.15266,17.07041
Montenegro,2008,82.55286,13.64276
Montenegro,2009,55.85428,9.35775
Montenegro,2010,52.71415,10.54735
Montenegro,2011,56.05844,13.92153
Montenegro,2012,57.18103,11.53683
Montenegro,2013,52.73336,11.16264
Montenegro,2014,51.63102,9.74717
Morocco,1952,30.49132,18.06875
Morocco,1953,26.73132,16.37321
Morocco,1954,24.98404,16.4734
Morocco,1955,25.80382,18.45702
Morocco,1956,21.72191,20.7431
Morocco,1957,21.94565,21.91625
Morocco,1958,22.69278,21.83481
Morocco,1959,20.24526,23.79596
Morocco,1960,22.84736,23.07171
Morocco,1961,22.08627,20.34168
Morocco,1962,17.93991,16.60574
Morocco,1963,16.5434,16.5227
Morocco,1964,16.55517,17.28093
Morocco,1965,15.28664,16.59769
Morocco,1966,16.67017,16.75503
Morocco,1967,16.99745,15.3562
Morocco,1968,16.87954,13.66081
Morocco,1969,15.45424,13.69038
Morocco,1970,17.33147,14.26297
Morocco,1971,16.01167,12.66042
Morocco,1972,15.35282,13.54716
Morocco,1973,18.33174,16.16964
Morocco,1974,24.88532,23.58155
Morocco,1975,28.57496,18.43702
Morocco,1976,28.21309,15.34521
Morocco,1977,29.88647,13.60611
Morocco,1978,24.30414,12.80444
Morocco,1979,25.9063,13.80825
Morocco,1980,20.0743,11.7509
Morocco,1981,24.92993,14.11118
Morocco,1982,24.94765,13.36053
Morocco,1983,23.35312,14.25977
Morocco,1984,26.35542,16.22659
Morocco,1985,25.78418,17.05187
Morocco,1986,20.04473,14.86794
Morocco,1987,20.56037,15.48964
Morocco,1988,20.28618,16.25298
Morocco,1989,21.23192,16.25876
Morocco,1990,26.23996,18.15364
Morocco,1991,23.29146,18.0601
Morocco,1992,23.79117,17.53921
Morocco,1993,22.73096,17.49453
Morocco,1994,22.64729,17.20919
Morocco,1995,24.34487,18.7567
Morocco,1996,21.55944,17.65607
Morocco,1997,22.8534,19.76786
Morocco,1998,22.17689,18.92855
Morocco,1999,28.68153,20.143
Morocco,2000,29.6758,21.28289
Morocco,2001,29.0705,20.9415
Morocco,2002,28.01512,20.69371
Morocco,2003,27.26775,19.14529
Morocco,2004,29.86398,19.65381
Morocco,2005,35.8534,24.9469
Morocco,2006,33.89179,20.34465
Morocco,2007,39.49734,21.29222
Morocco,2008,43.91883,23.11833
Morocco,2009,34.87043,15.6974
Morocco,2010,37.69634,18.84607
Morocco,2011,43.03591,21.58245
Morocco,2012,43.64701,22.65905
Morocco,2013,41.72312,21.45152
Morocco,2014,41.46141,22.71283
Mozambique,1975,14.48028,15.10567
Mozambique,1976,9.24227,10.7137
Mozambique,1977,12.40521,9.5198
Mozambique,1978,15.87109,10.276
Mozambique,1979,15.66983,14.08196
Mozambique,1980,22.68693,15.83745
Mozambique,1981,21.13372,12.93288
Mozambique,1982,21.00905,8.62715
Mozambique,1983,19.39185,7.84667
Mozambique,1984,14.35428,4.28418
Mozambique,1985,9.53785,3.36033
Mozambique,1986,9.1234,2.46949
Mozambique,1987,30.57972,10.56789
Mozambique,1988,35.15823,16.67013
Mozambique,1989,34.91633,18.56714
Mozambique,1990,34.95071,16.30097
Mozambique,1991,27.5449,12.96769
Mozambique,1992,37.31709,12.07541
Mozambique,1993,39.87768,7.75999
Mozambique,1994,41.41148,8.87418
Mozambique,1995,29.61766,8.69433
Mozambique,1996,22.47325,6.41578
Mozambique,1997,25.93232,6.67073
Mozambique,1998,20.26073,6.0505
Mozambique,1999,26.05665,5.11077
Mozambique,2000,24.55549,8.16117
Mozambique,2001,23.69123,16.60155
Mozambique,2002,29.30143,19.46841
Mozambique,2003,32.38897,18.65002
Mozambique,2004,29.7826,22.01262
Mozambique,2005,31.93435,22.7958
Mozambique,2006,35.05405,28.64663
Mozambique,2007,33.01297,29.44437
Mozambique,2008,34.86583,23.08219
Mozambique,2009,37.43609,19.67778
Mozambique,2010,46.04387,31.22415
Mozambique,2011,59.24607,29.61663
Mozambique,2012,57.73386,30.56124
Mozambique,2013,69.53059,28.5617
Mozambique,2014,73.33047,33.17403
Myanmar,1937,23.19153,49.23448
Myanmar,1938,21.53132,48.54514
Myanmar,1947,15.9474,16.1497
Myanmar,1948,16.10028,17.81665
Myanmar,1949,13.82004,21.79461
Myanmar,1950,13.86886,18.56826
Myanmar,1951,13.46498,19.83413
Myanmar,1952,17.35709,22.86712
Myanmar,1953,16.29082,19.5039
Myanmar,1954,17.7902,21.5555
Myanmar,1955,15.44336,17.27933
Myanmar,1956,15.63348,18.08746
Myanmar,1957,21.42097,15.26538
Myanmar,1958,15.09981,14.61857
Myanmar,1959,15.76188,15.30533
Myanmar,1960,17.19855,14.66453
Myanmar,1961,13.84717,13.92619
Myanmar,1962,14.27446,16.61605
Myanmar,1963,14.48647,16.14278
Myanmar,1964,18.06615,15.86238
Myanmar,1965,14.87863,13.05186
Myanmar,1966,11.28015,12.07844
Myanmar,1967,8.28889,7.4176
Myanmar,1968,8.60874,5.8428
Myanmar,1969,8.07367,6.32143
Myanmar,1970,7.62771,5.7973
Myanmar,1971,8.77329,5.88018
Myanmar,1972,8.62193,6.2325
Myanmar,1973,6.22274,7.13822
Myanmar,1974,7.31454,7.40281
Myanmar,1975,6.78543,6.13587
Myanmar,1976,5.34125,6.74577
Myanmar,1977,7.7343,7.05007
Myanmar,1978,11.04062,6.8678
Myanmar,1979,11.42912,8.73096
Myanmar,1980,13.30415,7.71297
Myanmar,1981,13.85166,8.08086
Myanmar,1982,13.80046,7.18504
Myanmar,1983,10.37362,7.77156
Myanmar,1984,8.26981,7.44827
Myanmar,1985,8.2231,6.39375
Myanmar,1986,6.85342,5.21965
Myanmar,1987,5.07266,3.98953
Myanmar,1988,4.87271,3.58518
Myanmar,1989,3.02436,3.28845
Myanmar,1990,4.11159,2.49274
Myanmar,1991,3.58846,1.77082
Myanmar,1992,2.56393,1.67586
Myanmar,1993,2.18938,1.47829
Myanmar,1994,2.18307,1.33371
Myanmar,1995,3.35952,1.71852
Myanmar,1996,3.80911,1.68284
Myanmar,1997,4.08723,1.61696
Myanmar,1998,3.32448,1.60496
Myanmar,2012,22.80821,11.45168
Myanmar,2013,34.83798,18.50575
Myanmar,2014,37.79773,37.46368
Namibia,1980,47.47864,59.9233
Namibia,1981,55.06293,48.15793
Namibia,1982,48.87083,43.88977
Namibia,1983,39.9029,36.65348
Namibia,1984,41.72199,39.06973
Namibia,1985,35.95754,44.99333
Namibia,1986,48.76897,53.77798
Namibia,1987,52.41478,42.97925
Namibia,1988,50.74622,42.08905
Namibia,1989,49.42366,44.04555
Namibia,1990,41.47118,38.68979
Namibia,1991,38.13801,40.26232
Namibia,1992,37.20645,38.88842
Namibia,1993,41.19962,38.52755
Namibia,1994,38.82698,35.96721
Namibia,1995,40.98945,35.73894
Namibia,1996,42.32841,35.94113
Namibia,1997,42.72849,32.61308
Namibia,1998,43.06777,32.19629
Namibia,1999,42.15814,32.31251
Namibia,2000,39.65552,33.77115
Namibia,2001,43.61698,33.24138
Namibia,2002,43.73372,31.88099
Namibia,2003,40.15159,25.59157
Namibia,2004,36.25968,27.65308
Namibia,2005,35.49586,28.50716
Namibia,2006,36.14765,33.17143
Namibia,2007,40.27061,33.42483
Namibia,2008,51.1387,37.00516
Namibia,2009,56.10515,35.44667
Namibia,2010,49.36984,35.68028
Namibia,2011,53.12525,35.51156
Namibia,2012,55.746,33.56444
Namibia,2013,59.54631,36.34117
Namibia,2014,58.14586,37.09415
Nepal,1960,,4.05738
Nepal,1961,,0.93994
Nepal,1962,,1.03895
Nepal,1963,13.0848,6.29396
Nepal,1964,14.992,6.61
Nepal,1965,14.62693,7.75616
Nepal,1966,8.31386,5.64607
Nepal,1967,7.18747,5.95685
Nepal,1968,7.23126,6.28227
Nepal,1969,10.72886,6.88917
Nepal,1970,8.71578,4.90078
Nepal,1971,9.58044,5.40277
Nepal,1972,8.31035,5.6611
Nepal,1973,10.64784,6.46464
Nepal,1974,11.02973,5.42779
Nepal,1975,10.9104,6.36684
Nepal,1976,11.20713,6.76767
Nepal,1977,12.17651,5.8287
Nepal,1978,13.7948,5.66329
Nepal,1979,13.74385,5.87668
Nepal,1980,17.57526,4.11117
Nepal,1981,16.21562,6.15227
Nepal,1982,16.48977,3.67367
Nepal,1983,18.96064,3.84116
Nepal,1984,16.11644,4.9589
Nepal,1985,17.29065,6.10707
Nepal,1986,16.10085,4.98109
Nepal,1987,19.27465,5.10609
Nepal,1988,19.52963,5.44879
Nepal,1989,16.45284,4.48198
Nepal,1990,18.52485,5.62362
Nepal,1991,18.79395,6.55365
Nepal,1992,22.8154,10.84025
Nepal,1993,24.31666,10.49168
Nepal,1994,28.40088,8.9014
Nepal,1995,30.28785,7.83894
Nepal,1996,30.91839,8.51472
Nepal,1997,34.41972,8.25423
Nepal,1998,25.65763,9.76061
Nepal,1999,28.24992,11.95953
Nepal,2000,28.62992,14.63348
Nepal,2001,24.52114,12.26889
Nepal,2002,23.45115,9.38707
Nepal,2003,27.70723,10.45735
Nepal,2004,26.63706,10.61043
Nepal,2005,28.08348,10.61767
Nepal,2006,27.55296,9.26453
Nepal,2007,30.23093,8.41015
Nepal,2008,28.61636,7.48291
Nepal,2009,34.10671,6.39904
Nepal,2010,32.07856,5.3476
Nepal,2011,30.52886,4.86012
Nepal,2012,31.92037,4.61853
Nepal,2013,33.47849,4.47953
Nepal,2014,38.29103,4.9318
Netherlands,1831,18.69095,7.29356
Netherlands,1832,23.68655,8.12591
Netherlands,1833,19.18321,8.79496
Netherlands,1834,22.53117,10.52163
Netherlands,1835,20.40408,12.40733
Netherlands,1836,19.9784,12.2803
Netherlands,1837,21.01072,12.67823
Netherlands,1838,20.50625,12.13492
Netherlands,1839,23.23109,13.49272
Netherlands,1840,23.54079,15.03949
Netherlands,1841,23.17231,14.91189
Netherlands,1842,22.79652,13.72251
Netherlands,1843,21.57946,14.4468
Netherlands,1844,27.55661,14.70315
Netherlands,1845,26.49635,16.86923
Netherlands,1846,26.35991,19.22584
Netherlands,1847,24.91212,18.56594
Netherlands,1848,32.35294,22.21426
Netherlands,1849,32.33655,22.84552
Netherlands,1850,33.57925,24.55411
Netherlands,1851,34.84498,25.11729
Netherlands,1852,33.94553,25.92141
Netherlands,1853,33.20657,25.05631
Netherlands,1854,34.58635,27.38968
Netherlands,1855,35.58347,30.94743
Netherlands,1856,38.4813,29.54145
Netherlands,1857,39.81943,30.65493
Netherlands,1858,44.7351,33.01741
Netherlands,1859,43.7162,36.72983
Netherlands,1860,43.32676,34.4976
Netherlands,1861,45.28217,36.98334
Netherlands,1862,39.99986,30.80812
Netherlands,1863,42.342,34.59697
Netherlands,1864,43.66554,39.45643
Netherlands,1865,46.62148,39.79223
Netherlands,1866,46.63352,37.13549
Netherlands,1867,50.03835,38.76176
Netherlands,1868,53.42857,41.94351
Netherlands,1869,50.34758,42.71038
Netherlands,1870,54.50006,42.87769
Netherlands,1871,60.3615,47.3702
Netherlands,1872,56.48435,44.33894
Netherlands,1873,57.75477,43.57623
Netherlands,1874,58.46045,44.24311
Netherlands,1875,64.41956,48.3
Netherlands,1876,63.76515,47.6455
Netherlands,1877,65.17738,46.98971
Netherlands,1878,73.95398,51.49879
Netherlands,1879,81.60444,56.06317
Netherlands,1880,74.94425,56.20327
Netherlands,1881,81.08781,60.87161
Netherlands,1882,83.30599,63.14956
Netherlands,1883,91.64095,58.48152
Netherlands,1884,97.43095,72.631
Netherlands,1885,98.3477,80.28616
Netherlands,1886,100.76228,86.76267
Netherlands,1887,104.02881,86.90572
Netherlands,1888,107.95473,94.6067
Netherlands,1889,100.65282,88.43108
Netherlands,1890,104.73891,87.63751
Netherlands,1891,107.66257,90.54643
Netherlands,1892,106.20773,94.19389
Netherlands,1893,118.77242,94.14438
Netherlands,1894,118.81857,90.66823
Netherlands,1895,119.38255,97.4084
Netherlands,1896,127.77143,104.52414
Netherlands,1897,132.43573,114.81386
Netherlands,1898,131.87997,111.32443
Netherlands,1899,137.49832,113.54688
Netherlands,1900,134.17557,115.58934
Netherlands,1901,136.40012,115.51811
Netherlands,1902,141.70595,119.26855
Netherlands,1903,145.84344,124.92046
Netherlands,1904,147.33847,120.91367
Netherlands,1905,150.99797,116.52841
Netherlands,1906,138.42943,114.31863
Netherlands,1907,147.47682,122.10941
Netherlands,1908,158.80043,122.65746
Netherlands,1909,166.85391,130.5491
Netherlands,1910,163.22195,131.58565
Netherlands,1911,151.37994,124.09042
Netherlands,1912,156.41354,134.7682
Netherlands,1913,162.27229,127.69211
Netherlands,1914,118.21407,102.50588
Netherlands,1915,73.70203,61.06844
Netherlands,1916,55.96621,40.03573
Netherlands,1917,30.10824,23.30261
Netherlands,1918,15.61554,10.22801
Netherlands,1919,70.85307,37.22531
Netherlands,1920,55.28187,28.70238
Netherlands,1921,38.67782,23.64639
Netherlands,1922,36.71191,22.11174
Netherlands,1923,37.74612,24.48282
Netherlands,1924,42.22101,29.66518
Netherlands,1925,42.8221,31.53144
Netherlands,1926,41.74907,29.90553
Netherlands,1927,42.25557,31.49388
Netherlands,1928,42.54761,31.48675
Netherlands,1929,42.41483,30.65852
Netherlands,1930,38.70447,27.51088
Netherlands,1931,32.78027,22.71933
Netherlands,1932,24.8314,16.16908
Netherlands,1933,23.97361,14.33202
Netherlands,1934,20.9372,14.35374
Netherlands,1935,19.15508,13.81699
Netherlands,1936,20.51512,15.05802
Netherlands,1937,28.65903,21.22592
Netherlands,1938,25.69502,18.87316
Netherlands,1939,25.02087,15.94136
Netherlands,1946,20.76223,7.54547
Netherlands,1947,33.55633,14.58558
Netherlands,1948,34.59901,20.58504
Netherlands,1949,31.28179,21.82265
Netherlands,1950,42.52824,28.34945
Netherlands,1951,48.04157,33.94899
Netherlands,1952,41.09303,35.69231
Netherlands,1953,40.5472,32.77263
Netherlands,1954,44.06691,33.00618
Netherlands,1955,44.24438,34.05676
Netherlands,1956,47.18432,34.59596
Netherlands,1957,44.55872,33.579
Netherlands,1958,39.40461,33.59001
Netherlands,1959,41.9867,35.14779
Netherlands,1960,39.99143,32.78711
Netherlands,1961,39.73665,31.56849
Netherlands,1962,39.73747,31.10591
Netherlands,1963,40.17104,31.56173
Netherlands,1964,41.12683,30.84541
Netherlands,1965,40.36687,30.2922
Netherlands,1966,39.6361,29.93999
Netherlands,1967,37.51931,29.18075
Netherlands,1968,38.07583,29.98043
Netherlands,1969,38.98357,31.62437
Netherlands,1970,39.19805,31.22013
Netherlands,1971,37.2464,31.75176
Netherlands,1972,35.30241,31.0926
Netherlands,1973,38.05767,33.94548
Netherlands,1974,44.763,38.34652
Netherlands,1975,40.15614,35.40718
Netherlands,1976,42.427,37.23661
Netherlands,1977,41.92857,34.98779
Netherlands,1978,39.26967,32.58566
Netherlands,1979,44.55309,35.91337
Netherlands,1980,48.64135,38.37946
Netherlands,1981,50.70315,42.98369
Netherlands,1982,49.48322,43.14786
Netherlands,1983,49.11605,44.30942
Netherlands,1984,53.4667,48.58372
Netherlands,1985,56.21393,50.11153
Netherlands,1986,43.26622,40.79706
Netherlands,1987,43.14858,39.01977
Netherlands,1988,45.11362,41.24977
Netherlands,1989,48.52518,44.43926
Netherlands,1990,46.63355,43.20078
Netherlands,1991,45.72966,43.01599
Netherlands,1992,43.53365,40.63801
Netherlands,1993,38.91585,36.73814
Netherlands,1994,42.04777,39.04203
Netherlands,1995,43.16288,39.72105
Netherlands,1996,44.95093,39.81382
Netherlands,1997,49.58049,41.8902
Netherlands,1998,47.74877,40.91735
Netherlands,1999,48.02488,49.81116
Netherlands,2000,54.74395,55.65697
Netherlands,2001,50.06005,54.12806
Netherlands,2002,48.38504,52.26026
Netherlands,2003,46.69412,51.75415
Netherlands,2004,49.9797,54.95296
Netherlands,2005,55.40706,59.83888
Netherlands,2006,61.20977,63.83604
Netherlands,2007,62.05048,65.72613
Netherlands,2008,65.70394,68.21221
Netherlands,2009,52.9228,58.10351
Netherlands,2010,64.70533,67.99175
Netherlands,2011,71.69601,73.33633
Netherlands,2012,77.63897,77.36758
Netherlands,2013,73.54094,76.31804
Netherlands,2014,72.59863,74.74475
New Caledonia,1965,47.55803,40.79088
New Caledonia,1966,40.92407,47.25756
New Caledonia,1967,43.82438,43.87993
New Caledonia,1968,43.36097,52.53932
New Caledonia,1969,49.71669,51.9268
New Caledonia,1970,64.20651,56.19292
New Caledonia,1971,56.31593,48.29362
New Caledonia,1972,41.24868,37.522
New Caledonia,1973,40.03468,37.60943
New Caledonia,1974,44.46108,46.28019
New Caledonia,1975,42.49947,43.87925
New Caledonia,1976,34.62174,39.26843
New Caledonia,1977,37.46988,37.13703
New Caledonia,1978,36.75392,26.51714
New Caledonia,1979,36.83162,36.80861
New Caledonia,1980,42.78878,38.78517
New Caledonia,1981,46.02505,38.95169
New Caledonia,1982,40.56191,29.35068
New Caledonia,1983,37.13908,24.94751
New Caledonia,1984,38.99919,28.49854
New Caledonia,1985,40.73237,35.96008
New Caledonia,1986,44.45307,17.39503
New Caledonia,1987,42.16728,15.06128
New Caledonia,1988,29.12643,22.94597
New Caledonia,1989,34.96913,30.80893
New Caledonia,1990,29.62772,17.19771
New Caledonia,1991,32.61813,17.66575
New Caledonia,1992,31.68141,14.01713
New Caledonia,1993,30.10288,13.33379
New Caledonia,1994,28.45951,11.96914
New Caledonia,1995,26.38577,15.23456
New Caledonia,1996,27.74713,15.92808
New Caledonia,1997,28.21978,16.24395
New Caledonia,1998,28.99564,12.82751
New Caledonia,1999,32.99117,12.71606
New Caledonia,2000,34.43809,21.37416
New Zealand,1870,28.77363,29.9087
New Zealand,1871,25.79449,33.41013
New Zealand,1872,30.10255,30.37765
New Zealand,1873,30.7751,26.70507
New Zealand,1874,32.33014,20.90194
New Zealand,1875,29.6062,21.4939
New Zealand,1876,24.80136,20.37986
New Zealand,1877,24.08791,21.85634
New Zealand,1878,26.29147,18.06112
New Zealand,1879,25.18384,17.26935
New Zealand,1880,20.61794,21.25368
New Zealand,1881,24.30519,19.7551
New Zealand,1882,27.79837,21.49861
New Zealand,1883,25.90901,23.05623
New Zealand,1884,25.55794,23.65352
New Zealand,1885,24.33872,22.35687
New Zealand,1886,23.27128,22.97518
New Zealand,1887,21.50158,23.63969
New Zealand,1888,20.4245,26.70103
New Zealand,1889,21.35046,31.61114
New Zealand,1890,19.37062,30.36174
New Zealand,1891,20.38366,29.66976
New Zealand,1892,21.69405,29.793
New Zealand,1893,21.2113,27.57684
New Zealand,1894,21.40285,29.10573
New Zealand,1895,23.44608,28.74502
New Zealand,1896,25.53336,29.54643
New Zealand,1897,23.26215,28.92824
New Zealand,1898,23.70165,30.29089
New Zealand,1899,24.59099,33.58893
New Zealand,1900,28.17941,35.06148
New Zealand,1901,28.73737,31.32466
New Zealand,1902,28.00221,33.73269
New Zealand,1903,28.67955,33.66281
New Zealand,1904,27.69986,30.73641
New Zealand,1905,25.97318,31.85773
New Zealand,1906,26.93679,32.07605
New Zealand,1907,26.90635,31.26114
New Zealand,1908,25.42829,23.68464
New Zealand,1909,24.47016,30.38403
New Zealand,1910,25.65584,33.01722
New Zealand,1911,25.69661,24.69222
New Zealand,1912,26.39992,26.69673
New Zealand,1913,27.73995,28.10037
New Zealand,1914,26.04748,30.96786
New Zealand,1915,23.03539,32.90947
New Zealand,1916,24.69172,30.91321
New Zealand,1917,18.89467,28.07859
New Zealand,1918,20.62874,23.78084
New Zealand,1919,23.99071,41.69349
New Zealand,1920,40.6502,30.08866
New Zealand,1921,24.53008,24.91452
New Zealand,1922,21.79153,25.9532
New Zealand,1923,30.86788,32.28638
