Entity,Year,Value of global merchandise imports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data),Value of global merchandise exports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data)
Libya,1981,46.81805,58.53836
Libya,1982,28.01642,47.59479
Libya,1983,25.97483,46.32148
Libya,1984,26.81447,43.08284
Libya,1985,20.042,42.33342
Libya,1986,19.84933,31.36839
Libya,1987,19.22193,34.28774
Libya,1988,27.3792,33.7082
Libya,1989,22.09948,39.41363
Libya,1990,19.59204,48.01228
Libya,1991,17.18034,37.35031
Libya,1992,15.24324,32.15408
Libya,1993,18.10714,27.14203
Libya,1994,15.11022,30.22094
Libya,1995,20.14811,36.81227
Libya,1996,20.0375,39.98504
Libya,1997,18.0237,34.21943
Libya,1998,20.54948,27.58762
Libya,1999,11.8224,24.31574
Libya,2000,10.49482,36.57594
Libya,2001,12.94902,36.5257
Libya,2002,27.03715,52.91171
Libya,2003,23.46927,57.52887
Libya,2004,24.71277,64.13865
Libya,2005,18.54809,67.38864
Libya,2006,18.68329,78.77181
Libya,2007,19.37741,70.96459
Libya,2008,22.72321,77.80814
Libya,2009,34.31743,61.2312
Libya,2010,30.39234,61.50198
Libya,2011,24.28501,52.72991
Libya,2012,26.95147,68.631
Libya,2013,40.82639,61.42622
Libya,2014,46.50592,45.535
Lithuania,1995,46.35587,34.37625
Lithuania,1996,52.98443,39.1302
Lithuania,1997,55.76321,38.16606
Lithuania,1998,51.54443,33.01299
Lithuania,1999,44.81446,27.52929
Lithuania,2000,54.03183,33.01785
Lithuania,2001,56.1806,37.41139
Lithuania,2002,57.17796,38.35806
Lithuania,2003,55.84405,38.09275
Lithuania,2004,54.65403,41.04503
Lithuania,2005,59.28367,45.02944
Lithuania,2006,64.24762,46.84098
Lithuania,2007,61.54258,43.20681
Lithuania,2008,65.34324,49.62555
Lithuania,2009,48.98389,44.05396
Lithuania,2010,62.38729,55.80439
Lithuania,2011,72.40684,64.47405
Lithuania,2012,74.08604,69.11874
Lithuania,2013,74.52973,70.2521
Lithuania,2014,72.34489,66.93767
Low income,1970,13.33678,13.48244
Low income,1971,13.37723,11.74665
Low income,1972,14.14421,12.164
Low income,1973,15.44295,14.37705
Low income,1974,17.0949,15.49583
Low income,1975,17.04288,12.56015
Low income,1976,15.17889,13.42021
Low income,1977,16.05405,13.86135
Low income,1978,15.13575,13.65987
Low income,1979,16.33668,15.19153
Low income,1980,19.98357,16.34744
Low income,1981,20.47104,14.73572
Low income,1982,19.86048,13.19276
Low income,1983,19.09691,13.21911
Low income,1984,17.68712,13.17381
Low income,1985,17.73163,12.10755
Low income,1986,17.75474,12.36928
Low income,1987,18.91005,12.35735
Low income,1988,19.68256,12.80458
Low income,1989,19.17115,13.5206
Low income,1990,21.84781,13.70408
Low income,1991,21.83061,12.0214
Low income,1992,24.81732,12.17315
Low income,1993,27.47136,12.50908
Low income,1994,35.07793,16.93672
Low income,1995,35.05371,17.77827
Low income,1996,31.80832,16.7817
Low income,1997,29.5032,16.2466
Low income,1998,31.1265,15.45522
Low income,1999,28.33918,14.6065
Low income,2000,26.35685,13.08684
Low income,2001,30.55477,14.60845
Low income,2002,32.8546,15.12808
Low income,2003,31.32864,14.92499
Low income,2004,33.07754,16.47337
Low income,2005,34.31772,16.22132
Low income,2006,38.75739,16.59941
Low income,2007,39.41793,16.39452
Low income,2008,42.56532,15.24984
Low income,2009,37.91941,12.63968
Low income,2010,42.08754,14.81817
Low income,2011,46.4668,16.40691
Low income,2012,43.18044,15.31576
Low income,2013,41.75954,14.79776
Low income,2014,41.54024,14.53299
Lower-middle income,1970,9.79673,9.01247
Lower-middle income,1971,10.06568,8.81253
Lower-middle income,1972,10.26126,9.94628
Lower-middle income,1973,11.41082,12.08891
Lower-middle income,1974,14.69189,16.26063
Lower-middle income,1975,16.55303,13.91871
Lower-middle income,1976,16.36229,15.06666
Lower-middle income,1977,17.30651,15.56196
Lower-middle income,1978,17.90305,14.16587
Lower-middle income,1979,17.68108,17.0562
Lower-middle income,1980,18.98735,17.90942
Lower-middle income,1981,20.01588,16.69909
Lower-middle income,1982,18.93228,15.01726
Lower-middle income,1983,18.32658,14.49515
Lower-middle income,1984,17.11922,15.70273
Lower-middle income,1985,15.35216,14.47227
Lower-middle income,1986,13.80485,11.93145
Lower-middle income,1987,12.80427,11.13693
Lower-middle income,1988,13.23972,11.45382
Lower-middle income,1989,13.92536,13.09545
Lower-middle income,1990,14.77646,13.80913
Lower-middle income,1991,15.22849,14.29915
Lower-middle income,1992,16.58062,14.86941
Lower-middle income,1993,16.96064,15.27533
Lower-middle income,1994,18.31616,17.10717
Lower-middle income,1995,21.09273,18.45554
Lower-middle income,1996,20.83965,19.11313
Lower-middle income,1997,20.90227,19.11149
Lower-middle income,1998,20.93601,19.90141
Lower-middle income,1999,21.05559,20.66042
Lower-middle income,2000,22.06103,23.54093
Lower-middle income,2001,21.59647,22.39567
Lower-middle income,2002,21.48317,22.17549
Lower-middle income,2003,23.56737,23.43578
Lower-middle income,2004,27.00564,26.60151
Lower-middle income,2005,27.72438,26.53934
Lower-middle income,2006,28.1644,26.69476
Lower-middle income,2007,28.77542,25.65842
Lower-middle income,2008,32.47067,28.70514
Lower-middle income,2009,25.30042,21.22158
Lower-middle income,2010,25.3103,21.85062
Lower-middle income,2011,28.59417,24.50954
Lower-middle income,2012,28.88735,23.52225
Lower-middle income,2013,28.18597,22.83992
Lower-middle income,2014,27.40245,22.24725
Luxembourg,1999,50.20698,36.71333
Luxembourg,2000,52.76196,39.19414
Luxembourg,2001,58.57527,46.35567
Luxembourg,2002,54.27494,43.82192
Luxembourg,2003,55.34673,45.52711
Luxembourg,2004,58.3699,47.31467
Luxembourg,2005,61.13803,51.70709
Luxembourg,2006,64.76311,54.82639
Luxembourg,2007,55.6979,45.57205
Luxembourg,2008,58.31355,46.59395
Luxembourg,2009,50.27174,42.35012
Luxembourg,2010,47.93016,37.72266
Luxembourg,2011,49.16707,35.54904
Luxembourg,2012,49.19496,33.639
Luxembourg,2013,43.17074,29.83096
Luxembourg,2014,40.66268,29.51969
Macao,1982,69.81693,80.73653
Macao,1983,71.23216,84.30736
Macao,1984,62.13913,89.69613
Macao,1985,63.47273,88.77694
Macao,1986,63.68918,98.57929
Macao,1987,62.21294,94.49532
Macao,1988,61.44919,86.84222
Macao,1989,59.3148,76.76639
Macao,1990,51.22433,68.47861
Macao,1991,53.40665,54.08367
Macao,1992,48.79763,47.21944
Macao,1993,42.16855,33.982
Macao,1994,43.97801,31.44687
Macao,1995,44.22401,30.94456
Macao,1996,44.43946,32.44477
Macao,1997,41.66227,33.43646
Macao,1998,43.81875,36.63439
Macao,1999,39.59608,37.13797
Macao,2000,39.14665,41.62628
Macao,2001,35.0404,35.89149
Macao,2002,35.08764,33.78197
Macao,2003,37.25115,33.71475
Macao,2004,32.85541,30.53474
Macao,2005,32.36328,22.69885
Macao,2006,32.4932,19.63871
Macao,2007,32.47855,14.87678
Macao,2008,72.60261,21.63849
Macao,2009,53.00229,14.54153
Macao,2010,50.7928,10.86865
Macao,2011,38.70647,8.61739
Macao,2012,20.98565,7.03623
Macao,2013,24.35267,7.06825
Macao,2014,23.74575,5.82713
Macedonia,1992,52.05864,51.75647
Macedonia,1993,47.03052,41.3835
Macedonia,1994,45.7513,36.58405
Macedonia,1995,47.59129,32.05872
Macedonia,1996,39.3281,25.96514
Macedonia,1997,47.48037,33.12762
Macedonia,1998,53.6227,36.70356
Macedonia,1999,55.45841,32.44968
Macedonia,2000,58.2208,34.96003
Macedonia,2001,48.40024,31.137
Macedonia,2002,49.65079,27.75432
Macedonia,2003,46.62724,27.62837
Macedonia,2004,51.58306,29.48149
Macedonia,2005,51.52765,32.60904
Macedonia,2006,50.707,31.20651
Macedonia,2007,63.34306,40.76386
Macedonia,2008,69.14211,40.14542
Macedonia,2009,53.95624,28.80842
Macedonia,2010,57.94167,35.09908
Macedonia,2011,58.70163,40.75455
Macedonia,2012,62.73568,40.86544
Macedonia,2013,59.32003,39.41176
Macedonia,2014,63.53769,45.19317
Madagascar,1950,21.86805,16.98818
Madagascar,1951,32.19632,18.32791
Madagascar,1952,30.32306,19.50392
Madagascar,1953,28.21829,19.07282
Madagascar,1954,27.97677,21.91687
Madagascar,1955,35.36887,40.04657
Madagascar,1956,29.94768,31.44223
Madagascar,1960,16.47645,16.368
Madagascar,1961,14.77483,11.63107
Madagascar,1962,16.46181,12.76906
Madagascar,1963,16.79077,12.67012
Madagascar,1964,16.84773,13.27382
Madagascar,1965,17.52716,12.65938
Madagascar,1966,15.66206,11.59393
Madagascar,1967,15.1918,10.8946
Madagascar,1968,16.44906,12.77424
Madagascar,1969,17.30411,12.01934
Madagascar,1970,15.3255,13.65343
Madagascar,1971,17.78588,13.48757
Madagascar,1972,15.08306,13.30739
Madagascar,1973,12.29675,12.95311
Madagascar,1974,14.65767,14.08824
Madagascar,1975,16.01875,14.45361
Madagascar,1976,14.65397,14.3969
Madagascar,1977,14.72477,16.60515
Madagascar,1978,16.53904,14.95527
Madagascar,1979,18.49787,11.79107
Madagascar,1980,15.2583,10.93713
Madagascar,1981,15.11382,10.67786
Madagascar,1982,12.20115,11.37423
Madagascar,1983,10.99404,9.82243
Madagascar,1984,12.38088,12.43823
Madagascar,1985,14.01202,10.85023
Madagascar,1986,10.76718,11.95923
Madagascar,1987,14.93472,16.53938
Madagascar,1988,15.92509,14.57
Madagascar,1989,15.44623,15.12841
Madagascar,1990,19.63657,13.92833
Madagascar,1991,16.26194,15.0045
Madagascar,1992,14.97808,13.85451
Madagascar,1993,13.07922,12.5248
Madagascar,1994,17.44186,18.95212
Madagascar,1995,19.06935,20.95037
Madagascar,1996,16.52596,17.10625
Madagascar,1997,19.66166,19.1836
Madagascar,1998,20.88578,20.367
Madagascar,1999,18.67073,20.71448
Madagascar,2000,25.1056,23.51821
Madagascar,2001,22.61628,23.08296
Madagascar,2002,16.64954,19.88117
Madagascar,2003,23.17634,21.38668
Madagascar,2004,46.00825,31.01676
Madagascar,2005,37.86285,22.17024
Madagascar,2006,62.55751,20.84319
Madagascar,2007,33.93907,17.97309
Madagascar,2008,44.03663,14.86574
Madagascar,2009,36.57879,14.15072
Madagascar,2010,32.1897,12.65668
Madagascar,2011,32.61071,16.94132
Madagascar,2012,34.89019,16.00664
Madagascar,2013,35.19489,18.82804
Madagascar,2014,34.40113,20.58621
Malawi,1954,,21.81535
Malawi,1955,,18.97974
Malawi,1956,,21.24666
Malawi,1957,,21.09545
Malawi,1958,,17.24526
Malawi,1959,,17.6345
Malawi,1960,30.33057,19.12948
Malawi,1961,29.09511,18.90425
Malawi,1962,28.01118,19.95095
Malawi,1963,25.74,19.48826
Malawi,1964,23.32852,18.53752
Malawi,1965,26.27907,15.9239
Malawi,1966,32.35789,16.91512
Malawi,1967,32.08521,19.16144
Malawi,1968,31.54265,20.31529
Malawi,1969,30.52934,19.85176
Malawi,1970,32.42633,20.36004
Malawi,1971,29.84267,19.72552
Malawi,1972,31.93107,20.00841
Malawi,1973,32.22131,22.36068
Malawi,1974,34.24545,21.72802
Malawi,1975,40.7719,22.31469
Malawi,1976,30.6924,24.78557
Malawi,1977,29.12861,25.38766
Malawi,1978,35.69799,20.10116
Malawi,1979,37.72285,21.99183
Malawi,1980,35.45314,23.82524
Malawi,1981,28.1063,22.41884
Malawi,1982,24.64482,19.9329
Malawi,1983,25.537,18.74226
Malawi,1984,22.39737,25.46054
Malawi,1985,24.85579,24.65395
Malawi,1986,20.85553,21.93994
Malawi,1987,25.18868,26.31921
Malawi,1988,33.32112,21.9573
Malawi,1989,35.2444,17.34673
Malawi,1990,33.31658,22.25944
Malawi,1991,28.04002,21.86903
Malawi,1992,40.25119,28.3373
Malawi,1993,24.63466,20.03355
Malawi,1994,49.72712,39.86912
Malawi,1995,36.33809,30.22733
Malawi,1996,24.99449,20.18492
Malawi,1997,22.95112,20.17468
Malawi,1998,31.77103,29.83668
Malawi,1999,35.38617,29.10948
Malawi,2000,31.83911,24.26897
Malawi,2001,32.79926,27.37713
Malawi,2002,19.88375,13.4608
Malawi,2003,24.488,17.23407
Malawi,2004,26.82476,15.01767
Malawi,2005,31.87161,17.81805
Malawi,2006,30.18234,15.41934
Malawi,2007,31.08199,17.84737
Malawi,2008,41.41483,15.45156
Malawi,2009,32.65434,15.93834
Malawi,2010,31.22336,14.94192
Malawi,2011,30.33103,14.6245
Malawi,2012,39.14503,19.44264
Malawi,2013,51.54353,19.78971
Malawi,2014,49.15826,18.33355
Malaysia,1949,52.19719,48.47888
Malaysia,1950,54.53695,75.09821
Malaysia,1951,63.24468,80.77127
Malaysia,1952,60.99213,61.68504
Malaysia,1953,56.02076,52.24914
Malaysia,1954,58.63131,57.97778
Malaysia,1955,77.50963,84.2831
Malaysia,1956,82.0751,82.33202
Malaysia,1957,34.77761,41.83283
Malaysia,1958,33.84396,38.50082
Malaysia,1959,31.46373,44.74399
Malaysia,1960,47.49436,61.93349
Malaysia,1961,48.36859,55.61709
Malaysia,1962,49.87793,53.20722
Malaysia,1963,41.55422,43.33702
Malaysia,1964,39.14776,41.30973
Malaysia,1965,37.08271,41.80104
Malaysia,1966,35.12403,33.53565
Malaysia,1967,33.99422,38.14212
Malaysia,1968,35.77742,45.4988
Malaysia,1969,33.83322,51.14886
Malaysia,1970,36.19974,49.94659
Malaysia,1971,37.13167,45.48673
Malaysia,1972,32.48504,41.26188
Malaysia,1973,32.71457,46.72419
Malaysia,1974,43.75892,52.09261
Malaysia,1975,38.82922,45.32649
Malaysia,1976,36.50423,54.31839
Malaysia,1977,35.48359,56.34594
Malaysia,1978,36.34189,52.52589
Malaysia,1979,37.32022,59.94589
Malaysia,1980,44.51665,63.41681
Malaysia,1981,47.72589,58.09401
Malaysia,1982,46.33157,53.64256
Malaysia,1983,43.64943,52.11859
Malaysia,1984,41.44386,56.85268
Malaysia,1985,39.45621,57.49489
Malaysia,1986,39.07002,60.1041
Malaysia,1987,39.49512,66.19534
Malaysia,1988,46.97538,75.15961
Malaysia,1989,58.14887,75.50936
Malaysia,1990,66.26563,77.65017
Malaysia,1991,74.78941,82.35832
Malaysia,1992,67.49437,78.61315
Malaysia,1993,68.20911,82.45352
Malaysia,1994,79.9729,89.99121
Malaysia,1995,87.51824,97.26938
Malaysia,1996,77.79258,90.25207
Malaysia,1997,79.05519,89.23649
Malaysia,1998,80.83625,114.16131
Malaysia,1999,82.75739,116.47432
Malaysia,2000,87.6484,122.28715
Malaysia,2001,79.06594,113.33839
Malaysia,2002,78.84832,110.28464
Malaysia,2003,75.09896,116.61221
Malaysia,2004,83.61301,123.13877
Malaysia,2005,79.15123,119.33524
Malaysia,2006,80.19929,119.07279
Malaysia,2007,75.94092,111.94174
Malaysia,2008,68.41527,105.41481
Malaysia,2009,62.68328,96.85786
Malaysia,2010,65.15039,100.27072
Malaysia,2011,64.39788,98.91283
Malaysia,2012,65.44926,92.78214
Malaysia,2013,66.54034,91.36375
Malaysia,2014,62.6533,87.82253
Maldives,1980,68.29382,14.22928
Maldives,1981,86.04923,23.13304
Maldives,1982,143.08812,27.27604
Maldives,1983,114.51817,25.27055
Maldives,1984,64.68807,13.16908
Maldives,1985,55.14894,19.29587
Maldives,1986,55.26684,22.32125
Maldives,1987,69.45779,21.77973
Maldives,1988,72.35437,38.18465
Maldives,1989,75.4545,35.84861
Maldives,1990,72.15871,35.20982
Maldives,1991,74.93825,33.20289
Maldives,1992,66.44823,28.87926
Maldives,1993,65.05287,22.03621
Maldives,1994,72.63682,18.4182
Maldives,1995,89.39095,19.24369
Maldives,1996,76.04369,25.71052
Maldives,1997,73.36554,19.82288
Maldives,1998,65.53867,27.64725
Maldives,1999,81.80593,24.73508
Maldives,2000,65.39929,40.32077
Maldives,2001,44.43973,21.89216
Maldives,2002,42.89597,25.5358
Maldives,2003,45.10758,20.13456
Maldives,2004,53.64811,17.49263
Maldives,2005,66.52068,13.44113
Maldives,2006,59.70815,12.48709
Maldives,2007,62.69534,9.88629
Maldives,2008,66.10102,9.6862
Maldives,2009,46.79296,5.78573
Maldives,2010,51.86146,6.39994
Maldives,2011,60.67172,8.72933
Maldives,2012,56.23734,8.8236
Maldives,2013,51.09366,8.81459
Maldives,2014,55.61801,7.00092
Mali,1960,23.93038,4.4235
Mali,1961,24.77633,9.63524
Mali,1962,30.62583,6.72437
Mali,1963,20.64165,7.20339
Mali,1964,20.12195,9.09091
Mali,1965,23.15618,8.40564
Mali,1966,19.63351,6.80628
Mali,1967,18.62107,5.95293
Mali,1968,9.50355,3.67977
Mali,1969,11.44702,5.09247
Mali,1970,12.4576,9.86541
Mali,1971,13.81782,8.39648
Mali,1972,16.13876,8.57635
Mali,1973,22.40406,9.27524
Mali,1974,33.21854,11.8911
Mali,1975,24.36814,4.3984
Mali,1976,17.39901,9.00069
Mali,1977,20.04665,11.86792
Mali,1978,19.33846,8.68952
Mali,1979,19.0834,7.9854
Mali,1980,21.79,9.26235
Mali,1981,20.0389,8.60551
Mali,1982,30.12826,17.39406
Mali,1983,26.37141,8.32925
Mali,1984,28.43198,11.46816
Mali,1985,29.05735,8.88237
Mali,1986,23.96964,11.4344
Mali,1987,18.80847,8.56005
Mali,1988,24.02242,9.86611
Mali,1989,25.86027,11.27498
Mali,1990,26.6291,13.38597
Mali,1991,24.48656,11.45319
Mali,1992,27.38832,12.69626
Mali,1993,29.40289,19.06355
Mali,1994,34.21655,16.09148
Mali,1995,36.59,16.29456
Mali,1996,39.99033,15.57317
Mali,1997,41.92309,20.80008
Mali,1998,41.84657,19.03876
Mali,1999,36.47168,16.60143
Mali,2000,43.6687,18.44875
Mali,2001,40.53956,20.92167
Mali,2002,35.5179,22.46927
Mali,2003,32.56614,19.72997
Mali,2004,34.57322,17.93439
Mali,2005,33.10583,17.62873
Mali,2006,34.35143,22.46442
Mali,2007,34.59079,19.10521
Mali,2008,32.64812,21.50709
Mali,2009,29.91095,17.42129
Mali,2010,31.84324,18.69377
Mali,2011,29.81128,18.29617
Mali,2012,29.79487,20.97918
Mali,2013,30.53161,17.65749
Mali,2014,29.39976,14.59511
Malta,1964,67.68293,14.00987
Malta,1965,64.71266,15.99349
Malta,1966,64.95171,17.31155
Malta,1967,62.26479,15.43403
Malta,1968,69.78552,19.16896
Malta,1969,72.93053,19.45221
Malta,1970,63.1838,15.37119
Malta,1971,58.43639,17.04977
Malta,1972,58.53136,22.75786
Malta,1973,68.67447,28.49116
Malta,1974,94.76146,40.35708
Malta,1975,78.32821,34.97758
Malta,1976,79.90728,43.35935
Malta,1977,81.75352,46.14721
Malta,1978,72.06489,43.14998
Malta,1979,75.27004,43.09145
Malta,1980,75.18323,38.85062
Malta,1981,69.19688,36.15251
Malta,1982,63.92922,33.28865
Malta,1983,62.83958,31.80809
Malta,1984,65.01954,36.72548
Malta,1985,67.66254,38.58534
Malta,1986,61.68199,35.52402
Malta,1987,64.96171,34.52535
Malta,1988,66.82681,39.61933
Malta,1989,81.7531,42.81817
Malta,1990,78.72425,45.8219
Malta,1991,83.30331,46.93997
Malta,1992,85.57358,50.93575
Malta,1993,102.09653,52.94518
Malta,1994,100.83189,56.30705
Malta,1995,106.6489,53.61359
Malta,1996,92.43118,47.7273
Malta,1997,88.70054,45.24167
Malta,1998,97.71527,50.89518
Malta,1999,95.98943,50.94533
Malta,2000,113.98202,61.69856
Malta,2001,121.53397,58.26313
Malta,2002,106.15211,60.18013
Malta,2003,94.17075,58.90442
Malta,2004,99.89909,58.36917
Malta,2005,88.57063,53.30813
Malta,2006,111.34969,62.00065
Malta,2007,112.39833,61.18701
Malta,2008,144.50916,72.94489
Malta,2009,132.51979,58.14314
Malta,2010,152.89993,76.33096
Malta,2011,177.83301,68.19489
Malta,2012,184.85069,72.28053
Malta,2013,180.772,66.48967
Marshall Islands,1994,65.14143,20.26168
Marshall Islands,1995,62.1068,19.18905
Marshall Islands,1996,65.44679,17.06958
Marshall Islands,1997,57.38593,14.84348
Marshall Islands,1998,61.93903,5.31177
Marshall Islands,1999,63.84118,7.09583
Marshall Islands,2000,49.32858,8.22443
Marshall Islands,2001,48.63131,11.08533
Marshall Islands,2002,54.13073,11.43383
Marshall Islands,2003,59.29264,11.98305
Marshall Islands,2004,63.94198,15.08775
Marshall Islands,2005,68.24229,18.41017
Marshall Islands,2006,63.34552,12.46027
Marshall Islands,2007,66.63483,12.19418
Marshall Islands,2008,65.44783,13.22046
Marshall Islands,2009,69.01983,13.6725
Marshall Islands,2010,91.57337,19.7188
Marshall Islands,2011,75.20475,28.98275
Marshall Islands,2012,75.90562,32.04302
Marshall Islands,2013,73.61437,32.60065
Marshall Islands,2014,96.40277,34.81211
Mauritania,1960,25.91534,2.15961
Mauritania,1961,27.66273,1.85656
Mauritania,1962,32.11917,2.69909
Mauritania,1963,26.27478,13.53283
Mauritania,1964,10.73094,38.11789
Mauritania,1965,13.02331,42.89008
Mauritania,1966,12.75364,46.52306
Mauritania,1967,19.39371,45.77512
Mauritania,1968,16.75311,39.7375
Mauritania,1969,22.62734,47.01281
Mauritania,1970,26.68138,47.42767
Mauritania,1971,27.70787,51.19421
Mauritania,1972,28.30294,51.49063
Mauritania,1973,34.66406,50.36409
Mauritania,1974,32.52049,52.74122
Mauritania,1975,43.59481,45.46848
Mauritania,1976,38.31062,39.23434
Mauritania,1977,46.20925,38.83338
Mauritania,1978,36.35857,28.25773
Mauritania,1979,36.71199,34.2121
Mauritania,1980,40.40539,36.72234
Mauritania,1981,53.61417,49.46145
Mauritania,1982,54.0639,39.93306
Mauritania,1983,42.04977,37.04496
Mauritania,1984,42.04266,40.7458
Mauritania,1985,45.4764,61.18888
Mauritania,1986,47.36616,57.31413
Mauritania,1987,46.67058,53.83823
Mauritania,1988,51.78454,55.0717
Mauritania,1989,45.13753,60.52234
Mauritania,1990,43.37973,52.18897
Mauritania,1991,42.51363,50.7246
Mauritania,1992,50.41006,41.13196
Mauritania,1993,45.93378,36.84786
Mauritania,1994,42.32208,36.19849
Mauritania,1995,46.21645,44.40242
Mauritania,1996,42.44681,42.81048
Mauritania,1997,45.11947,41.98094
Mauritania,1998,42.64296,39.6086
Mauritania,1999,42.93291,40.6376
Mauritania,2000,50.34166,44.18932
Mauritania,2001,55.05498,45.92921
Mauritania,2002,66.36895,44.69492
Mauritania,2003,63.86476,41.02753
Mauritania,2004,60.50523,47.96729
Mauritania,2005,61.33,47.23677
Mauritania,2006,45.66653,51.87865
Mauritania,2007,53.42954,55.24221
Mauritania,2008,56.76415,63.54141
Mauritania,2009,57.84563,51.82578
Mauritania,2010,58.18768,54.76636
Mauritania,2011,67.43671,65.24982
Mauritania,2012,76.09626,55.38416
Mauritania,2013,72.88966,54.37996
Mauritania,2014,75.42108,48.8583
Mauritius,1950,25.0317,
Mauritius,1951,19.76283,46.20738
Mauritius,1952,38.39701,42.7565
Mauritius,1953,37.59004,42.34451
Mauritius,1954,35.46963,45.66205
Mauritius,1955,39.64378,46.38013
Mauritius,1956,33.74518,49.07142
Mauritius,1957,38.30528,54.83888
Mauritius,1958,43.80383,42.46146
Mauritius,1959,38.74425,39.27409
Mauritius,1960,50.10984,28.64466
Mauritius,1961,40.80744,37.46358
Mauritius,1962,39.21212,36.26971
Mauritius,1963,31.85515,52.95158
Mauritius,1964,43.28014,43.71402
Mauritius,1965,38.73563,36.77303
Mauritius,1966,35.97532,39.94357
Mauritius,1967,37.61786,30.34341
Mauritius,1968,40.48765,42.38551
Mauritius,1969,34.34574,41.16162
Mauritius,1970,38.56124,37.85037
Mauritius,1971,39.25603,32.14533
Mauritius,1972,44.8019,39.57409
Mauritius,1973,50.26782,41.24523
Mauritius,1974,54.78717,55.46417
Mauritius,1975,60.93032,60.65316
Mauritius,1976,50.74721,37.49042
Mauritius,1977,53.96161,37.41886
Mauritius,1978,48.72822,31.34764
Mauritius,1979,46.57893,32.81094
Mauritius,1980,54.02077,45.4376
Mauritius,1981,48.27946,32.43781
Mauritius,1982,42.74091,36.81495
Mauritius,1983,40.17245,33.89328
Mauritius,1984,45.1231,39.06804
Mauritius,1985,48.3153,40.46676
Mauritius,1986,45.9942,48.79319
Mauritius,1987,52.57879,47.24296
Mauritius,1988,60.55852,48.94462
Mauritius,1989,60.40614,48.49595
Mauritius,1990,61.03028,46.52747
Mauritius,1991,54.49844,42.39848
Mauritius,1992,50.36682,41.3507
Mauritius,1993,52.6325,40.42827
Mauritius,1994,54.02986,37.7728
Mauritius,1995,48.88348,39.23947
Mauritius,1996,51.8538,40.46575
Mauritius,1997,54.07444,39.39764
Mauritius,1998,52.38876,40.96607
Mauritius,1999,52.44921,43.45158
Mauritius,2000,45.71787,35.97719
Mauritius,2001,44.00441,37.4511
Mauritius,2002,45.43198,37.28674
Mauritius,2003,45.39766,37.74983
Mauritius,2004,43.44025,30.99469
Mauritius,2005,50.31593,32.97173
Mauritius,2006,54.05072,31.7223
Mauritius,2007,49.58988,26.63984
Mauritius,2008,48.17972,22.1555
Mauritius,2009,41.89895,20.26518
Mauritius,2010,45.12816,20.73381
Mauritius,2011,45.75732,19.66753
Mauritius,2012,46.77477,20.92692
Mauritius,2013,43.37762,21.80989
Mauritius,2014,42.75563,22.47772
Mexico,1895,4.92958,12.32394
Mexico,1896,4.77816,12.62799
Mexico,1897,3.73514,10.95076
Mexico,1898,4.3627,11.80496
Mexico,1899,10.12658,12.65823
Mexico,1900,10.09871,11.99696
Mexico,1901,8.51184,9.6956
Mexico,1902,11.42344,12.38038
Mexico,1903,9.57504,11.2964
Mexico,1904,9.69499,11.38344
Mexico,1905,9.67884,11.92257
Mexico,1906,10.46459,11.18629
Mexico,1907,9.46292,10.35806
Mexico,1908,6.51993,9.59302
Mexico,1909,7.37798,9.83731
Mexico,1910,6.64516,9.48387
Mexico,1911,5.03853,8.20483
Mexico,1912,5.14784,8.0435
Mexico,1913,3.78162,7.0546
Mexico,1914,1.43921,2.67761
Mexico,1919,4.90148,8.14845
Mexico,1920,7.02371,15.12663
Mexico,1921,9.03758,13.87718
Mexico,1922,6.73203,14.0305
Mexico,1923,6.28241,11.32828
Mexico,1924,6.92856,13.27434
Mexico,1925,7.46326,13.01775
Mexico,1926,6.96654,12.65314
Mexico,1927,6.93804,12.71305
Mexico,1928,7.13432,11.79753
Mexico,1929,7.85523,12.15299
Mexico,1930,7.49786,9.8329
Mexico,1931,5.14462,9.48317
Mexico,1932,5.64566,9.51341
Mexico,1933,6.45161,9.65098
Mexico,1934,8.04625,15.51434
Mexico,1935,8.94273,16.51982
Mexico,1936,8.67939,14.49682
Mexico,1937,9.02941,13.11765
Mexico,1938,6.78478,11.50941
Mexico,1939,8.09249,11.74053
Mexico,1940,8.11007,11.63777
Mexico,1941,9.91118,7.90728
Mexico,1942,7.0499,9.2688
Mexico,1943,6.9812,8.66897
Mexico,1944,10.07925,5.56885
Mexico,1945,7.79928,6.18497
Mexico,1946,9.44146,7.07125
Mexico,1947,10.41163,6.96902
Mexico,1948,11.2644,8.92524
Mexico,1949,9.79202,8.52789
Mexico,1950,12.75643,10.24439
Mexico,1951,14.24755,11.22777
Mexico,1952,11.89137,10.04077
Mexico,1953,11.7015,8.77694
Mexico,1954,12.65536,9.55563
Mexico,1955,12.66066,10.75575
Mexico,1956,13.37564,10.7352
Mexico,1957,12.60901,8.28864
Mexico,1958,11.31835,7.97624
Mexico,1959,9.19823,7.75
Mexico,1960,9.06162,6.41046
Mexico,1961,8.28853,6.47565
Mexico,1962,7.71169,6.85222
Mexico,1963,7.38386,6.58432
Mexico,1964,7.9279,5.7062
Mexico,1965,7.49163,5.54792
Mexico,1966,7.26253,5.93835
Mexico,1967,7.18966,5.21749
Mexico,1968,7.41521,5.39228
Mexico,1969,7.05409,5.55675
Mexico,1970,7.48204,5.21794
