Entity,Year,Import trade share from labor-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Import trade share from capital-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Export trade share by labor-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Export trade share by capital-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000)
Kiribati,1991,3.00179,371.43634,2.11729,243.13632
Kiribati,1992,1.02109,521.25244,7.71747,302.77802
Kiribati,1993,0.22533,528.64197,11.54721,465.85083
Kiribati,1994,,364.05811,10.30455,368.66122
Kiribati,1995,0.63414,304.47885,19.54584,414.75870
Kiribati,1996,0.70886,318.65350,30.15660,372.06949
Kiribati,1997,1.52913,336.47421,31.72352,465.74081
Kiribati,1998,5.34746,255.54005,31.19047,422.53467
Kiribati,1999,1.25509,351.25732,43.16033,297.32608
Kiribati,2000,0.58100,192.30038,17.89442,192.97240
Kuwait,1970,1.81412,18.88883,1.60248,70.64143
Kuwait,1971,1.22977,14.81338,1.65689,69.44087
Kuwait,1972,1.30399,15.83699,1.42709,68.51264
Kuwait,1973,1.38355,17.04580,2.16439,67.41711
Kuwait,1974,0.78989,10.72274,2.79181,64.81327
Kuwait,1975,1.12676,18.42171,2.71843,68.97011
Kuwait,1976,1.64774,23.19413,2.95375,67.48539
Kuwait,1977,2.05579,31.49723,2.56053,66.08304
Kuwait,1978,0.29637,23.23691,1.40844,51.19928
Kuwait,1979,1.26349,19.44250,3.53962,62.52466
Kuwait,1980,1.14956,21.40059,4.72701,59.56407
Kuwait,1981,1.27883,25.97027,4.77675,53.27584
Kuwait,1982,0.43064,29.40057,4.69015,22.39347
Kuwait,1983,0.31016,26.60205,1.74892,24.99189
Kuwait,1984,1.60761,29.66441,6.04959,37.86162
Kuwait,1985,0.71922,13.71934,4.80549,34.67291
Kuwait,1986,1.64600,29.61182,3.87693,33.72625
Kuwait,1987,1.36466,22.35526,5.79467,35.02870
Kuwait,1988,1.38985,26.94277,5.57666,30.42207
Kuwait,1989,1.59789,23.27599,6.34891,36.30313
Kuwait,1990,0.94443,16.48512,8.67260,35.84676
Kuwait,1991,0.95905,30.04447,8.62826,4.64506
Kuwait,1992,1.48398,34.13997,8.47574,18.40474
Kuwait,1993,1.24469,26.90204,8.13316,33.68613
Kuwait,1994,1.29805,24.39296,8.45557,32.92313
Kuwait,1995,1.38090,26.83195,10.25133,36.55613
Kuwait,1996,1.50377,24.05235,10.42430,36.50839
Kuwait,1997,1.54758,24.56905,8.89873,38.69688
Kuwait,1998,1.91122,29.97859,8.13052,31.25027
Kuwait,1999,1.55977,22.60949,9.61932,33.36210
Kuwait,2000,1.23673,17.34148,3.51221,46.11703
Kyrgyzstan,1992,,3.30926,,3.31500
Kyrgyzstan,1993,0.04328,9.93678,,8.09320
Kyrgyzstan,1994,0.07712,9.06072,,10.96481
Kyrgyzstan,1995,,19.20861,,14.68034
Kyrgyzstan,1996,0.16647,28.01567,,18.63370
Kyrgyzstan,1997,0.92754,25.20783,,19.49415
Kyrgyzstan,1998,0.81695,30.87906,,27.85719
Kyrgyzstan,1999,1.23056,28.92065,0.14533,25.45722
Kyrgyzstan,2000,0.15671,24.74679,,24.38710
Latvia,1992,,25.88888,,37.61511
Latvia,1993,0.07728,23.35079,0.51200,43.73742
Latvia,1994,0.13903,24.49671,0.49759,36.11563
Latvia,1995,0.11107,26.74122,0.20936,35.89911
Latvia,1996,0.05534,46.15431,0.21626,40.18295
Latvia,1997,0.08692,46.76601,0.29445,40.60732
Latvia,1998,0.11703,42.78788,0.17525,32.58825
Latvia,1999,0.15992,42.12249,0.01467,28.86843
Latvia,2000,0.00209,45.06656,0.00149,34.23549
Lebanon,1970,1.01119,23.23289,1.40122,9.35635
Lebanon,1971,1.02667,25.51699,1.84928,10.77653
Lebanon,1972,1.10495,25.41125,1.55431,12.81847
Lebanon,1973,1.00273,29.00393,1.38740,14.59186
Lebanon,1974,1.32293,38.65677,2.72874,20.86381
Lebanon,1975,0.83552,37.56156,3.07623,18.96247
Lebanon,1976,1.14414,21.68099,3.32336,18.16044
Lebanon,1977,0.80756,36.01690,2.06635,14.03304
Lebanon,1978,0.77893,31.56670,2.83294,2.39534
Lebanon,1979,0.91347,48.34469,2.08063,12.99892
Lebanon,1980,0.67706,55.63742,2.00738,12.05854
Lebanon,1981,0.88682,54.26145,2.21665,12.59089
Lebanon,1982,0.94383,73.93658,2.70435,14.02755
Lebanon,1983,0.15677,67.32609,0.00154,3.01866
Lebanon,1984,0.16712,66.00324,0.16300,39.19309
Lebanon,1985,0.12705,58.52786,0.14120,12.66439
Lebanon,1986,0.13395,49.35918,0.10714,9.29113
Lebanon,1987,0.16961,54.51025,0.15902,19.32217
Lebanon,1988,0.17501,46.97578,0.15390,16.71946
Lebanon,1989,0.16206,49.42722,0.25350,14.70001
Lebanon,1990,0.23286,50.99397,0.41689,13.76025
Lebanon,1991,0.48896,55.77428,0.21461,10.09703
Lebanon,1992,0.31586,47.57346,0.14562,7.46908
Lebanon,1993,0.21327,41.08433,0.11296,5.87735
Lebanon,1994,0.27342,41.73259,0.12378,4.52295
Lebanon,1995,0.35134,42.74949,0.08795,4.00043
Lebanon,1996,0.32174,37.90351,0.08759,4.12022
Lebanon,1997,0.31996,33.73973,0.06482,3.41000
Lebanon,1998,0.25438,28.37916,0.06572,3.03251
Lebanon,1999,0.28510,24.40071,0.12444,3.58342
Lebanon,2000,0.10428,21.94731,0.07625,3.11868
Libya,1970,0.86163,12.39989,0.01020,64.53981
Libya,1971,0.92197,12.81469,0.19447,56.24390
Libya,1972,0.86639,16.22272,0.05573,44.47645
Libya,1973,0.86213,20.67138,0.07140,42.17289
Libya,1974,0.60870,18.30917,0.21106,51.87769
Libya,1975,0.80126,24.58352,0.34634,43.99963
Libya,1976,0.33392,17.42437,0.22529,50.93886
Libya,1977,0.49001,17.22893,0.04369,48.68601
Libya,1978,0.18674,23.25387,0.02878,46.40999
Libya,1979,0.40477,17.69216,0.14004,53.73017
Libya,1980,0.27445,17.49594,0.11066,57.78205
Libya,1981,0.34508,25.86690,0.05469,53.00695
Libya,1982,0.08885,18.38766,0.01278,39.12436
Libya,1983,0.07170,17.78191,0.00003,35.87893
Libya,1984,0.56869,19.44863,0.28504,35.32850
Libya,1985,0.42767,12.67134,0.35859,37.36868
Libya,1986,0.41958,15.58108,0.34574,28.41758
Libya,1987,0.61085,19.20952,0.20608,33.18920
Libya,1988,0.76295,21.40812,0.04745,26.90677
Libya,1989,0.59133,17.14686,0.13847,28.05134
Libya,1990,1.00653,16.15992,0.87612,37.71904
Libya,1991,1.23379,13.82075,0.62072,32.22962
Libya,1992,0.84537,10.31762,0.55587,27.51239
Libya,1993,1.02906,12.88533,0.32512,23.79385
Libya,1994,0.82185,9.95302,0.74230,25.72152
Libya,1995,1.28866,13.40733,1.24472,29.68832
Libya,1996,1.09605,13.64516,1.37812,31.73488
Libya,1997,1.72783,14.50533,1.27255,29.28380
Libya,1998,1.14693,12.18756,0.69030,22.92563
Libya,1999,1.11023,9.37423,0.85350,24.61816
Libya,2000,0.70075,7.37380,0.99027,34.42042
Lithuania,1992,,20.42502,0.10608,34.55914
Lithuania,1993,0.01601,29.03128,0.03853,41.93535
Lithuania,1994,0.02058,27.68511,0.15096,30.16350
Lithuania,1995,0.02860,27.43063,0.24978,24.48036
Lithuania,1996,0.08354,44.04610,0.05249,25.11439
Lithuania,1997,0.05926,43.81740,0.02210,24.01332
Lithuania,1998,0.14775,39.00569,0.03327,22.30745
Lithuania,1999,0.15568,37.14835,0.10533,23.13742
Lithuania,2000,0.09202,44.55478,0.08595,26.40687
Macao,1970,,4.20953,0.02791,31.57121
Macao,1971,0.02537,4.54395,0.04669,31.73002
Macao,1972,0.00498,4.53845,0.01162,29.31943
Macao,1973,0.01035,43.77311,0.95784,35.85064
Macao,1974,0.01166,42.87449,0.46896,34.46296
Macao,1975,0.03277,35.49120,0.46156,37.58563
Macao,1976,0.04476,41.63985,0.19587,55.40306
Macao,1977,0.03486,40.16096,0.20590,53.57341
Macao,1978,,13.46277,,43.07196
Macao,1979,0.06481,42.49657,0.02407,56.33685
Macao,1980,0.04167,55.30564,0.04381,65.17366
Macao,1981,0.21127,68.16807,0.29399,70.39992
Macao,1982,0.00046,11.00458,0.00556,73.04514
Macao,1983,,11.35208,0.00138,75.27900
Macao,1984,,8.88872,,81.77352
Macao,1985,,9.17260,,81.72646
Macao,1986,,10.54495,,92.58874
Macao,1987,,32.58397,,88.67436
Macao,1988,0.00673,30.18976,,80.94284
Macao,1989,0.00406,27.49466,0.04315,71.21413
Macao,1990,,25.18022,0.10730,63.60751
Macao,1991,0.01653,23.19961,0.00347,50.34246
Macao,1992,0.02062,19.01234,0.01705,39.43852
Macao,1993,0.01103,16.28388,0.01039,32.39814
Macao,1994,0.04325,18.30284,0.01678,31.00182
Macao,1995,0.05452,19.47523,0.01993,29.35745
Macao,1996,0.05407,17.52647,0.01655,28.19255
Macao,1997,0.05880,18.44766,0.00596,31.68166
Macao,1998,0.03851,19.22548,,34.03968
Macao,1999,0.05062,17.43173,,34.95343
Macao,2000,0.07608,17.34164,0.00766,37.81160
Macedonia,1993,,36.43712,,30.80047
Macedonia,1994,,33.42215,,26.88363
Macedonia,1995,,29.94489,0.15379,22.32904
Macedonia,1996,0.01357,32.56585,,19.29268
Macedonia,1997,0.00578,34.33375,0.03810,22.81548
Macedonia,1998,0.01662,37.40918,0.01785,27.38418
Macedonia,1999,0.03207,44.92259,,23.01712
Macedonia,2000,,44.41561,,25.54502
Madagascar,1962,0.56395,19.65190,0.31927,15.22177
Madagascar,1963,0.39025,20.25000,0.52755,14.57360
Madagascar,1964,0.60074,20.20645,0.63553,14.95199
Madagascar,1965,0.90940,19.69533,0.65624,14.40274
Madagascar,1966,0.92397,17.81742,0.62590,12.47294
Madagascar,1967,0.61191,17.11047,1.00464,10.47838
Madagascar,1968,0.84545,18.08373,0.74482,12.38694
Madagascar,1969,1.20194,18.26881,0.59697,11.41914
Madagascar,1970,0.52045,18.01994,0.47090,13.84917
Madagascar,1971,0.30998,21.09846,0.22811,14.30920
Madagascar,1972,0.38989,17.36173,0.15102,13.52339
Madagascar,1973,0.40342,13.97262,0.19597,13.19664
Madagascar,1974,0.30856,17.05116,0.09110,15.23045
Madagascar,1975,0.71170,18.73474,0.17950,13.47070
Madagascar,1976,0.14759,11.31456,0.16405,15.46040
Madagascar,1977,0.20931,11.38205,0.08728,18.96219
Madagascar,1978,0.12178,11.60932,0.10443,16.30722
Madagascar,1979,1.70159,19.76020,0.16700,11.65118
Madagascar,1980,0.85002,17.77507,0.14451,13.21261
Madagascar,1981,1.02410,14.86655,0.22300,10.51821
Madagascar,1982,0.02100,14.13191,0.04368,10.16537
Madagascar,1983,0.00109,9.98388,0.00842,10.91683
Madagascar,1984,0.00799,8.78572,0.04338,11.45948
Madagascar,1985,0.22020,7.58521,0.08059,9.29728
Madagascar,1986,0.03956,7.37747,0.22172,10.57416
Madagascar,1987,0.09370,9.25747,0.06330,14.01850
Madagascar,1988,0.49344,11.56482,0.43571,12.46695
Madagascar,1989,0.03371,10.54398,0.11658,12.66072
Madagascar,1990,0.12368,12.82756,0.08670,10.48413
Madagascar,1991,0.07676,8.87462,0.14798,12.96520
Madagascar,1992,0.08999,9.98745,0.11168,12.20115
Madagascar,1993,0.08600,9.77523,0.07651,11.39978
Madagascar,1994,0.10074,13.09740,0.30340,17.13223
Madagascar,1995,0.25384,13.87512,0.20792,18.87539
Madagascar,1996,0.13782,11.34766,0.16921,16.09745
Madagascar,1997,0.28737,13.94759,0.12965,17.92179
Madagascar,1998,0.38530,14.62980,0.16478,18.77157
Madagascar,1999,0.37868,15.79031,0.15551,19.84767
Madagascar,2000,0.27416,13.18198,0.02945,21.91586
Malawi,1964,,0.14205,0.38958,0.38617
Malawi,1965,0.13118,4.03363,0.06225,6.31234
Malawi,1966,4.15513,9.31598,0.98656,7.95714
Malawi,1967,3.65036,9.10409,0.96168,8.40936
Malawi,1968,3.37099,10.71355,0.91598,10.19212
Malawi,1969,2.99708,10.57949,0.96046,8.37451
Malawi,1970,3.86723,10.39751,1.10300,7.46061
Malawi,1971,2.84253,11.51369,1.05366,7.33940
Malawi,1972,3.36713,11.55114,1.17935,7.05534
Malawi,1973,3.71483,13.03559,1.23429,9.84019
Malawi,1974,3.63028,14.62474,1.44689,8.37395
Malawi,1975,3.61467,18.47929,1.68459,11.01259
Malawi,1976,1.46972,15.01359,0.93066,9.98066
Malawi,1977,1.07472,14.68100,0.87305,12.63671
Malawi,1978,0.06147,7.00243,0.20505,9.71617
Malawi,1979,1.02857,20.05723,0.76587,11.17296
Malawi,1980,1.15256,18.10687,1.37797,10.58957
Malawi,1981,0.05572,5.02652,0.18543,9.10754
Malawi,1982,0.01533,4.68076,0.31580,8.81833
Malawi,1983,0.01166,3.47195,0.20130,8.28192
Malawi,1984,0.01469,3.00576,0.20428,9.84288
Malawi,1985,0.02505,3.28356,0.20377,12.63439
Malawi,1986,0.00475,3.82118,0.11181,10.18301
Malawi,1987,0.00455,4.09640,0.17147,12.44787
Malawi,1988,0.04096,5.37087,0.26629,9.45401
Malawi,1989,0.02542,4.50956,0.17839,8.67782
Malawi,1990,0.05859,5.42058,0.24009,10.03081
Malawi,1991,0.10957,5.88275,0.28715,12.11560
Malawi,1992,0.22115,12.70884,0.26590,13.79493
Malawi,1993,0.35565,7.96504,0.07840,9.50266
Malawi,1994,0.40394,13.19105,0.22336,17.35051
Malawi,1995,0.53331,12.06215,0.27838,14.76700
Malawi,1996,0.38914,7.97797,0.21224,10.20127
Malawi,1997,0.24623,7.07928,0.38824,10.90636
Malawi,1998,0.31760,9.65971,0.32429,13.51626
Malawi,1999,0.69173,10.47985,0.18723,14.79036
Malawi,2000,0.04917,9.58427,0.31200,11.82817
Malaysia,1962,1.76448,34.14863,1.95241,54.56045
Malaysia,1963,2.01858,34.83567,2.13775,51.77300
Malaysia,1964,1.50954,34.78449,2.12363,50.20047
Malaysia,1965,1.15310,34.13363,2.18303,49.64461
Malaysia,1966,1.14995,32.51742,2.20369,46.58822
Malaysia,1967,0.97969,30.47717,1.54513,44.20862
Malaysia,1968,1.60026,53.67920,1.85676,45.86868
Malaysia,1969,0.93044,26.32340,1.38282,50.90097
Malaysia,1970,1.12226,31.74615,1.52706,50.18296
Malaysia,1971,1.00904,27.04809,1.42668,39.99421
Malaysia,1972,0.90799,27.25488,0.90775,35.26786
Malaysia,1973,1.00069,27.23540,0.93712,40.69705
Malaysia,1974,1.14675,37.08346,1.23990,46.45112
Malaysia,1975,1.22472,32.30558,1.69443,40.29586
Malaysia,1976,1.02415,29.67903,1.69180,49.35218
Malaysia,1977,0.91960,30.22660,2.69530,50.05833
Malaysia,1978,0.23041,26.42004,0.55094,42.70483
Malaysia,1979,0.95025,32.73602,2.25396,53.39723
Malaysia,1980,1.16440,38.50174,2.84029,53.69452
Malaysia,1981,1.07422,41.06910,2.89700,47.77605
Malaysia,1982,1.07348,40.95285,2.29125,43.83307
Malaysia,1983,0.09297,31.88996,0.85609,38.26606
Malaysia,1984,1.12257,35.93746,3.60906,46.51933
Malaysia,1985,1.19485,34.95989,3.29548,47.38781
Malaysia,1986,0.82838,33.96343,3.27484,49.48961
Malaysia,1987,0.87180,34.92654,3.84035,56.69353
Malaysia,1988,0.91971,41.46258,3.55243,63.95433
Malaysia,1989,0.98741,50.63554,2.90120,64.49101
Malaysia,1990,1.07384,58.83970,3.27470,66.57556
Malaysia,1991,1.11938,65.83003,2.85805,71.94862
Malaysia,1992,1.16286,59.16379,2.85456,68.03391
Malaysia,1993,1.11077,60.10040,2.56506,72.56809
Malaysia,1994,1.20093,70.39674,3.09397,79.18389
Malaysia,1995,1.34663,77.14562,3.73846,82.60119
Malaysia,1996,1.76076,67.91020,3.33315,78.73428
Malaysia,1997,1.88727,68.72784,3.86225,81.43902
Malaysia,1998,2.68049,68.92967,5.84199,102.95635
Malaysia,1999,2.85266,70.35387,5.51643,104.72726
Malaysia,2000,3.07404,77.13783,2.85452,116.37745
Malta,1962,0.34763,58.32820,0.01290,5.23895
Malta,1963,0.48381,70.71127,0.00585,5.77642
Malta,1964,0.83618,70.63746,0.01848,6.95712
Malta,1965,0.53607,57.76849,0.06003,9.43404
Malta,1966,0.64560,55.70954,0.07464,9.71817
Malta,1967,0.96430,56.00399,0.02296,9.83221
Malta,1968,0.45386,61.65694,0.02615,12.23015
Malta,1969,1.38505,61.10461,0.19933,13.24138
Malta,1970,0.94745,59.11308,0.25219,11.62086
Malta,1971,0.68079,54.26143,0.09867,12.87296
Malta,1972,1.01204,54.39110,0.15300,17.69998
Malta,1973,1.08262,64.17223,0.33290,23.30056
Malta,1974,3.13874,84.77559,0.47046,39.23517
Malta,1975,0.78428,72.54036,0.07008,26.49495
Malta,1976,0.96531,74.50801,0.39851,34.30001
Malta,1977,0.73043,76.54647,0.60045,37.65369
Malta,1978,1.67306,67.05735,8.82944,39.66281
Malta,1979,2.26839,70.08761,4.68577,36.73467
Malta,1980,0.74969,62.45585,0.12884,34.22405
Malta,1981,0.81087,63.83361,3.41702,31.89741
Malta,1982,1.33724,52.65629,4.47523,24.88309
Malta,1983,0.52476,57.95316,2.54863,26.18767
Malta,1984,0.49702,49.89207,0.82907,30.75352
Malta,1985,0.08883,50.22653,0.23596,33.82791
Malta,1986,0.09554,50.37010,0.06414,29.69026
Malta,1987,0.11014,59.05658,0.07867,31.96747
Malta,1988,0.11940,54.90279,0.40608,35.91545
Malta,1989,0.20467,59.03212,0.00922,38.64507
Malta,1990,0.48268,69.51279,0.14210,41.36499
Malta,1991,0.33837,72.24024,0.33626,39.68720
Malta,1992,0.52787,74.91782,0.12999,42.85731
Malta,1993,0.51165,94.72966,0.43764,45.48237
Malta,1994,0.52577,79.27963,0.33415,49.40945
Malta,1995,0.40324,87.49096,0.64495,48.24879
Malta,1996,0.40655,77.21877,0.21560,43.34137
Malta,1997,0.58438,79.02296,1.01062,41.00196
Malta,1998,0.24086,80.13422,0.42875,45.72119
Malta,1999,0.81484,84.13863,0.53245,43.99563
Malta,2000,0.19939,93.93307,0.58655,55.48330
Mauritius,1962,5.40081,13.65284,0.06672,23.63045
Mauritius,1963,3.96484,13.51982,0.02340,47.53606
Mauritius,1964,4.42861,20.43223,0.30879,41.11763
Mauritius,1965,3.76510,22.00357,0.10253,35.29562
Mauritius,1966,4.28843,22.02560,0.28696,38.95347
Mauritius,1967,3.98569,22.25664,0.11648,29.04162
Mauritius,1968,6.15280,21.97334,0.28814,40.07750
Mauritius,1969,2.36434,20.87697,0.12463,37.42990
Mauritius,1970,5.43515,35.07395,0.13413,38.68824
Mauritius,1971,4.86226,34.84441,0.19921,29.69712
Mauritius,1972,5.05101,40.42143,0.10231,37.77650
Mauritius,1973,6.64877,42.65818,0.20586,37.30985
Mauritius,1974,3.62167,49.76601,1.02196,46.47000
Mauritius,1975,5.46862,51.64992,0.13876,59.94874
Mauritius,1976,4.85104,44.33408,0.41385,34.13249
Mauritius,1977,2.84757,27.59915,0.01635,31.28775
Mauritius,1978,0.93601,22.01531,0.03863,32.76022
Mauritius,1979,3.46305,25.45525,0.09072,31.00432
Mauritius,1980,2.77180,28.67894,0.33641,43.71666
Mauritius,1981,1.09519,19.56322,0.03143,30.86700
Mauritius,1982,0.41269,18.51074,0.00932,35.31897
Mauritius,1983,0.24665,16.20392,0.05083,32.41751
Mauritius,1984,1.61460,16.65310,0.25019,36.72163
Mauritius,1985,1.48788,19.83593,0.28000,41.74804
Mauritius,1986,1.49176,23.38793,0.37092,42.57572
Mauritius,1987,1.88769,30.83738,0.07137,44.99609
Mauritius,1988,2.07828,35.88035,0.30405,47.61371
Mauritius,1989,2.14489,32.82376,0.04294,46.19821
Mauritius,1990,2.79770,30.35635,0.37138,45.30638
Mauritius,1991,2.28525,26.89799,0.05489,41.12449
Mauritius,1992,2.41895,29.38320,0.06337,39.59465
Mauritius,1993,3.08389,30.41743,0.11501,39.05621
Mauritius,1994,3.47004,35.03365,0.09333,35.48806
Mauritius,1995,3.68650,31.20255,0.25513,37.24218
Mauritius,1996,4.03421,30.31608,0.10020,35.05863
Mauritius,1997,4.55832,31.75955,0.15106,37.43845
Mauritius,1998,3.99097,28.34787,0.06217,39.06555
Mauritius,1999,4.35954,30.36366,0.09407,36.07959
Mauritius,2000,0.56857,27.21477,0.01966,32.13123
Mexico,1962,0.01479,6.02593,0.07144,4.91965
Mexico,1963,0.01254,5.85310,0.06719,4.67894
Mexico,1964,0.01447,5.95056,0.05500,4.12684
Mexico,1965,0.01078,5.70978,0.11161,4.12461
Mexico,1966,0.01328,5.27065,0.14012,4.38174
Mexico,1967,0.01242,5.23662,0.10141,3.92512
Mexico,1968,0.01276,5.75915,0.06642,3.99259
Mexico,1969,0.01379,5.07913,0.05339,4.21235
Mexico,1970,0.01516,5.51431,0.04665,3.93770
Mexico,1971,0.01502,4.86280,0.04561,3.76817
Mexico,1972,0.01769,5.15211,0.05515,3.53178
Mexico,1973,0.03957,5.89750,0.06392,4.02137
Mexico,1974,0.03890,6.64849,0.10027,5.34961
Mexico,1975,0.05551,5.52096,0.07726,3.99770
Mexico,1976,0.03688,4.90039,0.08061,4.52703
Mexico,1977,0.02281,5.07987,0.12254,6.34341
Mexico,1978,0.03524,7.48072,0.00233,5.93430
Mexico,1979,0.03294,8.42839,0.07859,6.82163
Mexico,1980,0.04984,9.19532,0.05579,7.68834
Mexico,1981,0.04422,8.58468,0.13580,7.39427
Mexico,1982,0.03144,7.83984,0.17069,11.56484
Mexico,1983,0.00150,6.68920,0.01939,13.85393
Mexico,1984,0.02675,6.84589,0.00860,13.30660
Mexico,1985,0.08108,7.23422,0.01467,12.71385
Mexico,1986,0.05564,9.39392,0.13863,15.37191
Mexico,1987,0.05258,7.39930,0.23758,17.02011
Mexico,1988,0.07940,9.16683,0.22699,15.11928
Mexico,1989,0.06902,8.94785,0.21881,14.56300
Mexico,1990,0.06578,9.93482,0.17273,13.88927
Mexico,1991,0.17494,10.58015,0.14127,12.07656
Mexico,1992,0.04924,15.12619,0.10850,11.44806
Mexico,1993,0.05067,14.38392,0.09593,11.33169
Mexico,1994,0.15434,16.61024,0.11235,13.12045
Mexico,1995,0.17431,22.36244,0.22499,24.60111
Mexico,1996,0.16979,23.76950,0.25377,24.86665
Mexico,1997,0.24231,24.63672,0.27973,23.85310
Mexico,1998,0.23079,26.26107,0.28713,24.45435
Mexico,1999,0.21623,26.87361,0.21644,24.52691
Mexico,2000,0.24148,29.03750,0.17769,25.19915
Moldova,1992,,10.87641,,17.20163
Moldova,1993,0.02459,31.61735,,34.71491
Moldova,1994,0.13279,12.57588,0.05129,17.70802
Moldova,1995,,19.86655,0.58462,22.47486
Moldova,1996,0.01376,51.93379,,65.69576
Moldova,1997,0.04568,49.10392,0.62305,59.92911
Moldova,1998,0.05693,50.39605,0.11445,60.09175
Moldova,1999,0.06000,54.32463,0.07835,63.58258
Moldova,2000,,48.95832,,61.80893
Morocco,1962,0.21671,13.16245,0.43238,14.29051
Morocco,1963,0.09352,11.61650,0.32836,13.25326
Morocco,1964,0.18399,10.92069,0.33033,14.38360
Morocco,1965,0.17155,10.71782,0.23329,14.15871
Morocco,1966,0.16543,12.18085,0.32685,14.13135
Morocco,1967,0.16059,12.68093,0.28817,12.77376
Morocco,1968,0.13495,10.83684,0.18142,10.40144
Morocco,1969,0.12954,10.93574,0.26627,11.08414
Morocco,1970,0.16093,13.39429,0.37168,12.33213
Morocco,1971,0.20122,12.88068,0.30579,11.27167
Morocco,1972,0.26417,11.60907,0.24514,11.41410
Morocco,1973,0.12953,13.77142,0.29711,13.46383
Morocco,1974,0.29639,18.66240,0.52527,19.59110
Morocco,1975,0.64323,20.65968,0.31168,15.21818
Morocco,1976,0.37664,20.33998,0.30309,12.15983
Morocco,1977,0.18287,21.86715,0.31409,10.93762
Morocco,1978,0.24615,16.71410,0.35038,10.41961
Morocco,1979,0.18556,16.66997,0.28890,11.00846
Morocco,1980,0.17382,15.77927,0.62501,11.16636
Morocco,1981,0.36820,22.07450,0.95668,11.86114
Morocco,1982,0.12328,21.02156,0.89302,11.29270
Morocco,1983,0.02304,15.72793,0.01239,11.60902
Morocco,1984,0.22419,21.73287,0.83654,13.68623
Morocco,1985,0.24142,21.87460,1.14907,14.14965
Morocco,1986,0.25584,16.51162,1.15523,12.61191
Morocco,1987,0.27608,15.95421,0.97235,13.74356
Morocco,1988,0.21745,16.06203,1.14746,14.44491
Morocco,1989,0.24632,17.20367,0.74641,14.47532
Morocco,1990,0.37479,21.02917,0.80104,16.45234
Morocco,1991,0.38163,19.70464,1.42751,16.01349
Morocco,1992,0.35444,20.63166,1.19746,15.97294
Morocco,1993,0.35303,19.93466,0.80298,16.33199
Morocco,1994,0.29744,18.87525,0.96133,15.87344
Morocco,1995,0.58000,20.45421,1.08529,17.27740
Morocco,1996,0.48197,17.60696,1.17609,16.22873
Morocco,1997,0.71890,17.90153,1.48487,17.84594
Morocco,1998,0.66616,22.74272,1.29185,17.36394
Morocco,1999,0.58627,23.96044,1.36080,18.02723
Morocco,2000,0.79852,26.90952,0.33848,19.61584
Mozambique,1962,0.34652,4.12216,0.51855,3.45530
Mozambique,1963,0.24276,4.72063,0.64736,3.97505
Mozambique,1964,0.36141,5.24505,0.98626,4.25279
Mozambique,1965,0.67187,5.78408,0.87006,4.24985
Mozambique,1966,0.82064,6.49504,0.72980,4.12444
Mozambique,1967,0.64588,6.48847,0.75340,5.32430
Mozambique,1968,0.01779,6.84097,1.00757,5.44906
Mozambique,1969,0.02473,6.70279,0.74263,4.62370
Mozambique,1970,0.05042,7.65251,0.61138,5.27266
Mozambique,1971,0.07566,7.17914,0.53506,4.70309
Mozambique,1972,0.18478,6.59492,0.66106,5.23878
Mozambique,1973,0.05427,7.77645,0.36665,5.75807
Mozambique,1974,0.06345,8.23013,0.64808,8.72835
Mozambique,1975,0.06675,4.45627,0.44385,7.01545
Mozambique,1976,0.08938,4.50878,0.66035,5.40440
Mozambique,1977,0.09089,4.89209,0.14476,5.05395
Mozambique,1978,0.40309,4.99669,0.12874,4.06979
Mozambique,1979,0.77723,4.54411,0.91157,7.14860
Mozambique,1980,0.44252,8.49810,1.81114,6.32500
Mozambique,1981,1.29380,9.26362,0.71124,5.21280
Mozambique,1982,0.52360,8.34733,0.37867,3.84098
Mozambique,1983,0.22706,8.54696,0.03015,2.68050
Mozambique,1984,0.12691,5.41179,0.02490,1.76217
Mozambique,1985,0.02040,3.09414,0.12396,1.32169
Mozambique,1986,0.04092,2.58927,0.06265,0.88851
Mozambique,1987,0.20897,13.13132,0.77760,4.73480
Mozambique,1988,0.33124,17.13308,1.49633,8.04313
Mozambique,1989,0.36217,15.26599,1.87152,9.93842
Mozambique,1990,0.38098,15.73718,0.72811,11.23869
Mozambique,1991,0.50582,16.59461,0.48198,12.29020
Mozambique,1992,0.87647,34.13603,1.40954,10.22221
Mozambique,1993,0.75788,28.00496,0.96887,6.42058
Mozambique,1994,0.68269,27.27548,0.34262,7.00791
Mozambique,1995,1.26574,35.34549,0.81951,8.03165
Mozambique,1996,0.52284,24.01381,0.87019,5.20196
Mozambique,1997,0.66009,16.86704,0.37059,5.69009
Mozambique,1998,0.42850,14.43675,0.52429,4.50710
Mozambique,1999,0.56105,20.46554,0.63779,4.24401
Mozambique,2000,0.00989,19.04794,0.19926,6.19856
Myanmar,1962,1.30667,10.47309,4.21837,8.14936
Myanmar,1963,1.05539,9.54368,3.93856,7.73765
Myanmar,1964,1.85209,11.16432,4.49439,6.53895
Myanmar,1965,1.38355,9.55964,3.99551,6.13564
Myanmar,1966,0.72861,6.28406,5.05217,5.60136
