Entity,Year,"Number of people without access to safe drinking water (WHO Wash, 2019)","Number of people without access to safe sanitation (WHO Wash, 2019)"
San Marino,2005,-2,6468.81597
San Marino,2006,46,6588.95488
San Marino,2007,103,6713.66809
San Marino,2008,191,6864.9556
San Marino,2009,292,7025.923835
San Marino,2010,420,7211.23665
San Marino,2011,566,7412.11533
San Marino,2012,742,7639.89602
San Marino,2013,912,7858.357435
San Marino,2014,1062,8053.499575
San Marino,2015,1179,8211.658585
Saudi Arabia,2000,,7123177.695
Saudi Arabia,2001,,7269869.431
Saudi Arabia,2002,,7451620.374
Saudi Arabia,2003,,7172327.083
Saudi Arabia,2004,,6881098.011
Saudi Arabia,2005,,6570547.025
Saudi Arabia,2006,,6237715.354
Saudi Arabia,2007,,5886562.245
Saudi Arabia,2008,,5524740.864
Saudi Arabia,2009,,5162054.415
Saudi Arabia,2010,,4803202.353
Saudi Arabia,2011,,4483000.319
Saudi Arabia,2012,,4162834.785
Saudi Arabia,2013,,4425240.643
Saudi Arabia,2014,,4678259.028
Saudi Arabia,2015,,4906211.345
Senegal,2000,,8145714.029
Senegal,2001,,8308473.329
Senegal,2002,,8478377.123
Senegal,2003,,8655368.748
Senegal,2004,,8838661.224
Senegal,2005,,9027953.763
Senegal,2006,,9223073.236
Senegal,2007,,9424639.292
Senegal,2008,,9633905.769
Senegal,2009,,9852380.308
Senegal,2010,,10080721.15
Senegal,2011,,10319236.41
Senegal,2012,,10566549.11
Senegal,2013,,10819824.11
Senegal,2014,,11075237.44
Senegal,2015,,11330045.56
Serbia,2000,283814.5881,4736199.448
Serbia,2001,324431.5917,4762497.197
Serbia,2002,360423.9031,4790350.045
Serbia,2003,377857.0778,4805230.671
Serbia,2004,387409.6687,4815880.339
Serbia,2005,290352.5743,4827526.514
Serbia,2006,184295.6127,4850961.924
Serbia,2007,74198.00744,4871347.079
Serbia,2008,-32970.01725,4884446.595
Serbia,2009,-136342.4518,4899898.914
Serbia,2010,-234643.2959,4916790.239
Serbia,2011,-354258.179,4907507.318
Serbia,2012,-445584.1357,4921925.207
Serbia,2013,-532804.4875,4937490.047
Serbia,2014,-617853.234,4954486.26
Serbia,2015,-706201.5733,4969210.434
Singapore,2000,109704,109704
Singapore,2001,114775,114775
Singapore,2002,39848,39848
Singapore,2003,-139727,-139727
Singapore,2004,-208566,-208566
Singapore,2005,-229769,-229769
Singapore,2006,-213272,-213272
Singapore,2007,-144186,-144186
Singapore,2008,-10245,-10245
Singapore,2009,22468,22468
Singapore,2010,-2229,-2229
Singapore,2011,-6978,-6978
Singapore,2012,12913,12913
Singapore,2013,-5847,-5847
Singapore,2014,-36862,-36862
Singapore,2015,-68738,-68738
Slovakia,2000,355121.1942,972779.3491
Slovakia,2001,345183.6953,963094.1436
Slovakia,2002,344061.3285,962615.3241
Slovakia,2003,341545.6266,960718.7758
Slovakia,2004,340865.5357,960731.6806
Slovakia,2005,340637.4381,961339.8413
Slovakia,2006,338647.3802,960374.7644
Slovakia,2007,336621.7122,959541.6654
Slovakia,2008,336715.1756,960936.0191
Slovakia,2009,339129.8164,964688.2189
Slovakia,2010,339784.2617,967414.2291
Slovakia,2011,342806.6612,972455.3322
Slovakia,2012,348380.8833,979833.4393
Slovakia,2013,350853.2065,983892.3155
Slovakia,2014,352944.7294,987359.1753
Slovakia,2015,355070.132,990659.7187
Slovenia,2000,449018.1989,517053.3614
Slovenia,2001,452533.1318,523654.5391
Slovenia,2002,455436.9249,529639.146
Slovenia,2003,424052.3899,533708.2064
Slovenia,2004,390982.0393,536261.835
Slovenia,2005,357563.2043,528212.571
Slovenia,2006,324007.3737,520644.7992
Slovenia,2007,292591.6166,515900.6355
Slovenia,2008,251635.7133,502215.0316
Slovenia,2009,226252.8666,504452.2131
Slovenia,2010,193325.6515,499224.5006
Slovenia,2011,158317.5914,491802.2834
Slovenia,2012,125671.5474,486586.6838
Slovenia,2013,93211.32225,488503.2433
Slovenia,2014,60591.55,493522.4637
Slovenia,2015,36757.52064,497911.9961
Somalia,2000,,7568536.879
Somalia,2001,,7827526.925
Somalia,2002,,8083950.366
Somalia,2003,,8342136.726
Somalia,2004,,8609848.257
Somalia,2005,,8892747.653
Somalia,2006,,9191691.783
Somalia,2007,,9504367.455
Somalia,2008,,9829509.798
Somalia,2009,,10164937.76
Somalia,2010,,10509277.09
Somalia,2011,,10862460.77
Somalia,2012,,11225538.16
Somalia,2013,,11599767.62
Somalia,2014,,11986976.95
Somalia,2015,,12388740.06
South Korea,2000,,7435604.289
South Korea,2001,,7156835.694
South Korea,2002,2388447.956,6791054.907
South Korea,2003,2371224.972,6394348.992
South Korea,2004,2293180.238,5930005.311
South Korea,2005,2119048.02,5362943.208
South Korea,2006,2086569.369,4930774.818
South Korea,2007,1923749.955,4475614.424
South Korea,2008,1883747.548,4137136.477
South Korea,2009,1731604.145,3679956.153
South Korea,2010,1584916.604,3221556.736
South Korea,2011,1589003.726,2907439.189
South Korea,2012,1572303.416,2481559.409
South Korea,2013,1567369.767,2084599.212
South Korea,2014,1661747.009,1811827.062
South Korea,2015,1715220.761,1494689.684
Spain,2000,449685.9,2452814.049
Spain,2001,258967.029,2285183.025
Spain,2002,264212.033,2273843.137
Spain,2003,370746.6075,2365939.025
Spain,2004,423711.778,2404733.909
Spain,2005,478142.7955,2334946.391
Spain,2006,549730.853,2276957.651
Spain,2007,718012.839,2310079.587
Spain,2008,847253.748,2297028.337
Spain,2009,785330.4605,2084527.84
Spain,2010,697728.126,1838400.869
Spain,2011,758310.673,1733778.126
Spain,2012,869677.7841,1664947.642
Spain,2013,938212.7878,1520356.734
Spain,2014,1064781.129,1410678.733
Spain,2015,1163639.952,1498942.264
Sweden,2000,181706.822,778995.4565
Sweden,2001,189502.8375,781792.1585
Sweden,2002,195752.9295,783384.2731
Sweden,2003,198632.983,782077.4642
Sweden,2004,195385.781,775142.3408
Sweden,2005,184527.3415,761090.1064
Sweden,2006,179542.6455,753165.9346
Sweden,2007,182418.978,753332.9305
Sweden,2008,182443.8265,750976.1668
Sweden,2009,185803.356,752102.0763
Sweden,2010,188166.0885,752231.0065
Sweden,2011,180839.216,742621.3715
Sweden,2012,171557.8685,731002.8697
Sweden,2013,173429.0635,730448.2232
Sweden,2014,191779.5635,746164.161
Sweden,2015,220238.233,771716.1284
Switzerland,2000,532847.8528,172566.059
Switzerland,2001,545625.4588,177367.8847
Switzerland,2002,562383.8722,185804.4794
Switzerland,2003,572199.6528,186854.1108
Switzerland,2004,553831.6725,176786.5442
Switzerland,2005,524683.5034,155698.4486
Switzerland,2006,486703.9587,125550.8554
Switzerland,2007,461135.0389,107637.0509
Switzerland,2008,458375.5453,112461.9649
Switzerland,2009,450678.7617,112406.279
Switzerland,2010,425160.188,94683.29228
Switzerland,2011,403654.1327,81154.78078
Switzerland,2012,377207.4362,62896.90684
Switzerland,2013,359008.963,53164.22408
Switzerland,2014,350440.068,58068.93575
Switzerland,2015,360873.5901,67778.40047
Tajikistan,2000,3914351.348,6216205
Tajikistan,2001,3940314.15,6327125
Tajikistan,2002,3969911.389,6447688
Tajikistan,2003,4002535.751,6576877
Tajikistan,2004,4036504.99,6712841
Tajikistan,2005,4071926.785,6854176
Tajikistan,2006,4108500.697,7000557
Tajikistan,2007,4146283.96,7152385
Tajikistan,2008,4185183.714,7309728
Tajikistan,2009,4225233.803,7472819
Tajikistan,2010,4266301.461,7641630
Tajikistan,2011,4308196.171,7815949
Tajikistan,2012,4350227.946,7995062
Tajikistan,2013,4391562.83,8177809
Tajikistan,2014,4431188.043,8362745
Tajikistan,2015,4527950.9,8548651
Tunisia,2000,6102991.981,4102144.3
Tunisia,2001,5669077.067,4055580.204
Tunisia,2002,5217366.865,4004780.799
Tunisia,2003,4751207.217,3912922.017
Tunisia,2004,4273832.396,3820600.188
Tunisia,2005,3787668.092,3735496.271
Tunisia,2006,3290686.521,3650290.4
Tunisia,2007,2781376.294,3564554.814
Tunisia,2008,2258261.71,3477666.787
Tunisia,2009,1720049.926,3389009.479
Tunisia,2010,1165876.36,3297875.513
Tunisia,2011,942942.5074,3204159.789
Tunisia,2012,910081.1011,3107335.313
Tunisia,2013,878394.9796,3057592.34
Tunisia,2014,857399.8898,3009692.9
Tunisia,2015,837338.7744,3007154.498
Turkey,2000,,48704310.63
Turkey,2001,,49460024
Turkey,2002,,50036915
Turkey,2003,,50604815.81
Turkey,2004,,50191748.93
Turkey,2005,,49701824.45
Turkey,2006,,49094035.27
Turkey,2007,,48418131.58
Turkey,2008,,47695178.3
Turkey,2009,,46947324.77
Turkey,2010,,46185385.52
Turkey,2011,,45397763.83
Turkey,2012,,44570521.68
Turkey,2013,,43709894.71
Turkey,2014,,42832940.67
Turkey,2015,,43428488.67
Turkmenistan,2000,1488749.275,4516131
Turkmenistan,2001,1445750.308,4564080
Turkmenistan,2002,1400178.078,4610002
Turkmenistan,2003,1352975.165,4655741
Turkmenistan,2004,1305157.065,4703398
Turkmenistan,2005,1262109.638,4754641
Turkmenistan,2006,1219318.422,4810105
Turkmenistan,2007,1177004.591,4870137
Turkmenistan,2008,1136285.605,4935762
Turkmenistan,2009,1098509.784,5007950
Turkmenistan,2010,1064564.608,5087210
Turkmenistan,2011,1034921.425,5174061
Turkmenistan,2012,1008955.931,5267839
Turkmenistan,2013,984995.1006,5366277
Turkmenistan,2014,961388.2891,5466241
Turkmenistan,2015,936147.8894,5565284
Tuvalu,2001,,8794.67887
Tuvalu,2002,,8913.811906
Tuvalu,2003,,9042.468948
Tuvalu,2004,,9166.748601
Tuvalu,2005,,9297.646182
Tuvalu,2006,,9377.739034
Tuvalu,2007,,9455.820601
Tuvalu,2008,,9527.120702
Tuvalu,2009,,9604.344671
Tuvalu,2010,,9672.266583
Tuvalu,2011,,9748.984219
Tuvalu,2012,,9827.419155
Tuvalu,2013,,9906.711643
Tuvalu,2014,,10011.85021
Tuvalu,2015,,10110.58233
Uganda,2000,23111042.96,24039274
Uganda,2001,23868528.99,24854892
Uganda,2002,24668751.3,25718048
Uganda,2003,25499278.55,26624820
Uganda,2004,26359293.05,27568436
Uganda,2005,27246055.56,28543940
Uganda,2006,28158587.98,29550662
Uganda,2007,29098568.78,30590487
Uganda,2008,30066347.46,31663896
Uganda,2009,31062816.4,32771895
Uganda,2010,32088435.78,33915133
Uganda,2011,33143198.59,35093648
Uganda,2012,34226161.74,36306796
Uganda,2013,35336147.13,37553726
Uganda,2014,36471639.33,38833338
Uganda,2015,37631575.01,40144870
Ukraine,2000,17660299.41,49175848
Ukraine,2001,17407683.65,48683865
Ukraine,2002,17155702.23,48202500
Ukraine,2003,16980791.18,47812950
Ukraine,2004,15558478.09,47451600
Ukraine,2005,14143410.78,47105150
Ukraine,2006,12744260.46,46787750
Ukraine,2007,11367752.55,46509350
Ukraine,2008,10003906.65,46258200
Ukraine,2009,8677112.849,46053300
Ukraine,2010,7368614.244,45870700
Ukraine,2011,6074000.476,45706100
Ukraine,2012,4827254.519,45593300
Ukraine,2013,3784189.745,45489600
Ukraine,2014,3840475.421,45271947
Ukraine,2015,3843290.453,45154029
United Arab Emirates,2000,,330273.0602
United Arab Emirates,2001,,344105.0114
United Arab Emirates,2002,,360019.1438
United Arab Emirates,2003,,377724.7961
United Arab Emirates,2004,,396558.8976
United Arab Emirates,2005,,415858.7409
United Arab Emirates,2006,,435127.7873
United Arab Emirates,2007,,454215.607
United Arab Emirates,2008,,473069.3698
United Arab Emirates,2009,,491965.538
United Arab Emirates,2010,,511255.1743
United Arab Emirates,2011,,531494.4507
United Arab Emirates,2012,,552482.8698
United Arab Emirates,2013,,572902.6977
United Arab Emirates,2014,,590721.4859
United Arab Emirates,2015,,604436.8378
United Kingdom,2000,2586224.674,1581308.91
United Kingdom,2001,2609441.614,1596551.059
United Kingdom,2002,2648847.723,1619288.779
United Kingdom,2003,2689512.314,1642904.082
United Kingdom,2004,2744989.831,1680414.098
United Kingdom,2005,2810329.522,1726648.908
United Kingdom,2006,2836194.975,1731979.633
United Kingdom,2007,2830747.17,1704813.07
United Kingdom,2008,2800873.47,1652456.42
United Kingdom,2009,2761726.634,1590907.964
United Kingdom,2010,2777856.754,1585246.276
United Kingdom,2011,2841644.282,1628092.334
United Kingdom,2012,2891992.821,1658275.688
United Kingdom,2013,2954642.949,1701411.91
United Kingdom,2014,3080225.638,1807694.959
United Kingdom,2015,3228188.735,1936329.032
United States,2000,,30174682.71
United States,2001,,30314672.1
United States,2002,,30505889.43
United States,2003,,30648008.35
United States,2004,,31011763.02
United States,2005,2474187.006,31316579.92
United States,2006,2624321.52,31672128.65
United States,2007,2688402.014,31948759.56
United States,2008,2742151.234,32217066.49
United States,2009,2668220.162,32351972.06
United States,2010,2596943.06,32479257.19
United States,2011,2392727.382,32458684.5
United States,2012,2335353.826,32574115.41
United States,2013,2241686.83,32644761.63
United States,2014,2317861.81,32881466.91
United States,2015,2410849.532,33054133.02
Uruguay,2000,,1277307.582
Uruguay,2001,,1277686.663
Uruguay,2002,,1276137.209
Uruguay,2003,,1273555.228
Uruguay,2004,,1271266.114
Uruguay,2005,,1265701.984
Uruguay,2006,,1261723.453
Uruguay,2007,,1259067.076
Uruguay,2008,,1257388.796
Uruguay,2009,,1256099.475
Uruguay,2010,,1254766.869
Uruguay,2011,,1253330.779
Uruguay,2012,,1251931.409
Uruguay,2013,,1250641.034
Uruguay,2014,,1249530.061
Uruguay,2015,,1248637.521
Uzbekistan,2000,12036855.83,24650400
Uzbekistan,2001,12187749.61,24964450
Uzbekistan,2002,12345645.97,25271850
Uzbekistan,2003,12498923.25,25567650
Uzbekistan,2004,12650871.91,25864350
Uzbekistan,2005,12799968.2,26167000
Uzbekistan,2006,12957049.19,26488250
Uzbekistan,2007,13200939.46,26868000
Uzbekistan,2008,13493407.92,27302800
Uzbekistan,2009,13771145.88,27767400
Uzbekistan,2010,14367268.63,28562400
Uzbekistan,2011,14932850.82,29339400
Uzbekistan,2012,15144452.06,29774500
Venezuela,2000,,20225412.81
Venezuela,2001,,20574492.7
Venezuela,2002,,20920791.13
Venezuela,2003,,21264427.8
Venezuela,2004,,21606135.91
Venezuela,2005,,21945410.35
Venezuela,2006,,22282190.34
Venezuela,2007,,22616195.04
Venezuela,2008,,22946743.88
Venezuela,2009,,23272953.35
Venezuela,2010,,23594160.58
Venezuela,2011,,23909946.97
Venezuela,2012,,24220329.7
Venezuela,2013,,24526683.72
Venezuela,2014,,24869456.95
Venezuela,2015,,25209281.81
World,2000,2358513294,4364517592
World,2001,2366403646,4407179321
World,2002,2333731045,4444632801
World,2003,2304664012,4457557555
World,2004,2272814901,4468273921
World,2005,2211369244,4477023522
World,2006,2175294041,4459639274
World,2007,2138399930,4464373593
World,2008,2101573649,4468483285
World,2009,2063830919,4471210254
World,2010,2025141479,4472475397
World,2011,2025326921,4471962461
World,2012,2044867050,4471845368
World,2013,2079298895,4472724869
World,2014,2102512493,4473226588
World,2015,2127861811,4472721981
