Entity,Year,Imported deforestation (hectares),Exported deforestation (hectares),Net deforestation in trade (hectares)
Reunion,2007,178.009552,9.732053851,168
Reunion,2008,364.5031974,1151.687108,-787
Reunion,2009,147.2683913,199.9623636,-53
Reunion,2010,112.1277941,199.1630353,-87
Reunion,2011,152.4179178,152.4179178,0
Reunion,2012,2873.44503,1511.939432,1362
Reunion,2013,72298.53334,11.0079454,72288
Romania,2005,5864.771516,,5865
Romania,2006,159.0546977,,159
Romania,2007,159.0546977,,159
Romania,2008,162.1293424,,162
Romania,2009,199.9623636,,200
Romania,2010,199.1630353,,199
Romania,2011,2893.0275,,2893
Romania,2012,76372.97602,,76373
Romania,2013,2396.871076,,2397
Russia,2005,97383.82675,,97384
Russia,2006,8030.1013,,8030
Russia,2007,2823.99082,,2824
Russia,2008,2975.866568,,2976
Russia,2009,2937.429052,,2937
Russia,2010,2757.092808,,2757
Russia,2011,67437.70584,,67438
Russia,2012,2517.524155,,2518
Russia,2013,37.73020081,,38
Rwanda,2005,1363.840668,1187.021561,177
Rwanda,2006,95360.07721,1039.492903,94321
Rwanda,2007,116063.991,162.4525201,115902
Rwanda,2008,115364.8146,21.00047044,115344
Rwanda,2009,87873.89516,1202.051483,86672
Rwanda,2010,78568.29697,1550.185294,77018
Rwanda,2011,2612.670981,1578.94637,1034
Rwanda,2012,51.71335654,22.22277809,29
Rwanda,2013,82.22559313,489.3369881,-407
Saint Lucia,2005,76.03458322,,76
Saint Lucia,2006,1344.636314,,1345
Saint Lucia,2007,1571.146154,,1571
Saint Lucia,2008,1592.873078,,1593
Saint Lucia,2009,2272.174564,31.94825916,2240
Saint Lucia,2010,2467.066617,31.94454482,2435
Saint Lucia,2011,53.38090575,31.94090244,21
Saint Lucia,2012,134.0550622,317.1789577,-183
Saint Lucia,2013,0.481548306,0.426019406,0
Saint Vincent and the Grenadines,2005,0.907584124,,1
Saint Vincent and the Grenadines,2006,11237.37885,,11237
Saint Vincent and the Grenadines,2007,10292.71388,,10293
Saint Vincent and the Grenadines,2008,8257.303847,,8257
Saint Vincent and the Grenadines,2009,9668.500151,,9669
Saint Vincent and the Grenadines,2010,10317.32891,,10317
Saint Vincent and the Grenadines,2011,0.984117446,,1
Saint Vincent and the Grenadines,2012,1656.668175,,1657
Saint Vincent and the Grenadines,2013,819.8182516,,820
Samoa,2005,31.15932348,,31
Samoa,2006,54.1665714,,54
Samoa,2007,41.07308817,,41
Samoa,2008,42.29037193,,42
Samoa,2009,60.11211903,,60
Samoa,2010,66.3057044,,66
Samoa,2011,48.97216628,,49
Samoa,2012,0.426819273,,0
Samoa,2013,24167.08306,,24167
Sao Tome and Principe,2005,0.062479491,,0
Sao Tome and Principe,2006,44.46708115,,44
Sao Tome and Principe,2007,55.50176617,,56
Sao Tome and Principe,2008,66.01252079,,66
Sao Tome and Principe,2009,64.35313347,,64
Sao Tome and Principe,2010,68.98973005,,69
Sao Tome and Principe,2011,0.296761848,,0
Sao Tome and Principe,2012,28389.52742,,28390
Sao Tome and Principe,2013,1717.757232,,1718
Saudi Arabia,2005,15754.18767,,15754
Saudi Arabia,2006,0.255456386,,0
Saudi Arabia,2007,0.390380274,,0
Saudi Arabia,2008,2.828358169,,3
Saudi Arabia,2009,0.261121445,,0
Saudi Arabia,2010,0.304203524,,0
Saudi Arabia,2011,20077.27873,,20077
Saudi Arabia,2012,2310.207484,,2310
Saudi Arabia,2013,844.1549308,,844
Senegal,2005,2423.031892,168.7674016,2254
Senegal,2006,17243.53195,159.1410553,17084
Senegal,2007,16386.57967,3672.506107,12714
Senegal,2008,14349.52072,235.4690082,14114
Senegal,2009,16793.64501,263.0711747,16531
Senegal,2010,17973.12029,306.6795401,17666
Senegal,2011,2049.198086,336.2616585,1713
Senegal,2012,757.20337,0.1368658,757
Senegal,2013,62.55922293,21241.84839,-21179
Serbia and Montenegro,2005,578.3145877,,578
Serbia and Montenegro,2006,2350.265228,,2350
Serbia and Montenegro,2007,2152.082675,,2152
Serbia and Montenegro,2008,2281.567919,,2282
Serbia and Montenegro,2009,2358.056103,,2358
Serbia and Montenegro,2010,2018.641457,,2019
Serbia and Montenegro,2011,560.6263213,,561
Serbia and Montenegro,2012,39.64723479,,40
Serbia and Montenegro,2013,21252.47004,,21252
Seychelles,2005,43.27100701,,43
Seychelles,2006,1272.797975,,1273
Seychelles,2007,612.9686268,,613
Seychelles,2008,647.7558135,,648
Seychelles,2009,637.3385222,,637
Seychelles,2010,550.2938761,,550
Seychelles,2011,65.78694195,,66
Seychelles,2012,13559.96146,,13560
Seychelles,2013,11018.50292,,11019
Sierra Leone,2005,9929.36488,9860.35026,69
Sierra Leone,2006,72.1655187,6440.465388,-6368
Sierra Leone,2007,210.2980672,268.3046804,-58
Sierra Leone,2008,108.2118112,6032.006946,-5924
Sierra Leone,2009,83.91025445,11379.24705,-11295
Sierra Leone,2010,65.07678214,12827.21671,-12762
Sierra Leone,2011,13719.75529,13953.88271,-234
Sierra Leone,2012,17533.60179,13771.02849,3763
Sierra Leone,2013,2321.782646,4.013520984,2318
Singapore,2005,5581.153782,,5581
Singapore,2006,6534.73983,,6535
Singapore,2007,3717.750214,,3718
Singapore,2008,6078.955385,,6079
Singapore,2009,11175.43377,2.000350417,11173
Singapore,2010,12676.99835,4.000844506,12673
Singapore,2011,13066.44943,4.006735716,13062
Singapore,2012,2558.40083,4.004721965,2554
Singapore,2013,1254.484485,286.575042,968
Slovakia,2005,2291.17812,,2291
Slovakia,2006,6103.890655,,6104
Slovakia,2007,5365.824191,,5366
Slovakia,2008,5185.67138,,5186
Slovakia,2009,5652.090393,,5652
Slovakia,2010,5775.762037,,5776
Slovakia,2011,1197.998853,,1198
Slovakia,2012,2369.077775,,2369
Slovakia,2013,0,,0
Slovenia,2005,1437.058819,,1437
Slovenia,2006,1351.479789,,1351
Slovenia,2007,1984.694196,,1985
Slovenia,2008,1528.469637,,1528
Slovenia,2009,1421.826234,,1422
Slovenia,2010,1702.132078,,1702
Slovenia,2011,1974.695709,,1975
Slovenia,2012,0,,0
Slovenia,2013,786.5323063,,787
Solomon Islands,2005,0.714697337,,1
Solomon Islands,2006,2667.69669,,2668
Solomon Islands,2007,1878.484364,,1878
Solomon Islands,2008,1907.497467,,1907
Solomon Islands,2009,2119.631738,,2120
Solomon Islands,2010,1774.673736,,1775
Solomon Islands,2011,0.057084507,,0
Solomon Islands,2012,562.9847189,,563
Solomon Islands,2013,51764.94489,,51765
Somalia,2005,846.6760822,322.314394,524
Somalia,2006,0.426003207,261.6470507,-261
Somalia,2007,1.166857384,43330.01332,-43329
Somalia,2008,0.556662916,300.0590611,-300
Somalia,2009,0.855138907,314.0808361,-313
Somalia,2010,0,266.0562891,-266
Somalia,2011,567.598044,279.839322,288
Somalia,2012,58348.67672,262.9192669,58086
Somalia,2013,38051.39348,39038.58753,-987
South Africa,2005,59748.52769,47931.92088,11817
South Africa,2006,528.1149686,44614.37363,-44086
South Africa,2007,540.8495686,42381.04192,-41840
South Africa,2008,761.2950686,39002.15613,-38241
South Africa,2009,867.0046871,35171.73738,-34305
South Africa,2010,783.8620422,33815.50885,-33032
South Africa,2011,46820.75369,31628.50995,15192
South Africa,2012,45100.79403,40851.31274,4249
South Africa,2013,11509.74311,18049.93259,-6540
South Korea,2005,25909.18337,,25909
South Korea,2006,978.4128924,,978
South Korea,2007,886.3928311,,886
South Korea,2008,1361.383427,,1361
South Korea,2009,519.0165411,,519
South Korea,2010,1143.617751,,1144
South Korea,2011,29543.74634,,29544
South Korea,2012,108.9777989,,109
South Korea,2013,156.0099398,,156
Spain,2005,51689.45009,20508.09388,31181
Spain,2006,58328.88954,32016.07482,26313
Spain,2007,63383.45767,6313.801608,57070
Spain,2008,50829.68675,49521.09702,1309
Spain,2009,49652.89668,53116.36527,-3463
Spain,2010,48382.82632,48799.16059,-416
Spain,2011,50395.44649,36568.96089,13826
Spain,2012,10793.79681,25482.27678,-14688
Spain,2013,0.739018865,10265.63812,-10265
Sri Lanka,2005,5810.889228,3826.633924,1984
Sri Lanka,2006,61341.34443,4629.153557,56712
Sri Lanka,2007,67535.77014,588.2872521,66947
Sri Lanka,2008,68814.23423,6990.042677,61824
Sri Lanka,2009,67114.29187,8695.580275,58419
Sri Lanka,2010,61222.99393,9192.826478,52030
Sri Lanka,2011,12143.53075,10608.96451,1535
Sri Lanka,2012,0.822893513,9945.635217,-9945
Sri Lanka,2013,1906.78171,2267.002876,-360
Sudan,2005,815.4210894,,815
Sudan,2006,2.857013726,,3
Sudan,2007,2.705045766,,3
Sudan,2008,7.651238573,,8
Sudan,2009,2.668025756,,3
Sudan,2010,5.317850338,,5
Sudan,2011,1430.337892,,1430
Sudan,2012,813.0606613,,813
Sudan,2013,3733.788714,,3734
Suriname,2005,115.9864803,,116
Suriname,2006,1058.118963,73.08494624,985
Suriname,2007,1533.014399,,1533
Suriname,2008,1086.229915,,1086
Suriname,2009,1526.49144,1763.153042,-237
Suriname,2010,1913.386705,1763.102643,150
Suriname,2011,1676.770542,2022.875921,-346
Suriname,2012,4314.559856,2054.747864,2260
Suriname,2013,4301.132757,448.8533768,3852
Swaziland,2005,2322.200974,1896.840622,425
Swaziland,2006,196.1132548,1645.446542,-1449
Swaziland,2007,635.3576846,1243.3745,-608
Swaziland,2008,1075.354292,1145.583194,-70
Swaziland,2009,1621.400221,978.1274,643
Swaziland,2010,1310.494949,854.5183886,456
Swaziland,2011,773.4895239,692.925708,81
Swaziland,2012,3376.092229,570.2485931,2806
Swaziland,2013,2532.82904,1469.74385,1063
Sweden,2005,5871.349949,,5871
Sweden,2006,1893.57891,,1894
Sweden,2007,1457.172351,,1457
Sweden,2008,1033.067189,,1033
Sweden,2009,970.9092425,,971
Sweden,2010,850.4532826,,850
Sweden,2011,4393.097605,,4393
Sweden,2012,3468.244531,,3468
Sweden,2013,102.2787151,,102
Switzerland,2005,3935.277157,,3935
Switzerland,2006,5429.303315,,5429
Switzerland,2007,5164.920931,,5165
Switzerland,2008,4628.141015,,4628
Switzerland,2009,4852.419807,,4852
Switzerland,2010,4140.612412,,4141
Switzerland,2011,3605.777067,,3606
Switzerland,2012,104.3328813,,104
Switzerland,2013,69486.09821,,69486
Syria,2005,3470.020053,287.7091582,3182
Syria,2006,4696.52899,299.0104009,4398
Syria,2007,3417.249623,578.8410893,2838
Syria,2008,4010.339335,1045.877328,2964
Syria,2009,5320.452373,725.5329523,4595
Syria,2010,3037.340933,614.6109128,2423
Syria,2011,4692.864797,589.6494937,4103
Syria,2012,76973.21868,1372.311944,75601
Syria,2013,433.1513102,114220.8278,-113788
Taiwan,2005,7238.779334,,7239
Taiwan,2006,6473.341298,,6473
Taiwan,2007,3829.931265,,3830
Taiwan,2008,4373.389054,,4373
Taiwan,2009,7306.086304,,7306
Taiwan,2010,8370.734106,,8371
Taiwan,2011,8243.746661,,8244
Taiwan,2012,12868.22376,,12868
Taiwan,2013,13042.67509,,13043
Tajikistan,2005,124.2356438,,124
Tajikistan,2006,2401.148602,,2401
Tajikistan,2007,3011.364324,,3011
Tajikistan,2008,3115.797066,,3116
Tajikistan,2009,6193.119136,,6193
Tajikistan,2010,4105.780491,,4106
Tajikistan,2011,103.0042471,,103
Tajikistan,2012,416.3550289,,416
Tajikistan,2013,1067.821957,,1068
Tanzania,2005,86589.85578,92617.90384,-6028
Tanzania,2006,48670.76223,95025.76712,-46355
Tanzania,2007,43308.83609,104344.7122,-61036
Tanzania,2008,38821.87092,31026.79945,7795
Tanzania,2009,41744.39412,141194.9602,-99451
Tanzania,2010,33865.76613,150921.8372,-117056
Tanzania,2011,153175.4022,161840.7532,-8665
Tanzania,2012,11837.24474,170403.3415,-158566
Tanzania,2013,315.6434879,21431.86626,-21116
Thailand,2005,71420.75882,66988.82105,4432
Thailand,2006,78.79975984,79918.2283,-79839
Thailand,2007,111.8348999,86307.92259,-86196
Thailand,2008,132.6428592,720.6115303,-588
Thailand,2009,92.5157687,98769.20684,-98677
Thailand,2010,110.4509256,109046.2956,-108936
Thailand,2011,69924.81078,107962.4595,-38038
Thailand,2012,1021.683983,112636.617,-111615
Thailand,2013,2899.238042,851.3716976,2048
Timor,2005,1059.75004,1034.893862,25
Timor,2006,1294.954646,921.7730117,373
Timor,2007,1175.683493,623.2548473,552
Timor,2008,688.3654387,90622.14386,-89934
Timor,2009,680.1965144,100.3313779,580
Timor,2010,560.6753764,203.6239104,357
Timor,2011,691.8814149,474.3761423,218
Timor,2012,2.818693598,831.7216464,-829
Timor,2013,874.2425902,3348.441367,-2474
Togo,2005,2953.023159,3269.1159,-316
Togo,2006,915.4470213,2924.803313,-2009
Togo,2007,638.1836202,3283.260226,-2645
Togo,2008,537.7861545,501.2526541,37
Togo,2009,229.8746051,4251.293173,-4021
Togo,2010,344.9916147,3671.248671,-3326
Togo,2011,2909.448027,3621.356817,-712
Togo,2012,1001.999315,3095.059507,-2093
Togo,2013,5625.965055,367.5405724,5258
Tonga,2005,2.388688397,,2
Tonga,2006,3274.46473,,3274
Tonga,2007,2883.96088,,2884
Tonga,2008,2683.833336,,2684
Tonga,2009,3674.369356,,3674
Tonga,2010,2771.886466,,2772
Tonga,2011,3.275308062,,3
Tonga,2012,7171.105564,,7171
Tonga,2013,43051.59231,,43052
Trinidad and Tobago,2005,1460.165667,683.2402911,777
Trinidad and Tobago,2006,2.860101435,690.1388482,-687
Trinidad and Tobago,2007,1.895354689,679.3301608,-677
Trinidad and Tobago,2008,1.259205623,2995.610749,-2994
Trinidad and Tobago,2009,1.04376305,605.2361732,-604
Trinidad and Tobago,2010,5.216852622,540.9427075,-536
Trinidad and Tobago,2011,956.3169182,443.7986616,513
Trinidad and Tobago,2012,46811.18647,391.2592397,46420
Trinidad and Tobago,2013,186.9893507,1274.436361,-1087
Tunisia,2005,2863.00338,595.0871163,2268
Tunisia,2006,1329.715002,619.8140325,710
Tunisia,2007,1253.273178,747.1145004,506
Tunisia,2008,1116.524326,647.0219694,470
Tunisia,2009,1204.692756,715.0747042,490
Tunisia,2010,1042.762802,668.110506,375
Tunisia,2011,4881.62819,1039.155218,3842
Tunisia,2012,261.599437,1150.372655,-889
Tunisia,2013,23809.38987,24481.94734,-673
Turkey,2005,33426.95435,23303.14765,10124
Turkey,2006,3098.515779,23895.61963,-20797
Turkey,2007,3754.693265,23810.27378,-20056
Turkey,2008,4269.40596,582.2271201,3687
Turkey,2009,3928.585753,25868.71609,-21940
Turkey,2010,3097.320341,25194.30902,-22097
Turkey,2011,45707.09786,24806.47931,20901
Turkey,2012,30409.19399,25499.84402,4909
Turkey,2013,3794.28139,24043.85776,-20250
Turkmenistan,2005,123.564861,,124
Turkmenistan,2006,35410.94708,,35411
Turkmenistan,2007,34961.9013,,34962
Turkmenistan,2008,37901.50497,,37902
Turkmenistan,2009,37396.82172,,37397
Turkmenistan,2010,43686.18369,,43686
Turkmenistan,2011,123.6834191,,124
Turkmenistan,2012,3514.213799,,3514
Turkmenistan,2013,13125.0085,,13125
Uganda,2005,20132.27778,20802.63335,-670
Uganda,2006,40.29654036,20597.70819,-20557
Uganda,2007,49.49989322,25909.71282,-25860
Uganda,2008,105.8231259,26046.73387,-25941
Uganda,2009,144.3795526,32105.52228,-31961
Uganda,2010,232.7874554,33043.9858,-32811
Uganda,2011,34136.12672,37727.04588,-3591
Uganda,2012,14680.83558,31432.13501,-16751
Uganda,2013,26483.34579,138535.1196,-112052
Ukraine,2005,6523.943621,,6524
Ukraine,2006,18738.54769,,18739
Ukraine,2007,21142.93118,,21143
Ukraine,2008,26748.56427,,26749
Ukraine,2009,27679.53868,,27680
Ukraine,2010,29324.97179,,29325
Ukraine,2011,3724.781439,,3725
Ukraine,2012,32897.24347,,32897
Ukraine,2013,129759.8661,,129760
United Arab Emirates,2005,3914.804368,,3915
United Arab Emirates,2006,5838.888964,,5839
United Arab Emirates,2007,7941.38699,,7941
United Arab Emirates,2008,6776.842921,,6777
United Arab Emirates,2009,4572.923242,,4573
United Arab Emirates,2010,2391.18174,,2391
United Arab Emirates,2011,11249.92479,,11250
United Arab Emirates,2012,160083.638,,160084
United Arab Emirates,2013,68427.87244,,68428
United Kingdom,2005,50738.05668,,50738
United Kingdom,2006,7914.171746,,7914
United Kingdom,2007,6826.288924,,6826
United Kingdom,2008,8978.719821,,8979
United Kingdom,2009,8615.767845,,8616
United Kingdom,2010,4474.013173,,4474
United Kingdom,2011,30962.90928,,30963
United Kingdom,2012,60038.02659,,60038
United Kingdom,2013,10739.97193,,10740
United States,2005,63726.35247,,63726
United States,2006,88947.34685,,88947
United States,2007,95519.74829,,95520
United States,2008,110910.3137,,110910
United States,2009,124597.2787,,124597
United States,2010,139343.9977,,139344
United States,2011,65309.10696,,65309
United States,2012,258.0908695,,258
United States,2013,1.763651805,,2
Uruguay,2005,15487.94331,11260.02385,4228
Uruguay,2006,65722.1078,13941.73835,51780
Uruguay,2007,66465.76131,16881.66468,49584
Uruguay,2008,66102.18821,121585.0139,-55483
Uruguay,2009,65954.19083,20316.76725,45637
Uruguay,2010,63677.09745,20824.16525,42853
Uruguay,2011,12390.94273,22509.24112,-10118
Uruguay,2012,1.895547736,21645.72684,-21644
Uruguay,2013,67238.37617,41875.00533,25363
Uzbekistan,2005,236.1447187,,236
Uzbekistan,2006,13532.2678,,13532
Uzbekistan,2007,10416.03504,,10416
Uzbekistan,2008,17610.61894,,17611
Uzbekistan,2009,11674.78951,,11675
Uzbekistan,2010,11052.8756,,11053
Uzbekistan,2011,229.4760487,,229
Uzbekistan,2012,87567.89214,,87568
Uzbekistan,2013,85245.49344,,85245
Vanuatu,2005,3.717803051,,4
Vanuatu,2006,137.3690351,,137
Vanuatu,2007,139.2248716,,139
Vanuatu,2008,163.4113583,,163
Vanuatu,2009,161.7292288,,162
Vanuatu,2010,305.6812618,,306
Vanuatu,2011,2.953047112,,3
Vanuatu,2012,85969.32888,,85969
Vanuatu,2013,3257.772641,,3258
Venezuela,2005,53294.49155,42959.23303,10335
Venezuela,2006,3.99809551,57295.69911,-57292
Venezuela,2007,1.913328284,75624.31976,-75622
Venezuela,2008,1.529316988,19485.23756,-19484
Venezuela,2009,2.554097189,99337.54153,-99335
Venezuela,2010,1.850511544,95099.28806,-95097
Venezuela,2011,99107.96096,81270.21492,17838
Venezuela,2012,4519.670488,62339.51123,-57820
Venezuela,2013,51992.04053,102335.7983,-50344
Vietnam,2005,57082.76136,63685.33226,-6603
Vietnam,2006,75084.46355,69963.73247,5121
Vietnam,2007,110894.3856,76062.47638,34832
Vietnam,2008,145110.3699,93181.90561,51928
Vietnam,2009,137545.1035,101992.8156,35552
Vietnam,2010,111026.3461,116465.0904,-5439
Vietnam,2011,84074.0671,110598.7802,-26525
Vietnam,2012,61329.36154,106833.7382,-45504
Vietnam,2013,12007.3852,0.015052577,12007
Yemen,2005,2341.850744,0.029868573,2342
Yemen,2006,66946.04231,0.029868573,66946
Yemen,2007,72705.40605,0.029868573,72705
Yemen,2008,91269.6313,89220.60827,2049
Yemen,2009,106417.5842,,106418
Yemen,2010,88520.45994,0.015052562,88520
Yemen,2011,4432.160221,0.015052562,4432
Yemen,2012,15961.83697,0.01505256,15962
Yemen,2013,,74130.32783,-74130
Zambia,2005,34487.91736,44431.60032,-9944
Zambia,2006,2131.753413,47584.37756,-45453
Zambia,2007,3.058435368,48554.83388,-48552
Zambia,2008,1831.532729,55195.02858,-53363
Zambia,2009,2512.675662,75831.42734,-73319
Zambia,2010,2782.756097,85969.00726,-83186
Zambia,2011,66773.8655,85816.64355,-19043
Zambia,2012,,87678.85643,-87679
Zambia,2013,,9087.594137,-9088
Zimbabwe,2005,13348.13077,11938.86365,1409
Zimbabwe,2006,34614.75659,13391.17267,21224
Zimbabwe,2007,2778.682228,13906.4371,-11128
Zimbabwe,2008,49612.80096,13572.63104,36040
Zimbabwe,2009,71416.14626,13677.5203,57739
Zimbabwe,2010,73849.46688,11851.96291,61998
Zimbabwe,2011,15707.75644,9675.995692,6032
Zimbabwe,2012,,8406.352236,-8406
