Entity,Year,welfare,mean,pop,d1avgincome,d2avgincome,d3avgincome,d4avgincome,d5avgincome,d6avgincome,d7avgincome,d8avgincome,d9avgincome,d10avgincome,q1avgincome,q2avgincome,q3avgincome,q4avgincome,q5avgincome,flag
Iran,2014,c,496.89999,78.410004,120.2498,192.3003,244.9717,296.1524,349.8176,408.4518,488.9496,599.7583,787.5865,1480.762,156.27505,270.56205,379.1347,544.35395,1134.17425,0
Iran,2015,c,493.34,79.360001,119.38828,189.9359,239.76324,287.61722,340.4046,402.0721,479.03314,588.06128,779.4772,1507.64704,154.66209,263.69023,371.23835,533.54721,1143.56212,0
Iran,2016,c,493.39001,80.279999,116.93343,185.51464,235.34703,284.68603,337.47876,399.15251,479.57508,592.56139,780.54298,1522.10815,151.224035,260.01653,368.315635,536.068235,1151.325565,0
Iraq,2007,c,168.92,28.389999,66.7234,89.86544,106.08176,120.27104,135.64276,152.8726,173.31192,200.50804,244.76508,399.15796,78.29442,113.1764,144.25768,186.90998,321.96152,0
Iraq,2012,c,178.81,32.779999,65.80208,91.55072,109.0741,125.70343,143.048,162.00186,185.24716,217.07534,264.81761,423.7797,78.6764,117.388765,152.52493,201.16125,344.298655,0
Ireland,2003,i,1318.3199,4,404.72424,609.06384,761.98896,888.54768,1023.01632,1174.62312,1349.95968,1595.1672,1964.2968,3411.81216,506.89404,825.26832,1098.81972,1472.56344,2688.05448,0
Ireland,2004,i,1368.96,4.0700002,412.05696,624.24576,781.67616,913.09632,1041.77856,1204.6848,1408.65984,1642.752,2016.47808,3642.80256,518.15136,847.38624,1123.23168,1525.70592,2829.64032,0
Ireland,2005,i,1437.61,4.1599998,452.84715,655.55016,820.87531,960.32348,1081.08272,1242.09504,1444.79805,1707.88068,2139.16368,3871.48373,554.198655,890.599395,1161.58888,1576.339365,3005.323705,0
Ireland,2006,i,1533.01,4.27,478.29912,726.64674,887.61279,1019.45165,1168.15362,1352.11482,1575.93428,1877.93725,2322.51015,3922.97259,602.47293,953.53222,1260.13422,1726.935765,3122.74137,0
Ireland,2007,i,1522.09,4.4000001,503.81179,741.25783,896.51101,1045.67583,1176.57557,1328.78457,1541.87717,1846.29517,2261.82574,3878.28532,622.53481,971.09342,1252.68007,1694.08617,3070.05553,0
Ireland,2008,i,1405.9301,4.4899998,459.73911,693.12349,842.15207,984.151,1120.52621,1263.93107,1479.03836,1694.14565,2069.52896,3451.55815,576.4313,913.151535,1192.22864,1586.592005,2760.543555,0
Ireland,2009,i,1383.54,4.54,409.52784,650.2638,796.91904,953.25906,1095.76368,1216.13166,1400.14248,1683.76818,2097.44664,3532.17762,529.89582,875.08905,1155.94767,1541.95533,2814.81213,0
Ireland,2010,i,1330.05,4.5599999,380.3943,629.11365,771.429,920.3946,1056.0597,1194.3849,1364.6313,1634.63145,2041.62675,3307.83435,504.753975,845.9118,1125.2223,1499.631375,2674.73055,0
Ireland,2011,i,1294.38,4.5799999,363.72078,600.59232,749.44602,887.94468,1014.79392,1150.70382,1333.2114,1579.1436,1966.16322,3298.08024,482.15655,818.69535,1082.74887,1456.1775,2632.12173,0
Ireland,2012,i,1304.22,4.5999999,387.35334,593.4201,744.70962,884.26116,1010.7705,1152.93048,1329.00018,1579.41042,1982.4144,3377.9298,490.38672,814.48539,1081.85049,1454.2053,2680.1721,0
Ireland,2013,i,1301.35,4.6199999,366.9807,588.2102,740.46815,881.01395,1018.95705,1150.3934,1323.47295,1572.0308,1983.2574,3388.7154,477.59545,810.74105,1084.675225,1447.751875,2685.9864,0
Ireland,2014,i,1365.34,4.6599998,427.35142,652.63252,802.81992,943.44994,1070.42656,1208.3259,1398.10816,1672.5415,2079.41282,3398.33126,539.99197,873.13493,1139.37623,1535.32483,2738.87204,0
Ireland,2015,i,1408.09,4.6999998,443.54835,684.33174,832.18119,977.21446,1116.61537,1258.83246,1427.80326,1679.85137,2089.60556,3572.32433,563.940045,904.697825,1187.723915,1553.827315,2830.964945,0
Israel,1986,i,593.83002,4.3000002,152.02048,233.96902,294.53968,362.83013,439.4342,520.78891,627.08448,756.53942,956.66013,1594.43355,192.99475,328.684905,480.111555,691.81195,1275.54684,0
Israel,1992,i,701.34998,5.1199999,196.378,290.3589,362.59795,439.74645,522.50575,618.5907,730.10535,878.0902,1091.3006,1884.52745,243.36845,401.1722,570.548225,804.097775,1487.914025,0
Israel,1997,i,731.25,5.8400002,176.9625,271.29375,350.26875,433.63125,527.23125,638.38125,753.1875,919.9125,1181.7,2059.2,224.128125,391.95,582.80625,836.55,1620.45,0
Israel,2001,i,832.56,6.4400001,195.6516,297.22392,387.1404,484.54992,600.27576,718.49928,867.52752,1046.52792,1340.4216,2387.78208,246.43776,435.84516,659.38752,957.02772,1864.10184,0
Israel,2005,i,831.88,6.9299998,148.07464,257.05092,356.04464,467.51656,574.82908,707.098,866.81896,1066.47016,1384.24832,2489.81684,202.56278,411.7806,640.96354,966.64456,1937.03258,0
Israel,2007,i,896.96997,7.1799998,164.14551,280.75161,384.80013,511.2729,632.36385,775.87905,935.53971,1157.98827,1487.17626,2639.78271,222.44856,448.036515,704.12145,1046.76399,2063.479485,0
Israel,2010,i,945,7.6199999,167.265,278.775,392.175,522.585,655.83,807.03,972.405,1185.975,1523.34,2945.565,223.02,457.38,731.43,1079.19,2234.4525,0
Israel,2012,i,990.73999,7.9099998,167.43506,306.13866,427.99968,557.78662,703.4254,856.9901,1046.22144,1276.07312,1626.79508,2938.53484,236.78686,492.89315,780.20775,1161.14728,2282.66496,0
Israel,2014,i,1050.8,8.2200003,183.89,340.4592,479.1648,617.8704,768.1348,938.3644,1113.848,1357.6336,1736.9724,2969.5608,262.1746,548.5176,853.2496,1235.7408,2353.2666,0
Israel,2016,i,1097.22,8.5500002,204.08292,362.0826,510.2073,661.62366,817.4289,980.91468,1171.83096,1418.70546,1801.63524,3044.7855,283.08276,585.91548,899.17179,1295.26821,2423.21037,0
Italy,2003,i,1272.8101,57.310001,295.29192,554.94516,703.86393,841.32741,987.70056,1145.529,1322.44959,1559.19225,1924.48872,3393.31146,425.11854,772.59567,1066.61478,1440.82092,2658.90009,0
Italy,2004,i,1309.4399,57.689999,318.19392,580.08192,734.59584,877.3248,1026.60096,1185.0432,1367.05536,1598.82624,1965.46944,3442.51776,449.13792,805.96032,1105.82208,1482.9408,2703.9936,0
Italy,2005,i,1289.16,57.970001,306.82008,564.65208,725.79708,872.76132,1023.59304,1180.87056,1361.35296,1605.0042,1967.25816,3282.20136,435.73608,799.2792,1102.2318,1483.17858,2624.72976,0
Italy,2006,i,1314.04,58.139999,327.19596,582.11972,741.11856,892.23316,1040.71968,1194.46236,1379.742,1622.8394,1996.02676,3363.9424,454.65784,816.67586,1117.59102,1501.2907,2679.98458,0
Italy,2007,i,1322.16,58.439999,334.50648,600.26064,760.242,909.64608,1059.05016,1221.67584,1401.4896,1643.44488,2001.75024,3292.1784,467.38356,834.94404,1140.363,1522.46724,2646.96432,0
Italy,2008,i,1303.01,58.830002,315.32842,579.83945,733.59463,880.83476,1031.98392,1197.46619,1375.97856,1601.39929,1971.45413,3342.22065,447.583935,807.214695,1114.725055,1488.688925,2656.83739,0
Italy,2009,i,1317.35,59.099998,305.6252,580.95135,744.30275,894.48065,1043.3412,1208.00995,1400.34305,1637.46605,2011.59345,3347.38635,443.288275,819.3917,1125.675575,1518.90455,2679.4899,0
Italy,2010,i,1293.42,59.279999,267.73794,557.46402,730.7823,879.5256,1019.21496,1177.0122,1359.38442,1593.49344,1969.87866,3379.70646,412.60098,805.15395,1098.11358,1476.43893,2674.79256,0
Italy,2011,i,1274.13,59.380001,270.11556,541.50525,707.14215,853.6671,996.36966,1154.36178,1334.01411,1571.00229,1953.24129,3359.88081,405.810405,780.404625,1075.36572,1452.5082,2656.56105,0
Italy,2012,i,1216.63,59.540001,246.97589,520.71764,672.79639,818.79199,956.27118,1101.05015,1272.59498,1501.32142,1863.87716,3210.68657,383.846765,745.79419,1028.660665,1386.9582,2537.281865,0
Italy,2013,i,1202.78,60.23,238.15044,512.38428,668.74568,809.47094,946.58786,1101.74648,1274.9468,1503.475,1858.2951,3115.2002,375.26736,739.10831,1024.16717,1389.2109,2486.74765,0
Italy,2014,i,1197.6899,60.790001,238.34031,504.22749,668.31102,809.63844,952.16355,1103.07249,1280.33061,1506.69402,1858.81488,3054.1095,371.2839,738.97473,1027.61802,1393.512315,2456.46219,0
Italy,2015,i,1227.58,60.73,216.05408,504.53538,665.34836,820.02344,977.15368,1139.19424,1322.10366,1556.57144,1916.25238,3158.56334,360.29473,742.6859,1058.17396,1439.33755,2537.40786,0
Jamaica,1988,C,248.66,2.3900001,53.21324,81.31182,108.1671,135.02238,163.86694,196.4414,236.227,290.9322,384.42836,836.98956,67.26253,121.59474,180.15417,263.5796,610.70896,0
Jamaica,1990,c,231.99001,2.4200001,57.30153,85.37232,106.48341,129.21843,154.04136,181.88016,219.69453,273.98019,368.63211,743.52795,71.336925,117.85092,167.96076,246.83736,556.08003,0
Jamaica,1993,C,164.00999,2.49,44.61072,66.91608,86.43327,104.80239,123.49953,143.83677,167.78223,199.92819,252.73941,449.55141,55.7634,95.61783,133.66815,183.85521,351.14541,0
Jamaica,1996,c,250.78,2.5599999,62.94578,97.8042,119.62206,144.95084,172.28586,201.12556,234.22852,284.6353,370.90362,819.54904,80.37499,132.28645,186.70571,259.43191,595.22633,0
Jamaica,1999,c,337,2.6300001,69.085,114.917,147.943,181.306,215.006,254.435,300.604,378.788,527.405,1180.511,92.001,164.6245,234.7205,339.696,853.958,0
Jamaica,2002,c,366.88,2.7,66.77216,108.59648,138.68064,170.5992,208.02096,253.88096,320.65312,413.84064,593.24496,1394.51088,87.68432,154.63992,230.95096,367.24688,993.87792,0
Jamaica,2004,c,366.34,2.73,75.46604,117.96148,152.76378,185.36804,219.804,264.49748,330.80502,425.68708,581.01524,1310.03184,96.71376,169.06591,242.15074,378.24605,945.52354,0
Japan,2008,i,1212.01,128.06,326.03069,567.22068,716.29791,844.77097,979.30408,1119.89724,1276.24653,1478.6522,1813.16696,2998.51274,446.625685,780.53444,1049.60066,1377.449365,2405.83985,0
Jordan,1987,C,334.92999,3.01,105.16802,138.32609,171.14923,204.97716,241.48453,283.01585,334.59507,404.93037,523.83052,941.48823,121.747055,188.063195,262.25019,369.76272,732.659375,0
Jordan,1992,C,263.16,3.97,66.84264,90.7902,115.00092,140.26428,167.89608,200.0016,240.00192,296.31816,393.95052,920.79684,78.81642,127.6326,183.94884,268.16004,657.37368,0
Jordan,1997,C,229.02,4.8299999,74.88954,98.24958,120.00648,141.76338,164.43636,189.85758,220.77528,262.68594,334.14018,683.39568,86.56956,130.88493,177.14697,241.73061,508.76793,0
Jordan,2003,c,269.29999,5.29,80.2514,114.4525,139.7667,164.273,190.6644,221.3646,259.8745,314.5424,413.3755,794.7043,97.35195,152.01985,206.0145,287.20845,604.0399,0
Jordan,2006,c,295.60999,5.9299998,98.43813,138.9367,166.72404,193.32894,218.7514,249.79045,288.81097,346.15931,442.52817,812.63189,118.687415,180.02649,234.270925,317.48514,627.58003,0
Jordan,2008,c,295.12,6.4899998,105.35784,143.1332,169.694,195.36944,222.52048,252.03248,289.2176,344.10992,445.33608,784.13384,124.24552,182.53172,237.27648,316.66376,614.73496,0
Jordan,2010,c,331.66,7.1799998,114.4227,157.20684,187.05624,214.58402,245.4284,279.92104,323.03684,388.37386,496.16336,910.4067,135.81477,200.82013,262.67472,355.70535,703.28503,0
Kazakhstan,1993,I,176.14999,16.33,54.07805,77.8583,98.644,118.3728,138.1016,159.5919,184.9575,218.24985,272.15175,439.3181,65.968175,108.5084,148.84675,201.603675,355.734925,0
Kazakhstan,1996,c,187.86,15.58,49.97076,78.71334,98.25078,117.97608,139.20426,163.4382,197.06514,239.14578,300.76386,493.88394,64.34205,108.11343,151.32123,218.10546,397.3239,0
Kazakhstan,2001,c,163.21001,14.86,43.08744,66.9161,84.70599,102.16946,120.93861,142.64554,168.1063,203.52287,257.21896,442.95194,55.00177,93.437725,131.792075,185.814585,350.08545,0
Kazakhstan,2002,c,172.5,14.86,51.06,74.865,92.46,109.5375,128.34,150.075,176.295,211.83,268.065,462.1275,62.9625,100.99875,139.2075,194.0625,365.09625,0
Kazakhstan,2003,c,185.47,14.91,56.75382,82.71962,101.45209,119.99909,140.58626,164.14095,192.51786,229.9828,288.40585,478.32713,69.73672,110.72559,152.363605,211.25033,383.36649,0
Kazakhstan,2004,c,196.45,15.01,66.98945,94.09955,113.1552,131.81795,151.85585,175.03695,203.1293,239.47255,295.8537,493.0895,80.5445,122.486575,163.4464,221.300925,394.4716,0
Kazakhstan,2005,c,214.85001,15.15,50.06005,77.7757,99.2607,122.0348,147.60195,177.8958,215.2797,267.2734,352.56885,638.5342,63.917875,110.64775,162.748875,241.27655,495.551525,0
Kazakhstan,2006,c,240.21001,15.31,89.11791,125.38962,147.48894,166.70574,187.60401,211.86522,241.89147,283.68801,349.50555,598.36311,107.253765,157.09734,199.734615,262.78974,473.93433,0
Kazakhstan,2007,c,278.38,15.48,104.94926,143.92246,169.53342,193.4741,217.97154,247.47982,282.27732,330.99382,407.8267,685.37156,124.43586,181.50376,232.72568,306.63557,546.59913,0
Kazakhstan,2008,c,276.70999,15.67,111.23742,150.53024,173.77388,196.18739,220.26116,247.65545,283.35104,328.45477,401.2295,654.41915,130.88383,184.980635,233.958305,305.902905,527.824325,0
Kazakhstan,2009,c,273.09,16.09,108.14364,148.28787,172.31979,194.44008,219.01818,247.14645,282.10197,328.52727,399.25758,631.65717,128.215755,183.379935,233.082315,305.31462,515.457375,0
Kazakhstan,2010,c,290.42001,16.32,117.91052,159.15016,183.83586,207.6503,233.20726,262.53968,299.1326,347.34232,423.43236,670.57978,138.53034,195.74308,247.87347,323.23746,547.00607,0
Kazakhstan,2011,c,344.64001,16.559999,140.95776,187.13952,216.43392,244.6944,276.40128,312.58848,356.7024,414.25728,505.58688,791.29344,164.04864,230.56416,294.49488,385.47984,648.44016,0
Kazakhstan,2012,c,350.39001,16.790001,142.95912,187.45865,217.94258,248.07612,281.01278,318.8549,364.05521,423.9719,516.12447,803.79466,165.208885,233.00935,299.93384,394.013555,659.959565,0
Kazakhstan,2013,c,366.94,17.040001,156.31644,204.01864,234.47466,264.93068,297.95528,335.7501,380.51678,439.22718,530.2283,825.98194,180.16754,249.70267,316.85269,409.87198,678.10512,0
Kazakhstan,2014,c,358.10999,17.290001,152.91297,200.18349,230.26473,259.27164,291.14343,327.31254,369.92763,426.50901,513.52974,810.04482,176.54823,244.768185,309.227985,398.21832,661.78728,0
Kazakhstan,2015,c,341.73999,17.540001,148.31516,192.39962,221.10578,248.44498,277.15114,311.32514,352.67568,405.30364,488.6882,771.99066,170.35739,234.77538,294.23814,378.98966,630.33943,0
Kazakhstan,2016,c,316.48999,17.790001,133.24229,175.96844,203.18658,228.82227,256.67339,288.0059,326.30119,376.6231,457.32805,719.06528,154.605365,216.004425,272.339645,351.462145,588.196665,0
Kazakhstan,2017,c,340.60999,18.040001,145.44047,188.35733,217.30918,244.55798,273.50983,307.57083,349.80647,404.30407,492.52206,782.72178,166.8989,230.93358,290.54033,377.05527,637.62192,0
Kenya,1992,C,166.7,24.959999,20.6708,35.8405,48.8431,63.1793,79.5159,99.3532,125.3584,163.366,232.8799,797.9929,28.25565,56.0112,89.43455,144.3622,515.4364,0
Kenya,1994,c,111.63,26.549999,20.87481,37.28442,49.89861,61.84302,74.45721,88.63422,106.38339,131.05362,173.36139,372.50931,29.079615,55.870815,81.545715,118.718505,272.93535,0
Kenya,1997,c,120.17,28.950001,27.27859,39.53593,50.23106,61.64721,74.14489,89.28631,108.27317,134.5904,180.97602,435.61625,33.40726,55.939135,81.7156,121.431785,308.296135,0
Kenya,2005,c,98.040001,36.049999,17.74524,30.78456,40.09836,49.31412,59.41224,72.0594,88.236,111.37344,150.39336,360.98328,24.2649,44.70624,65.73582,99.80472,255.68832,0
Kenya,2016,c,100.36,48.459999,24.18676,37.53464,46.86812,56.00088,66.7394,79.7862,95.54272,119.9302,160.17456,316.73616,30.8607,51.4345,73.2628,107.73646,238.45536,0
Kiribati,2006,c,154.89,.090000004,39.49695,62.57556,81.31725,97.73559,114.46371,133.36029,155.19978,184.00932,227.6883,453.05325,51.036255,89.52642,123.912,169.60455,340.370775,0
Kosovo,2003,c,184.38,1.7,70.61754,96.06198,112.10304,128.51286,147.87276,168.7077,193.599,223.65294,274.7262,427.94598,83.33976,120.30795,158.29023,208.62597,351.33609,0
Kosovo,2005,c,189.78999,1.71,63.20007,91.66857,111.78631,128.86741,147.27704,170.24163,197.00202,233.63149,295.31324,458.91222,77.43432,120.32686,158.759335,215.316755,377.11273,0
Kosovo,2006,c,186.42,1.72,65.61984,93.21,112.7841,129.5619,146.71254,167.40516,192.0126,226.87314,281.68062,448.3401,79.41492,121.173,157.05885,209.44287,365.01036,0
Kosovo,2009,c,213.22,1.76,69.08328,101.2795,123.88082,146.0557,167.80414,190.8319,217.05796,257.9962,325.58694,532.41034,85.18139,134.96826,179.31802,237.52708,428.99864,0
Kosovo,2010,c,221.17999,1.78,71.44114,100.6369,123.19726,145.31526,166.32736,192.20542,223.61298,271.16668,349.24322,568.65378,86.03902,134.25626,179.26639,247.38983,458.9485,0
Kosovo,2011,c,213.25999,1.79,79.11946,113.45432,137.12618,155.89306,174.8732,195.77268,224.13626,261.2435,315.41154,475.35654,96.28689,146.50962,185.32294,242.68988,395.38404,0
Kosovo,2012,c,255.2,1.8099999,92.6376,132.4488,159.7552,182.7232,208.2432,235.2944,266.1736,306.7504,368.5088,599.4648,112.5432,171.2392,221.7688,286.462,483.9868,0
Kosovo,2013,c,257.88,1.8200001,105.21504,144.67068,171.74808,194.18364,214.81404,239.05476,267.67944,306.61932,368.7684,566.0466,124.94286,182.96586,226.9344,287.14938,467.4075,0
Kosovo,2014,c,257.53,1.8200001,95.54363,139.0662,167.13697,190.05714,215.81014,242.33573,272.46674,312.12636,374.19109,566.566,117.304915,178.597055,229.072935,292.29655,470.378545,0
Kosovo,2015,c,268.26001,1.8,106.49922,149.15256,175.7103,199.04892,222.92406,251.35962,285.96516,323.2533,390.85482,577.56378,127.82589,187.37961,237.14184,304.60923,484.2093,0
Kosovo,2016,c,271.73999,1.8200001,104.07642,152.1744,178.53318,201.35934,227.17464,252.44646,286.41396,329.34888,393.20778,592.3932,128.12541,189.94626,239.81055,307.88142,492.80049,0
Kosovo,2017,c,280.23999,1.83,106.21096,150.76912,177.67216,203.174,225.87344,251.65552,282.20168,323.95744,392.336,688.26944,128.49004,190.42308,238.76448,303.07956,540.30272,0
Kyrgyzstan,1998,c,129.21001,4.77,18.99387,36.95406,50.52111,64.34658,81.4023,101.55906,123.00792,154.92279,204.41022,455.98209,27.973965,57.433845,91.48068,138.965355,330.196155,0
Kyrgyzstan,2000,c,77.940002,4.9000001,28.4481,38.81412,45.82872,53.23302,60.09174,68.04162,78.3297,93.60594,119.32614,193.60296,33.63111,49.53087,64.06668,85.96782,156.46455,0
Kyrgyzstan,2001,c,82.5,4.9499998,30.525,41.8275,49.0875,56.8425,64.68,73.3425,84.975,100.8975,125.4825,197.2575,36.17625,52.965,69.01125,92.93625,161.37,0
Kyrgyzstan,2002,c,84.610001,4.9899998,30.54421,42.55883,50.766,58.3809,65.74197,75.64134,87.82518,103.47803,128.26876,202.89478,36.55152,54.57345,70.691655,95.651605,165.58177,0
Kyrgyzstan,2003,c,88.949997,5.04,34.8684,47.58825,55.41585,62.7987,70.71525,78.54285,91.70745,108.8748,131.4681,207.4314,41.228325,59.107275,74.62905,100.291125,169.44975,0
Kyrgyzstan,2004,c,132.72,5.0999999,42.4704,59.32584,71.40336,82.68456,95.42568,112.28112,133.51632,159.52944,209.83032,360.60024,50.89812,77.04396,103.8534,146.52288,285.21528,0
Kyrgyzstan,2005,c,118.64,5.1599998,41.87992,57.18448,68.09936,78.18376,88.98,101.91176,118.64,141.30024,180.09552,310.2436,49.5322,73.14156,95.44588,129.97012,245.16956,0
Kyrgyzstan,2006,c,155.73,5.2199998,47.49765,65.71806,78.33219,91.72497,107.4537,128.01006,151.99248,186.56454,242.00442,458.00193,56.607855,85.02858,117.73188,169.27851,350.003175,0
Kyrgyzstan,2007,c,147.98,5.27,46.31774,66.44302,81.83294,96.33498,110.54106,128.0027,150.34768,180.5356,227.29728,391.99902,56.38038,89.08396,119.27188,165.44164,309.64815,0
Kyrgyzstan,2008,c,166.19,5.3200002,57.83412,81.59929,97.22115,112.51063,129.79439,148.40767,170.34475,199.59419,244.13311,420.4607,69.716705,104.86589,139.10103,184.96947,332.296905,0
Kyrgyzstan,2009,c,169.67999,5.3800001,66.1752,88.57296,102.99576,117.41856,132.68976,150.33648,171.3768,201.0708,249.09024,417.07344,77.37408,110.20716,141.51312,186.2238,333.08184,0
Kyrgyzstan,2010,c,161.64,5.4499998,56.41236,83.56788,100.05516,114.27948,128.5038,144.82944,164.71116,190.89684,235.1862,397.95768,69.99012,107.16732,136.66662,177.804,316.57194,0
Kyrgyzstan,2011,c,161.17999,5.5100002,67.53442,88.16546,102.18812,115.72724,130.23344,146.19026,164.72596,189.22532,229.19796,378.61182,77.84994,108.95768,138.21185,176.97564,303.90489,0
Kyrgyzstan,2012,c,155.64,5.6100001,62.41164,87.1584,101.78856,114.70668,127.46916,141.78804,158.59716,182.25444,220.38624,359.99532,74.78502,108.24762,134.6286,170.4258,290.19078,0
Kyrgyzstan,2013,c,153.41,5.7199998,61.05718,81.61412,95.42102,108.61428,122.11436,137.76218,157.24525,182.25108,222.29109,365.88285,71.33565,102.01765,129.93827,169.748165,294.08697,0
Kyrgyzstan,2014,c,160.33,5.8400002,70.06421,90.58645,104.37483,116.88057,129.8673,145.41931,164.01759,188.38775,226.70662,366.99537,80.32533,110.6277,137.643305,176.20267,296.850995,0
Kyrgyzstan,2015,c,157.67999,5.96,64.01808,85.62024,99.49608,112.11048,124.88256,139.5468,157.52232,181.17432,221.85576,390.57336,74.81916,105.80328,132.21468,169.34832,306.21456,0
Kyrgyzstan,2016,c,160.81,6.0799999,70.11316,91.50089,105.16974,117.87373,130.2561,144.729,162.73972,187.98689,229.47587,368.41571,80.807025,111.521735,137.49255,175.363305,298.94579,0
Kyrgyzstan,2017,c,161.92,6.1999998,69.30176,90.83712,104.4384,117.23008,130.83136,145.728,164.51072,189.77024,229.44064,376.94976,80.06944,110.83424,138.27968,177.14048,303.1952,0
Laos,1992,c,95.040001,4.5,33.07392,45.144,52.7472,59.78016,68.61888,79.26336,91.80864,111.10176,141.89472,266.87232,39.10896,56.26368,73.94112,101.4552,204.38352,0
Laos,1997,c,72.400002,5.0599999,24.3264,34.1004,40.3992,46.4084,52.9244,59.5852,68.418,81.45,105.6316,210.7564,29.2134,43.4038,56.2548,74.934,158.194,0
Laos,2002,c,89.089996,5.5,32.60694,43.83228,51.40493,58.71031,66.90659,76.08286,87.04093,103.07713,130.16049,240.98845,38.21961,55.05762,71.494725,95.05903,185.57447,0
Laos,2007,c,102.05,5.9499998,33.77855,47.3512,56.1275,64.4956,73.2719,83.57895,97.04955,116.64315,149.6053,298.49625,40.564875,60.31155,78.425425,106.84635,224.050775,0
Laos,2012,c,113.12,6.4200001,35.74592,49.7728,60.17984,70.36064,80.8808,92.7584,107.464,129.5224,167.87008,336.64512,42.75936,65.27024,86.8196,118.4932,252.2576,0
Latvia,1993,I,244.52,2.5599999,103.921,130.8182,154.78116,177.76604,200.99544,226.42552,256.25696,295.8692,358.95536,539.65564,117.3696,166.2736,213.71048,276.06308,449.3055,0
Latvia,1995,I,289.60999,2.49,92.09598,140.75046,176.37249,206.78154,235.16332,264.70354,298.2983,342.02941,412.98386,726.63149,116.42322,191.577015,249.93343,320.163855,569.807675,0
Latvia,1996,I,281.09,2.46,82.07828,135.20429,171.74599,201.54153,229.08835,257.19735,288.67943,329.43748,395.21254,721.27694,108.641285,186.64376,243.14285,309.058455,558.24474,0
Latvia,1997,c,277,2.4300001,77.283,122.157,152.904,180.327,209.689,245.422,286.972,334.893,421.871,738.205,99.72,166.6155,227.5555,310.9325,580.038,0
Latvia,1998,c,282.47,2.4100001,81.35136,128.80632,162.42025,190.66725,220.60907,251.3983,288.68434,339.52894,419.75042,740.63634,105.07884,176.54375,236.003685,314.10664,580.19338,0
Latvia,2002,c,381.12,2.3099999,105.95136,165.7872,208.85376,246.96576,285.84,332.71776,386.45568,457.72512,573.5856,1047.69888,135.86928,227.90976,309.27888,422.0904,810.64224,0
Latvia,2003,c,434.75,2.29,114.774,186.50775,231.72175,272.1535,314.759,361.27725,427.794,523.439,677.77525,1237.73325,150.640875,251.937625,338.018125,475.6165,957.75425,0
Latvia,2004,i,385.62,2.26,84.06516,164.65974,217.48968,256.05168,288.44376,323.9208,381.37818,461.58714,579.97248,1097.86014,124.36245,236.77068,306.18228,421.48266,838.91631,1
Latvia,2005,i,441.38,2.24,88.276,173.02096,229.95898,267.91766,310.29014,367.22816,441.82138,530.09738,681.49072,1324.14,130.64848,248.93832,338.75915,485.95938,1002.81536,0
Latvia,2006,i,524.04999,2.22,124.7239,233.7263,285.0832,329.1034,383.08055,456.44755,542.9158,654.0144,828.52305,1402.88185,179.2251,307.0933,419.76405,598.4651,1115.70245,0
Latvia,2007,i,682,2.2,160.27,277.574,341.682,409.2,493.086,587.884,705.87,840.906,1076.878,1926.65,218.922,375.441,540.485,773.388,1501.764,1
Latvia,2008,i,664.12,2.1800001,140.79344,265.648,344.67828,408.4338,488.79232,583.09736,692.01304,828.82176,1051.30196,1838.28416,203.22072,376.55604,535.94484,760.4174,1444.79306,1
Latvia,2009,i,546.82001,2.1400001,107.17672,218.18118,301.84464,372.38442,422.14504,478.4675,562.67778,676.41634,860.69468,1467.11806,162.67895,337.11453,450.30627,619.54706,1163.90637,1
Latvia,2010,i,516.59998,2.0999999,107.4528,211.2894,282.5802,351.8046,414.8298,469.5894,537.7806,637.4844,800.2134,1353.492,159.3711,317.1924,442.2096,587.6325,1076.8527,0
Latvia,2011,i,527.78003,2.0599999,119.80606,218.50092,288.16788,352.55704,407.44616,460.22416,530.94668,640.72492,819.11456,1440.8394,169.15349,320.36246,433.83516,585.8358,1129.97698,0
Latvia,2012,i,542.16998,2.03,125.78344,226.08489,298.73567,362.71173,417.4709,476.56743,554.63991,666.8691,853.37558,1438.91918,175.934165,330.7237,447.019165,610.754505,1146.14738,0
Latvia,2013,i,600.14001,2.01,136.23178,253.85922,334.87812,396.69254,450.105,521.52166,612.1428,741.77304,946.42078,1607.17492,195.0455,365.78533,485.81333,676.95792,1276.79785,0
Latvia,2014,i,657.78003,1.99,149.31606,284.16096,373.61904,435.45036,497.28168,572.92638,680.8023,809.72718,1024.16346,1751.01036,216.73851,404.5347,535.10403,745.26474,1387.58691,0
Latvia,2015,i,706.84998,1.98,177.41935,323.03045,403.61135,462.98675,534.3786,624.14855,736.5377,872.2529,1087.1353,1846.99905,250.2249,433.29905,579.263575,804.3953,1467.067175,0
Lebanon,2012,c,705.17999,4.9200001,217.90062,335.66568,413.23548,481.63794,554.27148,643.12416,730.56648,856.7937,1069.75806,1748.14122,276.78315,447.43671,598.69782,793.68009,1408.94964,0
Lesotho,1987,C,105.49,1.53,10.97096,19.30467,28.4823,39.0313,51.58461,67.09164,87.66219,117.93782,173.21458,459.61993,15.137815,33.7568,59.338125,102.800005,316.417255,0
Lesotho,1994,c,131.59,1.73,6.05314,13.81695,22.76507,33.55545,48.55671,69.34793,100.0084,147.3808,239.36221,635.18493,9.935045,28.16026,58.95232,123.6946,437.27357,0
Lesotho,2003,c,69.480003,1.92,6.6006,14.45184,22.02516,29.8764,38.97828,50.0256,63.99108,84.0708,118.88028,265.96944,10.52622,25.95078,44.50194,74.03094,192.42486,0
