Entity,Year,"Real GDP per capita in 2011US$, multiple benchmarks (Maddison Project Database (2018))","Real GDP per capita in 2011US$, 2011 benchmark (Maddison Project Database (2018))",Population (Maddison Project Database (2018)),"Total real GDP in 2011US$, multiple benchmarks (Maddison Project Database (2018))","Total real GDP in 2011US$, 2011 benchmark (Maddison Project Database (2018))",Maddison region definition (Maddison (2010)),Average real GDP per capita across Maddison's definitions (Maddison Project Database (2018)),Average real GDP per capita across OWID regions (OWID calculations based on Maddison Project Database (2018)),"Real GDP per capita, 2011 benchmarks, by region (Maddison Project Database (2018))",Population by region (Maddison Project Database (2018))
Mexico,1736,987,1558,,,,Latin America Maddison definition,,,,
Mexico,1737,983,1551,,,,Latin America Maddison definition,,,,
Mexico,1738,987,1557,,,,Latin America Maddison definition,,,,
Mexico,1739,996,1571,,,,Latin America Maddison definition,,,,
Mexico,1740,999,1577,,,,Latin America Maddison definition,,,,
Mexico,1741,985,1554,,,,Latin America Maddison definition,,,,
Mexico,1742,963,1520,,,,Latin America Maddison definition,,,,
Mexico,1743,958,1511,,,,Latin America Maddison definition,,,,
Mexico,1744,945,1491,,,,Latin America Maddison definition,,,,
Mexico,1745,937,1478,,,,Latin America Maddison definition,,,,
Mexico,1746,947,1494,,,,Latin America Maddison definition,,,,
Mexico,1747,973,1535,,,,Latin America Maddison definition,,,,
Mexico,1748,991,1563,,,,Latin America Maddison definition,,,,
Mexico,1749,985,1555,,,,Latin America Maddison definition,,,,
Mexico,1750,978,1543,,,,Latin America Maddison definition,,,,
Mexico,1751,981,1548,,,,Latin America Maddison definition,,,,
Mexico,1752,1027,1620,,,,Latin America Maddison definition,,,,
Mexico,1753,1054,1664,,,,Latin America Maddison definition,,,,
Mexico,1754,1068,1686,,,,Latin America Maddison definition,,,,
Mexico,1755,1079,1702,,,,Latin America Maddison definition,,,,
Mexico,1756,1097,1731,,,,Latin America Maddison definition,,,,
Mexico,1757,1103,1741,,,,Latin America Maddison definition,,,,
Mexico,1758,1105,1744,,,,Latin America Maddison definition,,,,
Mexico,1759,1106,1745,,,,Latin America Maddison definition,,,,
Mexico,1760,1114,1758,,,,Latin America Maddison definition,,,,
Mexico,1761,1121,1769,,,,Latin America Maddison definition,,,,
Mexico,1762,1122,1771,,,,Latin America Maddison definition,,,,
Mexico,1763,1070,1688,,,,Latin America Maddison definition,,,,
Mexico,1764,1050,1657,,,,Latin America Maddison definition,,,,
Mexico,1765,1048,1654,,,,Latin America Maddison definition,,,,
Mexico,1766,1059,1672,,,,Latin America Maddison definition,,,,
Mexico,1767,1058,1669,,,,Latin America Maddison definition,,,,
Mexico,1768,1051,1659,,,,Latin America Maddison definition,,,,
Mexico,1769,1043,1646,,,,Latin America Maddison definition,,,,
Mexico,1770,1048,1653,,,,Latin America Maddison definition,,,,
Mexico,1771,1033,1631,,,,Latin America Maddison definition,,,,
Mexico,1772,1043,1646,,,,Latin America Maddison definition,,,,
Mexico,1773,1051,1659,,,,Latin America Maddison definition,,,,
Mexico,1774,1081,1706,,,,Latin America Maddison definition,,,,
Mexico,1775,1086,1714,,,,Latin America Maddison definition,,,,
Mexico,1776,1091,1721,,,,Latin America Maddison definition,,,,
Mexico,1777,1092,1724,,,,Latin America Maddison definition,,,,
Mexico,1778,1109,1750,,,,Latin America Maddison definition,,,,
Mexico,1779,1115,1759,,,,Latin America Maddison definition,,,,
Mexico,1780,1102,1738,,,,Latin America Maddison definition,,,,
Mexico,1781,1074,1695,,,,Latin America Maddison definition,,,,
Mexico,1782,1060,1673,,,,Latin America Maddison definition,,,,
Mexico,1783,1020,1610,,,,Latin America Maddison definition,,,,
Mexico,1784,990,1563,,,,Latin America Maddison definition,,,,
Mexico,1785,977,1542,,,,Latin America Maddison definition,,,,
Mexico,1786,978,1544,,,,Latin America Maddison definition,,,,
Mexico,1787,983,1551,,,,Latin America Maddison definition,,,,
Mexico,1788,982,1550,,,,Latin America Maddison definition,,,,
Mexico,1789,983,1552,,,,Latin America Maddison definition,,,,
Mexico,1790,979,1544,,,,Latin America Maddison definition,,,,
Mexico,1791,1004,1585,,,,Latin America Maddison definition,,,,
Mexico,1792,1021,1611,,,,Latin America Maddison definition,,,,
Mexico,1793,1036,1635,,,,Latin America Maddison definition,,,,
Mexico,1794,1045,1649,,,,Latin America Maddison definition,,,,
Mexico,1795,1048,1654,,,,Latin America Maddison definition,,,,
Mexico,1796,1042,1645,,,,Latin America Maddison definition,,,,
Mexico,1797,1024,1616,,,,Latin America Maddison definition,,,,
Mexico,1798,1012,1597,,,,Latin America Maddison definition,,,,
Mexico,1799,998,1575,,,,Latin America Maddison definition,,,,
Mexico,1800,985,1555,,,,Latin America Maddison definition,,,,
Mexico,1801,979,1545,,,,Latin America Maddison definition,,,,
Mexico,1802,961,1516,,,,Latin America Maddison definition,,,,
Mexico,1803,954,1505,,,,Latin America Maddison definition,,,,
Mexico,1804,936,1477,,,,Latin America Maddison definition,,,,
Mexico,1805,923,1456,,,,Latin America Maddison definition,,,,
Mexico,1806,907,1431,,,,Latin America Maddison definition,,,,
Mexico,1807,884,1395,,,,Latin America Maddison definition,,,,
Mexico,1808,862,1360,,,,Latin America Maddison definition,,,,
Mexico,1809,839,1324,,,,Latin America Maddison definition,,,,
Mexico,1810,809,1277,,,,Latin America Maddison definition,,,,
Mexico,1811,788,1244,,,,Latin America Maddison definition,,,,
Mexico,1820,760,1200,6587000,5006119936,7904399872,Latin America Maddison definition,,,,
Mexico,1850,795,1255,7662000,6091290112,9615809536,Latin America Maddison definition,,,,
Mexico,1860,695,1097,,,,Latin America Maddison definition,,,,
Mexico,1870,789,1246,9219000,7273790976,11486873600,Latin America Maddison definition,,,,
Mexico,1871,,,9331000,,,Latin America Maddison definition,,,,
Mexico,1872,,,9444000,,,Latin America Maddison definition,,,,
Mexico,1873,,,9558000,,,Latin America Maddison definition,,,,
Mexico,1874,,,9674000,,,Latin America Maddison definition,,,,
Mexico,1875,,,9791000,,,Latin America Maddison definition,,,,
Mexico,1876,,,9910000,,,Latin America Maddison definition,,,,
Mexico,1877,,,10030000,,,Latin America Maddison definition,,,,
Mexico,1878,,,10151000,,,Latin America Maddison definition,,,,
Mexico,1879,,,10274000,,,Latin America Maddison definition,,,,
Mexico,1880,,,10399000,,,Latin America Maddison definition,,,,
Mexico,1881,,,10524000,,,Latin America Maddison definition,,,,
Mexico,1882,,,10652000,,,Latin America Maddison definition,,,,
Mexico,1883,,,10781000,,,Latin America Maddison definition,,,,
Mexico,1884,,,10912000,,,Latin America Maddison definition,,,,
Mexico,1885,,,11044000,,,Latin America Maddison definition,,,,
Mexico,1886,,,11178000,,,Latin America Maddison definition,,,,
Mexico,1887,,,11313000,,,Latin America Maddison definition,,,,
Mexico,1888,,,11450000,,,Latin America Maddison definition,,,,
Mexico,1889,,,11589000,,,Latin America Maddison definition,,,,
Mexico,1890,1184,1868,11729000,13887135744,21909772288,Latin America Maddison definition,,,,
Mexico,1891,,,11904000,,,Latin America Maddison definition,,,,
Mexico,1892,,,12083000,,,Latin America Maddison definition,,,,
Mexico,1893,,,12263000,,,Latin America Maddison definition,,,,
Mexico,1894,,,12447000,,,Latin America Maddison definition,,,,
Mexico,1895,1326,2092,12663000,16791138304,26490996736,Latin America Maddison definition,,,,
Mexico,1896,1347,2126,12822000,17271234560,27259572224,Latin America Maddison definition,,,,
Mexico,1897,1417,2236,13014000,18440837120,29099304960,Latin America Maddison definition,,,,
Mexico,1898,1478,2332,13209000,19522902016,30803388416,Latin America Maddison definition,,,,
Mexico,1899,1384,2184,13406000,18553903104,29278703616,Latin America Maddison definition,,,,
Mexico,1900,1374,2169,13607000,18696017920,29513582592,Latin America Maddison definition,,,,
Mexico,1901,1477,2331,13755000,20316135424,32062904320,Latin America Maddison definition,,,,
Mexico,1902,1356,2140,13904000,18853824512,29754560512,Latin America Maddison definition,,,,
Mexico,1903,1493,2356,14055000,20984115200,33113579520,Latin America Maddison definition,,,,
Mexico,1904,1503,2372,14208000,21354622976,33701376000,Latin America Maddison definition,,,,
Mexico,1905,1643,2593,14363000,23598409728,37243260928,Latin America Maddison definition,,,,
Mexico,1906,1606,2535,14519000,23317514240,36805664768,Latin America Maddison definition,,,,
Mexico,1907,1683,2656,14676000,24699707392,38979457024,Latin America Maddison definition,,,,
Mexico,1908,1662,2623,14836000,24657432576,38914826240,Latin America Maddison definition,,,,
Mexico,1909,1693,2672,14997000,25389920256,40071983104,Latin America Maddison definition,,,,
Mexico,1910,1690,2667,15000000,25350000640,40005001216,Latin America Maddison definition,,,,
Mexico,1911,1622,2560,14990000,24313780224,38374400000,Latin America Maddison definition,,,,
Mexico,1912,1609,2539,14980000,24102819840,38034219008,Latin America Maddison definition,,,,
Mexico,1913,1512,2385,14970000,22634639360,35703451648,Latin America Maddison definition,,,,
Mexico,1914,1514,2390,14960000,22649440256,35754401792,Latin America Maddison definition,,,,
Mexico,1915,1492,2355,14950000,22305400832,35207249920,Latin America Maddison definition,,,,
Mexico,1916,1607,2536,14940000,24008579072,37887840256,Latin America Maddison definition,,,,
Mexico,1917,1676,2645,14930000,25022679040,39489851392,Latin America Maddison definition,,,,
Mexico,1918,1741,2748,14920000,25975719936,41000161280,Latin America Maddison definition,,,,
Mexico,1919,1811,2857,14910000,27002009600,42597871616,Latin America Maddison definition,,,,
Mexico,1920,1926,3039,14900000,28697399296,45281099776,Latin America Maddison definition,,,,
Mexico,1921,1919,3028,14895000,28583505920,45102059520,Latin America Maddison definition,,,,
Mexico,1922,1933,3050,15129000,29244356608,46143451136,Latin America Maddison definition,,,,
Mexico,1923,1968,3105,15367000,30242256896,47714533376,Latin America Maddison definition,,,,
Mexico,1924,1904,3005,15609000,29719535616,46905044992,Latin America Maddison definition,,,,
Mexico,1925,1992,3143,15854000,31581167616,49829122048,Latin America Maddison definition,,,,
Mexico,1926,2079,3281,16103000,33478137856,52833943552,Latin America Maddison definition,,,,
Mexico,1927,1954,3084,16356000,31959623680,50441904128,Latin America Maddison definition,,,,
Mexico,1928,1935,3053,16613000,32146155520,50719490048,Latin America Maddison definition,,,,
Mexico,1929,1829,2886,16875000,30864375808,48701251584,Latin America Maddison definition,,,,
Mexico,1930,1685,2659,17175000,28939874304,45668323328,Latin America Maddison definition,,,,
Mexico,1931,1711,2701,17480000,29908279296,47213481984,Latin America Maddison definition,,,,
Mexico,1932,1426,2251,17790000,25368539136,40045289472,Latin America Maddison definition,,,,
Mexico,1933,1563,2466,18115000,28313745408,44671590400,Latin America Maddison definition,,,,
Mexico,1934,1641,2590,18445000,30268246016,47772549120,Latin America Maddison definition,,,,
Mexico,1935,1735,2738,18781000,32585035776,51422380032,Latin America Maddison definition,,,,
Mexico,1936,1843,2909,19040000,35090718720,55387361280,Latin America Maddison definition,,,,
Mexico,1937,1872,2955,19370000,36260638720,57238351872,Latin America Maddison definition,,,,
Mexico,1938,1870,2951,19705000,36848349184,58149453824,Latin America Maddison definition,,,,
Mexico,1939,1938,3059,20047000,38851084288,61323771904,Latin America Maddison definition,,,,
Mexico,1940,1932,3048,20393000,39399276544,62157864960,Latin America Maddison definition,,,,
Mexico,1941,2067,3261,20955000,43313983488,68334256128,Latin America Maddison definition,,,,
Mexico,1942,2126,3354,21532000,45777031168,72218329088,Latin America Maddison definition,,,,
Mexico,1943,2146,3386,22125000,47480250368,74915250176,Latin America Maddison definition,,,,
Mexico,1944,2262,3569,22734000,51424309248,81137647616,Latin America Maddison definition,,,,
Mexico,1945,2271,3583,23724000,53877202944,85003091968,Latin America Maddison definition,,,,
Mexico,1946,2357,3720,24413000,57541439488,90816356352,Latin America Maddison definition,,,,
Mexico,1947,2374,3746,25122000,59639627776,94107009024,Latin America Maddison definition,,,,
Mexico,1948,2406,3797,25852000,62199910400,98160041984,Latin America Maddison definition,,,,
Mexico,1949,2472,3900,26603000,65762615296,103752000000,Latin America Maddison definition,,,,
Mexico,1950,2648,4179,28485000,75428282368,119039000000,Latin America Maddison definition,,,,
Mexico,1951,2723,4373,29296000,79773007872,128111000000,Latin America Maddison definition,,,,
Mexico,1952,2766,4413,30144000,83378307072,133025000000,Latin America Maddison definition,,,,
Mexico,1953,2679,4289,31031000,83132047360,133092000000,Latin America Maddison definition,,,,
Mexico,1954,2860,4586,31959000,91402739712,146564000000,Latin America Maddison definition,,,,
Mexico,1955,2986,4834,32930000,98328977408,159184000000,Latin America Maddison definition,,,,
Mexico,1956,3051,5016,33946000,103569000000,170273000000,Latin America Maddison definition,,,,
Mexico,1957,3164,5241,35016000,110791000000,183519000000,Latin America Maddison definition,,,,
Mexico,1958,3256,5359,36142000,117678000000,193685000000,Latin America Maddison definition,,,,
Mexico,1959,3259,5354,37328000,121652000000,199854000000,Latin America Maddison definition,,,,
Mexico,1960,3380,5624,38579000,130397000000,216968000000,Latin America Maddison definition,,,,
Mexico,1961,3525,5724,39836000,140422000000,228021000000,Latin America Maddison definition,,,,
Mexico,1962,3657,5812,41121000,150379000000,238995000000,Latin America Maddison definition,,,,
Mexico,1963,3906,6094,42434000,165747000000,258593000000,Latin America Maddison definition,,,,
Mexico,1964,4325,6614,43775000,189327000000,289528000000,Latin America Maddison definition,,,,
Mexico,1965,4558,6832,45142000,205757000000,308410000000,Latin America Maddison definition,,,,
Mexico,1966,4852,7085,46538000,225802000000,329722000000,Latin America Maddison definition,,,,
Mexico,1967,5124,7301,47996000,245932000000,350419000000,Latin America Maddison definition,,,,
Mexico,1968,5509,7658,49519000,272800000000,379216000000,Latin America Maddison definition,,,,
Mexico,1969,5841,7894,51111000,298539000000,403470000000,Latin America Maddison definition,,,,
Mexico,1970,6214,8184,52775000,327944000000,431911000000,Latin America Maddison definition,,,,
Mexico,1971,6442,8230,54407000,350490000000,447770000000,Latin America Maddison definition,,,,
Mexico,1972,6945,8639,55984000,388809000000,483646000000,Latin America Maddison definition,,,,
Mexico,1973,7472,9046,57557000,430066000000,520661000000,Latin America Maddison definition,,,,
Mexico,1974,7999,9289,59123000,472925000000,549194000000,Latin America Maddison definition,,,,
Mexico,1975,8504,9539,60678000,516006000000,578807000000,Latin America Maddison definition,,,,
Mexico,1976,8696,9681,62220000,541065000000,602352000000,Latin America Maddison definition,,,,
Mexico,1977,8791,9737,63760000,560514000000,620831000000,Latin America Maddison definition,,,,
Mexico,1978,9411,10348,65296000,614501000000,675683000000,Latin America Maddison definition,,,,
Mexico,1979,10244,11081,66826000,684566000000,740499000000,Latin America Maddison definition,,,,
Mexico,1980,11236,11823,68347000,767947000000,808067000000,Latin America Maddison definition,,,,
Mexico,1981,11812,12547,69969000,826474000000,877901000000,Latin America Maddison definition,,,,
Mexico,1982,11364,12193,71641000,814128000000,873519000000,Latin America Maddison definition,,,,
Mexico,1983,10412,11498,73363000,763856000000,843528000000,Latin America Maddison definition,,,,
Mexico,1984,10433,11643,75080000,783310000000,874156000000,Latin America Maddison definition,,,,
Mexico,1985,10293,11652,76767000,790163000000,894489000000,Latin America Maddison definition,,,,
Mexico,1986,9431,11054,78442000,739786000000,867098000000,Latin America Maddison definition,,,,
Mexico,1987,9333,11022,80122000,747779000000,883105000000,Latin America Maddison definition,,,,
Mexico,1988,9168,10946,81782000,749777000000,895186000000,Latin America Maddison definition,,,,
Mexico,1989,9299,11183,83367000,775230000000,932293000000,Latin America Maddison definition,,,,
Mexico,1990,9766,11549,84914000,829270000000,980672000000,Latin America Maddison definition,,,,
Mexico,1991,9946,11818,86441000,859742000000,1021560000000,Latin America Maddison definition,,,,
Mexico,1992,10169,12017,87906000,893916000000,1056370000000,Latin America Maddison definition,,,,
Mexico,1993,10050,12030,89338000,897847000000,1074740000000,Latin America Maddison definition,,,,
Mexico,1994,10221,12348,90756000,927617000000,1120660000000,Latin America Maddison definition,,,,
Mexico,1995,9100,11360,92155000,838611000000,1046880000000,Latin America Maddison definition,,,,
Mexico,1996,9145,11766,93508000,855131000000,1100220000000,Latin America Maddison definition,,,,
Mexico,1997,9674,12391,94803000,917124000000,1174700000000,Latin America Maddison definition,,,,
Mexico,1998,10217,12824,96051000,981353000000,1231760000000,Latin America Maddison definition,,,,
Mexico,1999,10391,13142,97242000,1010440000000,1277950000000,Latin America Maddison definition,,,,
Mexico,2000,11338,13821,98403000,1115690000000,1360030000000,Latin America Maddison definition,,,,
Mexico,2001,11300,13655,99599000,1125470000000,1360020000000,Latin America Maddison definition,,,,
Mexico,2002,11311,13628,100863000,1140860000000,1374560000000,Latin America Maddison definition,,,,
Mexico,2003,11480,13674,102132000,1172480000000,1396550000000,Latin America Maddison definition,,,,
Mexico,2004,12193,14084,103334000,1259950000000,1455360000000,Latin America Maddison definition,,,,
Mexico,2005,13018,14354,104503000,1360420000000,1500040000000,Latin America Maddison definition,,,,
Mexico,2006,13713,14894,105730000,1449880000000,1574740000000,Latin America Maddison definition,,,,
Mexico,2007,14180,15181,107074000,1518310000000,1625490000000,Latin America Maddison definition,,,,
Mexico,2008,14442,15182,108549000,1567660000000,1647990000000,Latin America Maddison definition,,,,
Mexico,2009,13474,14262,110064000,1483000000000,1569730000000,Latin America Maddison definition,,,,
Mexico,2010,14276,14820,111433000,1590820000000,1651440000000,Latin America Maddison definition,,,,
Mexico,2011,15210,15210,112825000,1716070000000,1716070000000,Latin America Maddison definition,,,,
Mexico,2012,15203,15639,114162000,1735600000000,1785380000000,Latin America Maddison definition,,,,
Mexico,2013,15357,15680,115470000,1773270000000,1810570000000,Latin America Maddison definition,,,,
Mexico,2014,15531,15856,116755000,1813320000000,1851270000000,Latin America Maddison definition,,,,
Mexico,2015,15766,16096,118016000,1860640000000,1899590000000,Latin America Maddison definition,,,,
Mexico,2016,15803,16133,119252000,1884540000000,1923890000000,Latin America Maddison definition,,,,
Moldova,1950,,,2336000,,,Eastern Europe Maddison definition,,,,
Moldova,1951,,,2422000,,,Eastern Europe Maddison definition,,,,
Moldova,1952,,,2467000,,,Eastern Europe Maddison definition,,,,
Moldova,1953,,,2506000,,,Eastern Europe Maddison definition,,,,
Moldova,1954,,,2566000,,,Eastern Europe Maddison definition,,,,
Moldova,1955,,,2622000,,,Eastern Europe Maddison definition,,,,
Moldova,1956,,,2682000,,,Eastern Europe Maddison definition,,,,
Moldova,1957,,,2759000,,,Eastern Europe Maddison definition,,,,
Moldova,1958,,,2838000,,,Eastern Europe Maddison definition,,,,
Moldova,1959,,,2919000,,,Eastern Europe Maddison definition,,,,
Moldova,1960,,,2999000,,,Eastern Europe Maddison definition,,,,
Moldova,1961,,,3069000,,,Eastern Europe Maddison definition,,,,
Moldova,1962,,,3136000,,,Eastern Europe Maddison definition,,,,
Moldova,1963,,,3205000,,,Eastern Europe Maddison definition,,,,
Moldova,1964,,,3271000,,,Eastern Europe Maddison definition,,,,
Moldova,1965,,,3334000,,,Eastern Europe Maddison definition,,,,
Moldova,1966,,,3394000,,,Eastern Europe Maddison definition,,,,
Moldova,1967,,,3452000,,,Eastern Europe Maddison definition,,,,
Moldova,1968,,,3506000,,,Eastern Europe Maddison definition,,,,
Moldova,1969,,,3549000,,,Eastern Europe Maddison definition,,,,
Moldova,1970,,,3595000,,,Eastern Europe Maddison definition,,,,
Moldova,1971,,,3649000,,,Eastern Europe Maddison definition,,,,
Moldova,1972,,,3703000,,,Eastern Europe Maddison definition,,,,
Moldova,1973,3715,5861,3753000,13942394880,21996333056,Eastern Europe Maddison definition,,,,
Moldova,1974,,,3801000,,,Eastern Europe Maddison definition,,,,
Moldova,1975,,,3847000,,,Eastern Europe Maddison definition,,,,
Moldova,1976,,,3886000,,,Eastern Europe Maddison definition,,,,
Moldova,1977,,,3920000,,,Eastern Europe Maddison definition,,,,
Moldova,1978,,,3947000,,,Eastern Europe Maddison definition,,,,
Moldova,1979,,,3970000,,,Eastern Europe Maddison definition,,,,
Moldova,1980,3944,6221,3996000,15760224256,24859115520,Eastern Europe Maddison definition,,,,
Moldova,1981,4144,6537,4026000,16683744256,26317961216,Eastern Europe Maddison definition,,,,
Moldova,1982,4356,6871,4055000,17663580160,27861905408,Eastern Europe Maddison definition,,,,
Moldova,1983,4509,7112,4083000,18410246144,29038295040,Eastern Europe Maddison definition,,,,
Moldova,1984,4565,7200,4113000,18775844864,29613600768,Eastern Europe Maddison definition,,,,
Moldova,1985,4083,6441,4148000,16936284160,26717267968,Eastern Europe Maddison definition,,,,
Moldova,1986,4317,6810,4183000,18058010624,28486230016,Eastern Europe Maddison definition,,,,
Moldova,1987,4281,6752,4217000,18052976640,28473184256,Eastern Europe Maddison definition,,,,
Moldova,1988,4228,6669,4290000,18138120192,28610009088,Eastern Europe Maddison definition,,,,
Moldova,1989,4469,7050,4359000,19480371200,30730950656,Eastern Europe Maddison definition,,,,
Moldova,1990,4273,6740,4394000,18775562240,29615560704,Eastern Europe Maddison definition,,,,
Moldova,1991,4104,5552,4401000,18061703168,24434352128,Eastern Europe Maddison definition,,,,
Moldova,1992,2451,3941,4402000,10789302272,17348282368,Eastern Europe Maddison definition,,,,
Moldova,1993,2490,3894,4401000,10958489600,17137494016,Eastern Europe Maddison definition,,,,
Moldova,1994,2260,2697,4392000,9925919744,11845224448,Eastern Europe Maddison definition,,,,
Moldova,1995,2350,2668,4375000,10281249792,11672500224,Eastern Europe Maddison definition,,,,
Moldova,1996,2293,2524,4354000,9983722496,10989496320,Eastern Europe Maddison definition,,,,
Moldova,1997,2166,2583,4324000,9365783552,11168891904,Eastern Europe Maddison definition,,,,
Moldova,1998,1983,2436,4286000,8499138048,10440695808,Eastern Europe Maddison definition,,,,
Moldova,1999,1647,2377,4244000,6989868032,10087988224,Eastern Europe Maddison definition,,,,
Moldova,2000,1801,2453,4199000,7562399232,10300146688,Eastern Europe Maddison definition,,,,
Moldova,2001,1892,2632,4154000,7859367936,10933327872,Eastern Europe Maddison definition,,,,
Moldova,2002,2104,2869,4108000,8643231744,11785851904,Eastern Europe Maddison definition,,,,
Moldova,2003,2368,3096,4059000,9611712512,12566664192,Eastern Europe Maddison definition,,,,
Moldova,2004,2504,3362,4013000,10048551936,13491705856,Eastern Europe Maddison definition,,,,
Moldova,2005,2816,3657,3966000,11168256000,14503661568,Eastern Europe Maddison definition,,,,
Moldova,2006,3114,3878,3919000,12203765760,15197882368,Eastern Europe Maddison definition,,,,
Moldova,2007,3259,4041,3873000,12622106624,15650793472,Eastern Europe Maddison definition,,,,
Moldova,2008,3503,4408,3829000,13412986880,16878231552,Eastern Europe Maddison definition,,,,
Moldova,2009,3568,4189,3788000,13515583488,15867931648,Eastern Europe Maddison definition,,,,
Moldova,2010,4180,4533,3749000,15670819840,16994216960,Eastern Europe Maddison definition,,,,
Moldova,2011,4892,4892,3711000,18154211328,18154211328,Eastern Europe Maddison definition,,,,
Moldova,2012,4938,4905,3674000,18142212096,18020970496,Eastern Europe Maddison definition,,,,
Moldova,2013,5256,5421,3636000,19110815744,19710756864,Eastern Europe Maddison definition,,,,
Moldova,2014,5534,5739,3600000,19922399232,20660400128,Eastern Europe Maddison definition,,,,
Moldova,2015,5569,5775,3563000,19842347008,20576325632,Eastern Europe Maddison definition,,,,
Moldova,2016,5851,6068,3527000,20636477440,21401835520,Eastern Europe Maddison definition,,,,
Mongolia,1820,,,619000,,,East Asia Maddison definition,,,,
Mongolia,1870,,,668000,,,East Asia Maddison definition,,,,
Mongolia,1913,,,725000,,,East Asia Maddison definition,,,,
Mongolia,1950,669,1843,779000,521151008,1435697024,East Asia Maddison definition,,,,
Mongolia,1951,688,1894,789000,542832000,1494365952,East Asia Maddison definition,,,,
Mongolia,1952,710,1956,801000,568710016,1566755968,East Asia Maddison definition,,,,
Mongolia,1953,731,2013,814000,595033984,1638582016,East Asia Maddison definition,,,,
Mongolia,1954,754,2076,828000,624312000,1718928000,East Asia Maddison definition,,,,
Mongolia,1955,776,2137,844000,654944000,1803628032,East Asia Maddison definition,,,,
Mongolia,1956,799,2200,862000,688737984,1896400000,East Asia Maddison definition,,,,
Mongolia,1957,824,2270,882000,726768000,2002140032,East Asia Maddison definition,,,,
Mongolia,1958,848,2336,904000,766592000,2111744000,East Asia Maddison definition,,,,
Mongolia,1959,874,2407,929000,811945984,2236102912,East Asia Maddison definition,,,,
Mongolia,1960,900,2479,955000,859500032,2367444992,East Asia Maddison definition,,,,
Mongolia,1961,927,2553,982000,910313984,2507045888,East Asia Maddison definition,,,,
Mongolia,1962,954,2627,1010000,963539968,2653270016,East Asia Maddison definition,,,,
Mongolia,1963,984,2710,1031000,1014504000,2794010112,East Asia Maddison definition,,,,
Mongolia,1964,1013,2790,1061000,1074792960,2960189952,East Asia Maddison definition,,,,
Mongolia,1965,1044,2874,1090000,1137959936,3132659968,East Asia Maddison definition,,,,
Mongolia,1966,1074,2957,1119000,1201805952,3308882944,East Asia Maddison definition,,,,
Mongolia,1967,1107,3049,1150000,1273049984,3506350080,East Asia Maddison definition,,,,
Mongolia,1968,1140,3140,1181000,1346339968,3708339968,East Asia Maddison definition,,,,
Mongolia,1969,1174,3232,1214000,1425235968,3923648000,East Asia Maddison definition,,,,
Mongolia,1970,1210,3332,1248000,1510080000,4158336000,East Asia Maddison definition,,,,
Mongolia,1971,1234,3391,1283000,1583222016,4350652928,East Asia Maddison definition,,,,
Mongolia,1972,1241,3415,1321000,1639361024,4511215104,East Asia Maddison definition,,,,
Mongolia,1973,1307,3611,1360000,1777520000,4910960128,East Asia Maddison definition,,,,
Mongolia,1974,1340,3649,1403000,1880019968,5119546880,East Asia Maddison definition,,,,
Mongolia,1975,1390,3771,1446000,2009939968,5452866048,East Asia Maddison definition,,,,
Mongolia,1976,1393,3809,1487000,2071390976,5663983104,East Asia Maddison definition,,,,
Mongolia,1977,1482,3996,1528000,2264496128,6105887744,East Asia Maddison definition,,,,
Mongolia,1978,1506,4177,1572000,2367431936,6566243840,East Asia Maddison definition,,,,
Mongolia,1979,1526,4232,1617000,2467542016,6843144192,East Asia Maddison definition,,,,
Mongolia,1980,1722,4401,1655000,2849910016,7283655168,East Asia Maddison definition,,,,
Mongolia,1981,1557,4660,1694000,2637558016,7894040064,East Asia Maddison definition,,,,
Mongolia,1982,1808,4934,1734000,3135072000,8555555840,East Asia Maddison definition,,,,
Mongolia,1983,2002,5100,1774000,3551547904,9047400448,East Asia Maddison definition,,,,
Mongolia,1984,2200,5276,1816000,3995200000,9581215744,East Asia Maddison definition,,,,
Mongolia,1985,2167,5447,1859000,4028453120,10125973504,East Asia Maddison definition,,,,
Mongolia,1986,2303,5824,1903000,4382608896,11083071488,East Asia Maddison definition,,,,
Mongolia,1987,2452,5893,1947000,4774044160,11473671168,East Asia Maddison definition,,,,
Mongolia,1988,2538,6054,1992000,5055695872,12059568128,East Asia Maddison definition,,,,
Mongolia,1989,2431,6070,2070000,5032169984,12564899840,East Asia Maddison definition,,,,
Mongolia,1990,3319,5774,2121000,7039599104,12246653952,East Asia Maddison definition,,,,
Mongolia,1991,2385,5124,2170000,5175450112,11119080448,East Asia Maddison definition,,,,
Mongolia,1992,2248,4552,2210000,4968079872,10059920384,East Asia Maddison definition,,,,
Mongolia,1993,1794,4352,2242000,4022148096,9757184000,East Asia Maddison definition,,,,
Mongolia,1994,1867,4394,2272000,4241824000,9983168512,East Asia Maddison definition,,,,
Mongolia,1995,2368,4601,2306000,5460608000,10609905664,East Asia Maddison definition,,,,
Mongolia,1996,2193,4641,2341000,5133813248,10864580608,East Asia Maddison definition,,,,
Mongolia,1997,2284,4763,2372000,5417648128,11297836032,East Asia Maddison definition,,,,
Mongolia,1998,2274,4868,2403000,5464421888,11697804288,East Asia Maddison definition,,,,
Mongolia,1999,2392,4962,2433000,5819736064,12072546304,East Asia Maddison definition,,,,
Mongolia,2000,2737,4958,2461000,6735756800,12201637888,East Asia Maddison definition,,,,
Mongolia,2001,3027,5046,2489000,7534202880,12559494144,East Asia Maddison definition,,,,
