Entity,Year,Total tax (% of GDP) (OECD (2018)),"Taxes on income, profits, and capital gains (% of GDP) (OECD (2018))",Social security contributions (SSC) (% of GDP) (OECD (2018),Taxes on payroll and workforce (% of GDP) (OECD (2018)),Taxes on property (% of GDP) (OECD (2018)),Taxes on goods and services (% of GDP) (OECD (2018)),Other tax (% of GDP) (OECD (2018))
Ecuador,1999,8.9661770,0.5621140,1.1693140,,0.1334590,6.9640188,0.1372710
Ecuador,2000,10.2831039,1.6103230,1.2441040,,0.0953400,7.3221750,0.0111620
Ecuador,2001,11.8083124,1.9578240,1.8579850,,0.1559140,7.7835121,0.0530760
Ecuador,2002,12.6543341,1.8732020,2.6877620,,0.1889170,7.8726692,0.0317850
Ecuador,2003,11.7543507,1.8340091,2.7734530,,0.2512740,6.8890152,0.0065990
Ecuador,2004,11.8336964,1.9303740,2.7973700,,0.2319560,6.7503819,0.1236140
Ecuador,2005,12.1236115,2.2686369,2.6717620,,0.1719420,6.8815432,0.1297280
Ecuador,2006,12.7247963,2.2887781,3.3245251,,0.1749810,6.9295702,0.0069430
Ecuador,2007,13.1629829,2.4896879,3.5200040,,0.1785210,6.9677811,0.0069880
Ecuador,2008,14.3369970,3.7924299,3.3953249,,0.1586100,6.9072671,0.0833650
Ecuador,2009,15.2266321,4.0429478,3.2965021,,0.1654730,7.3488522,0.3728570
Ecuador,2010,16.6347389,3.3979559,3.6644371,,0.1739950,8.9827738,0.4155750
Ecuador,2011,17.6842690,3.8544991,5.0088358,,0.1659950,8.6189880,0.0359500
Ecuador,2012,19.7574081,3.8116009,5.4051900,,0.1952760,10.2183418,0.1269980
Ecuador,2013,19.5777817,4.0807748,4.7792912,,0.2083800,10.3708344,0.1385020
Ecuador,2014,19.2867985,4.1472540,4.6380148,,0.2033130,10.1978874,0.1003300
Ecuador,2015,21.3019505,4.8139501,5.0915642,,0.2470540,11.1035852,0.0457960
Ecuador,2016,19.9322910,4.3886619,4.7443171,,0.5921660,10.1101294,0.0970180
Ecuador,2017,19.9181366,3.9637330,5.1914158,,0.2996640,10.4387083,0.0246160
El Salvador,1990,10.4929018,1.9802630,1.3949020,,0.5376190,5.3782611,1.2018580
El Salvador,1991,11.0465002,2.2808869,1.4069910,,0.6320990,5.9706688,0.7558530
El Salvador,1992,11.2997570,2.1828880,1.4242960,,0.6519420,6.9649439,0.0756870
El Salvador,1993,12.3206224,2.3636770,1.6234480,,0.4191450,7.6014900,0.3128620
El Salvador,1994,12.8498402,2.6160951,1.9166720,,0.4310240,7.5800352,0.3060140
El Salvador,1995,13.8016710,3.3154199,1.9488770,,0.1457080,8.1686201,0.2230450
El Salvador,1996,13.2143316,3.1179819,2.0087900,,0.1053580,7.9404750,0.0417260
El Salvador,1997,13.1330957,3.0474370,2.1730859,,0.1310940,7.7716970,0.0097830
El Salvador,1998,13.3324909,3.0484600,2.4416070,,0.1316670,7.7070990,0.0036570
El Salvador,1999,13.2881279,3.3081660,2.1601760,,0.1214090,7.6974912,0.0008860
El Salvador,2000,13.4497938,3.4510181,2.2337730,,0.0984310,7.6657238,0.0008490
El Salvador,2001,13.6564980,3.3169050,2.0547071,,0.0944430,8.1896286,0.0008140
El Salvador,2002,14.8095417,3.6111031,2.0093479,,0.0955450,8.8683748,0.2251710
El Salvador,2003,15.1282244,3.6156430,1.9733030,,0.1034440,9.1939659,0.2418680
El Salvador,2004,15.3161535,3.6400759,1.9949530,,0.1114770,9.2584152,0.3112330
El Salvador,2005,16.4626179,4.3311110,1.9217370,,0.1108990,9.8448763,0.2539940
El Salvador,2006,17.7514515,4.9225211,1.9171300,,0.1162510,10.5094500,0.2861000
El Salvador,2007,18.2494125,5.4856148,1.9469590,,0.1234440,10.4057484,0.2876470
El Salvador,2008,18.3445339,5.5823798,1.9765480,,0.0989610,10.3579798,0.3286660
El Salvador,2009,17.1847229,5.3883009,2.0341251,,0.0761290,9.3538494,0.3323190
El Salvador,2010,17.8788395,5.3922639,2.0025640,,0.0872270,10.0531921,0.3435940
El Salvador,2011,17.8509197,5.5552130,1.8831670,,0.0805030,9.9926691,0.3393680
El Salvador,2012,18.2610912,5.8438401,1.8879300,,0.0929470,10.0764875,0.3598860
El Salvador,2013,19.2106819,6.7317672,1.9337050,,0.0943420,10.0713234,0.3795440
El Salvador,2014,18.7242527,6.7369471,1.9686110,,0.1080120,9.5071774,0.4035040
El Salvador,2015,19.3896637,6.6692052,2.1074860,,0.4614520,9.7801819,0.3713390
El Salvador,2016,20.0520229,6.9373288,2.2544529,,0.4478880,10.0383787,0.3739720
El Salvador,2017,20.3662052,6.9800010,2.3069420,,0.4337760,10.3017731,0.3437140
Estonia,1995,36.0332031,10.8254681,12.2322140,,0.3615800,12.6139421,
Estonia,1996,34.1080627,9.1853638,11.5896711,,0.3693880,12.9636402,
Estonia,1997,34.1374626,9.1975822,11.3055878,,0.3837790,13.2498484,0.0006670
Estonia,1998,33.9626732,10.3126831,11.1577644,,0.3757020,12.1165257,
Estonia,1999,32.5400047,9.7040129,11.0327721,,0.3686760,11.4345417,
Estonia,2000,31.0909252,7.7149191,10.9151669,,0.3879580,12.0728827,
Estonia,2001,30.3675232,7.1891279,10.6576958,,0.3640860,12.1566133,
Estonia,2002,31.1764793,7.5262661,10.9806719,,0.3466750,12.3228664,
Estonia,2003,30.8969841,8.0539675,10.5972338,,0.3296640,11.9161186,
Estonia,2004,31.2075291,7.9248781,10.3263845,,0.3128460,12.5112581,
Estonia,2005,29.9694672,6.9415689,10.1826487,,0.2870640,12.3608904,
Estonia,2006,30.5434093,6.9968238,10.0107927,,0.2445700,13.1013803,
Estonia,2007,31.2791805,7.3659410,10.3614969,,0.2172790,13.1182928,
Estonia,2008,31.4291039,7.7318459,11.4483204,,0.2921790,11.7598734,
Estonia,2009,34.9175568,7.3863988,12.8609324,,0.3410890,14.1900129,
Estonia,2010,33.2519226,6.5925851,12.7709427,,0.3485880,13.3778114,
Estonia,2011,31.5122108,6.2811561,11.6078863,,0.3088020,13.1398983,
Estonia,2012,31.6674328,6.5998721,11.1527290,,0.3267930,13.4241676,
Estonia,2013,31.6298962,7.1685510,10.9732704,,0.3023410,13.0338783,
Estonia,2014,32.2673683,7.3705511,10.8567848,,0.2938510,13.5950460,
Estonia,2015,33.3074188,7.7802119,11.0894775,,0.2807960,13.9919586,
Estonia,2016,33.7308998,7.5077090,11.2040749,,0.2721070,14.5898314,
Estonia,2017,32.9665184,7.2409992,11.1631489,,0.2443770,14.1564436,
Eswatini,1995,10.1978588,5.3688288,1.5759960,,0.2048850,3.0481491,
Eswatini,1996,10.3130217,5.8566542,1.2040570,,0.1586690,3.0936420,
Eswatini,1997,10.3531408,5.6239538,1.2138760,,0.2090190,3.3062921,
Eswatini,1998,10.5426283,5.6023030,1.3137850,,0.2176890,3.4088521,
Eswatini,1999,11.1331968,6.0932360,1.2159081,,0.2362840,3.5877681,
Eswatini,2000,10.3694572,5.2936029,1.2027160,,0.2657290,3.6074080,
Eswatini,2001,10.1064749,5.0835652,1.1477880,,0.2595200,3.6156020,
Eswatini,2002,10.4871941,5.1663499,1.1354131,,0.2239250,3.9615059,
Eswatini,2003,11.4113426,6.2974062,1.1325450,,0.2407670,3.7406249,
Eswatini,2004,11.0705452,6.0435171,1.2801300,,0.2452380,3.5016601,
Eswatini,2005,11.3766279,6.0922079,1.3561370,,0.2602170,3.6680651,
Eswatini,2006,11.5169964,6.4326978,1.5309010,,0.2642320,3.2891660,
Eswatini,2007,11.5752392,6.4180670,1.5432301,,0.2575200,3.3564219,
Eswatini,2008,12.6504011,6.9285498,1.4840280,,0.2552070,3.9826169,
Eswatini,2009,12.6930866,7.0122252,1.6993860,,0.2364810,3.7449951,
Eswatini,2010,13.6758442,7.0739770,1.8665360,,0.2753660,4.4599662,
Eswatini,2011,13.9122438,7.2762389,1.7091759,,0.2849180,4.6419110,
Eswatini,2012,13.2102842,5.7307901,1.5954150,,0.2705810,5.6134982,
Eswatini,2013,14.1918221,7.0140772,1.4991630,,0.3001940,5.3783870,
Eswatini,2014,14.9239912,7.7370811,1.4953150,,0.2884280,5.4031668,
Eswatini,2015,14.8629284,7.4020910,1.5899010,,0.2860260,5.5849099,
Eswatini,2016,15.4835253,7.9418812,1.5468030,,0.2920190,5.7028222,
Finland,1990,42.9073868,16.8366756,11.0005608,,1.0503340,13.9652014,0.0546150
Finland,1991,44.4493675,16.9108925,12.3475771,,1.0010680,14.1302910,0.0595390
Finland,1992,43.9661217,15.8636084,13.1224098,,0.9628390,13.9353447,0.0819190
Finland,1993,43.4777794,14.6853466,13.8166742,,1.1670589,13.7286434,0.0800580
Finland,1994,45.5082397,15.9207621,14.4402695,,1.1146851,13.9365377,0.0959850
Finland,1995,44.4958878,16.0835896,13.7155867,,0.9891850,13.6159744,0.0923330
Finland,1996,45.6997871,17.6753197,13.2153540,,1.0305840,13.6854439,0.0930830
Finland,1997,44.9660072,17.2187119,12.4299059,,1.0456910,14.2227144,0.0490420
Finland,1998,44.8270531,17.6439457,12.2209806,,1.0721771,13.7263355,0.0433650
Finland,1999,44.2584839,17.1819401,12.1668177,,1.0539860,13.7239246,0.0263850
Finland,2000,45.8203430,19.7492733,11.5632782,,1.1143700,13.2766418,0.0217500
Finland,2001,43.1705971,17.6285667,11.6182623,,1.0039051,12.7961540,0.0406850
Finland,2002,43.3325653,17.5641479,11.4895439,,1.0385129,13.1288233,0.0434290
Finland,2003,42.3879547,16.3997917,11.3176184,,0.9949260,13.5713768,0.0376070
Finland,2004,41.8218422,16.1121178,11.2085667,,1.0739729,13.3123417,0.0353360
Finland,2005,42.1140366,16.0955544,11.4844847,,1.1521590,13.2504396,0.0413660
Finland,2006,42.1535912,16.0201378,11.7464399,,1.0653830,13.1866484,0.0336010
Finland,2007,41.5078468,16.2704201,11.4607897,,1.0783350,12.5546675,0.0369810
Finland,2008,41.2072601,16.0362606,11.5300627,,1.0572450,12.4401817,0.0376850
Finland,2009,40.9343262,14.6413012,12.1831312,,1.0512130,12.9366007,0.0381150
Finland,2010,40.7883492,14.4863710,12.1047573,,1.1154460,12.9641895,0.0368790
Finland,2011,42.0330276,14.9002638,12.0770664,,1.0860010,13.8366117,0.0370800
Finland,2012,42.6786728,14.6161280,12.6435862,,1.1817230,14.1076012,0.0375390
Finland,2013,43.6160469,15.1457176,12.6056118,,1.2781670,14.4734383,0.0314750
Finland,2014,43.8143044,15.3201857,12.6590233,,1.3232820,14.3920889,0.0369880
Finland,2015,43.9275970,15.4438848,12.7092037,,1.4393810,14.2177629,0.0386440
Finland,2016,44.0171967,15.2393913,12.7901869,,1.4187150,14.4476681,0.0458100
Finland,2017,43.3401985,15.3697014,12.0924044,,1.5452800,14.2278290,0.0272510
France,1990,41.1725197,6.6108761,18.1425934,0.7834250,2.6039500,11.6971397,1.3345330
France,1991,41.5517540,7.0032811,18.2123852,0.7920830,2.6206529,11.3061857,1.6171640
France,1992,41.1532135,6.5456018,18.1783028,0.8659040,3.1646199,10.8370466,1.5617360
France,1993,42.3528099,6.6727152,19.3434620,0.9279320,2.7449510,11.0455503,1.6181999
France,1994,42.4747467,6.8183832,18.7242355,0.9893940,2.8777850,11.4532013,1.6117470
France,1995,42.3267937,6.8691812,18.0648460,1.0518399,2.9760389,11.7321720,1.6327159
France,1996,43.4545860,7.3088412,18.1130638,1.0781950,3.0819261,12.1625280,1.7100310
France,1997,43.6633453,7.9195189,17.6570206,1.1167860,3.2565601,11.9980917,1.7153690
France,1998,43.5365143,10.0298233,15.6273956,1.0355170,3.2391760,11.7527504,1.7516240
France,1999,44.2482414,10.5499344,15.8017826,1.0399950,3.2965600,11.7707434,1.6941510
France,2000,43.4304161,10.7866030,15.5695171,1.0055590,3.1186631,11.2198381,1.6279080
France,2001,43.1010933,10.8994427,15.5694151,0.9858080,3.0732400,10.9143448,1.5645109
France,2002,42.4040375,10.1097631,15.6527328,1.0403820,3.0938549,10.9343662,1.4892380
France,2003,42.2388878,9.7686329,15.8872786,1.0543650,3.1599679,10.8168211,1.4728370
France,2004,42.4125481,9.8828182,15.6750507,1.0967439,3.2853241,10.8861465,1.5081789
France,2005,42.9037857,10.0653744,15.8095913,1.1465240,3.4248700,10.9045162,1.4632680
France,2006,43.2726021,10.4361305,15.9576712,1.1405170,3.4874339,10.7777758,1.3971040
France,2007,42.5451469,10.1239691,15.7256165,1.1720030,3.4749150,10.5621023,1.4011880
France,2008,42.3324852,10.1861477,15.7283573,1.2168781,3.3575389,10.4227552,1.3397501
France,2009,41.5276718,8.5678301,16.2742424,1.3188480,3.4446509,10.4327002,1.4139529
France,2010,42.1445198,9.5095196,16.1050186,1.3422680,3.6577420,10.4662819,0.9758830
France,2011,43.3339195,10.0492163,16.2288647,1.3436810,3.7666490,10.6932278,1.1616290
France,2012,44.3599777,10.6027794,16.4455509,1.4144880,3.8988099,10.8152285,1.0929739
France,2013,45.3673706,11.0619669,16.7315159,1.5779030,3.9703419,10.8594189,1.0792220
France,2014,45.4494781,10.7894354,16.9124832,1.5928950,4.0332150,10.9315825,1.1048830
France,2015,45.2805443,10.5859108,16.7188492,1.5638630,4.1912050,10.9749250,1.1579109
France,2016,45.4612122,10.6042910,16.7083435,1.5531861,4.2561612,11.0903578,1.1672480
France,2017,46.2312546,10.9083319,16.8300667,1.5517720,4.3978491,11.2943182,1.1656621
Germany,1990,34.8030472,11.2695665,13.0444622,,1.1725420,9.3042688,0.0122080
Germany,1991,35.0062447,11.1461182,13.3745642,,1.0047830,9.4686737,0.0121040
Germany,1992,35.8998489,11.5548248,13.6360989,,0.9757650,9.7251072,0.0080520
Germany,1993,35.8283844,11.0671282,13.7455664,,0.9796580,10.0279636,0.0080700
Germany,1994,36.1709366,10.6926603,14.0127649,,1.0108010,10.4459944,0.0087160
Germany,1995,36.2302132,10.9664898,14.1163168,,1.0031540,10.1374130,0.0068390
Germany,1996,35.5741119,10.1807690,14.3192616,,1.0804090,9.9871950,0.0064760
Germany,1997,35.2431374,9.9219103,14.5068474,,0.9711500,9.8370190,0.0062120
Germany,1998,35.4716225,10.4196396,14.3530483,,0.8423950,9.6862812,0.0059530
Germany,1999,36.1585159,10.7870531,14.1998844,,0.8953700,10.1159716,0.0059430
Germany,2000,36.2415428,10.9261131,14.1480188,,0.8270810,10.1721725,0.0077960
Germany,2001,35.0088310,10.0783997,13.9183893,,0.8005140,10.0581226,0.0070190
Germany,2002,34.3844414,9.6169806,13.8478880,,0.7855920,9.9968319,0.0061110
Germany,2003,34.6113663,9.4959192,14.0206661,,0.8153760,10.1433277,0.0060810
Germany,2004,33.8604889,9.2585287,13.7428541,,0.8355430,9.8851862,0.0027750
Germany,2005,33.8697701,9.5447350,13.4863052,,0.8358610,9.8502731,0.0033900
Germany,2006,34.4889183,10.4670219,13.2151260,,0.8487620,9.7924156,0.0035520
Germany,2007,34.8889275,10.8862305,12.7562542,,0.8703140,10.2142658,0.0038200
Germany,2008,35.4059334,11.2739000,12.8995533,,0.8314660,10.2396812,0.0037860
Germany,2009,36.0782509,10.4110098,13.9276018,,0.8271420,10.7549553,0.0039830
Germany,2010,35.0074425,9.9926748,13.7188673,,0.8144000,10.3135204,0.0038760
Germany,2011,35.7013397,10.5089302,13.7628002,,0.8519780,10.4048653,0.0042170
Germany,2012,36.3901176,11.0875330,13.9032936,,0.8911420,10.3436947,0.0043140
Germany,2013,36.7686043,11.3305311,13.8804560,,0.9236300,10.4790459,0.0045290
Germany,2014,36.7033501,11.3476191,13.8734903,,0.9585210,10.3610582,0.0058530
Germany,2015,36.9924507,11.5405760,13.9275990,,1.0192660,10.2757750,0.0588420
Germany,2016,37.4306183,11.9235382,14.0787716,,1.0582800,10.1459293,0.0630430
Germany,2017,37.5443192,12.2236938,14.2265682,,1.0252219,9.8550959,0.0598660
Ghana,2000,11.0254126,3.1885531,1.0380510,,,6.7988091,
Ghana,2001,11.7556906,3.4266860,1.1752239,,,7.1537809,
Ghana,2002,11.9985514,3.5076590,1.2593400,,,7.2315531,
Ghana,2003,13.6366596,3.7679410,1.2444230,,,8.6242962,
Ghana,2004,14.9516602,4.1092319,1.2591670,,,9.5832605,
Ghana,2005,15.6393576,4.0560741,1.2036639,,,10.3796196,
Ghana,2006,14.7090931,3.8401930,1.5331960,,,9.3357038,
Ghana,2007,14.8339252,4.0612750,1.5235610,,,9.2490883,
Ghana,2008,14.2867689,4.1154771,1.3875830,,,8.7837095,
Ghana,2009,14.0795908,4.6312122,1.8241720,,,7.6242061,
Ghana,2010,14.5408611,5.2500281,1.2528380,,,8.0379953,
Ghana,2011,16.0501518,5.9217038,1.3808190,,,8.7476282,
Ghana,2012,16.2360687,6.4865150,1.2402951,,,8.5092592,
Ghana,2013,15.0274820,5.8550320,1.2414520,,,7.9309978,
Ghana,2014,16.7134895,6.4939141,1.5743600,,,8.6452150,
Ghana,2015,17.2257233,5.5271940,1.5496660,,,10.1488638,
Ghana,2016,17.6240959,4.8305979,1.5496660,,,11.2438307,
Greece,1990,25.1907558,5.0124402,7.6107888,0.1733350,1.1687530,11.2193298,0.0061090
Greece,1991,25.2916336,5.0900221,7.3800311,0.1192540,0.9893890,11.7067747,0.0061630
Greece,1992,26.1234455,4.9332428,7.3180881,0.1556720,1.1864910,12.5055351,0.0244150
Greece,1993,26.5699158,5.0437732,8.2376270,0.1597780,0.9820170,12.1467199,
Greece,1994,26.8339939,5.8019848,8.2852030,0.1946250,0.9437090,11.6084709,
Greece,1995,27.8902493,6.1854558,9.0006247,,1.1305341,11.5736341,
Greece,1996,34.3474503,6.0646968,9.2130585,,7.3335152,11.7361822,
Greece,1997,28.7969227,6.4843621,9.2473602,,1.3448000,11.7203999,
Greece,1998,30.6915340,7.6583142,9.7004251,,1.4737051,11.7297621,
Greece,1999,31.4017487,7.9603119,9.5437136,,1.8345380,11.9234133,0.0044850
Greece,2000,33.3578110,8.9658365,10.0816603,,2.0347919,12.1268482,
Greece,2001,31.9842129,7.7322450,10.1935797,,1.6295010,12.3053598,
Greece,2002,32.2419891,7.7388601,11.0901232,,1.4352070,11.8646212,
Greece,2003,30.9136543,7.1272559,11.2819815,,1.3705620,11.0226250,
Greece,2004,29.9165039,7.2079811,10.6692371,,1.2673200,10.6382637,
Greece,2005,31.2122459,7.8923998,10.9946527,,1.3014300,10.8922653,
Greece,2006,30.3256798,7.2174268,10.2574310,,1.6184590,11.1084299,
Greece,2007,31.1846523,7.2584410,10.7183409,,1.6592560,11.4166813,
Greece,2008,30.9764366,7.2035918,10.7380304,,1.6897370,11.2190409,
Greece,2009,30.6301174,7.5222859,10.1669579,,1.8683630,10.9664221,
Greece,2010,32.0225334,7.0445948,10.9489193,,1.6546370,12.2513933,
Greece,2011,33.6412010,7.2221808,10.6931944,,2.4774320,13.1585512,
Greece,2012,35.5008430,8.4877968,10.9474754,,2.7054889,13.2753563,
Greece,2013,35.4550133,7.7579122,10.7132807,,3.1540909,13.7478056,
Greece,2014,35.7445755,8.4821997,10.3970480,,2.8731120,13.9009790,
Greece,2015,36.5840149,8.4531965,10.6668873,,3.0729620,14.2883091,
Greece,2016,38.8423004,9.1142750,11.0867290,,3.1509891,15.3772182,
Greece,2017,39.3862457,8.9802084,11.6589108,,3.1989000,15.3972931,
Guatemala,1990,8.3441248,1.6262720,1.3995889,,,4.9846692,0.3335940
Guatemala,1991,9.0768652,2.3247521,1.3067480,,,5.0264912,0.4188740
Guatemala,1992,10.3163157,1.9655950,1.4589040,,,6.5533428,0.3384740
Guatemala,1993,10.1804953,2.0304141,1.5499510,,,6.3396888,0.2604410
Guatemala,1994,8.9128017,1.2530570,1.5315599,,,5.8878932,0.2402920
Guatemala,1995,10.2414246,1.7646140,1.6240580,,0.0660530,6.5395489,0.2471510
Guatemala,1996,11.1425972,2.2969241,1.6444620,,0.0650090,6.9088430,0.2273580
Guatemala,1997,11.3054628,2.2938850,1.6349829,,0.0787570,7.1251688,0.1726710
Guatemala,1998,11.4249125,2.1200290,1.7197710,,0.0712730,7.3114648,0.2023730
Guatemala,1999,12.2481928,2.3853071,1.8190520,,0.0779990,7.7596712,0.2061640
Guatemala,2000,12.3897581,2.4693539,1.9250940,,0.1233270,7.7322679,0.1397160
Guatemala,2001,12.7389584,2.6229990,1.9379900,,0.1377450,7.9308062,0.1094170
Guatemala,2002,13.6835642,3.1238821,1.8801670,,0.1418570,8.4222498,0.1154080
Guatemala,2003,13.5193462,3.0159650,1.9817390,,0.1564800,8.2622528,0.1029100
Guatemala,2004,13.4317789,2.8184950,1.9648530,,0.1661810,8.3298826,0.1523680
Guatemala,2005,13.0876474,2.9118371,1.9600101,,0.1683100,7.8959708,0.1515190
Guatemala,2006,13.7679949,3.3270581,2.0192621,,0.1662110,8.0841780,0.1712860
Guatemala,2007,13.9083023,3.3060501,1.9694470,,0.1681810,8.3143997,0.1502240
Guatemala,2008,12.9128056,3.2779150,1.8642890,,0.1673630,7.4753828,0.1278550
Guatemala,2009,12.2287788,3.1515760,1.8836780,,0.1875760,6.8125181,0.1934310
Guatemala,2010,12.3644686,3.0980201,1.9239050,,0.1891660,6.9815640,0.1718140
Guatemala,2011,12.7714491,3.5308449,1.9203711,,0.1747600,6.9733510,0.1721210
Guatemala,2012,12.8952827,3.5233250,1.9907120,,0.1881850,6.9705539,0.2225080
Guatemala,2013,12.9998331,3.8037250,2.0365980,,0.1868860,6.8709760,0.1016490
Guatemala,2014,12.6672163,3.9097800,1.7964650,,0.1856630,6.6962590,0.0790490
Guatemala,2015,12.3593493,3.5921831,2.0555460,,0.1461590,6.4964728,0.0689880
Guatemala,2016,12.5726318,3.9421721,2.1029789,,0.1125670,6.3439522,0.0709610
Guatemala,2017,12.3871613,3.7241571,2.0738540,,0.1330270,6.3646779,0.0914440
Honduras,1990,12.3800173,2.5126300,1.0470090,,0.0915910,8.1982813,0.5305050
Honduras,1991,12.8324699,2.7966120,1.0470220,,0.0896640,8.4561892,0.4429840
Honduras,1992,13.3479414,3.3457079,1.1342880,,0.0922010,8.2452240,0.5305200
Honduras,1993,13.0953608,3.0865321,1.1779370,,0.3810220,7.9234419,0.5264290
Honduras,1994,12.6504145,2.6823280,1.1779230,,0.2218590,7.9544892,0.6138160
Honduras,1995,13.8157444,3.5998991,1.3087929,,0.1860300,8.1071329,0.6138900
Honduras,1996,13.5551414,3.1404510,1.4765290,,0.2170180,7.9804492,0.7406940
Honduras,1997,13.7939711,3.0393050,1.5514990,,0.2903390,8.1349049,0.7779230
Honduras,1998,16.0578003,3.6077640,1.3887440,,0.3097440,9.9691181,0.7824300
Honduras,1999,17.1742973,3.0996740,1.4779180,,0.2668160,11.4279013,0.9019890
Honduras,2000,16.2271481,2.7256780,1.6189700,,0.2497790,10.7308483,0.9018740
Honduras,2001,16.2843647,2.9865971,1.8024640,,0.1880660,10.4050388,0.9021980
Honduras,2002,16.6298981,2.9242079,2.3059371,,0.1630450,10.2459917,0.9907170
Honduras,2003,17.2986908,3.0870800,2.4851940,,0.1613940,10.4912691,1.0737530
Honduras,2004,18.0464840,3.6417320,2.4978471,,0.2335500,10.6153889,1.0579660
Honduras,2005,17.9449883,3.8298230,2.4030440,,0.3432430,10.3579149,1.0109640
Honduras,2006,18.2602386,4.4827380,2.4102609,,0.1741980,10.5772514,0.6157900
Honduras,2007,19.5931454,5.0663919,2.5844810,,0.1881810,11.1252346,0.6288550
Honduras,2008,19.5548115,5.0162358,2.7847409,,0.2072660,10.9018698,0.6446990
Honduras,2009,17.7923679,4.5316548,2.9467139,,0.1417830,9.4841604,0.6880550
Honduras,2010,18.0630035,4.4212761,2.8972919,,0.3320770,9.6687880,0.7435700
Honduras,2011,17.5398445,4.9752331,2.0758419,,0.1790300,9.6309605,0.6787790
Honduras,2012,18.3638039,4.7901359,3.0037670,,0.3367080,9.6205978,0.6125940
Honduras,2013,19.0292530,5.1431141,3.3275321,,0.3839040,9.5362091,0.6384940
Honduras,2014,20.1870384,5.1483102,3.0068159,,0.5545930,10.8397522,0.6375680
Honduras,2015,20.7911892,5.3959832,2.9374559,,0.5723940,11.3414869,0.5438690
Honduras,2016,22.2754211,5.9857039,2.9138911,,0.4778700,11.8587627,1.0391930
Honduras,2017,22.8246212,6.1247368,3.2200980,,0.5644160,11.6937943,1.2215750
Hungary,1991,44.6281815,12.2985964,16.0100975,0.1048550,0.5168870,14.8029089,0.8948370
Hungary,1992,44.3600655,9.6634922,17.3084850,0.0987510,0.4457380,15.9543839,0.8892160
Hungary,1993,45.2040024,9.3648319,17.6902256,0.0929310,0.3673200,16.7844257,0.9042690
Hungary,1994,42.7415047,8.9712410,16.5326252,0.1192570,0.4385850,15.8416901,0.8381070
Hungary,1995,40.7762718,8.5442038,14.5317669,0.1122170,0.4968440,16.5684834,0.5227540
Hungary,1996,39.4199791,8.6724272,13.5218468,0.1101660,0.5978270,16.0367165,0.4809960
Hungary,1997,37.7482376,8.2013006,12.7721291,0.9273270,0.5799080,14.8395786,0.4279950
Hungary,1998,37.4485130,8.3588619,12.5386887,0.9879190,0.5858380,14.5849361,0.3922670
Hungary,1999,38.2015305,8.9381332,11.5373020,1.3909620,0.6324210,15.4082890,0.2944220
Hungary,2000,38.5060959,9.3439169,11.2864876,1.3740000,0.6668400,15.5887308,0.2461190
Hungary,2001,37.6044083,9.6393375,11.1564989,1.2892970,0.6894830,14.5617609,0.2680290
Hungary,2002,37.3608093,9.8238611,12.1864853,0.4038070,0.6866710,13.9890165,0.2709680
Hungary,2003,37.2483673,9.1760521,12.0689459,0.3133740,0.8008150,14.6137962,0.2753830
Hungary,2004,37.0160179,8.6943855,11.7488565,0.3378670,0.8338330,15.0594435,0.2778330
Hungary,2005,36.5345459,8.6066856,11.9136705,0.3768150,0.8286240,14.4494371,0.2415290
Hungary,2006,36.5318375,8.9403543,12.1162090,0.2665710,0.8155730,13.9852610,0.2969150
Hungary,2007,39.3856583,9.8885050,13.2483091,0.3195780,0.7893660,14.8115206,0.2194220
Hungary,2008,39.4514847,10.1781130,13.1947546,0.3090480,0.8489510,14.5736103,0.2488620
Hungary,2009,38.9458580,9.4880466,12.6187506,0.3368780,0.8138910,15.3710155,0.2201790
Hungary,2010,37.2658844,7.7083869,11.6960726,0.4259050,1.1462370,15.9793358,0.2181040
Hungary,2011,36.2502289,6.2202110,12.3496370,0.4536910,1.1202310,15.8140888,0.1953480
Hungary,2012,38.3588905,6.9151888,12.5251865,0.5433850,1.2200249,16.8817043,0.1788750
Hungary,2013,37.9497528,6.6998811,12.3834705,0.5579020,1.2854930,16.6841221,0.2518090
Hungary,2014,37.9849586,6.8721890,12.3506794,0.5537130,1.2806320,16.6430511,0.1866720
Hungary,2015,38.7094307,7.0749979,12.5093727,0.5807400,1.2759310,16.9893322,0.1655510
Hungary,2016,39.2084312,7.5791831,13.0262432,0.6233280,1.1064610,16.6087303,0.1469810
Hungary,2017,37.7096062,6.8915458,12.7778549,0.7105550,1.0709790,16.0151520,0.1246110
Iceland,1990,30.9425182,9.1821728,0.9710930,1.0960129,2.6085169,15.8689041,1.2158180
Iceland,1991,31.3020554,9.1135807,2.1637940,0.1952150,2.7574060,15.9478340,1.1242270
Iceland,1992,32.1421509,9.4919653,2.5233850,0.0298920,2.9045091,15.9222383,1.2701620
Iceland,1993,31.0596142,10.1142521,2.4912591,0.0115890,2.9698091,15.4727049,
Iceland,1994,30.6000919,10.2281189,2.4786150,0.0072680,2.8831241,15.0029669,
Iceland,1995,31.1865635,10.6441927,2.5223961,,2.8351619,15.1848125,
Iceland,1996,32.2996979,11.2717876,2.7818961,,2.6737959,15.5722189,
Iceland,1997,31.6752739,11.3546867,2.7613249,,2.5634730,14.9957867,
Iceland,1998,33.8244934,12.7719936,2.6819780,0.0201670,2.5985320,15.5764294,0.1753950
