Entity,Year,Correlates of War,Conflict Catalogue – Total,Conflict Catalogue – Military only,PRIO–UCDP
number of deaths,1912,77900,269028.38,76227.273,60285
number of deaths,1913,123433.34,310365.88,114227.27,106700
number of deaths,1914,1584065,4147265.8,2547527.3,3017701
number of deaths,1915,1749695,4438250.5,2542527.3,2050989
number of deaths,1916,1919997,4448250.5,2543527.3,1253750
number of deaths,1917,2140755,4590050.5,2604527.3,1152760
number of deaths,1918,1573129.8,4596990,2623527.3,1747523
number of deaths,1919,272111.28,293535,157171.72,223140
number of deaths,1920,272745.28,293773.91,159598.64,232098
number of deaths,1921,207775,195387.14,84371.367,201190
number of deaths,1922,25991.666,49787.145,20021.367,13555
number of deaths,1923,15611.111,20674.145,7521.3672,10235
number of deaths,1924,14444.444,11074.146,9271.3672,14284
number of deaths,1925,21444.445,12640.813,10938.034,8146
number of deaths,1926,65944.445,35132.477,15688.034,18700
number of deaths,1927,51194.445,160132.48,15688.034,15577
number of deaths,1928,56694.445,355910.25,212326.92,223952
number of deaths,1929,22394.445,175943.59,49526.922,62566
number of deaths,1930,79503.516,213926.92,75910.258,150025
number of deaths,1931,101753.52,213326.92,65410.254,72433
number of deaths,1932,123673.82,265126.91,98910.258,88784
number of deaths,1933,119593.82,245350,90833.328,127584
number of deaths,1934,104028.82,227998,73263.328,117996
number of deaths,1935,104593.82,302183.34,82500,119429
number of deaths,1936,202047.56,713016.69,180741.67,18892
number of deaths,1937,320619,5304111,2456297,472059
number of deaths,1938,322345,5217754,2441356.5,721835
number of deaths,1939,1344876.1,5344861,2572130.5,653259
number of deaths,1940,954882.13,4827000,2389055.5,4450927
number of deaths,1941,3485763.3,7714560,2276555.5,3066437
number of deaths,1942,2964663.3,7712500,2275555.5,4617274
number of deaths,1943,2982129.8,4887833.5,2275555.5,4332936
number of deaths,1944,2955951.8,4897473.5,2275555.5,4603121
number of deaths,1945,2895180.3,5506823.5,2478055.5,3212113
number of deaths,1946,308501.34,1220223.4,309166.66,290546
number of deaths,1947,315261.03,1595190,312600,391713
number of deaths,1948,314940.09,1425882.9,324242,465370
number of deaths,1949,301687.09,751305.88,320484.88,422333
number of deaths,1950,520913.34,1573489.3,459151.53,535512
number of deaths,1951,268059.69,1505989.3,454151.53,385748
number of deaths,1952,267851.13,567489.19,458351.53,140228
number of deaths,1953,271301.13,570382.06,454744.38,88994
number of deaths,1954,45734.094,264359.84,91855.5,63113
number of deaths,1955,12529.646,130081.43,31445.979,22895
number of deaths,1956,24877.361,230684.05,119607.41,32812
number of deaths,1957,16571.361,198784.05,104507.41,21341
number of deaths,1958,20012.361,184850.7,105907.41,34168
number of deaths,1959,13991.27,287750.72,107757.41,42966
number of deaths,1960,26907.938,209528.69,90131.227,23406
number of deaths,1961,28813.898,248395.97,98199.352,31854
number of deaths,1962,33083.566,267603.84,109325.42,41023
number of deaths,1963,26080.961,157326.14,89679.531,50113
number of deaths,1964,27789.629,311885.41,199990.14,41301
number of deaths,1965,132172.23,696253.25,342984.59,76949
number of deaths,1966,104707.04,748312.75,325660.78,72259
number of deaths,1967,124942.89,639962.75,427575.78,103292
number of deaths,1968,106001.23,627242.25,414398.84,209957
number of deaths,1969,108744.23,656250.63,443029,174691
number of deaths,1970,115613.39,644050.63,433829,185332
number of deaths,1971,142290.39,886911.69,679106.81,187636
number of deaths,1972,128057.25,474941.88,217406.78,277873
number of deaths,1973,146556.17,340758.41,172385.19,201681
number of deaths,1974,129522.3,317447.28,155885.19,225439
number of deaths,1975,150961.59,739369.13,185857.06,104108
number of deaths,1976,55168.512,504622.88,55714.938,80678
number of deaths,1977,44485.18,564789.5,107048.27,17422
number of deaths,1978,55710.656,649324.06,137855.55,72176
number of deaths,1979,65694.289,741072.69,187657.73,126039
number of deaths,1980,194937.94,303784.5,171899.8,94644
number of deaths,1981,173018.89,324385.25,173476.72,159993
number of deaths,1982,184727.67,341307.47,190398.95,197667
number of deaths,1983,182797.34,376279.47,188115.41,194804
number of deaths,1984,185997.34,382322.81,190776.41,221048
number of deaths,1985,182462.45,380584.72,189038.31,202692
number of deaths,1986,202962.45,392584.72,201038.31,196576
number of deaths,1987,184179.77,365193.84,180022.44,165957
number of deaths,1988,172679.77,437860.53,185117.67,127198
number of deaths,1989,37395.656,294718.56,117506.27,54305
number of deaths,1990,42906.125,317585.25,131885.61,79681
number of deaths,1991,42930.598,302527.5,113423.52,70236
number of deaths,1992,30892.766,318714.25,105026.95,36437
number of deaths,1993,32520.324,211276.52,87622.188,36795
number of deaths,1994,32279.49,692986.75,71455.523,33269
number of deaths,1995,22764.824,185627.06,67857.719,28430
number of deaths,1996,9655.0742,118914.56,25882.719,28026
number of deaths,1997,10571.741,129002.06,25882.719,39675
number of deaths,1998,48571.742,132459.73,25882.719,39664
number of deaths,1999,59953.242,140143.73,27132.719,80578
number of deaths,2000,51420.906,70561.852,3155.4446,77356
number of deaths,2001,20689.051,,,22290
number of deaths,2002,15790.051,,,19507
number of deaths,2003,29863.852,,,21650
number of deaths,2004,17618.018,,,19131
number of deaths,2005,18665.518,,,12153
number of deaths,2006,15799.268,,,19661
number of deaths,2007,14572.601,,,19138
number of deaths,2008,,,,28592
number of deaths,2009,,,,34530
number of deaths,2010,,,,21062
number of deaths,2011,,,,22931
number of deaths,2012,,,,61797
number of deaths,2013,,,,90403
number of deaths,2014,,,,104769
number of deaths,2015,,,,97953
number of deaths,2016,,,,87963
number of deaths,2017,,,,68969
