Entity,Year,Exports to Africa (CEPII Dyadic (2016)),Exports to Antarctica (CEPII Dyadic (2016)),Exports to Asia (CEPII Dyadic (2016)),Exports to Eastern Europe (CEPII Dyadic (2016)),Exports to North America (CEPII Dyadic (2016)),Exports to Oceania (CEPII Dyadic (2016)),Exports to South America (CEPII Dyadic (2016)),Exports to Western Europe (CEPII Dyadic (2016)) ,Exports to lower-middle income grouping (CEPII Dyadic (2016)),Exports to high-income grouping (CEPII Dyadic (2016)),Exports to low-income grouping (CEPII Dyadic (2016)),Exports to upper-middle income grouping (CEPII Dyadic (2016)),Exports to the World (CEPII Dyadic (2016))
Lower-middle income,1995,0.69575,,6.81730,0.67225,3.76764,0.30710,0.22806,6.16462,1.28438,14.34187,0.24653,2.76654,
Lower-middle income,1996,0.71877,,7.08102,0.63777,3.92004,0.33733,0.27216,6.14188,1.43522,14.65925,0.28209,2.72490,
Lower-middle income,1997,0.75911,,7.19865,0.68149,4.42845,0.36025,0.29862,5.82157,1.42360,15.05797,0.25124,2.81225,
Lower-middle income,1998,0.82724,,7.09126,0.73024,5.07615,0.41421,0.29826,6.22728,1.57633,16.02625,0.28521,2.77141,
Lower-middle income,1999,0.81844,,7.94919,0.57385,5.20415,0.42411,0.31157,5.93869,1.68067,16.46542,0.27142,2.79238,
Lower-middle income,2000,0.79199,,9.36179,0.69931,6.13908,0.44609,0.37357,6.39466,1.50003,18.72531,0.33562,3.63912,
Lower-middle income,2001,0.80901,,8.69738,0.68205,5.75148,0.42251,0.43442,6.39104,1.51185,17.58563,0.33241,3.75489,
Lower-middle income,2002,0.84785,,8.81227,0.75897,5.42298,0.47565,0.34047,6.09242,1.60839,16.95529,0.34208,3.84299,
Lower-middle income,2003,0.87538,,9.40389,0.86340,5.38795,0.49021,0.36207,6.19451,1.62806,17.09821,0.37960,4.46970,
Lower-middle income,2004,1.08197,,11.11219,0.95339,5.62613,0.48939,0.52174,6.40067,2.08570,18.12632,0.39404,5.57772,
Lower-middle income,2005,1.21820,,11.14419,0.87934,6.08921,0.51252,0.63017,6.44629,2.03233,18.47678,0.46502,5.93894,
Lower-middle income,2006,1.23223,,11.58828,0.90844,5.94979,0.52262,0.64560,6.20318,2.40321,18.14213,0.44489,6.05880,
Lower-middle income,2007,1.25892,,11.11901,1.01754,5.22243,0.48868,0.66474,6.03085,2.47255,16.52479,0.46159,6.33712,
Lower-middle income,2008,1.63394,,12.77942,1.18286,5.52041,0.51153,0.89674,6.54859,3.02038,18.29983,0.53430,7.21097,
Lower-middle income,2009,1.28531,,9.71509,0.75128,3.86105,0.37896,0.51402,4.80431,2.51051,13.25972,0.40711,5.12677,
Lower-middle income,2010,1.23482,,10.21002,0.75844,4.04255,0.38358,0.60160,4.52158,2.49009,13.08624,0.37703,5.79241,
Lower-middle income,2011,1.32546,,11.35763,0.91515,4.12379,0.46000,0.72266,5.42223,2.82841,14.48953,0.43307,6.57589,
Lower-middle income,2012,1.51715,,11.20456,0.77572,3.65048,0.47747,0.70553,4.98494,2.89445,13.37667,0.45609,6.58865,
Lower-middle income,2013,1.58711,,10.73977,0.78078,3.42567,0.42417,0.79126,4.90175,2.81405,12.77294,0.51619,6.54694,
Lower-middle income,2014,1.47349,,10.55545,0.75231,3.28948,0.43800,0.77335,4.73102,2.80521,12.41649,0.53580,6.25560,
Luxembourg,1950,0.34238,,1.23180,0.62180,2.75251,0.25974,1.68831,13.19166,0.98155,16.53680,0.01968,2.28257,
Luxembourg,1951,0.70217,,1.52336,0.78974,3.89170,0.80333,2.13329,17.91431,1.12467,22.99613,0.03868,3.38123,
Luxembourg,1952,0.47645,,1.33352,0.96933,3.37349,0.67908,1.70865,15.72289,1.16101,20.13417,0.03012,2.84228,
Luxembourg,1953,0.45119,,1.33589,0.85520,3.77470,0.20053,0.75199,13.64494,0.85520,18.10380,0.02949,1.97877,
Luxembourg,1954,0.47001,,1.36101,0.55363,3.06805,0.34314,1.10150,14.32526,1.04671,18.21799,0.03172,1.83391,
Luxembourg,1955,0.48857,,1.34752,0.47281,3.55923,0.41240,1.23719,16.12556,0.99553,20.35461,0.02627,2.17231,
Luxembourg,1956,0.60979,,2.01838,0.42902,4.33357,0.31574,1.10147,17.41142,1.60521,22.24632,0.02995,2.19812,
Luxembourg,1957,0.67022,,2.26337,0.44607,3.73946,0.21083,1.54239,16.53351,1.76529,20.86773,0.02316,2.62983,
Luxembourg,1958,0.69158,,1.94462,0.42972,3.60340,0.21486,1.42122,14.96195,1.30355,18.99508,0.02782,2.83348,
Luxembourg,1959,0.44721,,1.50803,0.50704,5.06108,0.20070,1.17801,15.17670,0.90937,20.62173,0.02711,2.38967,
Luxembourg,1960,1.06478,,1.60745,0.53415,3.59271,0.26281,0.94328,14.97601,1.00863,19.14549,0.59314,2.05988,
Luxembourg,1961,0.87979,,1.32927,0.49280,3.26637,0.19172,0.82227,15.44425,0.92594,19.27016,0.40829,1.64455,
Luxembourg,1962,1.00732,,1.08290,0.42346,3.28384,0.14835,0.79837,16.09824,0.74038,19.89320,0.55551,1.51987,
Luxembourg,1963,0.84554,,1.04720,0.41080,3.01590,0.14662,0.50434,17.28770,0.68823,20.88630,0.41199,1.17046,
Luxembourg,1964,1.17142,,1.05295,0.43182,3.12570,0.16387,0.53036,17.59381,0.67485,21.28972,0.70195,1.30985,
Luxembourg,1965,1.25837,,1.12356,0.40525,3.41471,0.18989,0.48394,18.17164,0.71449,22.16578,0.75382,1.29609,
Luxembourg,1966,1.17619,,1.22506,0.41662,3.51080,0.12494,0.44505,18.31915,0.70836,22.42575,0.71146,1.26644,
Luxembourg,1967,0.92789,,1.16373,0.68635,3.36301,0.13440,0.51810,18.01027,0.59196,22.00525,0.50611,1.62611,
Luxembourg,1968,0.96026,,1.12410,0.54616,3.89518,0.12002,0.44072,19.06611,0.50917,23.64768,0.46454,1.44165,
Luxembourg,1969,1.06866,,1.13113,0.46401,3.22137,0.12147,0.45268,21.53814,0.53447,25.48590,0.49889,1.40699,
Luxembourg,1970,1.19273,,1.25688,0.45925,2.78704,0.14647,0.46779,20.94086,0.55377,24.53423,0.55961,1.53177,
Luxembourg,1971,1.13690,,1.23883,0.45558,2.98870,0.11730,0.49182,20.44292,0.56327,24.28588,0.49458,1.45514,
Luxembourg,1972,1.01112,,1.35955,0.51299,2.80533,0.11129,0.53914,21.06564,0.53368,24.91191,0.42873,1.43267,
Luxembourg,1973,1.12448,,1.61973,0.70800,2.83567,0.15941,0.55299,23.18707,0.65979,27.32991,0.37947,1.73317,
Luxembourg,1974,1.41857,,2.00033,1.16832,3.35625,0.22141,0.99588,25.45128,0.86926,30.60163,0.42981,2.60831,
Luxembourg,1975,1.42479,,1.78857,0.97867,2.11228,0.14943,0.86721,21.66178,1.03423,25.02710,0.36606,2.45918,
Luxembourg,1976,1.37185,,1.86302,0.90932,1.75319,0.15786,0.51430,23.12804,1.07243,26.26753,0.29327,1.98221,
Luxembourg,1977,1.53994,,2.12494,0.81802,1.98360,0.14823,0.45583,21.54595,1.13564,25.00002,0.34322,2.04551,
Luxembourg,1978,1.68452,,2.17394,0.56024,1.94003,0.12699,0.38086,20.57460,1.24320,23.96381,0.40645,1.76043,
Luxembourg,1979,1.51018,,2.39780,0.63501,1.69427,0.12242,0.44987,22.92530,1.07316,26.22637,0.36759,1.99647,
Luxembourg,1980,1.85173,,2.35900,0.71686,1.70467,0.13251,0.47242,24.80695,1.31785,28.06412,0.36335,2.18093,
Luxembourg,1981,1.84965,,3.15831,0.70705,2.40927,0.14324,0.51098,25.09843,1.49530,29.31156,0.42628,2.51491,
Luxembourg,1982,2.03261,,3.75122,0.67830,2.73484,0.18467,0.50644,27.35576,1.79703,32.27737,0.42768,2.61333,
Luxembourg,1983,1.82426,,4.14913,0.65766,2.89576,0.16314,0.33042,27.74195,1.68019,33.06762,0.41371,2.47608,
Luxembourg,1984,1.97610,,4.97394,0.77984,3.97736,0.23796,0.45554,29.07455,1.82473,35.98645,0.50402,3.04221,
Luxembourg,1985,1.83334,,4.67613,0.86987,4.20431,0.25135,0.38635,30.65283,1.76871,37.81893,0.54892,2.61768,
Luxembourg,1986,1.44458,,3.59881,0.68839,3.52191,0.20793,0.38940,28.88251,1.42956,34.82107,0.43732,1.94158,
Luxembourg,1987,1.19993,,3.46987,0.66494,2.94239,0.18326,0.39701,28.81216,1.31532,34.14154,0.32712,1.79765,
Luxembourg,1988,1.27024,,3.98032,0.68648,2.96385,0.18585,0.37736,29.79900,1.42558,35.40544,0.30739,2.03350,
Luxembourg,1989,1.26060,,4.49985,0.66469,2.92753,0.23413,0.43125,31.32620,1.60917,37.25243,0.33244,2.06951,
Luxembourg,1990,1.18725,,4.21970,0.58184,2.50248,0.18990,0.31846,29.50459,1.64845,34.43831,0.28875,2.07722,
Luxembourg,1991,1.13843,,4.18634,0.72888,2.10446,0.15163,0.38252,40.48828,1.51218,45.04520,0.25690,2.31571,
Luxembourg,1992,0.99309,,3.98764,0.56632,2.09735,0.16881,0.40337,37.62362,1.50480,41.95615,0.23031,2.07102,
Luxembourg,1993,0.88301,,4.39663,0.83099,2.50696,0.17864,0.49053,29.94944,1.60068,35.09429,0.21128,2.32996,
Luxembourg,1994,0.88417,,4.24699,0.86728,2.78708,0.18659,0.72615,31.93093,1.30784,37.55803,0.20185,2.56145,
Luxembourg,1995,0.94902,,4.30911,1.14881,2.26536,0.22534,0.51873,32.94773,1.36483,38.25619,0.21304,2.53004,
Luxembourg,1996,0.95328,,4.59036,1.31538,2.58352,0.23537,0.42057,33.13526,1.42962,39.09408,0.20835,2.50169,
Luxembourg,1997,0.42937,,1.44517,0.89259,1.50586,0.12368,0.19988,24.63172,0.34451,27.73280,0.07308,1.07787,
Luxembourg,1998,0.47439,,1.20147,1.21896,2.21135,0.11318,0.20501,27.45839,0.30339,31.34236,0.06767,1.16932,
Luxembourg,1999,0.39157,,1.04376,1.00092,1.73349,0.12250,0.04762,24.18626,0.28765,27.41165,0.07340,0.75342,
Luxembourg,2000,0.35686,,1.46398,1.15353,1.90659,0.09052,0.06924,33.99131,0.29361,37.64379,0.05553,1.03909,
Luxembourg,2001,0.42100,,1.55833,1.16668,1.80847,0.10921,0.10412,36.46253,0.37768,39.93126,0.04560,1.27579,
Luxembourg,2002,0.38256,,1.36503,1.74356,1.64553,0.08246,0.11639,33.10746,0.42195,36.55104,0.05921,1.41081,
Luxembourg,2003,0.35303,,1.75226,2.50705,1.19811,0.08923,0.10039,40.21542,0.42120,43.23765,0.04756,2.50907,
Luxembourg,2004,0.38196,,1.44573,3.08961,1.11732,0.02944,0.10823,43.57991,0.32198,46.74231,0.03500,2.65291,
Luxembourg,2005,0.36360,,1.62029,2.23472,1.37806,0.02591,0.12478,40.82176,0.32742,44.66557,0.04005,1.53607,
Luxembourg,2006,0.27118,,1.56136,2.48991,1.58746,0.03999,0.20239,43.70638,0.41018,47.91702,0.04321,1.48825,
Luxembourg,2007,0.22781,,1.80390,2.60510,1.33316,0.05874,0.15218,31.27324,0.33100,35.01392,0.03597,2.07324,
Luxembourg,2008,0.31584,,1.92243,2.93378,1.21970,0.04992,0.17146,33.64021,0.31388,37.73534,0.03239,2.17173,
Luxembourg,2009,0.28625,,1.82138,2.06502,1.19423,0.06643,0.11160,23.37170,0.26039,26.89284,0.05738,1.70599,
Macao,1982,1.61039,,24.89100,9.84474,21.96166,1.46566,0.05697,23.18249,1.66380,69.71484,0.00831,1.94901,
Macao,1983,0.90595,,26.74571,10.26701,25.15961,1.84982,0.04190,22.02018,0.71075,73.77480,0.01109,2.45742,
Macao,1984,0.36903,,28.65109,9.39886,29.52838,1.83894,0.07804,21.65202,0.07569,78.84113,0.00199,3.42653,
Macao,1985,0.45297,,27.59543,8.66380,31.32461,2.19234,0.07815,19.91788,0.34395,76.75462,0.00216,4.70674,
Macao,1986,0.47134,,28.72370,11.57985,33.38796,2.39834,0.07783,24.48667,0.38239,83.39923,0.00370,6.06364,
Macao,1987,0.44630,,28.67955,11.00349,31.95182,1.79612,0.03425,22.81721,0.31061,79.42667,0.00987,6.33916,
Macao,1988,0.16479,,27.04717,10.16864,29.44861,1.71917,0.02857,19.19744,0.09103,70.56623,0.03432,7.23493,
Macao,1989,0.12401,,23.24930,8.01753,29.29001,1.63361,0.01493,14.59431,0.25293,63.00734,0.05361,6.04672,
Macao,1990,0.12670,,17.77090,7.87089,27.13076,1.20502,0.01447,15.06103,0.21089,55.76851,0.03151,5.66002,
Macao,1991,0.19744,,14.47143,0.30313,18.70847,0.61869,0.03938,20.25481,0.17184,49.25789,0.01851,5.14213,
Macao,1992,0.11235,,15.25064,0.13079,17.30872,0.34182,0.02268,14.45244,0.09634,43.71490,0.00157,3.80369,
Macao,1993,0.06406,,8.16459,0.12399,14.10866,0.20362,0.00774,11.81944,0.06943,31.16841,0.00148,3.25279,
Macao,1994,0.07869,,6.77733,0.13323,13.17599,0.18949,0.07335,10.84494,0.05286,28.49941,0.00035,2.71829,
Macao,1995,0.10290,,5.88185,0.12753,14.98749,0.15669,0.06903,9.89951,0.04528,28.97051,0.00033,2.20372,
Macao,1996,0.02521,,5.62466,0.15451,14.08442,0.11847,0.05956,10.23727,0.07736,28.27612,0.00269,1.94780,
Macao,1997,0.13379,,5.70234,0.14140,16.65986,0.11320,0.10614,10.88864,0.30772,31.42260,0.00305,2.01196,
Macao,1998,0.28182,,6.06431,0.18904,19.47044,0.11031,0.08894,10.68343,0.06047,34.35742,0.00192,2.46785,
Macao,1999,0.07823,,5.50314,0.22707,20.83252,0.10537,0.08992,10.39927,0.03185,35.05243,0.00378,2.14746,
Macao,2000,0.04804,,5.11236,0.24067,23.01017,0.10154,2.17752,10.92711,0.07925,37.48528,0.00154,4.05133,
Macao,2001,0.02055,,4.73142,0.18354,19.88413,0.07990,2.08510,9.17450,0.26523,31.74386,0.00165,4.14783,
Macao,2002,0.00826,,5.70454,0.22497,18.95263,0.07562,1.17718,7.90764,0.37415,30.24846,0.00385,3.42438,
Macao,2003,0.01315,,5.97378,0.24399,18.43255,0.07990,0.70937,8.46245,0.25547,30.38318,0.00054,3.27598,
Macao,2004,0.02405,,5.54436,0.28405,15.71692,0.08313,1.07563,7.93869,0.15558,26.98010,0.00217,3.52899,
Macao,2005,0.01599,,5.59687,0.16890,11.38486,0.09789,1.35424,4.16277,0.10726,18.78893,0.00030,3.88503,
Macao,2006,0.01912,,4.61555,0.14099,9.15918,0.08293,1.19172,4.54540,0.15876,16.22791,0.00009,3.36813,
Macao,2007,0.02019,,4.33656,0.11693,6.61509,0.07065,0.05984,3.77154,0.19500,12.75922,0.00025,2.03634,
Macao,2008,10.35482,,4.29669,0.11618,4.93209,0.07617,0.07988,1.89438,10.65606,9.12652,0.00023,1.96740,
Macao,2009,9.04020,,3.37274,0.09409,1.39209,0.05248,0.04568,0.65996,9.27011,3.83324,0.00015,1.55373,
Macao,2010,7.41371,,2.42663,0.03204,0.67079,0.03552,0.03530,0.34731,7.69943,2.60228,,0.65960,
Macao,2011,5.41958,,2.43249,0.02171,0.42626,0.02939,0.03515,0.30166,5.52178,2.47800,0.00010,0.66636,
Macao,2012,3.98913,,2.43614,0.02198,0.31227,0.03302,0.03446,0.25706,4.05702,2.22888,0.00000,0.79817,
Macao,2013,3.69468,,2.83453,0.02775,0.24142,0.02500,0.02583,0.27179,3.79718,2.43618,0.00013,0.88752,
Macao,2014,3.34288,,2.09628,0.02655,0.16215,0.03189,0.03100,0.14640,3.40626,1.91503,0.00010,0.51575,
Macedonia,1993,0.52490,,2.33770,12.09531,4.65027,0.06565,0.00623,24.40709,0.78258,30.19908,,13.10551,
Macedonia,1994,0.24042,,1.44841,12.81712,2.64895,0.04453,0.00109,21.08744,0.33559,25.30247,,12.64991,
Macedonia,1995,0.49218,,0.95173,9.94638,2.15430,0.04964,0.01981,19.77704,1.29233,22.69936,,9.39938,
Macedonia,1996,0.61189,,0.50756,5.25293,3.04470,0.04093,0.00928,14.86114,0.78285,19.10552,0.00818,4.43188,
Macedonia,1997,0.47712,,0.82686,5.70374,4.24580,0.04150,0.00666,16.03032,0.62560,22.02618,0.00471,4.67551,
Macedonia,1998,0.56970,,0.77273,6.13845,4.70861,0.05386,0.03949,20.21120,0.69623,26.48680,0.00433,5.30667,
Macedonia,1999,0.34680,,0.36915,4.93241,4.25314,0.10614,0.03286,17.74816,0.36241,23.21174,0.00153,4.21299,
Macedonia,2000,0.18352,,1.06154,5.37280,4.08545,0.06788,0.02049,18.62543,0.22250,24.83993,0.00010,4.35458,
Macedonia,2001,0.38978,,0.27058,4.41516,3.35531,0.13689,0.01416,16.44147,0.45375,20.43348,0.00195,4.13417,
Macedonia,2002,0.31466,,0.29467,4.22382,2.14534,0.04876,0.03376,13.98868,0.35433,16.62069,0.00196,4.07271,
Macedonia,2003,0.14954,,0.50776,4.17916,1.37257,0.03731,0.00120,15.37606,0.20652,17.22084,0.00059,4.19566,
Macedonia,2004,0.18088,,0.34962,5.86958,1.51421,0.01627,0.00758,16.96663,0.22450,19.15801,0.02107,5.50118,
Macedonia,2005,0.23666,,0.78414,6.94639,0.90495,0.02717,0.02986,18.71579,0.40412,20.31256,0.01399,6.91430,
Macedonia,2006,0.08910,,0.32759,9.15174,0.71415,0.01980,0.08010,20.85307,0.19756,22.26482,0.00414,8.76902,
Macedonia,2007,0.09267,,0.42591,11.77693,1.03201,0.04750,0.01108,25.07944,0.21364,27.13135,0.00230,11.11826,
Macedonia,2008,0.05585,,0.57064,11.57487,0.89692,0.04266,0.05016,21.19809,0.13292,23.20402,0.00263,11.04964,
Macedonia,2009,0.06164,,0.83504,8.26582,0.58189,0.04937,0.07550,14.74925,0.65669,15.98190,0.00413,7.97579,
Macedonia,2010,0.07693,,1.37754,8.88202,0.51242,0.05115,0.04356,18.73007,0.39419,20.20223,0.00550,9.07177,
Macedonia,2011,0.08911,,2.08279,10.34959,0.59816,0.05313,0.05270,23.39583,1.55400,25.45558,0.00553,9.60621,
Macedonia,2012,0.09110,,2.70570,9.42295,1.01463,0.06774,0.09785,22.34329,0.59807,25.47605,0.00621,9.66293,
Macedonia,2013,0.04328,,1.64841,9.30798,0.70369,0.06782,0.08540,23.54845,0.58555,25.79584,0.00591,9.01775,
Macedonia,2014,0.04370,,1.34619,9.54412,1.61559,0.06498,0.15264,29.20140,0.35949,32.33738,0.00590,9.26585,
Madagascar,1950,0.73067,,0.23486,0.26096,2.34860,,,13.30872,0.26096,15.68341,,0.67848,
Madagascar,1951,0.97489,,0.04999,0.24997,1.74980,0.05499,,15.29825,0.27497,17.12804,0.04999,0.67492,
Madagascar,1952,1.77287,,0.75980,0.23024,1.61170,0.02533,,15.31119,0.82888,16.97124,0.02302,1.65775,
Madagascar,1953,1.17392,,0.06645,0.22149,1.77195,0.02436,,15.85895,0.24364,17.67741,,0.97457,
Madagascar,1954,0.72910,,0.56245,0.41663,2.97891,0.02291,0.16665,17.72765,0.66661,20.75031,,0.77077,
Madagascar,1955,1.11354,,0.18180,19.72786,2.95429,0.02500,,16.15771,0.36361,19.15972,,0.90901,
Madagascar,1956,1.16597,,0.69958,14.28115,2.91492,0.02138,,13.07826,0.69958,16.18945,0.01943,0.99107,
Madagascar,1960,5.43768,,0.16343,0.49325,2.29244,0.01486,,8.77159,0.22286,11.16655,0.13817,4.66511,
Madagascar,1961,1.20144,,0.35757,0.28892,2.14829,,,7.75214,0.01430,10.22939,0.10298,0.51490,
Madagascar,1962,1.75845,,0.13527,0.40715,2.43613,,,8.26472,0.04058,10.80906,0.24483,0.79807,
Madagascar,1963,1.40911,,0.11984,0.59393,2.69969,,,8.25711,0.22388,10.98577,0.31606,0.28972,
Madagascar,1964,1.45798,,0.28661,0.52462,2.59196,0.03988,,8.64817,0.41122,11.30617,0.38630,0.17446,
Madagascar,1965,1.49959,,0.22794,0.50746,3.85262,0.07198,0.00120,6.91009,0.40789,10.92058,0.30160,0.21714,
Madagascar,1966,1.50145,,0.26659,0.58094,2.92347,0.05776,0.00222,6.46477,0.29991,9.54719,0.31502,0.25770,
Madagascar,1967,2.51391,,0.22270,0.31458,2.59547,0.03450,0.00105,5.28001,0.59356,8.05477,0.62639,0.19238,
Madagascar,1968,2.61023,,0.78514,0.48509,3.95088,0.03199,0.00184,4.96768,0.37047,9.62270,0.50413,0.23457,
Madagascar,1969,2.80684,,0.80198,0.47615,2.84970,0.02206,0.00095,5.24825,0.32944,8.78832,0.80150,0.32564,
Madagascar,1970,2.79352,,2.43646,0.54233,3.07899,0.00045,0.01295,5.75423,0.33269,10.44305,0.52893,1.04555,
Madagascar,1971,2.06547,,2.66118,0.50971,3.53128,0.00634,0.00008,5.71318,0.43972,10.96733,0.26844,1.10837,
Madagascar,1972,2.04211,,1.69948,0.52400,2.97691,0.00224,0.00499,6.05453,0.29679,10.65228,0.31142,0.30345,
Madagascar,1973,1.86103,,1.55838,0.61165,2.61285,0.01010,0.00877,6.29317,0.37803,10.38406,0.29140,0.14283,
Madagascar,1974,1.62409,,1.90075,0.84031,3.47305,0.00511,0.00506,6.20597,0.54905,11.10201,0.25158,0.15734,
Madagascar,1975,1.79216,,3.39520,1.28188,2.32846,0.00539,0.00434,5.66212,2.00714,9.98870,0.16868,0.17779,
Madagascar,1976,1.58957,,2.45723,1.17337,3.10320,0.03117,0.00188,6.15351,0.29690,11.52406,0.13722,0.13447,
Madagascar,1977,1.49865,,2.64429,1.63867,3.47755,0.03073,0.57730,7.28169,0.22887,12.81933,0.20056,1.66406,
Madagascar,1978,1.12561,,3.41623,1.02144,4.23488,0.03240,0.00041,5.70202,1.92973,11.33501,0.12241,0.63759,
Madagascar,1979,1.04969,,3.37343,0.82314,2.27702,0.02884,0.00222,4.69490,2.09075,8.23345,0.10157,0.44258,
Madagascar,1980,1.28261,,1.92777,0.93500,2.43079,0.12701,0.00396,4.14088,0.19910,8.48798,0.11385,0.63810,
Madagascar,1981,0.62087,,3.85469,0.85945,2.06995,0.01967,0.00453,2.81373,2.04013,6.74737,0.02756,0.27428,
Madagascar,1982,0.70818,,3.96074,0.75917,1.89045,0.01421,0.00380,3.87017,1.51244,7.92576,0.01267,0.67719,
Madagascar,1983,0.64856,,1.84503,0.79904,2.14918,0.04132,0.00040,4.03608,0.05176,7.81299,0.01138,0.51387,
Madagascar,1984,0.61723,,1.95259,1.12904,2.60710,0.02654,0.00354,6.01636,0.20475,10.41220,0.03679,0.14591,
Madagascar,1985,0.45316,,2.25662,0.86158,1.97219,0.01991,0.00070,5.01769,0.67383,8.54434,0.01860,0.07684,
Madagascar,1986,0.45101,,2.60035,0.82338,2.21486,0.00780,0.00123,5.55687,0.47863,9.74311,0.03236,0.17599,
Madagascar,1987,0.99007,,2.89888,1.32698,2.90527,0.03324,0.00256,8.30243,0.49409,13.60180,0.05894,0.46204,
Madagascar,1988,0.93464,,2.57446,1.13293,2.15908,0.00421,0.00144,7.37369,0.32392,11.69616,0.07204,0.27685,
Madagascar,1989,1.66218,,3.30567,1.24636,1.67803,0.00884,0.00166,6.91231,0.42664,11.18476,0.35704,0.84224,
Madagascar,1990,3.68478,,2.19386,1.17010,1.42667,0.01125,0.00361,5.46936,2.28382,8.95505,0.35166,0.60361,
Madagascar,1991,1.46062,,2.52221,0.05771,1.88646,0.01232,0.00567,8.54407,0.26760,12.75166,0.10142,0.72246,
Madagascar,1992,1.35662,,1.74158,0.32582,2.05669,0.01435,0.01004,8.67053,0.16808,12.07404,0.08237,1.24397,
Madagascar,1993,1.18477,,1.29673,0.23853,1.55512,0.01187,0.00511,8.74948,0.13255,11.32283,0.05685,0.80994,
Madagascar,1994,1.71442,,2.02573,0.28431,2.32113,0.02570,0.02733,12.67829,0.39098,17.08783,0.07062,0.69275,
Madagascar,1995,2.21219,,2.10426,0.37437,2.28259,0.02593,0.01596,14.17057,0.30890,18.58906,0.19507,1.20654,
Madagascar,1996,1.97319,,1.57353,0.28202,1.33186,0.02797,0.02159,12.04873,0.21428,15.00697,0.08538,1.26651,
Madagascar,1997,1.50639,,1.99840,0.22096,2.00404,0.02791,0.01704,13.67633,0.23030,17.54448,0.04602,1.63026,
Madagascar,1998,1.72624,,1.65047,0.28683,2.15430,0.03046,0.01874,14.63703,0.30156,18.44358,0.04168,1.71722,
Madagascar,1999,1.27221,,2.56851,0.20085,2.29077,0.02574,0.02520,14.43221,0.52588,18.83901,0.02858,1.42198,
Madagascar,2000,1.20314,,3.78419,0.19879,4.29758,0.03335,0.04457,14.07893,1.31684,20.76686,0.04648,1.51038,
Madagascar,2001,1.02094,,3.50055,0.11216,6.40949,0.04574,0.01218,12.10996,0.40250,21.49787,0.10077,1.20979,
Madagascar,2002,0.74676,,1.99918,0.07981,5.22814,0.03000,0.00877,11.86492,0.20061,18.72100,0.07114,0.96483,
Madagascar,2003,1.14920,,1.71157,0.13562,7.63982,0.02605,0.01110,10.80233,0.22978,19.89826,0.09107,1.25614,
Madagascar,2004,1.05403,,2.42428,0.10031,11.86980,0.02134,0.01076,15.61604,0.35625,29.21679,0.11767,1.40453,
Madagascar,2005,0.72197,,2.76234,0.08839,7.08260,0.01974,0.00989,11.63224,0.60872,20.72148,0.16894,0.81751,
Madagascar,2006,0.68604,,2.17153,0.06580,5.74735,0.02340,0.01006,12.27340,0.63366,19.22861,0.13984,0.96317,
Madagascar,2007,0.66047,,1.71019,0.09884,5.15324,0.00969,0.02165,10.24831,0.45742,16.37066,0.17590,0.89286,
Madagascar,2008,0.73867,,1.77714,0.05397,3.88060,0.00741,0.00917,8.45271,0.37445,13.23311,0.07351,1.23624,
Madagascar,2009,0.72804,,2.29297,0.20817,3.61077,0.01872,0.01974,7.36321,0.52505,12.23156,0.08677,1.39413,
Madagascar,2010,0.81884,,2.32256,0.11238,1.93513,0.00772,0.02073,7.32807,0.48061,10.01991,0.11261,1.92720,
Madagascar,2011,1.04405,,6.35172,0.05359,1.61262,0.01500,0.02218,7.84979,3.71232,11.27368,0.09447,1.86848,
Madagascar,2012,1.35210,,4.70119,0.05572,2.08849,0.02878,0.06818,7.72010,2.01284,11.44041,0.09753,2.46379,
Madagascar,2013,1.75658,,4.68544,0.09424,2.69211,0.04837,0.04888,9.51022,0.88552,14.56824,0.10167,3.28041,
Madagascar,2014,2.02568,,5.17379,0.10723,2.82313,0.05802,0.02750,10.37634,1.00126,16.18772,0.10180,3.30092,
Malawi,1964,5.47704,,0.77026,0.30810,0.71891,0.10784,,12.17006,0.97566,13.66436,3.78248,0.97566,
Malawi,1965,3.09771,,0.21790,0.65807,1.04637,0.14382,,10.76440,0.69729,12.35073,2.44400,0.00044,
Malawi,1966,2.96352,,0.07680,0.96390,1.03687,0.12673,,12.28878,0.34562,13.72503,2.11866,0.49923,
Malawi,1967,3.07173,,0.81538,0.98958,1.04257,0.15566,,12.56427,1.15669,14.63608,1.58147,0.52370,
Malawi,1968,3.05759,,0.44869,1.88856,1.23960,0.04487,,15.36139,0.65263,17.33561,1.67074,0.75012,
Malawi,1969,4.16061,,0.16441,1.27916,1.74417,0.09782,,12.51316,1.68958,14.93867,2.01881,0.55982,
Malawi,1970,4.04973,,0.20067,1.19097,0.83471,0.38517,,12.71994,1.06129,14.48678,2.43081,0.71389,
Malawi,1971,4.96250,,0.61907,1.37935,1.29013,0.36071,0.00301,10.97130,1.19200,14.16598,2.86845,1.08596,
Malawi,1972,5.00658,,0.40189,1.71147,1.23817,0.29698,,10.64336,0.98500,13.41027,2.97598,1.18842,
Malawi,1973,5.08792,,0.87440,1.73193,2.36663,0.39680,0.02836,12.93061,1.36748,17.41045,2.83231,1.13121,
Malawi,1974,4.78247,,0.81915,1.47461,2.11312,0.71908,0.43746,9.34930,1.27494,13.94301,2.81871,1.29398,
