Entity,Year,"Gross value added of Agriculture to GDP (GGDC, 2017)","Gross value added of Mining to GDP (GGDC, 2017)","Gross value added of Manufacturing to GDP (GGDC, 2017)","Gross value added of Utilities to GDP (GGDC, 2017)","Gross value added of Construction to GDP (GGDC, 2017)","Gross value added of Trade, Restaurants and Hotel to GDP (GGDC, 2017)","Gross value added of Transport, Storage and Communication to GDP (GGDC, 2017)","Gross value added of Finance, insurance, real estate and business services to GDP (GGDC, 2017)","Gross value added of government services to GDP (GGDC, 2017)","Gross value added of Community, social and personal services to GDP (GGDC, 2017)","Summation of all sectors GDP (GGDC, 2017)"
Tanzania,1981,1754381.9511591300,50576.9730250024,569956.9016964600,130508.0476582050,433867.8941609770,812854.3234141130,457699.5290595200,243211.5920382520,1044598.0611994900,46091.5398768470,5543746.8132880000
Tanzania,1982,1777992.6009066200,50576.9730250024,551293.3255703800,131446.9544758900,453367.5747974250,795851.4990344410,469335.9577644230,278772.0764803470,1047673.1834258900,44514.2628468408,5600824.4083272500
Tanzania,1983,1828718.6062234900,45597.8927790177,503198.7255531720,129256.1719012920,267633.1167352540,779146.9698193250,408106.1781505280,285304.1694506400,1034721.1125845200,45040.0218568428,5326722.9650540800
Tanzania,1984,1902132.9702820900,48742.5750396396,516598.2161052300,137393.3643212280,321744.7305013980,787499.2344268830,410599.6985872930,313754.6462561010,1018205.9929124700,51524.3829802015,5508195.8114125400
Tanzania,1985,2016312.5967953400,45597.8927790177,496498.9802771430,144278.6809842510,292982.7015626370,794061.7280471070,418080.2598975880,319140.3788233920,1023554.8377496300,66070.3822569251,5616578.4391730300
Tanzania,1986,2131783.4307166500,40356.7556779812,476399.7444490560,170255.1029402000,343681.8712174030,882357.0967555760,416694.9707660520,318384.2712726080,868418.0820230680,60988.0451602386,5709319.3709788300
Tanzania,1987,2225672.6551031500,39046.4714027221,497934.6399791490,182773.8605093330,512841.6007385930,928294.5520971440,439967.8281758580,398310.2879633700,872133.1702783770,61163.2981635726,6158138.3644112700
Tanzania,1988,2325280.0837253700,36163.8459971520,533108.3026783010,179644.1711170490,573778.1027274940,965283.1525020430,455206.0086227550,406123.8133680810,906078.9320192460,61163.2981635726,6441829.7109210600
Tanzania,1989,2431712.4657902200,36425.9028522038,574024.6041854770,127065.3893266930,463604.9071315600,1058649.5390079600,513111.0943209630,372525.0992993810,947741.6747180770,60287.0331469025,6585147.7097794400
Tanzania,1990,2592560.0171949900,44549.6653588104,559428.7305484140,160553.0658241230,787299.6056966040,1067001.8036155200,495656.4512636090,394013.6499238390,967620.4548642530,61163.2981635726,7129846.7424537300
Tanzania,1991,2696409.9844437100,61845.4177922309,626665.4599257050,182147.9226308760,683951.2983234270,1134714.8059696500,501474.6656160600,545949.9018058820,980736.2704690820,62039.5631802427,7475935.2901568600
Tanzania,1992,2815385.5241869200,76782.6585301850,638390.0141587550,173697.7612717120,710275.8671826330,1177072.7193365500,517266.9617155720,449169.8343893580,990292.6524957390,63091.0812002468,7611425.0744676700
Tanzania,1993,2902689.3782671200,83066.0650084383,642388.0011294120,175200.4586903830,608106.0948489740,1172200.4356565300,517774.9212948420,536101.9196801600,956050.8770147620,66048.4756315084,7659626.6272221300
Tanzania,1994,2963955.1996018800,95547.5828543804,641155.0341552550,178645.2387378640,616637.9453973900,1185670.5245879000,522612.2594420520,430769.1085969050,957406.5643205180,68818.3066991353,7661217.7643932700
Tanzania,1995,3136209.6476182400,106721.2423383330,651580.3192634700,189621.0812871090,525876.1542197830,1227169.3422161200,553543.0904382630,408125.5819812370,932278.3832175800,72347.1150986790,7803471.9576788200
Tanzania,1996,3258282.9495680000,117019.2053538230,682978.2505261520,210702.7836695250,565053.4491634410,1269617.0036195500,559513.5691853850,382247.5105034590,945773.0333089650,75919.5428851144,8067107.2977834100
Tanzania,1997,3335233.8656139200,137023.7519515560,717128.9941915300,215421.7808264060,611624.4887808890,1333818.2183231100,586880.8683639430,406248.4847037710,972913.6552301050,80730.7612592759,8397024.8692445000
Tanzania,1998,3400186.3818242700,174564.9732813560,774492.4774743230,227337.9077253450,670529.4658763550,1396080.9975840800,623266.4037652470,419679.1369012180,998397.9865309510,83958.5958892664,8768494.3268524100
Tanzania,1999,3538152.1469541200,190423.0981525420,821280.2011297850,235969.1122083610,728943.8911542580,1479401.0043329700,650283.4659129200,432007.7585974350,1027825.3666054900,91938.7358324514,9196224.7808803300
Tanzania,2000,3695941.4902135500,217706.1437288140,860741.0120541550,249290.0725255220,734516.1121487620,1542802.7949232900,679940.3667946050,444399.8882245140,1116203.4424982800,94774.4949144990,9636315.8180259900
Tanzania,2001,3878049.8503285200,248065.6066067800,903451.1185807650,262945.3131327490,790015.6326773790,1637701.5926573500,717812.3596567920,464454.3003865150,1228560.4518106000,97697.7108672645,10228753.9367047000
Tanzania,2002,4073360.4424981100,289964.7355932200,970759.6489262370,277301.9250727170,874104.1112043350,1768971.0434474100,767677.9592306630,497162.2585365580,1335353.4947096200,99779.9032139475,10954435.5224328000
Tanzania,2003,4203253.6063979900,339584.3694915250,1058213.3380018700,295382.1106620190,988052.1839671370,1920692.5575648600,820478.3737925840,533712.1768497320,1444687.6821876800,101755.4700607140,11705811.8689761000
Tanzania,2004,4445942.5053064600,393855.8440677970,1157754.1223155900,315068.1006984570,1127513.3898571500,2024294.9051351200,904294.4409944550,571158.7012632390,1605233.9754021800,104781.7173954210,12649897.7024359000
Tanzania,2005,4636135.0000000000,457431.0000000000,1269145.0000000000,340530.0000000000,1249651.0000000000,2147243.0000000000,983507.0000000000,617444.6849339380,1762935.0000000000,107542.0000000000,13571563.6849339000
Tanzania,2006,4812708.4586968200,528759.2237288140,1376980.8496732000,338081.1323259630,1366332.4435579000,2327188.1783940500,1057407.4527979300,666160.3506471660,1877958.1716550600,111490.7376148830,14463066.9990918000
Tanzania,2007,5008337.3922220600,585448.1048440680,1497182.2717787100,373932.3354899670,1496767.2085474800,2519949.4541583600,1163218.9905159200,715735.4781776700,2006499.8220126800,115009.3791121260,15482080.4368590000
Tanzania,2008,5232988.2896353100,600084.3462305080,1645403.2396592000,397566.5182804990,1653596.2394122700,2745575.1271916100,1296950.5635567500,760113.5167561520,2152492.3922815100,118574.7441430400,16603344.9771468000
Tanzania,2009,5397001.3505089200,607285.3956000000,1777035.2618300700,429087.5322706040,1776194.5032299900,2972619.1520017700,1444890.1486918600,818096.1800346420,2261439.1574527000,122368.9346850110,17606017.6163056000
Tanzania,2010,5618156.3147646900,623859.9039355930,1917420.9479738600,470448.2485648410,1963437.4116327900,3201942.8596706900,1594301.2730687200,880024.7875057550,2411789.7543574200,126651.9252715420,18808033.4267459000
Tanzania,2011,5819858.6022942500,637584.3845491530,2066979.7913958900,479040.2896321250,2139236.0589860300,3447025.6073982400,1731476.1063863300,944106.4063920720,2572599.4771697100,130450.9079708130,19968357.6321746000
Thailand,1951,93183.0978320580,2424.1760607292,27990.9219523413,184.5349381530,7101.7423904762,56310.3038106998,7483.7874345214,97.4225507623,3360.0290960480,19110.4639309586,217246.4799967480
Thailand,1952,90771.2361344749,2521.5954072673,30055.4096355359,180.9764131748,9544.0470454846,63988.5746180270,7193.1716081348,102.9907505861,3549.8769537720,29579.9278434996,237487.8064099570
Thailand,1953,104707.6435125180,2770.3626671771,36262.1973333372,220.1201879346,10509.2876517435,69570.9556546768,9888.3897849975,84.3341206698,4123.8355934025,30522.2420005393,268659.3685069970
Thailand,1954,97025.5179028839,2800.3713051732,37677.9412064436,310.6083945220,10361.7349476020,74565.8156429327,10562.4809325923,156.3324645391,4088.1880197731,34726.2528424319,272275.2436588940
Thailand,1955,110541.1728182090,2890.3972191616,39736.5993560431,455.4911972041,12020.1658618589,80549.7728511815,11840.1587965283,385.6073696846,4277.8723565171,40103.4760122946,302800.7138386820
Thailand,1956,112557.6561411070,3033.7863198473,41387.3816958006,507.4812471350,13306.9714576694,81733.9046200493,12667.1184544564,467.3241275460,4336.2624280382,47393.2224914815,317391.1089831310
Thailand,1957,110460.4154906870,3180.0458119936,39899.8262967071,514.4610396993,16604.2902379210,81885.3731826772,13896.8246448021,569.5247699014,4465.7579624816,49466.2928353319,320942.8122722020
Thailand,1958,115903.0521858520,2336.7595935232,41183.9892686660,640.0261353571,16811.7862281200,81603.7885545844,13439.9788585495,504.5317199720,4533.4556481816,48642.5480093104,325599.9162021160
Thailand,1959,119265.6787225780,2824.2912340107,46801.1612828442,763.5577881703,20446.8085749388,88855.9707237829,17478.7936765364,676.7036023696,5097.1124660752,49139.7071341062,351349.7852054120
Thailand,1960,135776.1410862530,3318.7813992509,50508.7446493558,950.6345298791,22660.8676407284,100236.6717365390,23654.5232889394,991.1633298401,5425.1355518583,53478.9286166337,397001.5918292770
Thailand,1961,139977.0515287020,3585.9598985184,55292.5851774157,1283.9278627750,23802.5170470587,107328.3321260520,23791.1640011198,1299.5529994886,5724.0498898717,56109.0398600747,418194.1803910770
Thailand,1962,150300.7207341250,4112.1546211083,62080.9052574753,1487.6071217669,27192.5422689150,112153.9337070930,25944.3752237991,1666.5523190693,6186.2171598725,58877.6868372504,450002.6952504740
Thailand,1963,163676.8865622070,4395.6576722658,67693.4480030745,1520.7000768062,30046.2500347749,123322.1883407120,26854.6039679715,1907.1587936351,6504.2667151058,64541.1103402259,490462.2705067780
Thailand,1964,165747.2038516970,5120.4677761849,73517.1338615521,1882.3587997358,34524.7086673277,137051.3455181600,29949.5160988581,2409.2807092002,6872.0880458504,66337.9394837403,523412.0428123070
Thailand,1965,171696.1143347680,6493.3625901396,85250.0668399353,2398.0573490983,38351.2713533671,145308.5565079310,31407.7636993410,3011.1868661471,7745.1550885854,71496.8447922193,563158.3794215320
Thailand,1966,195327.4252287490,7714.9832232464,95188.2833588516,3187.9546687865,46598.0876767350,160141.3946932070,33674.0955116123,4196.4915672410,8499.4332619412,73227.5076151439,627755.6568055140
Thailand,1967,189735.7285470830,8554.0651903959,106710.0732243560,4140.5590174180,55211.5954700167,189076.1940103200,37144.9936021626,5297.6389980560,8856.6288177984,79999.2169879971,684726.6938656040
Thailand,1968,208104.0048360010,9430.1494751630,114500.2880753290,5677.0176442429,57739.3552626198,201564.2477950480,38180.9990018913,6558.5074359454,9850.1655252247,91164.7835875108,742769.5186389750
Thailand,1969,223699.5914053130,9849.1463070080,129866.8146237060,6130.0759572810,58587.4851930327,214472.0680935470,40818.6127493085,8269.1864955464,10417.6944874609,98567.1407034847,800677.8160156890
Thailand,1970,229587.5915421410,9751.1989956676,138671.3444287030,7347.4239462270,58362.9802114528,237788.1899039930,44570.6323050825,10309.4123911252,11092.0864095076,108161.2571889930,855642.1173228920
Thailand,1971,239472.1276842770,10493.7094313216,154024.1835901340,8859.4631317105,59121.4933758675,238343.9122961080,45515.0756676952,11624.8987620349,12082.8336866092,115173.3067848560,894711.0044106140
Thailand,1972,235405.8773110630,10484.9482462401,174424.0736515130,10357.9211269053,56477.3306625343,246862.7299410850,47492.6425208654,11576.0169875824,13204.3280446480,123612.8653588490,929898.7338512850
Thailand,1973,257625.6159276480,9926.4226972969,201870.8946052040,12091.7864204388,55243.8606568507,275130.0238131610,51709.3826046431,13845.7502499723,14147.7358614103,134750.5727706230,1026342.0456072500
Thailand,1974,265135.8984961630,10325.0566185034,214343.6837497770,12929.2931549132,51954.6073083612,285905.6165383120,55119.1335241227,15245.8574513287,15363.9091401278,137762.4598453570,1064085.5158269700
Thailand,1975,276723.3475462760,9339.4232968389,226771.9073234900,14771.8079707570,54052.9240996390,301174.4281167790,55181.2096136841,14857.1611241765,16625.1676191684,152068.9234503400,1121566.3001611500
Thailand,1976,293446.8255912820,11069.7573504277,261505.1991128670,16587.1604060231,66309.6461676096,322095.3430491940,58551.0544755884,15939.3446044628,18149.0473900915,166187.1441131530,1229840.5222607000
Thailand,1977,300192.9805728830,13518.5085806965,298895.7130647990,19185.6948146086,79119.3030657142,360257.2063418490,64754.2294253308,18574.6175355193,19641.3675207884,183081.9481729850,1357221.5690951700
Thailand,1978,337613.4001148410,16284.8527701682,324977.7134108880,22064.9071558288,92418.0946212451,394684.8862435870,69689.2785454618,23728.1590429939,21640.8961551209,192509.7821933750,1495611.9702535100
Thailand,1979,331445.7988776170,16845.5686153818,351861.8940324650,24337.4929974837,91127.9133509324,408191.6512129110,79510.6027153542,26326.1782186802,24686.4014369510,221577.6298469210,1575911.1313047000
Thailand,1980,337144.0074543090,17340.5755724844,362006.1320995790,26745.8907420264,95544.3030839258,431816.6299801270,88879.6582327278,26415.2505010760,26646.4805210007,242158.8581909330,1654697.7863781900
Thailand,1981,354399.7689748800,21045.7619577434,384757.7057074220,30019.3246608180,101950.1194981290,473409.0080987870,81518.2478088168,23895.2500053248,29177.8370997177,265877.0343110210,1766050.0581226600
Thailand,1982,363171.0367659010,27857.1380206855,394948.9971802560,35512.7326030288,109519.3854747410,496018.4393527260,94209.5413453149,27624.3653072306,31208.1344901698,279089.4309598540,1859159.2014999100
Thailand,1983,380499.8617416240,29467.0996355627,439138.1350930990,36264.7145446036,122668.6468036120,491252.9354116780,97865.2077463046,34835.1800114817,32593.1704987855,308336.2895611530,1972921.2410479000
Thailand,1984,397315.4159449030,40860.6741408477,466344.6462459590,39791.6640154523,135484.8421793220,520106.6727264880,109017.6294953440,38332.5765907436,32527.4976925566,304321.2602882550,2084102.8793198700
Thailand,1985,415226.9219754650,54473.3166176588,459959.8647509440,46179.2281615402,135208.8080674560,561611.4339565450,116291.0657185650,39252.3876211533,35025.4966554113,326545.0245543740,2189773.5480791100
Thailand,1986,416810.5723658880,54367.1653023921,505226.2844420970,51199.8638580228,137191.2348708550,602923.8654311350,124579.5888728270,40735.9589529793,36958.8484747636,335626.9438042510,2305620.3263752100
Thailand,1987,417093.6932546030,60928.3275507771,586243.7065882790,53983.3961018933,150700.9374367060,679877.1375912810,136136.6919450410,60796.3317343092,37600.9825801128,344529.2770802610,2527890.4818632600
Thailand,1988,460931.7663459230,67226.6389232638,691371.3124831030,60463.4591656236,169838.5421015040,767664.9859761420,157827.0694875300,85173.0278465610,39652.8234308093,362301.8747083750,2862451.5004688400
Thailand,1989,505177.1681997160,71341.2660959799,802183.8098004100,72387.2548269049,217984.8225223590,841876.4906222240,174262.0036257080,110228.3700199340,42075.0728076433,367362.3509005730,3204878.6094214500
Thailand,1990,481500.9555576460,78483.7331660631,927923.8644980570,80235.9592831599,266010.1954396700,934096.4713719870,198680.9348388360,163589.6273219360,45959.8451549399,393569.0755156850,3570050.6621479800
Thailand,1991,516449.0327433220,91201.6716999126,1036689.8695199400,88644.7960740275,302255.0712191790,990380.7058111410,213363.1522094160,172129.8015063990,49067.6630327772,418550.7672376280,3878732.5310537500
Thailand,1992,541175.5325532050,95938.0422906189,1153851.1245785300,97834.7348360982,316412.6555021370,1024589.7583171000,233827.3047392070,242758.7948787220,51108.3846781863,424464.2768056980,4181960.6091795100
Thailand,1993,533903.8921791820,103042.5981766780,1283034.0208829800,106635.8355554870,343810.7520600370,1083673.4591969600,259077.2537865470,313581.3248428900,55853.1580594327,436971.1571286220,4519583.4518688100
Thailand,1994,556479.6892397640,110804.2812524840,1405586.5673553000,118462.4302347210,392461.1939579360,1172747.2243905400,288654.1800586050,368653.9916881400,59634.9676046826,449772.5464433540,4923257.0722255200
Thailand,1995,578867.1279305070,113096.6441797890,1572683.8350990300,135067.8439428230,418841.8424671410,1274173.9117208500,323776.1878726310,383504.8264832190,65206.4366276452,495308.5106124480,5360527.1669360900
Thailand,1996,604504.7949363600,133679.8896924420,1676140.1604832900,140036.3122073730,448361.5235211970,1301866.0866982500,361716.0770072280,392914.3814806290,78934.1074966232,521030.7688755170,5659184.1023989200
Thailand,1997,600304.4032889520,151576.4959639420,1700316.8920541700,148139.9727915410,333380.7689240900,1262228.5889051600,378891.3478804450,342685.7071210570,81317.8386312472,550505.2565843940,5549347.2721450000
Thailand,1998,591457.8385188510,142151.7756156270,1515623.2696892200,147135.3444079250,205850.7279685320,1113397.4860661900,344401.4008621480,226493.0397007650,77221.8708914903,596416.7281733870,4960149.4818941300
Thailand,1999,605212.1852586430,153830.9477072240,1695851.7534806100,151758.6852345660,191763.8631687790,1156926.6356682400,365630.2522133230,138392.9101825950,85550.7852994147,611528.0570711330,5156446.0752845300
Thailand,2000,648681.1112759130,162348.3270512370,1798802.6534034000,166703.3867166910,174113.6489249430,1204834.9176742600,393025.4183082630,126991.1528256590,90333.1365826204,627356.2637705040,5393190.0165335000
Thailand,2001,669752.1342485600,163326.4355990510,1823891.7763917400,177581.7352175130,174451.2774254070,1204841.0623876500,419647.7648863710,131950.1254681850,92822.5797163440,649388.8771577490,5507653.7684985700
Thailand,2002,674279.0137370220,181319.0835367450,1954104.4723904900,188174.7555889740,183904.8754383910,1236662.4847581300,448219.0783720780,141214.6345901790,99924.6393741558,669711.7938831830,5777514.8316693500
Thailand,2003,759781.1564192340,193640.2183444780,2163284.9737686000,196816.6099500790,188973.8654926500,1254691.0738225500,461044.3633834730,163072.6535484710,111249.2233903650,676550.5805304310,6169104.7186503400
Thailand,2004,741778.2820041850,204308.4255287750,2340608.9021483000,209340.2937118230,202554.2875417070,1332653.1489826700,495754.9226281170,184144.4846528840,124689.5362899590,697800.8867928870,6533633.1702813100
Thailand,2005,728093.0000000000,222617.0000000000,2461294.0000000000,220410.0000000000,214004.0000000000,1388908.0000000000,519623.0000000000,201185.7880627230,132274.0000000000,742253.0000000000,6830661.7880627200
Thailand,2006,764793.5819277250,231473.0525879590,2606067.2158676500,230849.2507209080,223761.0074086710,1457290.4669967100,551776.8936276620,204119.1665420320,135819.0742233230,755506.7050705200,7161456.4149731500
Thailand,2007,773885.0125786160,240326.5777636490,2767322.5529528300,242571.6237481010,229293.0960142420,1533900.7052126600,584740.1499016730,217435.6165164670,129300.6639126520,808928.3250574890,7527704.3236583800
Thailand,2008,806226.1446799580,240811.8409191540,2874051.0159025800,252187.3525627110,217154.4389131110,1550853.9694351400,581892.4926977920,237052.2809931300,130281.8499324630,813164.1625440750,7703675.5485801200
Thailand,2009,816977.2218562080,242896.9560404630,2699456.0568164700,254369.1730488980,217977.9787014040,1546013.9835274800,559875.9338881290,254121.2296143950,131051.6119540750,832932.3523992030,7555672.4978467200
Thailand,2010,798223.0068325800,255625.0042233850,3073856.5313671300,279942.7744876130,232895.2271104050,1606391.9372245100,582440.6396405550,273487.5784555260,149524.4115713640,858850.8986317640,8111238.0095448300
Thailand,2011,830767.1473991930,250292.1643373710,2942885.6971761800,280967.9054913030,220998.3850163630,1655287.4698473200,598086.5128710030,296550.0954557780,161956.7382260240,860557.7505403950,8098349.8663609300
United States of America,1947,35117.1791686551,107808.1157444590,262504.6887018000,19343.3006788966,224219.7509479080,204181.5240981270,104589.1720891060,373735.3175969710,684325.1545985620,71049.6453133060,2086873.8489377900
United States of America,1948,38699.3663413774,115437.3874482770,276939.6599064210,21994.4129546844,262879.8401561920,209561.7042166350,103276.0264582220,390824.7146736350,681407.1105042220,73481.8687259691,2174502.0913856300
United States of America,1949,38532.6648759097,104822.7485560080,262760.1338164250,24377.5848184184,261158.6918157770,214957.4152856890,94920.0256548490,407261.0137728460,718447.8684224630,73498.9649542680,2200737.1119726500
United States of America,1950,40613.9074144771,116083.2601573160,299231.8906140730,26509.4585317167,292326.3797595080,235618.7564961440,99748.8440504874,434328.2966161390,741371.6022086270,76241.7698476953,2362074.1656961800
United States of America,1951,39515.8246552026,128876.3240385930,334858.3563051440,30703.3084595167,324131.0971399280,237787.9125891480,109750.7237999800,458674.3378867150,937769.9903899770,78016.9282194024,2680084.8034836100
United States of America,1952,40560.2345941560,129896.9623936190,346263.9806731450,32976.6413965702,338771.0855702760,245238.8861138660,109311.2647043850,488724.1014937060,1016189.1393396700,79414.8298199794,2827347.1260993700
United States of America,1953,41867.3256302102,134507.3772129620,371456.6745459470,35556.1919473995,350398.3338665540,253177.7903349210,111602.7299885560,516038.1102395920,1011816.4546457500,81332.4567608443,2907753.4451727300
United States of America,1954,43044.3390076038,132875.9505923500,344331.8867152550,39110.9790290586,364611.6879035230,255106.2166944530,105481.9556159420,542539.3748357600,987613.3381635650,83130.9799778933,2897846.7085354000
United States of America,1955,43622.1111322365,146660.9473749170,380466.9204072610,40956.6058425229,389403.2371735970,278261.5697135110,114748.1642749530,581097.5537601140,978903.0203564360,87214.1291699578,3041334.2592055100
United States of America,1956,42823.9647218150,153837.3108086920,383886.4016007620,44170.2265610078,417005.8979945680,286624.9865828400,119317.1561751600,612453.5133220090,988397.6172820130,91819.2831994167,3140336.3582482800
United States of America,1957,41625.4822162929,153438.6239512600,386034.4627919260,47134.2133552188,416164.3178213270,291329.5703525710,119885.0091203740,646944.3431756740,1004144.5399172300,96081.9427886202,3202782.5054905000
United States of America,1958,43122.0067358332,142163.7596230850,352352.8633144770,49156.2481418367,431058.5335956740,291170.3781094690,113239.5595610530,669283.9223266330,1008175.4716992000,99309.1408171842,3199031.8839244500
United States of America,1959,41537.0799239994,149993.9695030480,392441.4907123820,53859.3512751552,468748.4678820270,311544.3967348120,119253.0437458610,710933.4316775930,1019786.3078103200,104585.0368702380,3372682.5761354300
United States of America,1960,43098.6432728699,150222.0183854990,393221.7594261450,57815.2168618142,476702.5693805110,317553.5803504560,121817.5409177990,749194.0881899960,1052949.4846122000,108362.7334500290,3470937.6348473200
United States of America,1961,42633.8997933839,152454.6647871180,394086.7894733970,60787.5247868343,482327.7146356850,320663.6531974070,122314.7393490930,780111.0207781600,1091935.6052600000,112659.0156215530,3559974.6276826400
United States of America,1962,42377.5331457327,156492.5652791890,427586.0940281370,63897.9634832860,504156.2003791380,341564.4298954540,128088.7832367250,821716.9902639560,1132187.9642610500,118341.2320338460,3736409.7560065200
United States of America,1963,42457.0952087969,163048.5719628000,461447.6661999820,67211.4377714804,518620.8596067270,354473.2382914120,135368.8150044080,855786.9347543750,1159076.9081153500,123915.7422078550,3881407.2691231900
United States of America,1964,41170.8418559262,168505.7976673290,493992.5349173510,71831.3295967077,543280.9119747320,376172.5646967290,140338.1824834990,891848.8280760230,1200599.8869172400,131481.3931044140,4059222.2712899500
United States of America,1965,42087.6999159990,174403.1736624620,537018.7811334420,75119.8404924746,566032.7981860470,400996.2006536640,152248.7017468390,942529.2311263070,1245448.3844392600,136999.4857250370,4272884.2970815300
United States of America,1966,39428.0538078540,183395.9544186970,578140.8001314200,79783.0021979094,568171.8144597020,422610.1068309750,165228.1976374610,983757.8551140200,1338475.2796510000,144679.6813511990,4503670.7456002400
United States of America,1967,41328.0716472197,191695.0200430010,576574.4571331070,83685.6125473899,557161.1405264590,434029.2382203410,167232.6923657300,1024565.5937384900,1412009.1145388400,151128.3786655610,4639409.3194261400
United States of America,1968,40129.5891416976,198802.8093372970,606136.4235801510,91712.1753258738,555694.2195300450,459158.3162046920,175797.5895532310,1074124.8452608100,1457238.7980011100,156520.5290710480,4815315.2950059600
United States of America,1969,41212.5172222932,205628.3283365320,623122.3625885490,97598.5432602502,536475.2167543170,468174.0329969760,185295.3880078710,1139434.6430060200,1490603.5213921000,163981.3231007070,4951525.8766656200
United States of America,1970,43473.7215701724,214566.8876801570,588415.4993101280,100154.7946448140,490816.5702025830,475764.7850766130,188049.6056338550,1163602.8964938500,1487939.6012579300,168511.8235999280,4921296.1854700200
United States of America,1971,44592.0105676853,211112.6647473660,598510.2257944410,107206.1208924680,475562.9295625800,499190.6354843570,190212.4188099830,1218753.3923675800,1489692.1802935700,172329.9812533580,5007162.5597733900
United States of America,1972,44740.4001297495,214348.4072822840,651645.1318647330,110476.3253004550,487003.1600425830,536853.1905597910,205965.7585804560,1273178.2238219200,1491882.9040881100,182359.7685220720,5198453.2701921600
United States of America,1973,44389.9481853002,212673.9224810700,721345.6536184500,124618.9192236470,497826.8161595500,565585.4490709460,219957.9691706080,1334134.0350507900,1504589.1020965000,193871.2289100280,5418993.0439668900
United States of America,1974,44042.6534655756,207784.4268615240,686897.7187971260,128043.8966646840,474236.2719283730,551607.5935790330,224831.8222142130,1384567.7121984800,1536135.5247380100,198031.3111294380,5436178.9315764600
United States of America,1975,46164.3084806201,200271.5717200770,635699.5511413530,134161.5920355540,436674.9123907100,560537.8901433110,216879.2641473590,1406337.6447802200,1555413.8941300500,200823.6950849320,5392964.3240541800
United States of America,1976,45148.3135641896,198314.8166238010,697347.7462135990,132813.5688444760,461977.8385021640,588105.3273634740,232032.0405495050,1462576.6372830400,1567243.8026206100,209542.7715173940,5595102.8630822500
United States of America,1977,45232.9271868133,201253.9361367890,748951.1427103000,133742.2070427740,482400.7684701680,620202.6251597200,246110.6066566710,1515550.1398986000,1590027.3300839300,221339.1690436650,5804810.8523894200
United States of America,1978,43988.1371671163,207089.8564930240,792220.6577014880,132606.8243862140,511327.9673435890,677453.6061714540,268920.1339910000,1625417.1878298700,1632830.4596406500,239625.0224046530,6131479.8531290500
United States of America,1979,47317.3389093208,183951.4524810650,820023.2812069330,121271.2178051060,529544.5714043310,691826.5619786660,290071.9874120170,1723828.8041347500,1668760.9207186700,241810.3396166140,6318406.4756674700
United States of America,1980,47214.1021117089,188037.4299486850,775230.5951845140,115101.5170913980,487050.0438196750,660627.9269777040,297410.9309748090,1800873.0604836900,1714863.0484222900,236461.4836527710,6322870.1386672500
United States of America,1981,59332.6803794716,168290.8137363670,805479.3569914090,114459.4962342750,443518.7440215670,682609.9995620000,298717.6197256910,1849404.5888137600,1732095.4161931600,243480.7824275360,6397389.4980852400
United States of America,1982,63162.8223921438,172824.4302597970,742177.6995974960,111941.1504290240,388172.4137013870,676731.2471685600,282870.9862110300,1849864.9353317100,1741241.2147333000,245477.0777920190,6274463.9776164700
United States of America,1983,43909.6719154495,168838.2147901820,808698.6669210880,116159.3887316180,409740.9908012070,748911.8752596820,305137.8427742590,1923112.7130963000,1760031.3022911200,267139.8734129650,6551680.5399938700
United States of America,1984,58231.6380738966,188480.1324995570,887471.0250571010,126348.9823834340,471245.0011251540,810664.0509189330,305424.5597420870,2035506.4776908500,1776599.2453389900,283776.1436996540,6943747.2565296600
United States of America,1985,71240.3579964102,203816.4688303860,914506.7084012510,134055.3116908370,516054.8297935770,869683.9117306380,312635.6144466470,2113611.7174903200,1813716.3104309100,303070.3945216430,7252391.6253326100
United States of America,1986,69459.7781535699,201605.2093045880,921827.8023141740,141939.1372830830,534175.7885457390,944539.7985085880,311891.4159592950,2185856.7043700000,1848871.3887312400,319612.2736184030,7479779.2967886800
United States of America,1987,72665.1072038310,213490.6027611430,988804.7201937180,159760.1930131580,538238.4763089970,904419.6170722720,328572.8946849530,2271514.6372515400,1906903.3996680400,325245.4638839370,7709615.1120415900
United States of America,1988,65912.3020672806,234074.9548772550,1036765.3889112600,155732.0594239650,557680.4145265600,961409.3778747770,338112.0022397370,2393692.9052984500,1941117.6896538900,340315.3253226050,8024812.4201957800
United States of America,1989,72081.6499570417,227352.6290237380,1048098.2390361400,174592.7917169390,572125.3113719020,1007154.1208799700,348932.8956875370,2498256.8095453400,1998934.9668107200,361997.4359053790,8309526.8499347100
United States of America,1990,75511.9613655191,224492.1271059250,1035040.5778376300,186195.2656394440,565062.6822592410,1000688.1024892100,367148.2370099180,2569555.4022341400,2051938.6254426400,378990.0014716140,8454622.9828552700
United States of America,1991,76324.6544648497,228689.1658626300,1020436.3352789100,188009.6994136000,516625.4533928870,1000592.1843257800,376059.5906495710,2572552.4645463100,2070595.7880044400,373500.2190287420,8423385.5549677200
United States of America,1992,84174.0787290818,225585.6071892470,1054269.7502465700,187625.2983920750,522199.0286258830,1056589.7126349300,401485.1261185510,2642892.8165476300,2084626.8071487600,395259.8728343270,8654708.0984670500
United States of America,1993,74979.8179969941,230145.0329723210,1093212.9554347400,188727.7006076470,535028.3640781380,1091815.7660896500,421091.2888492660,2711854.0391628400,2083846.8233157600,405503.9222360330,8836205.7107433900
