Entity,Year,0 to 4 (UN Population Division (2015)),5 to 14 (UN Population Division (2015)),15 to 24 (UN Population Division (2015)),25 to 60 (UN Population Division (2015)),70+ (UN Population Division (2015))
Jordan,1952,96.682,148.944,99.084,182.665,18.117
Jordan,1953,100.585,157.983,107.346,193.516,19.091
Jordan,1954,105.177,166.179,115.633,204.774,20.186
Jordan,1955,111.262,174.473,124.763,217.963,21.347
Jordan,1956,118.91,185.19,134.995,232.493,22.492
Jordan,1957,128.839,196.171,146.081,249.081,23.333
Jordan,1958,140.178,206.769,157.5,267.025,23.903
Jordan,1959,151.711,216.087,168.444,285.132,24.372
Jordan,1960,162.224,223.425,178.228,302.263,24.957
Jordan,1961,175.519,230.396,184.994,313.608,25.791
Jordan,1962,186.688,237.15,190.812,324.23,26.695
Jordan,1963,197.362,245.515,196.79,336.467,28.063
Jordan,1964,210.557,257.595,204.364,353.252,29.685
Jordan,1965,229.209,274.143,214.423,376.232,31.307
Jordan,1966,249.607,300.79,228.094,405.762,32.797
Jordan,1967,270.327,333.826,245.095,443.103,34.162
Jordan,1968,290.827,370.066,263.593,484.815,35.082
Jordan,1969,309.516,404.803,281.601,526.358,35.687
Jordan,1970,325.062,434.067,298.168,564.675,36.157
Jordan,1971,346.065,459.835,308.589,591.252,36.601
Jordan,1972,364.109,482.235,317.269,613.175,38.537
Jordan,1973,378.728,502.131,325.228,631.774,40.652
Jordan,1974,389.607,521.115,333.849,649.211,42.903
Jordan,1975,397.464,539.981,344.051,667.024,45.207
Jordan,1976,410.646,569.633,353.958,666.34,47.499
Jordan,1977,415.009,600.912,369.792,665.351,50.58
Jordan,1978,414.558,633.066,391.253,664.882,54.198
Jordan,1979,415.243,664.988,417.267,665.857,58.328
Jordan,1980,421.733,695.341,446.741,669.356,62.849
Jordan,1981,425.997,722.782,468.163,698.143,67.54
Jordan,1982,438.039,750.242,490.545,729.944,67.779
Jordan,1983,455.352,776.358,514.666,763.878,67.647
Jordan,1984,473.057,800.327,540.993,799.289,67.481
Jordan,1985,488.407,822.36,569.001,835.577,67.708
Jordan,1986,509.151,848.948,596.774,861.413,48.815
Jordan,1987,521.355,877.037,627.04,889.27,49.19
Jordan,1988,529.972,908.681,660.187,920.343,50.241
Jordan,1989,541.684,946.701,696.681,956.692,51.822
Jordan,1990,559.252,992.767,737.161,1000.641,53.758
Jordan,1991,560.461,1029.065,790.355,1088.857,55.961
Jordan,1992,576.781,1064.328,841.806,1189.448,58.175
Jordan,1993,601.011,1094.236,889.291,1299.341,60.107
Jordan,1994,622.86,1113.909,930.1,1413.044,61.823
Jordan,1995,635.45,1121.973,961.883,1524.729,63.497
Jordan,1996,661.924,1142.121,981.804,1583.363,65.355
Jordan,1997,677.612,1154.766,998.433,1633.529,67.598
Jordan,1998,684.872,1163.266,1013.311,1677.545,70.144
Jordan,1999,688.886,1171.867,1028.153,1718.992,73.227
Jordan,2000,693.882,1182.653,1044.531,1761.724,77.109
Jordan,2001,700.243,1191.951,1056.871,1813.471,81.945
Jordan,2002,702.801,1205.965,1070.409,1868.92,87.336
Jordan,2003,705.098,1225.24,1086.186,1931.641,93.617
Jordan,2004,712.343,1249.784,1105.113,2005.885,100.564
Jordan,2005,730.09,1278.655,1127.24,2093.614,107.876
Jordan,2006,750.063,1320.141,1150.789,2198.979,115.366
Jordan,2007,775.459,1368.577,1177.706,2319.623,121.275
Jordan,2008,805.993,1420.695,1206.944,2449.814,127.118
Jordan,2009,838.415,1472.902,1238.016,2581.979,132.729
Jordan,2010,868.463,1523.131,1270.645,2710.909,137.843
Jordan,2011,897.199,1569.929,1306.555,2833.277,142.352
Jordan,2012,926.724,1612.684,1342.968,2950.343,183.154
Jordan,2013,953.309,1651.355,1378.629,3061.973,189.289
Jordan,2014,972.335,1686.241,1411.859,3168.92,194.387
Jordan,2015,980.405,1717.59,1441.642,3271.756,201.679
Jordan,2016,991.197,1741.536,1461.826,3363.952,204.016
Jordan,2017,990.245,1763.125,1479.034,3449.912,207.593
Jordan,2018,979.984,1782.537,1493.679,3530.7,210.278
Jordan,2019,965.668,1799.278,1506.153,3607.534,212.672
Jordan,2020,951.397,1812.352,1517.078,3681.949,215.494
Jordan,2021,933.046,1822.918,1527.552,3754.756,219.214
Jordan,2022,921.012,1827.408,1535.649,3823.94,226.281
Jordan,2023,913.982,1826.555,1543.488,3892.303,234.405
Jordan,2024,909.086,1821.964,1554,3963.312,243.872
Jordan,2025,904.59,1815.796,1568.786,4038.84,255.019
Jordan,2026,901.225,1808.978,1588.636,4116.19,268.08
Jordan,2027,897.297,1801.217,1612.786,4200.279,284.76
Jordan,2028,893.559,1793.332,1639.491,4289.979,303.35
Jordan,2029,891.679,1786.212,1665.869,4383.067,323.816
Jordan,2030,892.79,1780.135,1689.943,4478.019,346.068
Jordan,2031,895.12,1776.299,1712.234,4573.309,370.089
Jordan,2032,898.111,1774.618,1732.666,4671.471,395.795
Jordan,2033,901.901,1774.569,1750.279,4771.824,422.799
Jordan,2034,906.066,1775.348,1764.039,4874.085,451.318
Jordan,2035,910.319,1776.342,1773.354,4977.735,481.664
Jordan,2036,915.722,1778.833,1778.365,5079.35,514.039
Jordan,2037,920.071,1782.345,1778.657,5182.372,547.174
Jordan,2038,923.495,1786.763,1775.722,5285.259,581.849
Jordan,2039,926.288,1791.876,1771.834,5385.956,617.62
Jordan,2040,928.723,1797.364,1768.539,5483.141,653.842
Jordan,2041,931.655,1804.586,1766.445,5575.036,690.258
Jordan,2042,933.618,1812.202,1764.987,5663.672,724.903
Jordan,2043,934.615,1819.853,1764.337,5749.369,758.971
Jordan,2044,934.522,1827.107,1764.433,5833.034,793.362
Jordan,2045,933.253,1833.595,1765.241,5915.125,829.355
Jordan,2046,931.712,1840.751,1767.745,5994.124,867.661
Jordan,2047,928.838,1846.926,1771.251,6072.153,905.726
Jordan,2048,924.833,1851.83,1775.707,6148.321,945.159
Jordan,2049,920.002,1855.187,1780.903,6221.426,985.138
Jordan,2050,914.536,1856.803,1786.652,6290.873,1024.31
Jordan,2051,908.533,1858.257,1793.926,6356.505,1061.917
Jordan,2052,902.613,1857.556,1801.5,6419.299,1095.819
Jordan,2053,896.701,1854.666,1809.17,6480.441,1127.905
Jordan,2054,890.674,1849.719,1816.586,6541.72,1158.895
Jordan,2055,884.451,1842.983,1823.435,6604.116,1189.729
Jordan,2056,878.813,1836.137,1830.51,6666.549,1221.021
Jordan,2057,873.381,1827.563,1836.683,6730.314,1250.62
Jordan,2058,868.13,1817.531,1841.74,6794.823,1280.146
Jordan,2059,863.098,1806.433,1845.357,6859.223,1310.178
Jordan,2060,858.351,1794.608,1847.288,6922.914,1341.236
Jordan,2061,855.016,1783.622,1848.276,6984.693,1373.59
Jordan,2062,851.632,1772.402,1847.409,7046.449,1405.419
Jordan,2063,848.273,1761.109,1844.718,7107.457,1438.633
Jordan,2064,845.057,1749.891,1840.267,7166.993,1473.047
Jordan,2065,842.122,1738.828,1834.154,7224.571,1508.389
Jordan,2066,840.536,1729.332,1827.187,7278.779,1544.67
Jordan,2067,838.613,1720.429,1818.504,7331.257,1580.053
Jordan,2068,836.453,1712.122,1808.51,7381.707,1616.429
Jordan,2069,834.14,1704.315,1797.714,7429.915,1654.294
Jordan,2070,831.754,1696.847,1786.486,7475.577,1693.839
Jordan,2071,830.172,1690.983,1775.693,7517.535,1734.962
Jordan,2072,828.022,1685.619,1764.512,7557.173,1774.401
Jordan,2073,825.357,1680.56,1753.201,7593.781,1815.644
Jordan,2074,822.216,1675.597,1742.071,7626.896,1858.983
Jordan,2075,818.651,1670.555,1731.387,7656.367,1904.981
Jordan,2076,815.378,1666.755,1722.204,7682.324,1954.131
Jordan,2077,811.437,1662.64,1713.374,7704.924,2002.222
Jordan,2078,806.959,1658.111,1705.037,7723.648,2053.433
Jordan,2079,802.11,1653.056,1697.257,7737.763,2106.773
Jordan,2080,796.976,1647.359,1690.02,7746.771,2160.571
Jordan,2081,791.946,1642.428,1684.457,7751.932,2213.627
Jordan,2082,786.861,1636.501,1679.196,7752.341,2259.361
Jordan,2083,781.704,1629.541,1674.174,7749.089,2304.648
Jordan,2084,776.449,1621.608,1669.245,7743.944,2349.659
Jordan,2085,771.095,1612.838,1664.287,7738.09,2394.472
Jordan,2086,766.45,1605.016,1660.68,7734.116,2439.022
Jordan,2087,761.842,1596.204,1656.719,7729.475,2475.004
Jordan,2088,757.255,1586.535,1652.309,7724.037,2511.245
Jordan,2089,752.704,1576.243,1647.302,7717.711,2547.758
Jordan,2090,748.225,1565.537,1641.596,7710.483,2584.41
Jordan,2091,744.965,1556.344,1636.719,7706.084,2621.157
Jordan,2092,741.49,1546.78,1630.825,7700.844,2648.181
Jordan,2093,737.875,1536.967,1623.957,7694.483,2676.103
Jordan,2094,734.256,1527.027,1616.189,7686.771,2705.056
Jordan,2095,730.747,1517.025,1607.571,7677.5,2735.118
Jordan,2096,728.466,1509.034,1599.937,7671.455,2766.353
Jordan,2097,725.912,1501.011,1591.201,7663.651,
Jordan,2098,723.146,1492.978,1581.587,7653.676,
Jordan,2099,720.198,1484.942,1571.389,7641.16,
Jordan,2100,717.096,1476.88,1560.829,7625.872,
Kazakhstan,1950,740.843,1562.346,1317.186,2824.565,318.39
Kazakhstan,1951,849.554,1483.222,1357.328,2878.179,334.492
Kazakhstan,1952,901.867,1425.108,1433.643,3009.724,349.597
Kazakhstan,1953,950.242,1388.895,1523.543,3172.085,362.155
Kazakhstan,1954,1011.631,1391.902,1609.499,3332.655,371.488
Kazakhstan,1955,1096.029,1433.88,1682.286,3477.353,380.965
Kazakhstan,1956,1173.408,1514.99,1749.925,3613.961,386.7
Kazakhstan,1957,1262.729,1635.256,1804.981,3727.503,389.68
Kazakhstan,1958,1355.616,1783.77,1844.292,3836.209,391.158
Kazakhstan,1959,1443.53,1942.674,1863.776,3968.674,392.048
Kazakhstan,1960,1520.641,2101.778,1862.268,4139.822,397.684
Kazakhstan,1961,1596.084,2265.741,1838.75,4329.5,401.843
Kazakhstan,1962,1664.669,2427.568,1790.705,4549.861,405.339
Kazakhstan,1963,1719.363,2584.697,1737.523,4780.675,409.09
Kazakhstan,1964,1751.934,2735.726,1708.464,4990.255,413.642
Kazakhstan,1965,1755.564,2878.913,1721.969,5160.507,430.702
Kazakhstan,1966,1750.759,3007.784,1768.569,5276.095,446.609
Kazakhstan,1967,1712.235,3124.563,1858.249,5358.476,461.018
Kazakhstan,1968,1652.676,3226.252,1979.689,5418.496,473.768
Kazakhstan,1969,1595.991,3308.066,2111.984,5471.894,484.827
Kazakhstan,1970,1559.43,3365.873,2241.242,5529.805,503.61
Kazakhstan,1971,1507.178,3404.243,2391.614,5591.605,520.817
Kazakhstan,1972,1513.132,3402.275,2532.273,5646.012,536.933
Kazakhstan,1973,1558.144,3367.71,2661.362,5702.785,552.502
Kazakhstan,1974,1608.253,3314.051,2781.456,5773.459,567.659
Kazakhstan,1975,1639.285,3256.344,2892.656,5862.894,585.619
Kazakhstan,1976,1700.939,3187.65,2962.23,5950.517,603.154
Kazakhstan,1977,1721.431,3138.312,3018.749,6061.969,617.785
Kazakhstan,1978,1713.311,3113.459,3057.65,6189.457,626.271
Kazakhstan,1979,1702.747,3111.949,3073.013,6321.298,627.161
Kazakhstan,1980,1708.545,3124.544,3065.531,6452.712,630.229
Kazakhstan,1981,1709.176,3135.365,3075.051,6576.974,627.576
Kazakhstan,1982,1726.312,3154.792,3063.829,6700.371,621.255
Kazakhstan,1983,1756.565,3180.762,3036.189,6828.151,614.008
Kazakhstan,1984,1789.846,3209.272,3002.528,6969.003,422.134
Kazakhstan,1985,1819.358,3237.43,2970.981,7125.072,415.989
Kazakhstan,1986,1855.782,3249.065,2930.612,7306.672,408.034
Kazakhstan,1987,1888.529,3266.031,2889.131,7496.659,403.445
Kazakhstan,1988,1909.433,3287.403,2846.477,7679.74,408.919
Kazakhstan,1989,1907.602,3309.61,2804.218,7836.405,427.064
Kazakhstan,1990,1876.354,3325.747,2765.821,7954.59,449.749
Kazakhstan,1991,1857.072,3320.191,2751.532,7974.383,480.053
Kazakhstan,1992,1787.24,3314.829,2749.791,7968.497,509.85
Kazakhstan,1993,1682.224,3308.931,2752.912,7937.846,529.28
Kazakhstan,1994,1566.974,3298.156,2751.004,7884.663,534.376
Kazakhstan,1995,1461.666,3275.209,2739.431,7814.725,531.791
Kazakhstan,1996,1338.451,3255.688,2729.648,7725.986,520.524
Kazakhstan,1997,1244.621,3214.836,2707.959,7621.376,509.059
Kazakhstan,1998,1180.262,3155.654,2684.902,7523.483,506.192
Kazakhstan,1999,1139.588,3086.068,2675.803,7459.951,514.382
Kazakhstan,2000,1117.392,3017.296,2689.971,7444.535,524.287
Kazakhstan,2001,1088.123,2932.502,2741.9,7494.454,541.046
Kazakhstan,2002,1095.919,2838.728,2813.613,7587.821,560.558
Kazakhstan,2003,1132.043,2740.597,2894.911,7707.541,576.391
Kazakhstan,2004,1185.463,2645.389,2969.667,7830.324,585.469
Kazakhstan,2005,1244.774,2561.587,3026.242,7944.732,599.47
Kazakhstan,2006,1316.724,2491.541,3068.26,8029.09,611.237
Kazakhstan,2007,1387.901,2429.113,3105.061,8104.669,620.327
Kazakhstan,2008,1456.035,2379.979,3134.525,8185.939,624.273
Kazakhstan,2009,1524.949,2349.894,3149.838,8294.467,620.456
Kazakhstan,2010,1602.525,2341.097,3143.029,8441.472,814.148
Kazakhstan,2011,1706.889,2353.124,3085.081,8611.392,806.615
Kazakhstan,2012,1793.399,2407.352,2997.258,8818.934,795.365
Kazakhstan,2013,1865.465,2499.285,2884.625,9042.726,784.949
Kazakhstan,2014,1919.293,2620.016,2761.154,9260.278,780.98
Kazakhstan,2015,1948.448,2760.554,2639.296,9462.78,816.533
Kazakhstan,2016,1946.699,2926.879,2523.968,9651.223,853.31
Kazakhstan,2017,1920.536,3101.221,2418.115,9829.233,893.54
Kazakhstan,2018,1876.674,3272.764,2332.189,9989.908,933.184
Kazakhstan,2019,1827.814,3428.429,2278.856,10122.54,970.465
Kazakhstan,2020,1782.387,3559.861,2265.92,10221.656,1016.209
Kazakhstan,2021,1703.535,3671.52,2298.804,10299.345,1057.75
Kazakhstan,2022,1665.853,3737.078,2368.876,10332.145,1098.995
Kazakhstan,2023,1655.196,3759.423,2472.073,10338.287,1144.281
Kazakhstan,2024,1649.395,3748.885,2600.455,10340.931,1194.412
Kazakhstan,2025,1632.463,3718.867,2746.435,10351.724,1257.435
Kazakhstan,2026,1630.866,3671.435,2904.834,10336.827,1323.818
Kazakhstan,2027,1611.905,3609.718,3080.727,10334.331,1387.935
Kazakhstan,2028,1580.992,3540.726,3258.976,10344.042,1442.356
Kazakhstan,2029,1551.749,3471.635,3417.583,10364.045,1483.436
Kazakhstan,2030,1534.158,3404.845,3542.445,10396.302,1520.799
Kazakhstan,2031,1524.488,3343.404,3635.8,10431.713,1545.653
Kazakhstan,2032,1521.853,3289.266,3693.499,10483.264,1562.725
Kazakhstan,2033,1526.38,3241.675,3718.746,10554.749,1578.355
Kazakhstan,2034,1534.566,3198.323,3719.461,10652.262,1595.997
Kazakhstan,2035,1544.599,3158.143,3701.297,10777.274,1624.917
Kazakhstan,2036,1562.019,3125.409,3663.53,10911.414,1653.003
Kazakhstan,2037,1578.785,3100.289,3605.094,11072.542,1679.696
Kazakhstan,2038,1595.04,3083.149,3533.501,11247.984,1703.405
Kazakhstan,2039,1611.601,3073.764,3459.343,11420.16,1723.151
Kazakhstan,2040,1629.059,3071.263,3390.007,11578.397,1753.819
Kazakhstan,2041,1649.939,3077.473,3327.255,11707.289,1781.159
Kazakhstan,2042,1667.983,3091.695,3272.582,11824.247,1805.669
Kazakhstan,2043,1683.498,3112.588,3225.407,11930.965,1827.901
Kazakhstan,2044,1696.519,3138.187,3183.411,12032.658,1848.698
Kazakhstan,2045,1707.099,3166.609,3145.515,12132.638,1884.272
Kazakhstan,2046,1715.593,3198.841,3114.11,12212.036,1915.257
Kazakhstan,2047,1720.798,3232.626,3089.245,12288.21,1946.946
Kazakhstan,2048,1722.82,3266.592,3071.569,12360.58,1986.019
Kazakhstan,2049,1721.533,3299.233,3061.787,12428.707,2034.914
Kazakhstan,2050,1716.689,3329.339,3060.147,12492.308,2107.08
Kazakhstan,2051,1707.338,3357.57,3067.018,12534.8,2185.62
Kazakhstan,2052,1696.069,3380.984,3081.498,12576.689,2264.606
Kazakhstan,2053,1682.924,3398.842,3102.346,12614.409,2336.132
Kazakhstan,2054,1668.072,3410.86,3127.74,12643.066,2395.932
Kazakhstan,2055,1651.557,3417.292,3156.283,12661.255,2457.943
Kazakhstan,2056,1632.077,3419.474,3188.28,12655.149,2508.681
Kazakhstan,2057,1613.753,3414.229,3222.061,12642.473,2546.857
Kazakhstan,2058,1596.458,3402.162,3256.314,12630.288,2569.704
Kazakhstan,2059,1580.184,3384.422,3289.233,12627.59,2575.468
Kazakhstan,2060,1564.868,3362.261,3319.255,12639.429,2576.278
Kazakhstan,2061,1550.923,3337.737,3346.549,12649.413,2562.324
Kazakhstan,2062,1539.498,3309.122,3369.799,12673.185,2537.316
Kazakhstan,2063,1530.237,3277.522,3388.214,12712.683,2505.674
Kazakhstan,2064,1522.856,3244.393,3400.964,12771.056,2470.825
Kazakhstan,2065,1517.323,3211.073,3407.548,12849.856,2447.572
Kazakhstan,2066,1516.349,3179.752,3408.33,12932.012,2421.24
Kazakhstan,2067,1515.681,3150.156,3402.734,13032.613,2397.469
Kazakhstan,2068,1515.553,3123.008,3391.205,13146.799,2384.248
Kazakhstan,2069,1516.317,3098.75,3374.498,13268.804,2386.584
Kazakhstan,2070,1518.35,3077.39,3353.31,13394.29,2420.432
Kazakhstan,2071,1523.66,3060.303,3328.14,13504.667,2465.934
Kazakhstan,2072,1527.843,3047.6,3299.063,13618.923,2523.372
Kazakhstan,2073,1531.28,3039.041,3267.425,13730.068,2591.946
Kazakhstan,2074,1534.217,3033.875,3235.002,13828.965,2669.779
Kazakhstan,2075,1536.87,3031.207,3203.141,13909.967,2769.782
Kazakhstan,2076,1539.793,3031.708,3172.394,13955.331,2878.774
Kazakhstan,2077,1541.327,3034.794,3142.98,13986.738,2990.397
Kazakhstan,2078,1541.532,3039.62,3115.597,14003.577,3095.384
Kazakhstan,2079,1540.391,3045.24,3091.143,14006.158,3188.555
Kazakhstan,2080,1537.915,3050.984,3070.376,13995.774,3279.169
Kazakhstan,2081,1534.111,3057.841,3054.335,13957.234,3358.971
Kazakhstan,2082,1529.098,3063.534,3041.968,13906.733,3429.207
Kazakhstan,2083,1522.935,3067.699,3033.185,13850.632,3492.005
Kazakhstan,2084,1515.671,3070.141,3027.621,13798.284,3548.891
Kazakhstan,2085,1507.229,3070.709,3024.849,13755.157,3600.494
Kazakhstan,2086,1497.647,3070.921,3026.081,13709.053,3644.341
Kazakhstan,2087,1487.72,3067.933,3029.454,13671.961,3681.234
Kazakhstan,2088,1477.468,3061.816,3034.367,13642.79,3712.421
Kazakhstan,2089,1466.955,3052.83,3039.852,13619.671,3738.915
Kazakhstan,2090,1456.16,3041.282,3045.063,13601.384,3759.78
Kazakhstan,2091,1445.862,3029.868,3051.956,13581.805,3774.777
Kazakhstan,2092,1436.225,3015.546,3057.92,13568.996,3785.948
Kazakhstan,2093,1427.192,2998.729,3062.506,13562.475,3795.361
Kazakhstan,2094,1418.606,2979.95,3065.08,13561.548,3803.716
Kazakhstan,2095,1410.28,2959.794,3065.182,13565.582,
Kazakhstan,2096,1404.244,2941.195,3064.889,13568.797,
Kazakhstan,2097,1398.562,2921.856,3061.878,13578.31,
Kazakhstan,2098,1393.28,2902.164,3056.091,13592.019,
Kazakhstan,2099,1388.801,2882.485,3047.506,13607.421,
Kazakhstan,2100,1385.993,2863.13,3036.208,13622.858,
Kenya,1950,1056.233,1360.522,1149.547,2379.798,130.657
Kenya,1951,1135.998,1387.354,1169.515,2412.406,134.904
Kenya,1952,1201.258,1429.287,1190.409,2452.642,138.784
Kenya,1953,1257.801,1485.319,1209.775,2498.162,142.066
Kenya,1954,1309.125,1553.682,1225.848,2548.998,144.647
Kenya,1955,1360.801,1629.028,1238.335,2605.253,146.522
Kenya,1956,1418.423,1721.078,1241.996,2652.834,151.881
Kenya,1957,1467.527,1825.334,1244.198,2707.716,156.647
Kenya,1958,1512.992,1936.451,1248.201,2767.619,160.737
Kenya,1959,1559.635,2047.452,1259.344,2829.936,164.113
Kenya,1960,1611.526,2152.511,1281.5,2893.093,166.81
Kenya,1961,1665.529,2267.377,1309.356,2945.985,173.195
Kenya,1962,1722.6,2378.986,1348.254,3000.346,178.787
Kenya,1963,1783.226,2486.171,1399.124,3056.157,183.747
Kenya,1964,1846.744,2588.926,1462.874,3113.34,188.274
Kenya,1965,1913.564,2687.101,1539.801,3171.792,192.444
Kenya,1966,1990.201,2793.088,1622.468,3216.948,199.8
Kenya,1967,2059.94,2902.032,1719.672,3266.125,206.72
Kenya,1968,2127.375,3013.436,1827.046,3321.291,213.102
Kenya,1969,2199.464,3126.203,1937.961,3385.27,218.819
Kenya,1970,2282.448,3237.826,2048.301,3460.043,223.848
Kenya,1971,2375.805,3362.492,2152.181,3534.795,232.206
Kenya,1972,2472.264,3493.173,2256.154,3621.817,239.757
Kenya,1973,2572.838,3628.727,2360.409,3721.275,246.561
Kenya,1974,2676.89,3768.114,2466.159,3833.531,252.753
Kenya,1975,2785.212,3909.741,2574.32,3958.548,258.42
Kenya,1976,2905.415,4064.627,2676.026,4082.618,267.288
Kenya,1977,3015.469,4231.888,2781.274,4222.998,275.558
Kenya,1978,3120.552,4409.655,2890.516,4377.71,283.165
Kenya,1979,3228.653,4594.554,3004.405,4543.8,290.002
Kenya,1980,3346.859,4781.792,3123.747,4719.431,296.077
Kenya,1981,3472.699,4985.064,3243.269,4894.429,305.72
Kenya,1982,3599.357,5196.478,3369.211,5080.246,314.486
Kenya,1983,3726.473,5413.21,3502.213,5276.958,322.477
Kenya,1984,3851.364,5632.405,3643.436,5485.521,329.873
Kenya,1985,3972.733,5851.094,3793.692,5706.361,336.833
Kenya,1986,4100.412,6079.853,3944.858,5921.822,346.779
Kenya,1987,4212.322,6314.314,4106.359,6151.347,356.002
Kenya,1988,4309.18,6552.041,4278.124,6395.038,364.621
Kenya,1989,4390.21,6790.551,4460.615,6654.044,372.818
Kenya,1990,4456.263,7025.159,4654.368,6929.635,292.545
Kenya,1991,4518.313,7263.243,4855.49,7204.337,299.285
Kenya,1992,4547.042,7504.304,5070.619,7503.447,306.881
Kenya,1993,4556.038,7736.823,5294.323,7821.877,315.535
Kenya,1994,4566.357,7944.742,5518.903,8151.521,325.293
Kenya,1995,4593.541,8115.754,5739.239,8487.483,336.203
Kenya,1996,4621.474,8308.69,5956.331,8775.818,346.876
Kenya,1997,4694.693,8452.944,6170.879,9055.077,357.338
Kenya,1998,4803.632,8556.139,6387.124,9335.096,368.488
Kenya,1999,4930.937,8633.833,6610.867,9628.89,381.353
Kenya,2000,5065.673,8702.15,6842.742,9943.815,396.37
Kenya,2001,5246.195,8782.936,7056.666,10245.927,409.838
Kenya,2002,5414.085,8874.566,7282.118,10569.606,424.593
Kenya,2003,5572.455,8984.176,7507.784,10915.729,440.115
Kenya,2004,5729.599,9117.335,7717.698,11284.222,455.45
Kenya,2005,5893.498,9272.596,7902.328,11676.394,470.156
Kenya,2006,6081.492,9453.773,8026.592,12101.639,479.965
Kenya,2007,6240.999,9681.716,8133.173,12555.271,489.938
Kenya,2008,6381.562,9948.118,8226.164,13034.173,499.805
Kenya,2009,6512.888,10239.025,8314.602,13536.438,508.779
Kenya,2010,6644.005,10539.76,8406.317,14061.041,516.751
Kenya,2011,6762.327,10851.554,8486.928,14627.976,519.563
Kenya,2012,6871.401,11176.504,8570.775,15221.36,521.816
Kenya,2013,6974.256,11505.15,8668.37,15830.611,526.247
Kenya,2014,7072.211,11826.638,8795.025,16441.244,536.038
Kenya,2015,7166.489,12132.761,8960.324,17044.275,746.453
Kenya,2016,7250.069,12436.796,9155.526,17634.288,774.77
Kenya,2017,7333.627,12720.62,9389.836,18217.499,805.346
Kenya,2018,7416.781,12982.808,9657.563,18799.585,838.582
Kenya,2019,7498.972,13224.415,9947.963,19389.066,875.083
Kenya,2020,7580.488,13446.711,10252.804,19991.433,915.286
Kenya,2021,7670.826,13668.076,10563.173,20580.195,965.591
Kenya,2022,7754.199,13874.716,10888.948,21182.975,1017.978
Kenya,2023,7834.055,14067.856,11221.918,21805.657,1071.779
Kenya,2024,7916.011,14249.589,11550.517,22455.611,1126.023
Kenya,2025,8005.364,14420.404,11866.684,23137.446,1180.272
Kenya,2026,8110.242,14599.056,12160.36,23828.866,1240.264
Kenya,2027,8213.012,14776.28,12439.815,24554.666,1299.337
Kenya,2028,8315.49,14951.948,12704.933,25313.499,1357.492
Kenya,2029,8418.762,15125.836,12957.039,26103.48,1414.527
Kenya,2030,8524.97,15296.784,13196.92,26922.666,1470.561
Kenya,2031,8647.688,15481.344,13413.786,27746.172,1531.067
Kenya,2032,8759.328,15674.238,13618.268,28601.535,1590.391
Kenya,2033,8863.29,15873.476,13812.955,29483.737,1648.784
Kenya,2034,8963.636,16075.817,14001.728,30386.94,1706.38
Kenya,2035,9064.356,16276.982,14187.532,31306.837,1763.868
Kenya,2036,9173.506,16492.013,14363.779,32218.879,1828.594
Kenya,2037,9272.409,16712.686,14538.941,33148.627,1892.774
Kenya,2038,9363.8,16935.328,14715.216,34091.552,1958.755
Kenya,2039,9450.224,17155.465,14895.097,35043.208,2029.421
Kenya,2040,9534.259,17368.868,15080.314,36000.368,2106.916
Kenya,2041,9621.282,17590.182,15266.785,36937.988,2199.529
Kenya,2042,9701.229,17807.497,15459.482,37882.359,2297.029
Kenya,2043,9775.259,18018.226,15658.819,38830.906,2401.708
Kenya,2044,9844.101,18220.11,15864.608,39781.066,2516.421
Kenya,2045,9908.711,18411.223,16076.349,40730.942,2643.271
Kenya,2046,9976.182,18605.381,16290.825,41653.857,2790.222
Kenya,2047,10035.772,18790.746,16510.868,42580.168,2945.917
Kenya,2048,10089.342,18965.913,16734.642,43508.955,3112.005
Kenya,2049,10139.503,19129.864,16958.933,44439.191,3290.617
Kenya,2050,10188.5,19281.595,17181.213,45370.144,3483.184
Kenya,2051,10242.016,19436.46,17400.814,46276.313,3694.085
Kenya,2052,10292.99,19581.033,17616.772,47188.126,3913.484
Kenya,2053,10341.493,19714.852,17828.276,48106.209,4141.149
Kenya,2054,10387.112,19838.065,18034.103,49031.581,4376.724
Kenya,2055,10430.137,19950.839,18233.052,49964.558,4619.847
Kenya,2056,10482.705,20069.989,18425.394,50876.575,4869.13
Kenya,2057,10527.259,20183.204,18609.776,51800.342,5122.404
Kenya,2058,10565.466,20290.146,18785.973,52738.667,5375.08
Kenya,2059,10599.659,20390.303,18953.493,53696.481,5620.248
Kenya,2060,10632.055,20482.52,19111.979,54675.609,5854.73
Kenya,2061,10672.532,20583.996,19264.227,55647.682,6076.341
Kenya,2062,10705.983,20681.527,19407.216,56642.675,6285.781
Kenya,2063,10733.861,20773.763,19541.938,57653.599,6488.355
Kenya,2064,10757.482,20859.018,19669.546,58672.377,6690.797
Kenya,2065,10778.307,20935.665,19790.802,59693.026,6897.912
Kenya,2066,10805.465,21021.077,19909.854,60687.333,7106.582
Kenya,2067,10826.378,21100.697,20022.438,61687.726,7315.108
Kenya,2068,10841.835,21173.383,20129.666,62686.799,7529.572
Kenya,2069,10852.525,21237.995,20232.626,63675.805,7757.542
Kenya,2070,10859.381,21293.475,20331.956,64648.677,8003.97
Kenya,2071,10872.186,21356.736,20432.513,65574.148,8268.012
Kenya,2072,10877.685,21413.063,20529.34,66489.119,8544.942
Kenya,2073,10876.772,21461.406,20622.299,67391.49,8836.132
