Entity,Year,Suicide rate (WHO (2005)),Male-Female Ratio of Suicide Rate (WHO (2005))
Lithuania,2002,40.14809,7.338491262
Lithuania,2003,37.27885,6.108692862
Lithuania,2004,35.41642,5.63534718
Lithuania,2005,33.34186,
Luxembourg,2002,13.37934,
Luxembourg,2004,12.40591812,3.394283323
Luxembourg,2005,12.40591812,
Macedonia,1991,7.765689,1.965916941
Macedonia,1992,7.501061,1.91219611
Macedonia,1993,7.622634,1.835120725
Macedonia,1994,6.485308,1.740529571
Macedonia,1995,6.490004,1.998459051
Macedonia,1996,7.150447,2.586665682
Macedonia,1997,7.442236,2.958392478
Macedonia,1998,7.267076,1.798074999
Macedonia,1999,7.848403,2.372561094
Macedonia,2000,6.824161,2.38605126
Macedonia,2001,6.719395,3.226565818
Macedonia,2002,6.791909,2.237042589
Macedonia,2003,6.100502,2.61798713
Macedonia,2004,7.876878262,3.695168165
Macedonia,2005,7.876878262,
Madagascar,2002,6.373168,
Madagascar,2004,5.767406464,1.769818735
Madagascar,2005,5.767406464,
Malawi,2002,10.96042,
Malawi,2004,10.17173481,2.172796069
Malawi,2005,10.17173481,
Malaysia,2002,7.963536,
Malaysia,2004,8.2110672,2.153611645
Malaysia,2005,8.2110672,
Maldives,2002,7.300285,
Maldives,2004,22.35347939,1.248517624
Maldives,2005,22.35347939,
Mali,2002,8.259055,
Mali,2004,8.262892723,2.392694628
Mali,2005,8.262892723,
Malta,2002,5.507131,
Malta,2004,4.551121235,2.281783775
Malta,2005,4.551121235,
Marshall Islands,2002,7.360439,
Marshall Islands,2004,7.202383518,1.062101027
Marshall Islands,2005,7.202383518,
Mauritania,2002,7.77528,
Mauritania,2004,6.882952213,1.79935687
Mauritania,2005,6.882952213,
Mauritius,1961,4.575146,9.816575986
Mauritius,1962,2.866556,4.784879453
Mauritius,1963,3.674238,10.02973783
Mauritius,1964,3.898995,4.661986882
Mauritius,1965,5.183848,12.40560315
Mauritius,1966,5.288391,3.804322577
Mauritius,1967,3.35965,2.659585492
Mauritius,1968,2.956564,2.415669955
Mauritius,1969,1.786333,14.15207582
Mauritius,1970,2.527642,4.569369505
Mauritius,1971,5.022974,3.033849512
Mauritius,1972,2.872094,4.534935302
Mauritius,1973,7.917421,2.974387005
Mauritius,1974,5.022285,3.362613718
Mauritius,1975,8.736613,2.688225545
Mauritius,1976,6.924563,1.607532939
Mauritius,1977,6.4922,2.682547865
Mauritius,1978,8.419885,3.645001841
Mauritius,1979,7.73685,3.223731283
Mauritius,1980,3.122026,
Mauritius,1981,1.948461,1.351369679
Mauritius,1982,1.771049,4.242766416
Mauritius,1983,1.814936,0.942274676
Mauritius,1984,12.25493,1.60025123
Mauritius,1985,11.18559,1.998527887
Mauritius,1986,2.588358,2.877116886
Mauritius,1987,14.24688,1.828533288
Mauritius,1988,16.99933,2.439699627
Mauritius,1989,14.67297,3.115545471
Mauritius,1990,14.39157,1.901628511
Mauritius,1991,13.29185,2.350082824
Mauritius,1992,14.20034,2.440618455
Mauritius,1993,12.86847,2.25632672
Mauritius,1994,11.57039,5.055793072
Mauritius,1995,13.88624,3.59708454
Mauritius,1996,13.75605,3.254750022
Mauritius,1997,10.78208,5.158883673
Mauritius,1998,13.34664,2.838593674
Mauritius,1999,14.30555,2.20536925
Mauritius,2000,11.52222,3.677305793
Mauritius,2001,9.511007,2.136808695
Mauritius,2002,10.81601,3.71627423
Mauritius,2003,7.373404,2.753936083
Mauritius,2004,7.767069,3.513487711
Mauritius,2005,8.08154,
Mexico,1955,1.542594,3.470867588
Mexico,1956,1.992249,3.02392847
Mexico,1957,2.008836,3.09259487
Mexico,1958,2.393625,3.433357418
Mexico,1959,2.610376,3.56870976
Mexico,1960,2.510826,3.007137767
Mexico,1961,2.354637,3.849490482
Mexico,1962,2.212371,5.100344941
Mexico,1963,2.472383,3.686799302
Mexico,1964,2.430185,3.618205087
Mexico,1965,2.298479,3.088538884
Mexico,1966,2.24384,3.313374909
Mexico,1967,2.701641,3.292973569
Mexico,1968,2.141833,4.263740416
Mexico,1969,1.006855,5.921951952
Mexico,1970,1.603558,4.884783538
Mexico,1971,0.9858096,5.144161002
Mexico,1972,0.9885219,4.819741491
Mexico,1973,0.9116459,5.149579666
Mexico,1974,2.820369,4.784478963
Mexico,1975,2.292054,5.191706127
Mexico,1976,2.120096,4.522186766
Mexico,1977,2.3518,4.967793619
Mexico,1978,2.215146,4.309610151
Mexico,1979,2.061273,4.479135199
Mexico,1980,1.796119,4.412972887
Mexico,1981,2.207851,4.087251525
Mexico,1982,2.146268,4.330940161
Mexico,1983,1.92694,4.315805033
Mexico,1984,1.554713,6.109392353
Mexico,1985,2.517403,5.772899504
Mexico,1986,2.761398,6.704267863
Mexico,1987,2.730824,5.757144215
Mexico,1988,2.657209,6.066753624
Mexico,1989,2.869194,6.322706505
Mexico,1990,2.86492,6.972066032
Mexico,1991,2.96753,6.445298206
Mexico,1992,3.143804,6.636448929
Mexico,1993,3.216493,7.124215471
Mexico,1994,3.438644,6.738485718
Mexico,1995,3.653995,6.598261806
Mexico,1996,3.634392,6.09754045
Mexico,1997,3.837153,6.142243065
Mexico,1998,3.716372,6.370482921
Mexico,1999,3.641276,6.336265807
Mexico,2000,3.724148,6.19102111
Mexico,2001,4.013422,5.230734589
Mexico,2002,3.987383,5.434984077
Mexico,2003,4.202872,5.444061935
Mexico,2004,4.157453,5.612307792
Mexico,2005,4.288574,
Micronesia (country),2002,5.021117,
Micronesia (country),2004,4.762269974,1.10338456
Micronesia (country),2005,4.762269974,
Moldova,1981,20.19888,3.023717449
Moldova,1982,20.85837,3.308697898
Moldova,1985,20.84619,3.800697675
Moldova,1986,18.78923,2.975287901
Moldova,1987,17.09118,2.634366369
Moldova,1988,16.99799,2.9919466
Moldova,1989,17.43347,3.416565234
Moldova,1990,15.1531,4.031734434
Moldova,1991,16.87156,3.256458062
Moldova,1992,15.97782,4.217501034
Moldova,1993,16.81451,4.280812759
Moldova,1994,18.20349,4.249314923
Moldova,1995,18.43415,4.047241939
Moldova,1996,17.63706,5.442049348
Moldova,1997,17.05586,5.145916808
Moldova,1998,15.5725,4.885211601
Moldova,1999,15.46219,5.955596885
Moldova,2000,14.19726,7.231188918
Moldova,2001,16.23094,6.117604874
Moldova,2002,15.16075,5.794819677
Moldova,2003,15.89185,7.36248994
Moldova,2004,15.15584,6.016782013
Moldova,2005,15.53849,
Monaco,2002,11.5589,
Monaco,2004,11.1510725,2.425708119
Monaco,2005,11.1510725,
Mongolia,2002,14.31175,
Mongolia,2004,13.08961582,3.858107867
Mongolia,2005,13.08961582,
Morocco,2002,2.431653,
Morocco,2004,2.109413624,1.0050237
Morocco,2005,2.109413624,
Mozambique,2002,6.14396,
Mozambique,2004,10.55037498,1.898179484
Mozambique,2005,10.55037498,
Myanmar,2002,11.47028,
Myanmar,2004,10.11499691,1.398082086
Myanmar,2005,10.11499691,
Namibia,2002,9.535017,
Namibia,2004,8.021969795,1.734348334
Namibia,2005,8.021969795,
Nauru,2002,4.069722,
Nauru,2004,4.079525471,0
Nauru,2005,4.079525471,
Nepal,2002,12.42371,
Nepal,2004,11.65520954,1.125403856
Nepal,2005,11.65520954,
Netherlands,1950,5.820827,2.147010652
Netherlands,1951,6.296042,2.006613829
Netherlands,1952,6.490525,1.966645444
Netherlands,1953,6.708554,1.974752055
Netherlands,1954,6.418634,2.097053282
Netherlands,1955,6.137309,1.761619675
Netherlands,1956,6.024011,1.558594937
Netherlands,1957,6.402703,1.47989037
Netherlands,1958,6.724334,1.796629401
Netherlands,1959,6.99654,1.72772598
Netherlands,1960,6.644284,1.722974602
Netherlands,1961,6.562959,1.928497319
Netherlands,1962,6.530163,1.60103672
Netherlands,1963,6.089311,1.851262107
Netherlands,1964,6.484751,1.764308895
Netherlands,1965,6.784865,1.75471476
Netherlands,1966,6.974983,1.809155156
Netherlands,1967,6.155667,1.89660721
Netherlands,1968,6.136596,1.799239667
Netherlands,1969,7.181813,1.688485569
Netherlands,1970,7.819364,1.710778597
Netherlands,1971,7.983579,1.575832785
Netherlands,1972,7.96256,1.632403154
Netherlands,1973,8.476431,1.397697954
Netherlands,1974,8.901922,1.567778252
Netherlands,1975,8.604482,1.580253518
Netherlands,1976,9.035349,1.78771932
Netherlands,1977,8.780551,1.773521286
Netherlands,1978,9.135732,1.421645426
Netherlands,1979,9.801365,1.368493763
Netherlands,1980,9.371664,1.810935652
Netherlands,1981,9.240136,1.64731735
Netherlands,1982,9.772309,1.63501117
Netherlands,1983,10.76355,1.649800496
Netherlands,1984,11.09751,1.670566453
Netherlands,1985,10.10531,1.892997643
Netherlands,1986,9.736112,1.74392254
Netherlands,1987,9.683856,1.696125761
Netherlands,1988,9.006235,1.851462063
Netherlands,1989,8.992529,1.781571205
Netherlands,1990,8.410317,1.827243541
Netherlands,1991,9.204144,1.919534706
Netherlands,1992,8.964912,2.0266941
Netherlands,1993,8.777864,2.073645647
Netherlands,1994,8.8611,2.27023519
Netherlands,1995,8.446718,2.072794858
Netherlands,1996,8.656008,2.093748039
Netherlands,1997,8.704878,2.141359489
Netherlands,1998,8.236586,2.147345205
Netherlands,1999,8.246371,2.121789281
Netherlands,2000,8.000276,2.172852672
Netherlands,2001,7.799189,2.274700778
Netherlands,2002,8.234311,2.265242943
Netherlands,2003,7.788221,2.300795947
Netherlands,2004,7.801102,2.261974111
Netherlands,2005,8.164005,
New Zealand,1950,9.0554,3.099351621
New Zealand,1951,9.763074,3.192203749
New Zealand,1952,10.14251,3.038104649
New Zealand,1953,9.711038,2.58072817
New Zealand,1954,8.59666,3.254685143
New Zealand,1955,9.072195,2.746938213
New Zealand,1956,9.458788,2.041590482
New Zealand,1957,10.02139,2.55057028
New Zealand,1958,10.16197,3.065286824
New Zealand,1959,9.24017,3.465901056
New Zealand,1960,10.2839,2.663792912
New Zealand,1961,9.060349,3.319272458
New Zealand,1962,9.04999,2.199799381
New Zealand,1963,10.28979,1.916941423
New Zealand,1964,8.602016,1.639818674
New Zealand,1965,9.86611,2.072060836
New Zealand,1966,9.772851,1.807729404
New Zealand,1967,10.93388,2.494088563
New Zealand,1968,10.42069,2.169633871
New Zealand,1969,10.73066,1.957154589
New Zealand,1970,10.19759,2.061647058
New Zealand,1971,8.871929,1.772101856
New Zealand,1972,9.487917,2.017789129
New Zealand,1973,9.232681,2.476784138
New Zealand,1974,9.549904,2.241659214
New Zealand,1975,10.10023,2.073343754
New Zealand,1976,9.691712,2.197260372
New Zealand,1977,12.40648,2.416927367
New Zealand,1978,10.64097,1.856556836
New Zealand,1979,9.95038,2.550673461
New Zealand,1980,10.79644,2.113990003
New Zealand,1981,10.18198,3.273965545
New Zealand,1982,11.27103,2.458294159
New Zealand,1983,10.73867,2.481562517
New Zealand,1984,11.66898,3.381142079
New Zealand,1985,9.995724,3.168344258
New Zealand,1986,12.30094,2.778745729
New Zealand,1987,13.5976,3.735104481
New Zealand,1988,13.98206,3.977133153
New Zealand,1989,13.45858,4.151844641
New Zealand,1990,13.10906,4.178238105
New Zealand,1991,13.20053,4.219641175
New Zealand,1992,13.61933,4.283106341
New Zealand,1993,12.02431,3.868852059
New Zealand,1994,13.67746,4.217683474
New Zealand,1995,14.53862,3.850682082
New Zealand,1996,14.21908,3.865171331
New Zealand,1997,14.83414,3.740708262
New Zealand,1998,15.02567,3.462256288
New Zealand,1999,13.34678,3.040444584
New Zealand,2000,11.83916,4.779578087
New Zealand,2001,12.91569,3.459028727
New Zealand,2002,11.67196,3.218010278
New Zealand,2003,12.41268,2.794527975
New Zealand,2004,11.81556,3.511448179
New Zealand,2005,12.17976,
Nicaragua,2002,13.15647,
Nicaragua,2004,12.12226868,3.715417387
Nicaragua,2005,12.12226868,
Niger,2002,9.237587,
Niger,2004,9.257975578,2.585855798
Niger,2005,9.257975578,
Nigeria,2002,7.281508,
Nigeria,2004,7.631049633,1.960473789
Nigeria,2005,7.631049633,
Niue,2002,4.409268,
Niue,2004,4.217076302,1.309860577
Niue,2005,4.217076302,
North Korea,2002,5.166117,
North Korea,2004,4.735673428,1.455231028
North Korea,2005,4.735673428,
Norway,1951,5.949848,3.817543953
Norway,1952,6.338094,2.992164485
Norway,1953,6.933944,2.745877408
Norway,1954,6.780933,4.947586559
Norway,1955,6.805039,3.84792721
Norway,1956,6.656648,4.481441392
Norway,1957,6.65373,4.198125783
Norway,1958,6.561034,4.541577398
Norway,1959,7.132935,3.133932901
Norway,1960,6.053056,4.37348608
Norway,1961,6.249229,4.079741055
Norway,1962,7.249916,4.250308939
Norway,1963,7.292679,2.890413626
Norway,1964,6.609901,3.820692123
Norway,1965,7.193688,3.455790607
Norway,1966,6.464213,3.195174106
Norway,1967,6.344692,3.110379935
Norway,1968,7.568803,3.284268796
Norway,1969,7.584558,3.987725361
Norway,1970,7.94972,2.404369273
Norway,1971,7.772841,2.948691968
Norway,1972,8.516699,2.531303479
Norway,1973,8.158231,3.288264756
Norway,1974,9.948808,3.654910851
Norway,1975,9.354595,2.606064643
Norway,1976,10.17054,2.853358514
Norway,1977,11.02213,2.795009472
Norway,1978,11.18785,2.766533641
Norway,1979,11.58347,2.348803873
Norway,1980,11.61248,2.807605809
Norway,1981,12.13646,2.985937265
Norway,1982,13.33471,2.762935539
Norway,1983,13.70544,2.687540004
Norway,1984,13.35334,3.119005583
Norway,1985,13.37068,2.786867961
Norway,1986,13.01929,2.773636247
Norway,1987,14.25503,2.984803954
Norway,1988,15.64157,2.670180874
Norway,1989,14.2321,2.790783392
Norway,1990,14.02974,3.000886599
Norway,1991,14.41485,3.069300568
Norway,1992,13.0069,2.827439057
Norway,1993,12.28191,3.372412933
Norway,1994,11.38587,2.67412438
Norway,1995,11.55208,3.090383228
Norway,1996,10.7995,3.008825582
Norway,1997,10.91138,2.738085131
Norway,1998,11.60942,2.814865784
Norway,1999,12.41599,2.849619614
Norway,2000,11.44005,3.2238293
Norway,2001,11.28768,2.919713278
Norway,2002,9.992784,2.74918147
Norway,2003,10.35183,2.960253518
Norway,2004,10.72357,2.157884878
Norway,2005,10.823,
Oman,2002,3.814847,
Oman,2004,3.716739416,11.30264588
Oman,2005,3.716739416,
Pakistan,2002,13.96756,
Pakistan,2004,12.86981487,0.982860794
Pakistan,2005,12.86981487,
Palau,2002,5.579326,
Palau,2004,5.554276466,1.337889492
Palau,2005,5.554276466,
Panama,1984,1.634696,4.954357995
Panama,1985,3.117213,3.695476978
Panama,1986,4.503479,5.260196711
Panama,1987,4.578268,3.413908973
Panama,1988,4.238075,3.361153411
Panama,1989,3.407573,6.573036447
Panama,1996,4.583152,6.6245573
Panama,1997,5.682899,5.761552689
Panama,1998,5.705083,5.083716795
Panama,1999,5.420964,6.873224586
Panama,2000,5.349835,7.108970168
Panama,2001,5.826587,5.992088579
Panama,2002,5.814389,4.389134975
Panama,2003,6.69641,8.544194268
Panama,2004,6.195792,4.74316545
Panama,2005,6.1052819,
Papua New Guinea,2002,12.44662,
Papua New Guinea,2004,11.95694065,1.39192633
Papua New Guinea,2005,11.95694065,
Paraguay,1994,3.006316,3.190855678
Paraguay,1995,2.912517,2.917153501
Paraguay,1996,2.378467,2.662705255
Paraguay,1997,2.833245,2.273737118
Paraguay,1998,3.239362,2.664594213
Paraguay,1999,3.577368,2.109243826
Paraguay,2000,3.373229,2.498762321
Paraguay,2001,3.188297,2.154250227
Paraguay,2002,3.418299,1.823833659
Paraguay,2003,3.385875,3.69181272
Paraguay,2004,4.474054,2.350272649
Paraguay,2005,4.409532,
Peru,2002,1.8759,
Peru,2004,1.658907771,2.054939315
Peru,2005,1.658907771,
Philippines,1992,0.6353301,2.636382838
Philippines,1993,1.469929,1.64005875
Philippines,1997,1.350521,2.946030441
Philippines,1998,1.43672,3.330685249
Philippines,1999,1.661201,3.095811142
Philippines,2000,2.188521,3.133889455
Philippines,2001,1.809625,3.484155362
Philippines,2002,1.866777,3.404824857
Philippines,2003,2.186046,3.050469855
Philippines,2004,1.922485113,2.959846786
Philippines,2005,1.922485113,
Poland,1959,7.339004,4.626286835
Poland,1960,8.736814,4.936721097
Poland,1961,9.564972,4.772813657
Poland,1962,10.05943,4.350447489
Poland,1963,9.06005,5.188927413
Poland,1964,9.172454,4.402170525
Poland,1965,9.625675,4.824584071
Poland,1966,10.47866,5.247357059
Poland,1967,10.6868,5.193279334
Poland,1968,11.04561,5.173406314
Poland,1969,11.50053,4.772386179
Poland,1970,11.5039,5.001243695
Poland,1971,11.82271,5.201150284
Poland,1972,11.99342,5.200890994
Poland,1973,11.67589,4.841466485
Poland,1974,11.11854,4.724398218
Poland,1975,11.13316,5.491103667
Poland,1976,11.86378,5.4141916
Poland,1977,12.11314,5.497082126
Poland,1978,12.96601,5.745365204
Poland,1979,12.47814,5.6399558
Poland,1983,12.14406,5.08741628
Poland,1984,13.7317,5.047066601
Poland,1985,13.03489,5.29550156
Poland,1986,12.76347,5.275728212
Poland,1987,13.03219,5.02601566
Poland,1988,11.92608,5.03998625
Poland,1989,11.04187,5.558699681
Poland,1990,12.68793,5.244290706
Poland,1991,13.43896,5.763567583
Poland,1992,14.31187,5.447313739
Poland,1993,13.98428,5.320798564
Poland,1994,13.58305,5.87850879
Poland,1995,13.36345,5.536415135
Poland,1996,13.10995,5.638176042
Poland,1999,13.56346,6.31171747
Poland,2000,13.78471,5.694518856
Poland,2001,13.65072,6.668454225
Poland,2002,13.6517,5.762367624
Poland,2003,13.38901,6.397760598
Poland,2004,13.81242,6.430354399
Poland,2005,13.63706,
Portugal,1955,9.764024,4.764635897
Portugal,1956,10.68105,4.938218312
Portugal,1957,8.586464,4.069976582
Portugal,1958,9.343464,3.691480751
Portugal,1959,9.703836,4.891432413
Portugal,1960,9.007988,4.080894164
Portugal,1961,9.241166,3.604642265
Portugal,1962,8.76357,4.208212035
Portugal,1963,9.724659,4.307079219
Portugal,1964,9.650346,4.702052094
Portugal,1965,9.415473,4.528010435
Portugal,1966,9.795267,3.948020939
Portugal,1967,10.14005,4.327494983
Portugal,1968,9.452449,3.876283805
Portugal,1969,8.68035,4.086109895
Portugal,1970,8.103641,4.057515179
Portugal,1971,8.103888,4.802656672
Portugal,1972,7.841224,4.031180946
Portugal,1973,8.201069,3.608503431
Portugal,1974,8.049552,3.304564394
Portugal,1975,8.096562,3.56340563
Portugal,1976,8.302361,4.129578807
Portugal,1977,8.719281,3.545976583
Portugal,1978,9.029814,3.291529541
Portugal,1979,9.504736,3.477178724
Portugal,1980,7.085851,3.114786604
Portugal,1981,7.323402,2.709238844
Portugal,1982,7.759789,2.616325195
Portugal,1983,9.075723,2.986727607
Portugal,1984,9.594799,2.644892466
Portugal,1985,8.797668,2.850751065
Portugal,1986,8.301185,2.950254417
Portugal,1987,8.450044,3.31269153
Portugal,1988,7.000268,3.810103006
Portugal,1989,6.273369,3.357076223
Portugal,1990,7.357389,3.368207755
Portugal,1991,7.869371,3.513463165
Portugal,1992,7.127646,3.077727839
Portugal,1993,6.269461,3.47223323
Portugal,1994,6.145826,4.064930219
Portugal,1995,6.410863,2.94629259
Portugal,1996,4.892168,3.667463837
Portugal,1997,4.765046,3.857569938
Portugal,1998,4.110432,3.742743834
Portugal,1999,3.881602,3.572171151
Portugal,2000,3.696454,4.638172126
Portugal,2001,5.546455,4.00979664
Portugal,2002,8.800402,4.013064087
Portugal,2003,8.100833,3.794568134
Portugal,2004,8.188375473,4.071281709
Portugal,2005,8.188375473,
Qatar,2002,3.256135,
Qatar,2004,2.515720844,2.834739645
Qatar,2005,2.515720844,
Romania,1989,10.38418,3.203932922
Romania,1990,8.392699,3.055263109
Romania,1991,8.661991,3.432877628
Romania,1992,10.72752,4.036508713
Romania,1993,11.27867,4.278220228
Romania,1994,11.7192,4.429769138
Romania,1995,11.34378,4.707042145
Romania,1996,11.35801,5.46655911
Romania,1997,11.55556,5.622819688
Romania,1998,11.27186,5.356088651
Romania,1999,10.78912,5.108432091
Romania,2000,11.10574,5.275481884
Romania,2001,10.66391,
Romania,2002,12.20508,5.470420719
Romania,2003,11.38388,5.303074516
Romania,2004,10.63957,5.973994349
Romania,2005,10.05932,
Russia,1980,32.61327,4.964459331
Russia,1981,31.97382,5.209337814
Russia,1982,32.35289,5.250890287
Russia,1985,29.07068,4.960801287
Russia,1986,21.37716,4.030225576
Russia,1987,21.51458,4.190106577
Russia,1988,22.58067,4.185625098
Russia,1989,23.98959,4.719644172
Russia,1990,24.66499,4.718181355
Russia,1991,24.67332,4.902595753
Russia,1992,28.77415,5.279239143
Russia,1993,35.33885,5.855964662
Russia,1994,38.99647,6.289038392
Russia,1995,38.40206,6.011024312
Russia,1996,36.31998,6.334221423
Russia,1997,34.26565,6.132208127
Russia,1998,32.09895,6.158202376
Russia,1999,35.32395,6.10712824
Russia,2000,35.24324,6.695433964
Russia,2001,35.49273,6.748795263
Russia,2002,34.11,6.518622265
Russia,2003,31.46093,6.603441592
Russia,2004,29.86262,6.406076351
Russia,2005,27.87416,
Rwanda,2002,10.7916,
Rwanda,2004,13.11794853,2.241193692
Rwanda,2005,13.11794853,
Saint Lucia,2002,5.848927,
Saint Lucia,2004,8.21094799,3.937635286
Saint Lucia,2005,8.21094799,
Saint Vincent and the Grenadines,2002,8.423156,
Saint Vincent and the Grenadines,2004,9.593027115,6.398607653
Saint Vincent and the Grenadines,2005,9.593027115,
Samoa,2002,5.410833,
Samoa,2004,5.542323589,1.067897852
Samoa,2005,5.542323589,
San Marino,2002,7.093159,
San Marino,2004,6.087670803,7.604204375
San Marino,2005,6.087670803,
Sao Tome and Principe,2002,9.090421,
Sao Tome and Principe,2004,10.49314976,3.496785929
Sao Tome and Principe,2005,10.49314976,
Saudi Arabia,2002,5.955035,
Saudi Arabia,2004,6.401537895,6.177698652
Saudi Arabia,2005,6.401537895,
Senegal,2002,6.410122,
Senegal,2004,6.81143856,1.784673962
Senegal,2005,6.81143856,
Serbia,1998,15.06986,2.765584152
Serbia,1999,16.05071,2.768153171
Serbia,2000,15.50049,2.80661568
Serbia,2001,14.46464,3.053298989
Serbia,2002,14.2481,3.287405279
Serbia,2003,13.74888,3.23342164
Serbia,2004,12.97721,3.207562626
Serbia,2005,13.71634,
Serbia and Montenegro,1997,14.14686,2.466565512
Serbia and Montenegro,1998,12.63675,2.525589267
Serbia and Montenegro,1999,13.34126,2.497460042
Serbia and Montenegro,2000,12.89358,2.603951845
Serbia and Montenegro,2001,14.43999,2.870918445
Serbia and Montenegro,2002,14.3126,3.23311154
Serbia and Montenegro,2004,14.46964836,2.770930828
Serbia and Montenegro,2005,14.46964836,
Seychelles,2002,10.17655,
Seychelles,2004,9.507927895,104.514093
Seychelles,2005,9.507927895,
Sierra Leone,2002,13.64068,
Sierra Leone,2004,11.98049736,3.095580154
Sierra Leone,2005,11.98049736,
Singapore,1963,15.6672,2.711202519
Singapore,1964,14.75906,4.162580233
Singapore,1965,14.09774,2.151492348
Singapore,1966,16.72129,1.696443216
Singapore,1967,15.98031,1.697972143
Singapore,1968,19.42398,1.965049991
Singapore,1969,13.9952,1.919069888
Singapore,1970,13.73209,1.777388708
Singapore,1971,16.35336,1.665170439
Singapore,1972,16.65082,2.427137089
Singapore,1973,15.64216,1.585950145
Singapore,1974,13.70407,1.590463392
Singapore,1975,15.86606,1.750341169
Singapore,1976,15.03358,1.314324556
Singapore,1977,12.9747,1.680401639
Singapore,1978,14.89002,1.746285655
Singapore,1979,14.15758,1.451246634
Singapore,1980,13.21455,1.396224193
Singapore,1981,9.031859,1.306966927
Singapore,1982,11.54369,1.420753727
Singapore,1983,12.48183,1.428120974
Singapore,1984,9.511345,1.364189111
Singapore,1985,14.50564,1.462409995
Singapore,1986,14.41016,1.474442099
Singapore,1987,12.83475,1.476828782
Singapore,1988,15.44338,1.601495308
Singapore,1989,15.97309,1.294100199
Singapore,1990,13.36842,1.40519434
Singapore,1991,10.93564,1.542342974
Singapore,1992,9.741329,1.383622249
Singapore,1993,9.713158,1.785149917
Singapore,1994,10.96703,1.600842118
Singapore,1995,12.3293,1.775757486
Singapore,1996,8.06874,1.828977731
Singapore,1997,9.523671,1.998623254
Singapore,1998,10.5003,1.608805157
Singapore,1999,8.279798,2.226449959
Singapore,2000,8.996689,1.997721188
Singapore,2001,8.90111,1.773575196
Singapore,2002,8.919598,1.533512387
Singapore,2003,8.83317,1.818094415
Singapore,2004,8.683154,1.671576762
Singapore,2005,9.127511,
Slovakia,1992,14.08595,5.369347973
Slovakia,1993,13.11195,6.098170022
Slovakia,1994,12.27202,6.084274805
Slovakia,1995,12.85946,5.452473038
Slovakia,1996,11.59665,6.129182877
Slovakia,1997,10.7445,5.775233249
Slovakia,1998,11.31283,7.661244218
Slovakia,1999,11.54251,6.545924338
Slovakia,2000,11.96882,5.027278877
Slovakia,2001,11.35117,6.001798825
Slovakia,2002,11.53703,7.110505218
Slovakia,2003,12.07549,7.242331455
Slovakia,2004,10.75127,5.729718497
Slovakia,2005,10.64574,
Slovenia,1985,29.96108,3.967063371
Slovenia,1986,27.17877,4.031730803
Slovenia,1987,27.93761,3.069009508
Slovenia,1988,28.47483,3.183552092
Slovenia,1989,30.45968,3.717040829
Slovenia,1990,24.43765,3.940365977
Slovenia,1991,28.39221,4.020432622
Slovenia,1992,25.59074,3.706667309
Slovenia,1993,27.03557,4.417226867
Slovenia,1994,26.88709,4.014012261
Slovenia,1995,24.31161,4.039666478
Slovenia,1996,25.64912,3.707195471
Slovenia,1997,25.30084,4.60157148
Slovenia,1998,26.17643,4.038535083
Slovenia,1999,24.62593,3.7903853
Slovenia,2000,23.93481,3.281306025
Slovenia,2001,23.37028,4.500709628
Slovenia,2002,21.29828,4.601557227
Slovenia,2003,21.99888,4.380150431
Slovenia,2004,20.05259,2.913347755
Slovenia,2005,19.42261,
Solomon Islands,2002,4.682738,
Solomon Islands,2004,4.484752655,1.210843102
Solomon Islands,2005,4.484752655,
Somalia,2002,10.09256,
Somalia,2004,29.86416435,1.224466899
Somalia,2005,29.86416435,
South Africa,2002,12.59825,
South Africa,2004,15.714571,3.572724282
South Africa,2005,15.714571,
South Korea,1985,9.882329,2.933585799
South Korea,1986,9.032893,3.132750381
South Korea,1987,8.468999,2.883714995
South Korea,1988,7.340459,2.656073643
South Korea,1989,7.436526,2.527134054
South Korea,1990,7.594887,2.483054591
South Korea,1991,7.238297,2.452447533
South Korea,1992,8.208565,2.460785834
South Korea,1993,9.543824,2.424716973
South Korea,1994,9.590639,2.32726801
South Korea,1995,10.65248,2.406976176
South Korea,1996,12.66524,2.445267067
South Korea,1997,12.823,2.47781302
South Korea,1998,17.89061,2.84815903
South Korea,1999,14.63078,2.602953902
South Korea,2000,13.15629,2.540778548
South Korea,2001,13.95559,
South Korea,2002,17.10887,2.527554516
South Korea,2003,21.20205,2.553459175
South Korea,2004,21.88241,2.503533298
South Korea,2005,22.40456,
Spain,1951,6.002937,3.328319818
Spain,1952,6.088732,2.90077304
Spain,1953,6.044108,3.412626255
Spain,1954,5.903178,3.578453566
Spain,1955,5.536589,3.488064291
Spain,1956,5.30954,3.051626532
Spain,1957,5.280958,2.960235427
Spain,1958,5.039659,3.028687746
Spain,1959,5.15363,3.233785379
Spain,1960,5.520239,3.124012039
Spain,1961,5.153321,3.547186953
Spain,1962,4.831709,3.281061941
Spain,1963,4.821046,3.221485182
Spain,1964,4.801649,3.546199929
Spain,1965,4.588103,3.237177208
Spain,1966,4.460283,3.594514854
Spain,1967,4.289072,3.274282994
Spain,1968,4.108692,3.055946662
Spain,1969,4.217566,3.617159176
Spain,1970,3.856842,3.156039906
Spain,1971,4.086316,3.481100009
Spain,1972,4.21391,3.301129781
Spain,1973,3.980632,2.945848268
Spain,1974,3.733753,2.908686777
Spain,1975,3.674462,3.350963613
Spain,1976,3.8569,3.178937517
Spain,1977,3.807381,3.182597751
