Entity,Year,Colonial Regimes (Minner and Wim (2006))
Indonesia,1833,Netherlands
Indonesia,1834,Netherlands
Indonesia,1835,Netherlands
Indonesia,1836,Netherlands
Indonesia,1837,Netherlands
Indonesia,1838,Netherlands
Indonesia,1839,Netherlands
Indonesia,1840,Netherlands
Indonesia,1841,Netherlands
Indonesia,1842,Netherlands
Indonesia,1843,Netherlands
Indonesia,1844,Netherlands
Indonesia,1845,Netherlands
Indonesia,1846,Netherlands
Indonesia,1847,Netherlands
Indonesia,1848,Netherlands
Indonesia,1849,Netherlands
Indonesia,1850,Netherlands
Indonesia,1851,Netherlands
Indonesia,1852,Netherlands
Indonesia,1853,Netherlands
Indonesia,1854,Netherlands
Indonesia,1855,Netherlands
Indonesia,1856,Netherlands
Indonesia,1857,Netherlands
Indonesia,1858,Netherlands
Indonesia,1859,Netherlands
Indonesia,1860,Netherlands
Indonesia,1861,Netherlands
Indonesia,1862,Netherlands
Indonesia,1863,Netherlands
Indonesia,1864,Netherlands
Indonesia,1865,Netherlands
Indonesia,1866,Netherlands
Indonesia,1867,Netherlands
Indonesia,1868,Netherlands
Indonesia,1869,Netherlands
Indonesia,1870,Netherlands
Indonesia,1871,Netherlands
Indonesia,1872,Netherlands
Indonesia,1873,Netherlands
Indonesia,1874,Netherlands
Indonesia,1875,Netherlands
Indonesia,1876,Netherlands
Indonesia,1877,Netherlands
Indonesia,1878,Netherlands
Indonesia,1879,Netherlands
Indonesia,1880,Netherlands
Indonesia,1881,Netherlands
Indonesia,1882,Netherlands
Indonesia,1883,Netherlands
Indonesia,1884,Netherlands
Indonesia,1885,Netherlands
Indonesia,1886,Netherlands
Indonesia,1887,Netherlands
Indonesia,1888,Netherlands
Indonesia,1889,Netherlands
Indonesia,1890,Netherlands
Indonesia,1891,Netherlands
Indonesia,1892,Netherlands
Indonesia,1893,Netherlands
Indonesia,1894,Netherlands
Indonesia,1895,Netherlands
Indonesia,1896,Netherlands
Indonesia,1897,Netherlands
Indonesia,1898,Netherlands
Indonesia,1899,Netherlands
Indonesia,1900,Netherlands
Indonesia,1901,Netherlands
Indonesia,1902,Netherlands
Indonesia,1903,Netherlands
Indonesia,1904,Netherlands
Indonesia,1905,Netherlands
Indonesia,1906,Netherlands
Indonesia,1907,Netherlands
Indonesia,1908,Netherlands
Indonesia,1909,Netherlands
Indonesia,1910,Netherlands
Indonesia,1911,Netherlands
Indonesia,1912,Netherlands
Indonesia,1913,Netherlands
Indonesia,1914,Netherlands
Indonesia,1915,Netherlands
Indonesia,1916,Netherlands
Indonesia,1917,Netherlands
Indonesia,1918,Netherlands
Indonesia,1919,Netherlands
Indonesia,1920,Netherlands
Indonesia,1921,Netherlands
Indonesia,1922,Netherlands
Indonesia,1923,Netherlands
Indonesia,1924,Netherlands
Indonesia,1925,Netherlands
Indonesia,1926,Netherlands
Indonesia,1927,Netherlands
Indonesia,1928,Netherlands
Indonesia,1929,Netherlands
Indonesia,1930,Netherlands
Indonesia,1931,Netherlands
Indonesia,1932,Netherlands
Indonesia,1933,Netherlands
Indonesia,1934,Netherlands
Indonesia,1935,Netherlands
Indonesia,1936,Netherlands
Indonesia,1937,Netherlands
Indonesia,1938,Netherlands
Indonesia,1939,Netherlands
Indonesia,1940,Netherlands
Indonesia,1941,Netherlands
Iraq,1816,Turkey
Iraq,1817,Turkey
Iraq,1818,Turkey
Iraq,1819,Turkey
Iraq,1820,Turkey
Iraq,1821,Turkey
Iraq,1822,Turkey
Iraq,1823,Turkey
Iraq,1824,Turkey
Iraq,1825,Turkey
Iraq,1826,Turkey
Iraq,1827,Turkey
Iraq,1828,Turkey
Iraq,1829,Turkey
Iraq,1830,Turkey
Iraq,1831,Turkey
Iraq,1832,Turkey
Iraq,1833,Turkey
Iraq,1834,Turkey
Iraq,1835,Turkey
Iraq,1836,Turkey
Iraq,1837,Turkey
Iraq,1838,Turkey
Iraq,1839,Turkey
Iraq,1840,Turkey
Iraq,1841,Turkey
Iraq,1842,Turkey
Iraq,1843,Turkey
Iraq,1844,Turkey
Iraq,1845,Turkey
Iraq,1846,Turkey
Iraq,1847,Turkey
Iraq,1848,Turkey
Iraq,1849,Turkey
Iraq,1850,Turkey
Iraq,1851,Turkey
Iraq,1852,Turkey
Iraq,1853,Turkey
Iraq,1854,Turkey
Iraq,1855,Turkey
Iraq,1856,Turkey
Iraq,1857,Turkey
Iraq,1858,Turkey
Iraq,1859,Turkey
Iraq,1860,Turkey
Iraq,1861,Turkey
Iraq,1862,Turkey
Iraq,1863,Turkey
Iraq,1864,Turkey
Iraq,1865,Turkey
Iraq,1866,Turkey
Iraq,1867,Turkey
Iraq,1868,Turkey
Iraq,1869,Turkey
Iraq,1870,Turkey
Iraq,1871,Turkey
Iraq,1872,Turkey
Iraq,1873,Turkey
Iraq,1874,Turkey
Iraq,1875,Turkey
Iraq,1876,Turkey
Iraq,1877,Turkey
Iraq,1878,Turkey
Iraq,1879,Turkey
Iraq,1880,Turkey
Iraq,1881,Turkey
Iraq,1882,Turkey
Iraq,1883,Turkey
Iraq,1884,Turkey
Iraq,1885,Turkey
Iraq,1886,Turkey
Iraq,1887,Turkey
Iraq,1888,Turkey
Iraq,1889,Turkey
Iraq,1890,Turkey
Iraq,1891,Turkey
Iraq,1892,Turkey
Iraq,1893,Turkey
Iraq,1894,Turkey
Iraq,1895,Turkey
Iraq,1896,Turkey
Iraq,1897,Turkey
Iraq,1898,Turkey
Iraq,1899,Turkey
Iraq,1900,Turkey
Iraq,1901,Turkey
Iraq,1902,Turkey
Iraq,1903,Turkey
Iraq,1904,Turkey
Iraq,1905,Turkey
Iraq,1906,Turkey
Iraq,1907,Turkey
Iraq,1908,Turkey
Iraq,1909,Turkey
Iraq,1910,Turkey
Iraq,1911,Turkey
Iraq,1912,Turkey
Iraq,1913,Turkey
Iraq,1914,United Kingdom
Iraq,1915,United Kingdom
Iraq,1916,United Kingdom
Iraq,1917,United Kingdom
Iraq,1918,United Kingdom
Iraq,1919,United Kingdom
Iraq,1920,United Kingdom
Iraq,1921,United Kingdom
Iraq,1922,United Kingdom
Iraq,1923,United Kingdom
Iraq,1924,United Kingdom
Iraq,1925,United Kingdom
Iraq,1926,United Kingdom
Iraq,1927,United Kingdom
Iraq,1928,United Kingdom
Iraq,1929,United Kingdom
Iraq,1930,United Kingdom
Iraq,1931,United Kingdom
Ireland,1816,United Kingdom
Ireland,1817,United Kingdom
Ireland,1818,United Kingdom
Ireland,1819,United Kingdom
Ireland,1820,United Kingdom
Ireland,1821,United Kingdom
Ireland,1822,United Kingdom
Ireland,1823,United Kingdom
Ireland,1824,United Kingdom
Ireland,1825,United Kingdom
Ireland,1826,United Kingdom
Ireland,1827,United Kingdom
Ireland,1828,United Kingdom
Ireland,1829,United Kingdom
Ireland,1830,United Kingdom
Ireland,1831,United Kingdom
Ireland,1832,United Kingdom
Ireland,1833,United Kingdom
Ireland,1834,United Kingdom
Ireland,1835,United Kingdom
Ireland,1836,United Kingdom
Ireland,1837,United Kingdom
Ireland,1838,United Kingdom
Ireland,1839,United Kingdom
Ireland,1840,United Kingdom
Ireland,1841,United Kingdom
Ireland,1842,United Kingdom
Ireland,1843,United Kingdom
Ireland,1844,United Kingdom
Ireland,1845,United Kingdom
Ireland,1846,United Kingdom
Ireland,1847,United Kingdom
Ireland,1848,United Kingdom
Ireland,1849,United Kingdom
Ireland,1850,United Kingdom
Ireland,1851,United Kingdom
Ireland,1852,United Kingdom
Ireland,1853,United Kingdom
Ireland,1854,United Kingdom
Ireland,1855,United Kingdom
Ireland,1856,United Kingdom
Ireland,1857,United Kingdom
Ireland,1858,United Kingdom
Ireland,1859,United Kingdom
Ireland,1860,United Kingdom
Ireland,1861,United Kingdom
Ireland,1862,United Kingdom
Ireland,1863,United Kingdom
Ireland,1864,United Kingdom
Ireland,1865,United Kingdom
Ireland,1866,United Kingdom
Ireland,1867,United Kingdom
Ireland,1868,United Kingdom
Ireland,1869,United Kingdom
Ireland,1870,United Kingdom
Ireland,1871,United Kingdom
Ireland,1872,United Kingdom
Ireland,1873,United Kingdom
Ireland,1874,United Kingdom
Ireland,1875,United Kingdom
Ireland,1876,United Kingdom
Ireland,1877,United Kingdom
Ireland,1878,United Kingdom
Ireland,1879,United Kingdom
Ireland,1880,United Kingdom
Ireland,1881,United Kingdom
Ireland,1882,United Kingdom
Ireland,1883,United Kingdom
Ireland,1884,United Kingdom
Ireland,1885,United Kingdom
Ireland,1886,United Kingdom
Ireland,1887,United Kingdom
Ireland,1888,United Kingdom
Ireland,1889,United Kingdom
Ireland,1890,United Kingdom
Ireland,1891,United Kingdom
Ireland,1892,United Kingdom
Ireland,1893,United Kingdom
Ireland,1894,United Kingdom
Ireland,1895,United Kingdom
Ireland,1896,United Kingdom
Ireland,1897,United Kingdom
Ireland,1898,United Kingdom
Ireland,1899,United Kingdom
Ireland,1900,United Kingdom
Ireland,1901,United Kingdom
Ireland,1902,United Kingdom
Ireland,1903,United Kingdom
Ireland,1904,United Kingdom
Ireland,1905,United Kingdom
Ireland,1906,United Kingdom
Ireland,1907,United Kingdom
Ireland,1908,United Kingdom
Ireland,1909,United Kingdom
Ireland,1910,United Kingdom
Ireland,1911,United Kingdom
Ireland,1912,United Kingdom
Ireland,1913,United Kingdom
Ireland,1914,United Kingdom
Ireland,1915,United Kingdom
Ireland,1916,United Kingdom
Ireland,1917,United Kingdom
Ireland,1918,United Kingdom
Ireland,1919,United Kingdom
Israel,1816,Turkey
Israel,1817,Turkey
Israel,1818,Turkey
Israel,1819,Turkey
Israel,1820,Turkey
Israel,1821,Turkey
Israel,1822,Turkey
Israel,1823,Turkey
Israel,1824,Turkey
Israel,1825,Turkey
Israel,1826,Turkey
Israel,1827,Turkey
Israel,1828,Turkey
Israel,1829,Turkey
Israel,1830,Turkey
Israel,1831,Turkey
Israel,1832,Turkey
Israel,1833,Turkey
Israel,1834,Turkey
Israel,1835,Turkey
Israel,1836,Turkey
Israel,1837,Turkey
Israel,1838,Turkey
Israel,1839,Turkey
Israel,1840,Turkey
Israel,1841,Turkey
Israel,1842,Turkey
Israel,1843,Turkey
Israel,1844,Turkey
Israel,1845,Turkey
Israel,1846,Turkey
Israel,1847,Turkey
Israel,1848,Turkey
Israel,1849,Turkey
Israel,1850,Turkey
Israel,1851,Turkey
Israel,1852,Turkey
Israel,1853,Turkey
Israel,1854,Turkey
Israel,1855,Turkey
Israel,1856,Turkey
Israel,1857,Turkey
Israel,1858,Turkey
Israel,1859,Turkey
Israel,1860,Turkey
Israel,1861,Turkey
Israel,1862,Turkey
Israel,1863,Turkey
Israel,1864,Turkey
Israel,1865,Turkey
Israel,1866,Turkey
Israel,1867,Turkey
Israel,1868,Turkey
Israel,1869,Turkey
Israel,1870,Turkey
Israel,1871,Turkey
Israel,1872,Turkey
Israel,1873,Turkey
Israel,1874,Turkey
Israel,1875,Turkey
Israel,1876,Turkey
Israel,1877,Turkey
Israel,1878,Turkey
Israel,1879,Turkey
Israel,1880,Turkey
Israel,1881,Turkey
Israel,1882,Turkey
Israel,1883,Turkey
Israel,1884,Turkey
Israel,1885,Turkey
Israel,1886,Turkey
Israel,1887,Turkey
Israel,1888,Turkey
Israel,1889,Turkey
Israel,1890,Turkey
Israel,1891,Turkey
Israel,1892,Turkey
Israel,1893,Turkey
Israel,1894,Turkey
Israel,1895,Turkey
Israel,1896,Turkey
Israel,1897,Turkey
Israel,1898,Turkey
Israel,1899,Turkey
Israel,1900,Turkey
Israel,1901,Turkey
Israel,1902,Turkey
Israel,1903,Turkey
Israel,1904,Turkey
Israel,1905,Turkey
Israel,1906,Turkey
Israel,1907,Turkey
Israel,1908,Turkey
Israel,1909,Turkey
Israel,1910,Turkey
Israel,1911,Turkey
Israel,1912,Turkey
Israel,1913,Turkey
Israel,1914,Turkey
Israel,1915,Turkey
Israel,1916,Turkey
Israel,1917,United Kingdom
Israel,1918,United Kingdom
Israel,1919,United Kingdom
Israel,1920,United Kingdom
Israel,1921,United Kingdom
Israel,1922,United Kingdom
Israel,1923,United Kingdom
Israel,1924,United Kingdom
Israel,1925,United Kingdom
Israel,1926,United Kingdom
Israel,1927,United Kingdom
Israel,1928,United Kingdom
Israel,1929,United Kingdom
Israel,1930,United Kingdom
Israel,1931,United Kingdom
Israel,1932,United Kingdom
Israel,1933,United Kingdom
Israel,1934,United Kingdom
Israel,1935,United Kingdom
Israel,1936,United Kingdom
Israel,1937,United Kingdom
Israel,1938,United Kingdom
Israel,1939,United Kingdom
Israel,1940,United Kingdom
Israel,1941,United Kingdom
Israel,1942,United Kingdom
Israel,1943,United Kingdom
Israel,1944,United Kingdom
Israel,1945,United Kingdom
Israel,1946,United Kingdom
Israel,1947,United Kingdom
Italy,1816,Austria-Hungary
Italy,1817,Austria-Hungary
Italy,1818,Austria-Hungary
Italy,1819,Austria-Hungary
Italy,1820,Austria-Hungary
Italy,1821,Austria-Hungary
Italy,1822,Austria-Hungary
Italy,1823,Austria-Hungary
Italy,1824,Austria-Hungary
Italy,1825,Austria-Hungary
Italy,1826,Austria-Hungary
Italy,1827,Austria-Hungary
Italy,1828,Austria-Hungary
Italy,1829,Austria-Hungary
Italy,1830,Austria-Hungary
Italy,1831,Austria-Hungary
Italy,1832,Austria-Hungary
Italy,1833,Austria-Hungary
Italy,1834,Austria-Hungary
Italy,1835,Austria-Hungary
Italy,1836,Austria-Hungary
Italy,1837,Austria-Hungary
Italy,1838,Austria-Hungary
Italy,1839,Austria-Hungary
Italy,1840,Austria-Hungary
Italy,1841,Austria-Hungary
Italy,1842,Austria-Hungary
Italy,1843,Austria-Hungary
Italy,1844,Austria-Hungary
Italy,1845,Austria-Hungary
Italy,1846,Austria-Hungary
Italy,1847,Austria-Hungary
Italy,1848,Austria-Hungary
Italy,1849,Austria-Hungary
Italy,1850,Austria-Hungary
Italy,1851,Austria-Hungary
Italy,1852,Austria-Hungary
Italy,1853,Austria-Hungary
Italy,1854,Austria-Hungary
Italy,1855,Austria-Hungary
Italy,1856,Austria-Hungary
Italy,1857,Austria-Hungary
Italy,1858,Austria-Hungary
Italy,1859,Austria-Hungary
Italy,1860,Austria-Hungary
Jordan,1816,Turkey
Jordan,1817,Turkey
Jordan,1818,Turkey
Jordan,1819,Turkey
Jordan,1820,Turkey
Jordan,1821,Turkey
Jordan,1822,Turkey
Jordan,1823,Turkey
Jordan,1824,Turkey
Jordan,1825,Turkey
Jordan,1826,Turkey
Jordan,1827,Turkey
Jordan,1828,Turkey
Jordan,1829,Turkey
Jordan,1830,Turkey
Jordan,1831,Turkey
Jordan,1832,Turkey
Jordan,1833,Turkey
Jordan,1834,Turkey
Jordan,1835,Turkey
Jordan,1836,Turkey
Jordan,1837,Turkey
Jordan,1838,Turkey
Jordan,1839,Turkey
Jordan,1840,Turkey
Jordan,1841,Turkey
Jordan,1842,Turkey
Jordan,1843,Turkey
Jordan,1844,Turkey
Jordan,1845,Turkey
Jordan,1846,Turkey
Jordan,1847,Turkey
Jordan,1848,Turkey
Jordan,1849,Turkey
Jordan,1850,Turkey
Jordan,1851,Turkey
Jordan,1852,Turkey
Jordan,1853,Turkey
Jordan,1854,Turkey
Jordan,1855,Turkey
Jordan,1856,Turkey
Jordan,1857,Turkey
Jordan,1858,Turkey
Jordan,1859,Turkey
Jordan,1860,Turkey
Jordan,1861,Turkey
Jordan,1862,Turkey
Jordan,1863,Turkey
Jordan,1864,Turkey
Jordan,1865,Turkey
Jordan,1866,Turkey
Jordan,1867,Turkey
Jordan,1868,Turkey
Jordan,1869,Turkey
Jordan,1870,Turkey
Jordan,1871,Turkey
Jordan,1872,Turkey
Jordan,1873,Turkey
Jordan,1874,Turkey
Jordan,1875,Turkey
Jordan,1876,Turkey
Jordan,1877,Turkey
Jordan,1878,Turkey
Jordan,1879,Turkey
Jordan,1880,Turkey
Jordan,1881,Turkey
Jordan,1882,Turkey
Jordan,1883,Turkey
Jordan,1884,Turkey
Jordan,1885,Turkey
Jordan,1886,Turkey
Jordan,1887,Turkey
Jordan,1888,Turkey
Jordan,1889,Turkey
Jordan,1890,Turkey
Jordan,1891,Turkey
Jordan,1892,Turkey
Jordan,1893,Turkey
Jordan,1894,Turkey
Jordan,1895,Turkey
Jordan,1896,Turkey
Jordan,1897,Turkey
Jordan,1898,Turkey
Jordan,1899,Turkey
Jordan,1900,Turkey
Jordan,1901,Turkey
Jordan,1902,Turkey
Jordan,1903,Turkey
Jordan,1904,Turkey
Jordan,1905,Turkey
Jordan,1906,Turkey
Jordan,1907,Turkey
Jordan,1908,Turkey
Jordan,1909,Turkey
Jordan,1910,Turkey
Jordan,1911,Turkey
Jordan,1912,Turkey
Jordan,1913,Turkey
Jordan,1914,Turkey
Jordan,1915,Turkey
Kazakhstan,1816,Russia
Kazakhstan,1817,Russia
Kazakhstan,1818,Russia
Kazakhstan,1819,Russia
Kazakhstan,1820,Russia
Kazakhstan,1821,Russia
Kazakhstan,1822,Russia
Kazakhstan,1823,Russia
Kazakhstan,1824,Russia
Kazakhstan,1825,Russia
Kazakhstan,1826,Russia
Kazakhstan,1827,Russia
Kazakhstan,1828,Russia
Kazakhstan,1829,Russia
Kazakhstan,1830,Russia
Kazakhstan,1831,Russia
Kazakhstan,1832,Russia
Kazakhstan,1833,Russia
Kazakhstan,1834,Russia
Kazakhstan,1835,Russia
Kazakhstan,1836,Russia
Kazakhstan,1837,Russia
Kazakhstan,1838,Russia
Kazakhstan,1839,Russia
Kazakhstan,1840,Russia
Kazakhstan,1841,Russia
Kazakhstan,1842,Russia
Kazakhstan,1843,Russia
Kazakhstan,1844,Russia
Kazakhstan,1845,Russia
Kazakhstan,1846,Russia
Kazakhstan,1847,Russia
Kazakhstan,1848,Russia
Kazakhstan,1849,Russia
Kazakhstan,1850,Russia
Kazakhstan,1851,Russia
Kazakhstan,1852,Russia
Kazakhstan,1853,Russia
Kazakhstan,1854,Russia
Kazakhstan,1855,Russia
Kazakhstan,1856,Russia
Kazakhstan,1857,Russia
Kazakhstan,1858,Russia
Kazakhstan,1859,Russia
Kazakhstan,1860,Russia
Kazakhstan,1861,Russia
Kazakhstan,1862,Russia
Kazakhstan,1863,Russia
Kazakhstan,1864,Russia
Kazakhstan,1865,Russia
Kazakhstan,1866,Russia
Kazakhstan,1867,Russia
Kazakhstan,1868,Russia
Kazakhstan,1869,Russia
Kazakhstan,1870,Russia
Kazakhstan,1871,Russia
Kazakhstan,1872,Russia
Kazakhstan,1873,Russia
Kazakhstan,1874,Russia
Kazakhstan,1875,Russia
Kazakhstan,1876,Russia
Kazakhstan,1877,Russia
Kazakhstan,1878,Russia
Kazakhstan,1879,Russia
Kazakhstan,1880,Russia
Kazakhstan,1881,Russia
Kazakhstan,1882,Russia
Kazakhstan,1883,Russia
Kazakhstan,1884,Russia
Kazakhstan,1885,Russia
Kazakhstan,1886,Russia
Kazakhstan,1887,Russia
Kazakhstan,1888,Russia
Kazakhstan,1889,Russia
Kazakhstan,1890,Russia
Kazakhstan,1891,Russia
Kazakhstan,1892,Russia
Kazakhstan,1893,Russia
Kazakhstan,1894,Russia
Kazakhstan,1895,Russia
Kazakhstan,1896,Russia
Kazakhstan,1897,Russia
Kazakhstan,1898,Russia
Kazakhstan,1899,Russia
Kazakhstan,1900,Russia
Kazakhstan,1901,Russia
Kazakhstan,1902,Russia
Kazakhstan,1903,Russia
Kazakhstan,1904,Russia
Kazakhstan,1905,Russia
Kazakhstan,1906,Russia
Kazakhstan,1907,Russia
Kazakhstan,1908,Russia
Kazakhstan,1909,Russia
Kazakhstan,1910,Russia
Kazakhstan,1911,Russia
Kazakhstan,1912,Russia
Kazakhstan,1913,Russia
Kazakhstan,1914,Russia
Kazakhstan,1915,Russia
Kazakhstan,1916,Russia
Kazakhstan,1917,Russia
Kazakhstan,1918,Russia
Kazakhstan,1919,Russia
Kazakhstan,1920,Russia
Kazakhstan,1921,Russia
Kazakhstan,1922,Russia
Kazakhstan,1923,Russia
Kazakhstan,1924,Russia
Kazakhstan,1925,Russia
Kazakhstan,1926,Russia
Kazakhstan,1927,Russia
Kazakhstan,1928,Russia
Kazakhstan,1929,Russia
Kazakhstan,1930,Russia
Kazakhstan,1931,Russia
Kazakhstan,1932,Russia
Kazakhstan,1933,Russia
Kazakhstan,1934,Russia
Kazakhstan,1935,Russia
Kazakhstan,1936,Russia
Kazakhstan,1937,Russia
Kazakhstan,1938,Russia
Kazakhstan,1939,Russia
Kazakhstan,1940,Russia
Kazakhstan,1941,Russia
Kazakhstan,1942,Russia
Kazakhstan,1943,Russia
Kazakhstan,1944,Russia
Kazakhstan,1945,Russia
Kazakhstan,1946,Russia
Kazakhstan,1947,Russia
Kazakhstan,1948,Russia
Kazakhstan,1949,Russia
Kazakhstan,1950,Russia
Kazakhstan,1951,Russia
Kazakhstan,1952,Russia
Kazakhstan,1953,Russia
Kazakhstan,1954,Russia
Kazakhstan,1955,Russia
Kazakhstan,1956,Russia
Kazakhstan,1957,Russia
Kazakhstan,1958,Russia
Kazakhstan,1959,Russia
Kazakhstan,1960,Russia
Kazakhstan,1961,Russia
Kazakhstan,1962,Russia
Kazakhstan,1963,Russia
Kazakhstan,1964,Russia
Kazakhstan,1965,Russia
Kazakhstan,1966,Russia
Kazakhstan,1967,Russia
Kazakhstan,1968,Russia
Kazakhstan,1969,Russia
Kazakhstan,1970,Russia
Kazakhstan,1971,Russia
Kazakhstan,1972,Russia
Kazakhstan,1973,Russia
Kazakhstan,1974,Russia
Kazakhstan,1975,Russia
Kazakhstan,1976,Russia
Kazakhstan,1977,Russia
Kazakhstan,1978,Russia
Kazakhstan,1979,Russia
Kazakhstan,1980,Russia
Kazakhstan,1981,Russia
Kazakhstan,1982,Russia
Kazakhstan,1983,Russia
Kazakhstan,1984,Russia
Kazakhstan,1985,Russia
Kazakhstan,1986,Russia
Kazakhstan,1987,Russia
Kazakhstan,1988,Russia
Kazakhstan,1989,Russia
Kazakhstan,1990,Russia
Kenya,1816,United Kingdom
Kenya,1817,United Kingdom
Kenya,1818,United Kingdom
Kenya,1819,United Kingdom
Kenya,1820,United Kingdom
Kenya,1821,United Kingdom
Kenya,1822,United Kingdom
Kenya,1823,United Kingdom
Kenya,1824,United Kingdom
Kenya,1825,United Kingdom
Kenya,1826,United Kingdom
Kenya,1827,United Kingdom
Kenya,1828,United Kingdom
Kenya,1829,United Kingdom
Kenya,1830,United Kingdom
Kenya,1831,United Kingdom
Kenya,1832,United Kingdom
Kenya,1833,United Kingdom
Kenya,1834,United Kingdom
Kenya,1835,United Kingdom
Kenya,1836,United Kingdom
Kenya,1837,United Kingdom
Kenya,1838,United Kingdom
Kenya,1839,United Kingdom
Kenya,1840,United Kingdom
Kenya,1841,United Kingdom
Kenya,1842,United Kingdom
Kenya,1843,United Kingdom
Kenya,1844,United Kingdom
Kenya,1845,United Kingdom
Kenya,1846,United Kingdom
Kenya,1847,United Kingdom
Kenya,1848,United Kingdom
Kenya,1849,United Kingdom
Kenya,1850,United Kingdom
Kenya,1851,United Kingdom
Kenya,1852,United Kingdom
Kenya,1853,United Kingdom
Kenya,1854,United Kingdom
Kenya,1855,United Kingdom
Kenya,1856,United Kingdom
Kenya,1857,United Kingdom
Kenya,1858,United Kingdom
Kenya,1859,United Kingdom
Kenya,1860,United Kingdom
Kenya,1861,United Kingdom
Kenya,1862,United Kingdom
Kenya,1863,United Kingdom
Kenya,1864,United Kingdom
Kenya,1865,United Kingdom
Kenya,1866,United Kingdom
Kenya,1867,United Kingdom
Kenya,1868,United Kingdom
Kenya,1869,United Kingdom
Kenya,1870,United Kingdom
Kenya,1871,United Kingdom
Kenya,1872,United Kingdom
Kenya,1873,United Kingdom
Kenya,1874,United Kingdom
Kenya,1875,United Kingdom
Kenya,1876,United Kingdom
Kenya,1877,United Kingdom
Kenya,1878,United Kingdom
Kenya,1879,United Kingdom
Kenya,1880,United Kingdom
Kenya,1881,United Kingdom
Kenya,1882,United Kingdom
Kenya,1883,United Kingdom
Kenya,1884,United Kingdom
Kenya,1885,United Kingdom
Kenya,1886,United Kingdom
Kenya,1887,United Kingdom
Kenya,1888,United Kingdom
Kenya,1889,United Kingdom
Kenya,1890,United Kingdom
Kenya,1891,United Kingdom
Kenya,1892,United Kingdom
Kenya,1893,United Kingdom
Kenya,1894,United Kingdom
Kenya,1895,United Kingdom
Kenya,1896,United Kingdom
Kenya,1897,United Kingdom
Kenya,1898,United Kingdom
Kenya,1899,United Kingdom
Kenya,1900,United Kingdom
Kenya,1901,United Kingdom
Kenya,1902,United Kingdom
Kenya,1903,United Kingdom
Kenya,1904,United Kingdom
Kenya,1905,United Kingdom
Kenya,1906,United Kingdom
Kenya,1907,United Kingdom
Kenya,1908,United Kingdom
Kenya,1909,United Kingdom
Kenya,1910,United Kingdom
Kenya,1911,United Kingdom
Kenya,1912,United Kingdom
Kenya,1913,United Kingdom
Kenya,1914,United Kingdom
Kenya,1915,United Kingdom
Kenya,1916,United Kingdom
Kenya,1917,United Kingdom
Kenya,1918,United Kingdom
Kenya,1919,United Kingdom
Kenya,1920,United Kingdom
Kenya,1921,United Kingdom
Kenya,1922,United Kingdom
Kenya,1923,United Kingdom
Kenya,1924,United Kingdom
Kenya,1925,United Kingdom
Kenya,1926,United Kingdom
Kenya,1927,United Kingdom
Kenya,1928,United Kingdom
Kenya,1929,United Kingdom
Kenya,1930,United Kingdom
Kenya,1931,United Kingdom
Kenya,1932,United Kingdom
Kenya,1933,United Kingdom
Kenya,1934,United Kingdom
Kenya,1935,United Kingdom
Kenya,1936,United Kingdom
Kenya,1937,United Kingdom
Kenya,1938,United Kingdom
Kenya,1939,United Kingdom
Kenya,1940,United Kingdom
Kenya,1941,United Kingdom
Kenya,1942,United Kingdom
Kenya,1943,United Kingdom
Kenya,1944,United Kingdom
Kenya,1945,United Kingdom
Kenya,1946,United Kingdom
Kenya,1947,United Kingdom
Kenya,1948,United Kingdom
Kenya,1949,United Kingdom
Kenya,1950,United Kingdom
Kenya,1951,United Kingdom
Kenya,1952,United Kingdom
Kenya,1953,United Kingdom
Kenya,1954,United Kingdom
Kenya,1955,United Kingdom
Kenya,1956,United Kingdom
Kenya,1957,United Kingdom
Kenya,1958,United Kingdom
Kenya,1959,United Kingdom
Kenya,1960,United Kingdom
Kenya,1961,United Kingdom
Kenya,1962,United Kingdom
Kyrgyzstan,1816,Russia
Kyrgyzstan,1817,Russia
Kyrgyzstan,1818,Russia
Kyrgyzstan,1819,Russia
Kyrgyzstan,1820,Russia
Kyrgyzstan,1821,Russia
Kyrgyzstan,1822,Russia
Kyrgyzstan,1823,Russia
Kyrgyzstan,1824,Russia
Kyrgyzstan,1825,Russia
Kyrgyzstan,1826,Russia
Kyrgyzstan,1827,Russia
Kyrgyzstan,1828,Russia
Kyrgyzstan,1829,Russia
Kyrgyzstan,1830,Russia
Kyrgyzstan,1831,Russia
Kyrgyzstan,1832,Russia
Kyrgyzstan,1833,Russia
Kyrgyzstan,1834,Russia
Kyrgyzstan,1835,Russia
Kyrgyzstan,1836,Russia
Kyrgyzstan,1837,Russia
Kyrgyzstan,1838,Russia
Kyrgyzstan,1839,Russia
Kyrgyzstan,1840,Russia
Kyrgyzstan,1841,Russia
Kyrgyzstan,1842,Russia
Kyrgyzstan,1843,Russia
Kyrgyzstan,1844,Russia
Kyrgyzstan,1845,Russia
Kyrgyzstan,1846,Russia
Kyrgyzstan,1847,Russia
Kyrgyzstan,1848,Russia
Kyrgyzstan,1849,Russia
Kyrgyzstan,1850,Russia
Kyrgyzstan,1851,Russia
Kyrgyzstan,1852,Russia
Kyrgyzstan,1853,Russia
Kyrgyzstan,1854,Russia
Kyrgyzstan,1855,Russia
Kyrgyzstan,1856,Russia
Kyrgyzstan,1857,Russia
Kyrgyzstan,1858,Russia
