Entity,Year,"Household expenditure on Housing, water, electricity, gas and other fuels as a share of GDP"
Spain,1997,9.57884979167783
Spain,1998,9.6107171000788
Spain,1999,9.40846283795153
Spain,2000,9.43907156673114
Spain,2001,9.37732299493373
Spain,2002,9.68666253830303
Spain,2003,9.89181950335544
Spain,2004,10.0518910635927
Spain,2005,10.2676220708687
Spain,2006,10.5742806858113
Spain,2007,10.8725239566361
Spain,2008,11.4396291070349
Spain,2009,12.4623280435049
Spain,2010,13.0552715935741
Spain,2011,13.6652003037978
Spain,2012,14.2929271072258
Spain,2013,14.5599121764505
Spain,2014,14.3573066620416
Spain,2015,13.6933770516064
Spain,2016,13.2628315886669
Spain,2017,12.8983579963972
Sri Lanka,1998,4.92492779679819
Sri Lanka,1999,4.83522951899846
Sri Lanka,2000,4.97131173647503
Sri Lanka,2001,5.35510720881962
Sri Lanka,2002,7.65722291121778
Sri Lanka,2003,7.69390738273594
Sri Lanka,2004,7.42060252309956
Sri Lanka,2005,6.90244791424595
Sri Lanka,2006,6.92807655137681
Sri Lanka,2007,7.43699925782857
Sri Lanka,2008,8.95122341624266
Sri Lanka,2009,7.73452611868609
Sri Lanka,2010,6.77568592574483
Sri Lanka,2011,6.8670137271845
Sri Lanka,2012,6.72444876090514
Sri Lanka,2013,7.17788936236757
Sri Lanka,2014,7.23779845308692
Sri Lanka,2015,7.02903234935409
Sri Lanka,2016,7.31296201174198
Sri Lanka,2017,6.96050125327105
Sri Lanka,2018,6.92986008030073
Sweden,1993,15.8372320499612
Sweden,1994,15.4277775031727
Sweden,1995,14.1700359770222
Sweden,1996,14.5391438488238
Sweden,1997,14.2372468938831
Sweden,1998,13.5781955050023
Sweden,1999,12.8777772471595
Sweden,2000,12.2558236904615
Sweden,2001,12.2201154269524
Sweden,2002,12.2611121622372
Sweden,2003,12.4155169436111
Sweden,2004,12.0387992748904
Sweden,2005,11.9654390395656
Sweden,2006,11.5578532399735
Sweden,2007,11.2681889000943
Sweden,2008,11.4612783454576
Sweden,2009,12.343131504197
Sweden,2010,12.1168367092114
Sweden,2011,11.9611269247589
Sweden,2012,11.8970004643697
Sweden,2013,11.9015702161588
Sweden,2014,11.6954522098238
Sweden,2015,11.2587685048088
Sweden,2016,11.2758941574923
Sweden,2017,11.2966557199182
Switzerland,1990,11.6005893790659
Switzerland,1991,12.3249585304107
Switzerland,1992,12.939074268218
Switzerland,1993,13.380168965734
Switzerland,1994,13.175237234184
Switzerland,1995,12.9688301681275
Switzerland,1996,13.3137120179821
Switzerland,1997,13.1793647961342
Switzerland,1998,12.9176270190808
Switzerland,1999,12.984183978265
Switzerland,2000,12.7199984028797
Switzerland,2001,12.9344461546549
Switzerland,2002,13.1927845302809
Switzerland,2003,13.1779754057126
Switzerland,2004,13.1043061869893
Switzerland,2005,13.0214717625076
Switzerland,2006,12.6706270255161
Switzerland,2007,12.2589031916356
Switzerland,2008,12.3719886243965
Switzerland,2009,12.6567080068268
Switzerland,2010,12.7068456822912
Switzerland,2011,12.6541178881506
Switzerland,2012,12.7548456626504
Switzerland,2013,13.1013894940956
Thailand,2005,5.81212693253723
Thailand,2006,5.59085249885336
Thailand,2007,5.43761044557459
Thailand,2008,5.17151912524396
Thailand,2009,5.2948834331539
Thailand,2010,5.01153667300078
Thailand,2011,4.94567612522151
Thailand,2012,5.02014834255646
Thailand,2013,5.0030200944487
Thailand,2014,5.19573134492838
Thailand,2015,5.23098144914422
Thailand,2016,5.05277758482577
Thailand,2017,4.97391948813739
Turkey,2009,12.5139736008655
Turkey,2010,11.9080219596147
Turkey,2011,11.188836781315
Turkey,2012,11.0021839646498
Turkey,2013,10.6031441139103
Turkey,2014,10.1628363997447
Turkey,2015,9.89874835742211
Ukraine,1994,2.49117563253415
Ukraine,1995,3.32167812926821
Ukraine,1996,4.30697138090506
Ukraine,1997,3.9918599046752
Ukraine,1998,4.54319495482148
Ukraine,1999,3.95578111344506
Ukraine,2001,5.09329546011068
Ukraine,2002,5.58124086621496
Ukraine,2003,5.47384643006763
Ukraine,2004,5.38258483453246
Ukraine,2005,5.861565923362
Ukraine,2006,6.5601035003023
Ukraine,2007,6.80781040360412
Ukraine,2008,6.74865197836415
Ukraine,2009,8.21967602603616
Ukraine,2010,8.32325699331867
Ukraine,2011,8.28981958851959
Ukraine,2012,8.24846343215251
Ukraine,2013,8.71181099880012
Ukraine,2014,8.68017505663504
Ukraine,2015,8.55776890026069
Ukraine,2016,7.91396040944643
Ukraine,2017,7.15229355584437
United Kingdom,1986,10.0923903209141
United Kingdom,1987,9.74488689055717
United Kingdom,1988,9.51552285136458
United Kingdom,1989,9.49095811626448
United Kingdom,1990,9.91333213708954
United Kingdom,1991,10.8023727755229
United Kingdom,1992,11.4367753996863
United Kingdom,1993,11.6395543080082
United Kingdom,1994,11.5981019393037
United Kingdom,1995,17.4628131585662
United Kingdom,1996,17.2770059063659
United Kingdom,1997,17.0817732806577
United Kingdom,1998,16.8283500027239
United Kingdom,1999,16.8239978742346
United Kingdom,2000,16.5395408783843
United Kingdom,2001,16.5719739730115
United Kingdom,2002,16.2861509641948
United Kingdom,2003,15.8636798266881
United Kingdom,2004,15.7894937289295
United Kingdom,2005,15.7367076794794
United Kingdom,2006,15.796690365386
United Kingdom,2007,15.6461287547634
United Kingdom,2008,16.135817535935
United Kingdom,2009,16.9175644494289
United Kingdom,2010,16.8076670618457
United Kingdom,2011,16.5039469859767
United Kingdom,2012,16.901801622623
United Kingdom,2013,17.0563210997038
United Kingdom,2014,16.689900476876
United Kingdom,2015,16.8743231888362
United Kingdom,2016,16.7683663666957
United Kingdom,2017,16.6610825000697
United States,1970,11.1046057767369
United States,1971,11.1849788877909
United States,1972,11.1183673469388
United States,1973,10.9325932958446
United States,1974,11.1918702469884
United States,1975,11.3835160773685
United States,1976,11.3094909070809
United States,1977,11.3577671831545
United States,1978,11.2302284710018
United States,1979,11.3033221938274
United States,1980,11.8157181571816
United States,1981,11.8403247631935
United States,1982,12.4299036465595
United States,1983,12.3898599903048
United States,1984,12.0987591016306
United States,1985,12.2825463582489
United States,1986,12.3570621468927
United States,1987,12.4026388593318
United States,1988,12.3678542494121
United States,1989,12.2674461357453
United States,1990,12.3218878153889
United States,1991,12.5824471665096
United States,1992,12.4501311293014
United States,1993,12.5017008602573
United States,1994,12.5055116990257
United States,1995,12.1296521555655
United States,1996,12.0980459249575
United States,1997,11.927132033609
United States,1998,11.8841639396366
United States,1999,11.7903412104922
United States,2000,11.8457075917251
United States,2001,12.3135123492886
United States,2002,12.3246200379192
United States,2003,12.3191108191181
United States,2004,12.1866046844202
United States,2005,12.318828997802
United States,2006,12.34995501885
United States,2007,12.3431173129044
United States,2008,12.6793493137337
United States,2009,13.1559477053662
United States,2010,12.8632490810755
United States,2011,12.7581313092832
United States,2012,12.4742549579117
United States,2013,12.3951952347751
United States,2014,12.4469494773513
United States,2015,12.5010260268545
United States,2016,12.6630571369342
United States,2017,12.6497212076062
Vanuatu,2001,4.88498168498169
Vanuatu,2002,5.47610852082486
Vanuatu,2003,5.37370191604505
Vanuatu,2004,5.23288934704175
Vanuatu,2005,5.01646569440662
Vanuatu,2006,4.71008183876023
Vanuatu,2007,4.64217006540977
West Germany,1980,11.2222801982781
West Germany,1981,11.7120719820045
West Germany,1982,12.1711949987978
West Germany,1983,12.29649163036
West Germany,1984,12.5846994535519
West Germany,1985,12.8106354024914
West Germany,1986,12.1243318154821
West Germany,1987,11.9467075625419
West Germany,1988,11.6021847974511
West Germany,1989,11.4414105965933
West Germany,1990,11.1365597301749
West Germany,1991,11.1419508326725
Yemen,1996,11.17442194408
Yemen,1997,12.4826038480213
Yemen,1998,13.7238055552433
Yemen,1999,11.3577394249436
Yemen,2000,9.22665877231312
Yemen,2001,9.91408094283736
Yemen,2002,10.0950164639249
Yemen,2003,9.88552908867341
Yemen,2004,9.76226528230384
Yemen,2005,8.7807192664657
Yemen,2006,9.43560654817698
Yemen,2007,9.8424281269693
Yemen,2008,10.0956783455872
Yemen,2009,11.3359884811103
Yemen,2010,11.0293162206684
Yemen,2011,10.514354779097
Zambia,2010,6.2128417265077
Zambia,2011,6.53106556873887
Zambia,2012,6.99198622728034
Zambia,2013,7.0837435819495
Zambia,2014,7.52928711247329
Zambia,2015,8.38423532938104
Zambia,2016,7.6874141473962
Zambia,2017,7.3642249465391
