Entity,Year,Age-standardised diabetes prevalence (male),Age-standardised diabetes prevalence (female),Crude diabetes prevalence (male),Crude diabetes prevalence (female)
Sub-Saharan Africa,2000,0.049257338,0.05217751,0.033831269,0.03856731
Sub-Saharan Africa,2001,0.050524069,0.053340581,0.034681204,0.039401007
Sub-Saharan Africa,2002,0.051791207,0.054485696,0.035535571,0.040224612
Sub-Saharan Africa,2003,0.053071648,0.055612661,0.036406686,0.041075271
Sub-Saharan Africa,2004,0.054403001,0.05676122,0.037325306,0.041932424
Sub-Saharan Africa,2005,0.055719295,0.057899064,0.038245407,0.042807479
Sub-Saharan Africa,2006,0.05703172,0.059037366,0.039177619,0.043695711
Sub-Saharan Africa,2007,0.058338168,0.060172074,0.040120686,0.044594458
Sub-Saharan Africa,2008,0.059633681,0.061307165,0.041068095,0.045478374
Sub-Saharan Africa,2009,0.060897471,0.062420352,0.041999877,0.046368595
Sub-Saharan Africa,2010,0.062147048,0.063545089,0.042927232,0.047261481
Sub-Saharan Africa,2011,0.063410324,0.064677908,0.043870421,0.048157336
Sub-Saharan Africa,2012,0.064688773,0.065813347,0.044834505,0.049071927
Sub-Saharan Africa,2013,0.066000871,0.066964197,0.045837606,0.050042852
Sub-Saharan Africa,2014,0.067364923,0.068170112,0.046899172,0.02421366
Sudan,1980,0.030753328,0.043131901,0.031062831,0.031062831
Sudan,1981,0.031674035,0.044026254,0.031658222,0.031658222
Sudan,1982,0.032720191,0.045034674,0.032336256,0.032336256
Sudan,1983,0.033872102,0.04613456,0.033079471,0.033079471
Sudan,1984,0.035094492,0.047280374,0.03385292,0.03385292
Sudan,1985,0.036388949,0.048471642,0.034656335,0.034656335
Sudan,1986,0.037832884,0.049824783,0.035579131,0.035579131
Sudan,1987,0.039466334,0.051416612,0.036680009,0.036680009
Sudan,1988,0.041218725,0.053150653,0.037884558,0.037884558
Sudan,1989,0.043130316,0.055050659,0.039211168,0.039211168
Sudan,1990,0.045103506,0.056975709,0.040554403,0.040554403
Sudan,1991,0.047145328,0.05898715,0.041964,0.041964
Sudan,1992,0.049236023,0.061059378,0.043424385,0.043424385
Sudan,1993,0.051379838,0.06317831,0.044929508,0.044929508
Sudan,1994,0.053511499,0.065287753,0.046440177,0.046440177
Sudan,1995,0.055647409,0.067407127,0.047973228,0.047973228
Sudan,1996,0.057731935,0.06946174,0.04947213,0.04947213
Sudan,1997,0.059785423,0.071482386,0.050961555,0.050961555
Sudan,1998,0.061772537,0.073403679,0.052396431,0.052396431
Sudan,1999,0.063643334,0.075180303,0.053748053,0.053748053
Sudan,2000,0.065423621,0.076841713,0.055042987,0.055042987
Sudan,2001,0.067110827,0.07841398,0.056302595,0.056302595
Sudan,2002,0.06870321,0.079876507,0.057509867,0.057509867
Sudan,2003,0.070212749,0.081259128,0.058686341,0.058686341
Sudan,2004,0.071559618,0.082487865,0.059772014,0.059772014
Sudan,2005,0.072814818,0.083638813,0.060823104,0.060823104
Sudan,2006,0.073997201,0.084773098,0.061887675,0.061887675
Sudan,2007,0.075178841,0.085930651,0.062995776,0.062995776
Sudan,2008,0.076301596,0.087090303,0.064126295,0.064126295
Sudan,2009,0.077429833,0.088274794,0.065292238,0.065292238
Sudan,2010,0.078524978,0.089518407,0.066517807,0.066517807
Sudan,2011,0.079741335,0.090879057,0.067849858,0.067849858
Sudan,2012,0.080891349,0.092173291,0.06914513,0.06914513
Sudan,2013,0.081961636,0.0934032,0.070406854,0.070406854
Sudan,2014,0.083090898,0.094724273,0.071762183,0.071762183
Suriname,1980,0.061276451,0.07813132,0.062674162,0.062674162
Suriname,1981,0.06345974,0.080319362,0.064570551,0.064570551
Suriname,1982,0.065389235,0.082258538,0.066334254,0.066334254
Suriname,1983,0.067109325,0.083976557,0.06795788,0.06795788
Suriname,1984,0.068623812,0.085486904,0.069422461,0.069422461
Suriname,1985,0.069999149,0.086897806,0.070780664,0.070780664
Suriname,1986,0.071229933,0.08819062,0.072009752,0.072009752
Suriname,1987,0.07210891,0.089174784,0.072958059,0.072958059
Suriname,1988,0.072938857,0.090190459,0.073949049,0.073949049
Suriname,1989,0.073800452,0.091295718,0.075070238,0.075070238
Suriname,1990,0.074638714,0.092394405,0.076274398,0.076274398
Suriname,1991,0.075477834,0.093492021,0.077570724,0.077570724
Suriname,1992,0.076312082,0.094608899,0.078960195,0.078960195
Suriname,1993,0.077024362,0.095597023,0.080313157,0.080313157
Suriname,1994,0.077796783,0.096599643,0.08173198,0.08173198
Suriname,1995,0.07865248,0.097677712,0.083258669,0.083258669
Suriname,1996,0.079655077,0.098879027,0.084937424,0.084937424
Suriname,1997,0.080813334,0.100210804,0.086784875,0.086784875
Suriname,1998,0.082085064,0.10159847,0.088704309,0.088704309
Suriname,1999,0.08338567,0.103043426,0.090675716,0.090675716
Suriname,2000,0.084793684,0.104617941,0.092741835,0.092741835
Suriname,2001,0.086329686,0.106355279,0.094927036,0.094927036
Suriname,2002,0.088013158,0.108288372,0.097275705,0.097275705
Suriname,2003,0.089846823,0.110381136,0.09979027,0.09979027
Suriname,2004,0.091707604,0.112533605,0.102425299,0.102425299
Suriname,2005,0.093532863,0.114723303,0.105193692,0.105193692
Suriname,2006,0.095332897,0.11696583,0.108120303,0.108120303
Suriname,2007,0.097124883,0.119239725,0.111173181,0.111173181
Suriname,2008,0.098886474,0.121540763,0.114346961,0.114346961
Suriname,2009,0.100564018,0.123783541,0.11754609,0.11754609
Suriname,2010,0.102188633,0.125963241,0.120758551,0.120758551
Suriname,2011,0.103818286,0.128139908,0.124043811,0.124043811
Suriname,2012,0.105638666,0.1304736,0.127552797,0.127552797
Suriname,2013,0.107512956,0.132882172,0.131178495,0.131178495
Suriname,2014,0.10946402,0.135358311,0.134875486,0.134875486
Swaziland,1980,0.027100071,0.051221392,0.036992519,0.036992519
Swaziland,1981,0.028029879,0.052511981,0.037891663,0.037891663
Swaziland,1982,0.029053111,0.053878921,0.038849635,0.038849635
Swaziland,1983,0.030176535,0.055348128,0.039864529,0.039864529
Swaziland,1984,0.031372985,0.056925961,0.040907386,0.040907386
Swaziland,1985,0.032622294,0.058539984,0.041908014,0.041908014
Swaziland,1986,0.033889445,0.060177669,0.042849327,0.042849327
Swaziland,1987,0.035175932,0.061879088,0.043794613,0.043794613
Swaziland,1988,0.036428836,0.0635418,0.04472382,0.04472382
Swaziland,1989,0.037666665,0.065189614,0.045729956,0.045729956
Swaziland,1990,0.03897499,0.066969022,0.046962282,0.046962282
Swaziland,1991,0.040277304,0.068713547,0.048309597,0.048309597
Swaziland,1992,0.041598875,0.070453838,0.049773693,0.049773693
Swaziland,1993,0.042954636,0.072231129,0.051342307,0.051342307
Swaziland,1994,0.044379682,0.074047472,0.052951879,0.052951879
Swaziland,1995,0.045889764,0.075953381,0.054588634,0.054588634
Swaziland,1996,0.047454421,0.077912821,0.05620598,0.05620598
Swaziland,1997,0.049061566,0.079883296,0.057787022,0.057787022
Swaziland,1998,0.050679382,0.081823333,0.059322777,0.059322777
Swaziland,1999,0.052304486,0.083721753,0.060843188,0.060843188
Swaziland,2000,0.053973918,0.085611335,0.062392492,0.062392492
Swaziland,2001,0.055610587,0.0874289,0.063931425,0.063931425
Swaziland,2002,0.05719814,0.0891524,0.065424564,0.065424564
Swaziland,2003,0.058845115,0.09088649,0.066918547,0.066918547
Swaziland,2004,0.060426979,0.09252813,0.068275658,0.068275658
Swaziland,2005,0.061955147,0.094105843,0.06948693,0.06948693
Swaziland,2006,0.063544481,0.09575222,0.070640661,0.070640661
Swaziland,2007,0.065164731,0.097490271,0.071776307,0.071776307
Swaziland,2008,0.066871517,0.099385402,0.072984777,0.072984777
Swaziland,2009,0.068660262,0.101408935,0.074292713,0.074292713
Swaziland,2010,0.07053863,0.103549313,0.075725654,0.075725654
Swaziland,2011,0.072513368,0.105798302,0.077284356,0.077284356
Swaziland,2012,0.074451558,0.107966004,0.078812663,0.078812663
Swaziland,2013,0.076500562,0.110224986,0.080445462,0.080445462
Swaziland,2014,0.078630673,0.112571876,0.082179258,0.082179258
Sweden,1980,0.050532194,0.04368207,0.060271348,0.060271348
Sweden,1981,0.05059976,0.043215005,0.059978875,0.059978875
Sweden,1982,0.050703593,0.042798264,0.059737689,0.059737689
Sweden,1983,0.050853723,0.042448385,0.059555942,0.059555942
Sweden,1984,0.051053946,0.042177273,0.059430225,0.059430225
Sweden,1985,0.05129748,0.041951971,0.059311094,0.059311094
Sweden,1986,0.051553569,0.041758293,0.059179079,0.059179079
Sweden,1987,0.051835636,0.04159682,0.059044219,0.059044219
Sweden,1988,0.052146274,0.041444809,0.058894434,0.058894434
Sweden,1989,0.052488801,0.041295333,0.058741428,0.058741428
Sweden,1990,0.052812777,0.041122728,0.058569164,0.058569164
Sweden,1991,0.053163614,0.04095961,0.058418565,0.058418565
Sweden,1992,0.053546212,0.040807917,0.058292387,0.058292387
Sweden,1993,0.053972244,0.040664631,0.058196743,0.058196743
Sweden,1994,0.054413916,0.040546906,0.058165009,0.058165009
Sweden,1995,0.054863841,0.040446315,0.058193895,0.058193895
Sweden,1996,0.055303717,0.040354234,0.058278358,0.058278358
Sweden,1997,0.055746542,0.04027485,0.05841791,0.05841791
Sweden,1998,0.056203145,0.040235114,0.058629107,0.058629107
Sweden,1999,0.056647253,0.040219498,0.058867747,0.058867747
Sweden,2000,0.057088177,0.040225149,0.059111997,0.059111997
Sweden,2001,0.057496114,0.040228569,0.059330542,0.059330542
Sweden,2002,0.057924591,0.040238316,0.059536339,0.059536339
Sweden,2003,0.058288089,0.040229391,0.05969096,0.05969096
Sweden,2004,0.05859798,0.040210497,0.059799435,0.059799435
Sweden,2005,0.058841999,0.040172313,0.059847004,0.059847004
Sweden,2006,0.058964016,0.040115352,0.059830079,0.059830079
Sweden,2007,0.058988802,0.040029803,0.059742306,0.059742306
Sweden,2008,0.05892017,0.039928213,0.05962144,0.05962144
Sweden,2009,0.058749795,0.039783107,0.059459876,0.059459876
Sweden,2010,0.058615292,0.039673009,0.059375646,0.059375646
Sweden,2011,0.058518455,0.039582999,0.059354679,0.059354679
Sweden,2012,0.058450175,0.039514589,0.05939331,0.05939331
Sweden,2013,0.058412526,0.039488104,0.05951694,0.05951694
Sweden,2014,0.058450484,0.039519066,0.059741604,0.059741604
Switzerland,1980,0.034157041,0.030300345,0.040196902,0.040196902
Switzerland,1981,0.034375631,0.030077974,0.040165012,0.040165012
Switzerland,1982,0.034718574,0.029959091,0.040184456,0.040184456
Switzerland,1983,0.035234011,0.029947824,0.040283292,0.040283292
Switzerland,1984,0.035873701,0.03003311,0.040481842,0.040481842
Switzerland,1985,0.036649588,0.030213473,0.040802019,0.040802019
Switzerland,1986,0.037499654,0.030449798,0.041206972,0.041206972
Switzerland,1987,0.038444441,0.030749069,0.041698721,0.041698721
Switzerland,1988,0.039458514,0.031083065,0.042234843,0.042234843
Switzerland,1989,0.040552831,0.031460491,0.042810208,0.042810208
Switzerland,1990,0.041698122,0.031860865,0.043391276,0.043391276
Switzerland,1991,0.042727347,0.032175027,0.043845139,0.043845139
Switzerland,1992,0.04363762,0.032395347,0.044172555,0.044172555
Switzerland,1993,0.044444305,0.032545255,0.04442349,0.04442349
Switzerland,1994,0.045149813,0.032628588,0.044634063,0.044634063
Switzerland,1995,0.045754443,0.032650123,0.044829289,0.044829289
Switzerland,1996,0.046242782,0.032599471,0.045007204,0.045007204
Switzerland,1997,0.046640392,0.032487306,0.045168241,0.045168241
Switzerland,1998,0.046942684,0.03231965,0.045289678,0.045289678
Switzerland,1999,0.047198574,0.032122192,0.045359496,0.045359496
Switzerland,2000,0.047441648,0.031916172,0.045373489,0.045373489
Switzerland,2001,0.047685862,0.031686502,0.045301883,0.045301883
Switzerland,2002,0.047949213,0.031435306,0.045158824,0.045158824
Switzerland,2003,0.048210156,0.03116321,0.0449651,0.0449651
Switzerland,2004,0.048511142,0.030894156,0.044780638,0.044780638
Switzerland,2005,0.048865171,0.030624069,0.044619255,0.044619255
Switzerland,2006,0.049252506,0.03035126,0.04448394,0.04448394
Switzerland,2007,0.049669009,0.030074583,0.044364321,0.044364321
Switzerland,2008,0.050085453,0.029784598,0.044236991,0.044236991
Switzerland,2009,0.050455365,0.029482155,0.04408692,0.04408692
Switzerland,2010,0.050852684,0.029191915,0.043935896,0.043935896
Switzerland,2011,0.051237831,0.028901553,0.043766006,0.043766006
Switzerland,2012,0.051759454,0.028655583,0.043640652,0.043640652
Switzerland,2013,0.052331559,0.028446922,0.043560407,0.043560407
Switzerland,2014,0.052982009,0.028276539,0.043539265,0.043539265
Syria,1980,0.055676211,0.068003966,0.049235812,0.049235812
Syria,1981,0.056898038,0.069326244,0.049971375,0.049971375
Syria,1982,0.058154042,0.07062125,0.050668071,0.050668071
Syria,1983,0.059462249,0.071934941,0.051372821,0.051372821
Syria,1984,0.060817391,0.07322577,0.052069531,0.052069531
Syria,1985,0.062269506,0.074593148,0.052841124,0.052841124
Syria,1986,0.063729619,0.075936841,0.053619328,0.053619328
Syria,1987,0.065311154,0.077419781,0.054517534,0.054517534
Syria,1988,0.067051346,0.079096613,0.055555616,0.055555616
Syria,1989,0.068855457,0.080822196,0.056601755,0.056601755
Syria,1990,0.070867588,0.082757999,0.057761621,0.057761621
Syria,1991,0.073093658,0.084877028,0.05901433,0.05901433
Syria,1992,0.075563382,0.087194972,0.06038714,0.06038714
Syria,1993,0.078183542,0.089668843,0.06187637,0.06187637
Syria,1994,0.080942975,0.092302586,0.063519049,0.063519049
Syria,1995,0.0838408,0.095067052,0.065319272,0.065319272
Syria,1996,0.086757506,0.097845373,0.067217087,0.067217087
Syria,1997,0.089688254,0.100649567,0.06922203,0.06922203
Syria,1998,0.09264533,0.103481302,0.071309601,0.071309601
Syria,1999,0.095464765,0.106194016,0.073336055,0.073336055
Syria,2000,0.098177552,0.108864065,0.075343893,0.075343893
Syria,2001,0.100908415,0.111592646,0.077393369,0.077393369
Syria,2002,0.103600236,0.114355351,0.079505286,0.079505286
Syria,2003,0.106194561,0.11706258,0.08171455,0.08171455
Syria,2004,0.108817495,0.119835739,0.084241884,0.084241884
Syria,2005,0.111460817,0.122675676,0.087158983,0.087158983
Syria,2006,0.114149908,0.125607174,0.090464222,0.090464222
Syria,2007,0.117066853,0.128688016,0.094116224,0.094116224
Syria,2008,0.120085277,0.131896568,0.098037439,0.098037439
Syria,2009,0.123415499,0.135381498,0.102319771,0.102319771
Syria,2010,0.127114081,0.139218423,0.107042885,0.107042885
Syria,2011,0.130598697,0.142867307,0.11186422,0.11186422
Syria,2012,0.133671753,0.146200629,0.116699435,0.116699435
Syria,2013,0.136635239,0.149502826,0.121630229,0.121630229
Syria,2014,0.139683956,0.152886327,0.126454502,0.126454502
Taiwan,1980,0.048101412,0.05673129,0.042209853,0.042209853
Taiwan,1981,0.049430822,0.057525912,0.043156541,0.043156541
Taiwan,1982,0.050757508,0.058286488,0.044104316,0.044104316
Taiwan,1983,0.052085144,0.059014654,0.045064268,0.045064268
Taiwan,1984,0.053437315,0.059753772,0.046086573,0.046086573
Taiwan,1985,0.054726733,0.06038915,0.047087885,0.047087885
Taiwan,1986,0.055998719,0.061008704,0.048141344,0.048141344
Taiwan,1987,0.057250359,0.061597893,0.049226759,0.049226759
Taiwan,1988,0.058394536,0.062057888,0.050247476,0.050247476
Taiwan,1989,0.059447826,0.062427208,0.051215361,0.051215361
Taiwan,1990,0.060428167,0.06270241,0.052112685,0.052112685
Taiwan,1991,0.06126302,0.062809391,0.052872039,0.052872039
Taiwan,1992,0.061979828,0.062796226,0.053534846,0.053534846
Taiwan,1993,0.06257354,0.062646456,0.054082915,0.054082915
Taiwan,1994,0.063085378,0.0623909,0.054540654,0.054540654
Taiwan,1995,0.063524114,0.062052809,0.054928651,0.054928651
Taiwan,1996,0.063934492,0.061659123,0.055267129,0.055267129
Taiwan,1997,0.064351702,0.061265097,0.055609882,0.055609882
Taiwan,1998,0.064785161,0.06088321,0.055984033,0.055984033
Taiwan,1999,0.065224118,0.060510437,0.056405631,0.056405631
Taiwan,2000,0.065713093,0.06016648,0.056905048,0.056905048
Taiwan,2001,0.066227743,0.05985169,0.05748458,0.05748458
Taiwan,2002,0.066846493,0.059620568,0.058193153,0.058193153
Taiwan,2003,0.067552911,0.059452226,0.059009383,0.059009383
Taiwan,2004,0.068358793,0.059355833,0.05993988,0.05993988
Taiwan,2005,0.069282058,0.059323269,0.060975313,0.060975313
Taiwan,2006,0.070269787,0.059324957,0.06208673,0.06208673
Taiwan,2007,0.071394693,0.059386869,0.063301839,0.063301839
Taiwan,2008,0.072599715,0.059421628,0.064524066,0.064524066
Taiwan,2009,0.073761401,0.059433134,0.065750922,0.065750922
Taiwan,2010,0.074991402,0.059470814,0.067032098,0.067032098
Taiwan,2011,0.076222634,0.059498164,0.068326777,0.068326777
Taiwan,2012,0.077512818,0.059574579,0.069700845,0.069700845
Taiwan,2013,0.078833653,0.059667674,0.071113646,0.071113646
Taiwan,2014,0.08021201,0.05979895,0.072583647,0.072583647
Tajikistan,1980,0.043717909,0.043116411,0.037177856,0.037177856
Tajikistan,1981,0.04416529,0.043554144,0.037204438,0.037204438
Tajikistan,1982,0.044691917,0.044062559,0.037292739,0.037292739
Tajikistan,1983,0.045300575,0.044655573,0.037466961,0.037466961
Tajikistan,1984,0.045979228,0.045315209,0.037727456,0.037727456
Tajikistan,1985,0.046679446,0.045962918,0.038016633,0.038016633
Tajikistan,1986,0.047441926,0.046661789,0.03839143,0.03839143
Tajikistan,1987,0.048250567,0.04740157,0.038830402,0.038830402
Tajikistan,1988,0.049188191,0.048270083,0.039374514,0.039374514
Tajikistan,1989,0.050146033,0.049137028,0.039878551,0.039878551
Tajikistan,1990,0.051175509,0.050058313,0.040359881,0.040359881
Tajikistan,1991,0.052239517,0.051011716,0.040793654,0.040793654
Tajikistan,1992,0.053156049,0.051779572,0.041012505,0.041012505
Tajikistan,1993,0.054009338,0.052507096,0.041132894,0.041132894
Tajikistan,1994,0.054768782,0.0531827,0.041152252,0.041152252
Tajikistan,1995,0.055534436,0.05389483,0.041148503,0.041148503
Tajikistan,1996,0.056274393,0.054628608,0.041110071,0.041110071
Tajikistan,1997,0.05716087,0.055544282,0.04116793,0.04116793
Tajikistan,1998,0.058290849,0.056708281,0.041406856,0.041406856
Tajikistan,1999,0.059638066,0.058114311,0.041870858,0.041870858
Tajikistan,2000,0.061220517,0.059765448,0.042604037,0.042604037
Tajikistan,2001,0.063075832,0.061673793,0.043645308,0.043645308
Tajikistan,2002,0.065205643,0.063839887,0.044998667,0.044998667
Tajikistan,2003,0.067614128,0.066224171,0.046620505,0.046620505
Tajikistan,2004,0.070236128,0.068779306,0.048445215,0.048445215
Tajikistan,2005,0.072992056,0.071427328,0.050396244,0.050396244
Tajikistan,2006,0.075870591,0.074181764,0.052479274,0.052479274
Tajikistan,2007,0.078871573,0.077011501,0.054691039,0.054691039
Tajikistan,2008,0.081972695,0.079881284,0.057034654,0.057034654
Tajikistan,2009,0.085151482,0.082799677,0.059555302,0.059555302
Tajikistan,2010,0.088408245,0.085809129,0.062314101,0.062314101
Tajikistan,2011,0.09171735,0.088884151,0.065298357,0.065298357
Tajikistan,2012,0.0952206,0.092145556,0.068596265,0.068596265
Tajikistan,2013,0.098886817,0.095552953,0.072169612,0.072169612
Tajikistan,2014,0.102708067,0.099071062,0.07597814,0.07597814
Tanzania,1980,0.023105773,0.026502204,0.01782328,0.01782328
Tanzania,1981,0.02386806,0.027177917,0.018319961,0.018319961
Tanzania,1982,0.02466425,0.027879649,0.018834881,0.018834881
Tanzania,1983,0.025487108,0.02860027,0.0193633,0.0193633
Tanzania,1984,0.026335786,0.02934611,0.019911015,0.019911015
Tanzania,1985,0.027241876,0.030135504,0.020492036,0.020492036
Tanzania,1986,0.028229471,0.03099927,0.021129978,0.021129978
Tanzania,1987,0.029299513,0.031948123,0.021832921,0.021832921
Tanzania,1988,0.030462524,0.032980636,0.022599805,0.022599805
Tanzania,1989,0.031692716,0.034070546,0.023410869,0.023410869
Tanzania,1990,0.033020188,0.035236787,0.024280295,0.024280295
Tanzania,1991,0.034374898,0.036416326,0.025161017,0.025161017
Tanzania,1992,0.035726903,0.037594238,0.026042069,0.026042069
Tanzania,1993,0.037089476,0.03877858,0.026931059,0.026931059
Tanzania,1994,0.038424659,0.039945374,0.027811789,0.027811789
Tanzania,1995,0.039759241,0.041116418,0.028701485,0.028701485
Tanzania,1996,0.041090815,0.042294135,0.029602232,0.029602232
Tanzania,1997,0.042371412,0.043439904,0.030484375,0.030484375
Tanzania,1998,0.04358883,0.044551634,0.031344851,0.031344851
Tanzania,1999,0.044771146,0.045641126,0.032190646,0.032190646
Tanzania,2000,0.04591726,0.046720492,0.03302923,0.03302923
Tanzania,2001,0.047068137,0.047836765,0.033895616,0.033895616
Tanzania,2002,0.04814126,0.048910261,0.03472951,0.03472951
Tanzania,2003,0.049195153,0.049976991,0.035557476,0.035557476
Tanzania,2004,0.050258708,0.051040808,0.036382247,0.036382247
Tanzania,2005,0.051276405,0.05207423,0.037182886,0.037182886
Tanzania,2006,0.052241653,0.05305632,0.037943012,0.037943012
Tanzania,2007,0.053181424,0.054008871,0.038679616,0.038679616
Tanzania,2008,0.054137717,0.054999939,0.039446062,0.039446062
Tanzania,2009,0.055075946,0.055994816,0.040219027,0.040219027
Tanzania,2010,0.056025451,0.057032988,0.041030528,0.041030528
Tanzania,2011,0.057042275,0.058115825,0.041882736,0.041882736
Tanzania,2012,0.058028007,0.059193592,0.042737718,0.042737718
Tanzania,2013,0.059072511,0.060300674,0.043621505,0.043621505
Tanzania,2014,0.060174174,0.061468618,0.04455715,0.04455715
Thailand,1980,0.03502385,0.052797261,0.039976683,0.039976683
Thailand,1981,0.035801477,0.053545143,0.040552978,0.040552978
Thailand,1982,0.036655129,0.054355458,0.041217198,0.041217198
Thailand,1983,0.037627418,0.055298491,0.042041055,0.042041055
Thailand,1984,0.038626883,0.056234641,0.042930675,0.042930675
Thailand,1985,0.039647302,0.05713482,0.043872876,0.043872876
Thailand,1986,0.040724884,0.058067971,0.044923384,0.044923384
Thailand,1987,0.041861201,0.059022943,0.046065749,0.046065749
Thailand,1988,0.043052571,0.060009685,0.047302381,0.047302381
Thailand,1989,0.044271346,0.061001264,0.048606193,0.048606193
Thailand,1990,0.04556522,0.062032841,0.050006144,0.050006144
Thailand,1991,0.046892327,0.063060403,0.051474669,0.051474669
Thailand,1992,0.048285179,0.064114479,0.053042896,0.053042896
Thailand,1993,0.04970737,0.06514374,0.054656111,0.054656111
Thailand,1994,0.051245591,0.066260365,0.056388023,0.056388023
Thailand,1995,0.052860135,0.067400341,0.058161329,0.058161329
Thailand,1996,0.054532118,0.068563507,0.059962345,0.059962345
Thailand,1997,0.056186767,0.069692999,0.061741713,0.061741713
Thailand,1998,0.057752488,0.07074557,0.063469611,0.063469611
Thailand,1999,0.05931139,0.071822721,0.065262523,0.065262523
Thailand,2000,0.060910176,0.072959365,0.067177122,0.067177122
Thailand,2001,0.062542199,0.074144056,0.069210618,0.069210618
Thailand,2002,0.064188899,0.075331579,0.071322342,0.071322342
Thailand,2003,0.065861611,0.076518326,0.073523195,0.073523195
Thailand,2004,0.067541672,0.07771266,0.075834671,0.075834671
Thailand,2005,0.069215,0.078864718,0.078213366,0.078213366
Thailand,2006,0.070919897,0.080029364,0.080719992,0.080719992
Thailand,2007,0.072542595,0.081109964,0.083250028,0.083250028
Thailand,2008,0.074170961,0.082196614,0.085874086,0.085874086
Thailand,2009,0.075730572,0.083194671,0.088460737,0.088460737
Thailand,2010,0.077232135,0.084128739,0.091008265,0.091008265
Thailand,2011,0.078629793,0.084985685,0.093487015,0.093487015
Thailand,2012,0.080070238,0.085872685,0.096012216,0.096012216
Thailand,2013,0.081471081,0.086727077,0.098513773,0.098513773
Thailand,2014,0.082871193,0.087565508,0.101013816,0.101013816
Timor,1980,0.024339417,0.030029239,0.016791676,0.016791676
Timor,1981,0.025007167,0.030724435,0.016907005,0.016907005
Timor,1982,0.025768395,0.031508123,0.017349066,0.017349066
Timor,1983,0.026617806,0.032369897,0.018025924,0.018025924
Timor,1984,0.027544583,0.033311136,0.018790724,0.018790724
Timor,1985,0.028554162,0.034316734,0.019538798,0.019538798
Timor,1986,0.029661765,0.035389704,0.020250166,0.020250166
Timor,1987,0.030838048,0.036500365,0.020946019,0.020946019
Timor,1988,0.032070812,0.037641208,0.021662027,0.021662027
Timor,1989,0.033343552,0.038806195,0.022461485,0.022461485
Timor,1990,0.034639233,0.039963873,0.023369695,0.023369695
Timor,1991,0.035934287,0.041102779,0.02437166,0.02437166
Timor,1992,0.037252663,0.042239079,0.025451879,0.025451879
Timor,1993,0.038557847,0.043337427,0.026596259,0.026596259
Timor,1994,0.039839764,0.044404859,0.02783383,0.02783383
Timor,1995,0.041072774,0.045429603,0.029190942,0.029190942
Timor,1996,0.042303061,0.046456207,0.030773688,0.030773688
Timor,1997,0.04349215,0.047444681,0.032605143,0.032605143
Timor,1998,0.044649195,0.048369449,0.034602073,0.034602073
Timor,1999,0.045466286,0.048952404,0.036314285,0.036314285
Timor,2000,0.046332155,0.049581389,0.03775554,0.03775554
Timor,2001,0.047248909,0.050240886,0.038696799,0.038696799
Timor,2002,0.048025286,0.050763857,0.039034982,0.039034982
Timor,2003,0.048691184,0.051184549,0.039013234,0.039013234
Timor,2004,0.049265663,0.051535259,0.03894555,0.03894555
Timor,2005,0.049828688,0.051876051,0.039039579,0.039039579
Timor,2006,0.050245786,0.05211532,0.039250883,0.039250883
Timor,2007,0.050616501,0.052376576,0.039610412,0.039610412
Timor,2008,0.051021786,0.052713299,0.040085338,0.040085338
Timor,2009,0.051475684,0.053080404,0.040523674,0.040523674
Timor,2010,0.051936956,0.053465672,0.04083466,0.04083466
Timor,2011,0.052389595,0.053855817,0.040993902,0.040993902
Timor,2012,0.052837482,0.054281809,0.041065505,0.041065505
Timor,2013,0.053295091,0.054723926,0.041065129,0.041065129
Timor,2014,0.053768121,0.055188259,0.041040317,0.041040317
Togo,1980,0.031091846,0.028483754,0.020403452,0.020403452
Togo,1981,0.031834753,0.029055702,0.020825781,0.020825781
Togo,1982,0.032571167,0.029609852,0.021228209,0.021228209
Togo,1983,0.03331295,0.030177496,0.021635814,0.021635814
Togo,1984,0.034090032,0.03079726,0.022078138,0.022078138
Togo,1985,0.03494392,0.031494913,0.022575638,0.022575638
Togo,1986,0.035848086,0.03223934,0.023102065,0.023102065
Togo,1987,0.036770234,0.033014209,0.023643967,0.023643967
Togo,1988,0.037822678,0.033892274,0.024257805,0.024257805
Togo,1989,0.038974638,0.034862794,0.024934693,0.024934693
Togo,1990,0.040191514,0.035874775,0.025636075,0.025636075
Togo,1991,0.041479525,0.036943858,0.026375001,0.026375001
Togo,1992,0.042825641,0.038065245,0.027147103,0.027147103
Togo,1993,0.044078381,0.039126917,0.027858725,0.027858725
Togo,1994,0.045430995,0.040313478,0.028642245,0.028642245
Togo,1995,0.04684464,0.041576763,0.029455333,0.029455333
Togo,1996,0.048263416,0.042877278,0.030266494,0.030266494
Togo,1997,0.049744081,0.044266151,0.031120387,0.031120387
Togo,1998,0.051209149,0.045661085,0.031964666,0.031964666
Togo,1999,0.052666549,0.047073353,0.032821458,0.032821458
Togo,2000,0.054111385,0.048513502,0.0337087,0.0337087
Togo,2001,0.055541148,0.049961118,0.034616054,0.034616054
Togo,2002,0.056934452,0.051392085,0.035526333,0.035526333
Togo,2003,0.058390963,0.052857277,0.036480816,0.036480816
Togo,2004,0.059822591,0.054318064,0.037453876,0.037453876
Togo,2005,0.06117487,0.055769726,0.038444426,0.038444426
Togo,2006,0.062544908,0.057271637,0.039499583,0.039499583
Togo,2007,0.063860866,0.058784739,0.040593339,0.040593339
