Entity,Year,Public expenditure on health %GDP (OWID extrapolated series)
Iraq,2008,2.93957483
Iraq,2009,3.45308147
Iraq,2010,2.82324919
Iraq,2011,2.49103317
Iraq,2012,3.28004061
Iraq,2013,3.71919911
Iraq,2014,3.33814899
Ireland,1930,0.62
Ireland,1960,2.543365061
Ireland,1961,2.484308597
Ireland,1962,2.524813628
Ireland,1963,2.669611008
Ireland,1964,2.812424827
Ireland,1965,2.818485666
Ireland,1966,3.094317044
Ireland,1967,3.366418171
Ireland,1968,3.120850318
Ireland,1969,3.289376612
Ireland,1970,3.858345944
Ireland,1971,4.107174862
Ireland,1972,4.343712106
Ireland,1973,4.689531622
Ireland,1974,5.159300786
Ireland,1975,5.689185529
Ireland,1976,5.457916145
Ireland,1977,5.097739128
Ireland,1978,5.379414702
Ireland,1979,5.779565481
Ireland,1980,6.257494663
Ireland,1981,6.010524991
Ireland,1982,5.875626458
Ireland,1983,5.773161416
Ireland,1984,5.46731566
Ireland,1985,5.400589433
Ireland,1986,5.254638724
Ireland,1987,4.902621725
Ireland,1988,4.576944026
Ireland,1989,4.396184123
Ireland,1990,4.239077945
Ireland,1991,4.610307139
Ireland,1992,4.85190566
Ireland,1993,4.920284549
Ireland,1994,4.825463069
Ireland,1995,4.66980297
Ireland,1996,4.54190547
Ireland,1997,4.64483986
Ireland,1998,4.4945387
Ireland,1999,4.46186632
Ireland,2000,4.46660108
Ireland,2001,4.91167275
Ireland,2002,5.1711671
Ireland,2003,5.40268378
Ireland,2004,5.59622888
Ireland,2005,5.52072419
Ireland,2006,5.44387862
Ireland,2007,5.72991017
Ireland,2008,6.51302712
Ireland,2009,6.91724158
Ireland,2010,6.1014399
Ireland,2011,5.52604346
Ireland,2012,5.62241699
Ireland,2013,5.33328882
Ireland,2014,5.14148408
Israel,1995,4.95014543
Israel,1996,5.10814423
Israel,1997,5.14484079
Israel,1998,4.76218924
Israel,1999,4.60178211
Israel,2000,4.46036146
Israel,2001,4.71917215
Israel,2002,4.73781875
Israel,2003,4.58758637
Israel,2004,4.47343624
Israel,2005,4.40842582
Israel,2006,4.70256022
Israel,2007,4.56088595
Israel,2008,4.47159299
Israel,2009,4.56077326
Israel,2010,4.61227648
Israel,2011,4.61852466
Israel,2012,4.865017
Israel,2013,4.85780838
Israel,2014,4.75169581
Italy,1880,0
Italy,1890,0
Italy,1900,0
Italy,1910,0
Italy,1920,0
Italy,1930,0
Italy,1960,2.824634156
Italy,1961,2.904989764
Italy,1962,2.904516272
Italy,1963,3.161746169
Italy,1964,3.37286226
Italy,1965,3.58043117
Italy,1966,3.720252224
Italy,1967,3.867907848
Italy,1968,3.939158615
Italy,1969,4.006494726
Italy,1970,4.211581627
Italy,1971,4.617431634
Italy,1972,4.97430695
Italy,1973,4.925024017
Italy,1974,4.939024325
Italy,1975,4.928973102
Italy,1976,4.905457461
Italy,1977,4.603772501
Italy,1978,4.897644343
Italy,1979,4.916015873
Italy,1980,5.244889077
Italy,1981,5.011379273
Italy,1982,5.111210159
Italy,1983,5.202919516
Italy,1984,5.019982922
Italy,1985,5.101385906
Italy,1986,4.959733309
Italy,1987,5.371193385
Italy,1988,5.544272086
Italy,1989,5.463776163
Italy,1990,5.849028627
Italy,1991,6.032784926
Italy,1992,5.90009483
Italy,1993,5.709878349
Italy,1994,5.427578633
Italy,1995,5.02089477
Italy,1996,5.08449383
Italy,1997,5.28628874
Italy,1998,5.30023437
Italy,1999,5.38466978
Italy,2000,5.70465804
Italy,2001,5.97316417
Italy,2002,6.07690275
Italy,2003,6.07045375
Italy,2004,6.41476699
Italy,2005,6.64414757
Italy,2006,6.74359729
Italy,2007,6.48783966
Italy,2008,6.8366536
Italy,2009,7.24866586
Italy,2010,7.2566735
Italy,2011,6.96918518
Italy,2012,6.9931209
Italy,2013,6.96735138
Italy,2014,6.99265103
Jamaica,1995,2.22428069
Jamaica,1996,2.85907453
Jamaica,1997,3.35487388
Jamaica,1998,3.38375192
Jamaica,1999,2.71111359
Jamaica,2000,3.22045272
Jamaica,2001,2.44963229
Jamaica,2002,2.78734923
Jamaica,2003,2.30426789
Jamaica,2004,2.7238551
Jamaica,2005,1.98584492
Jamaica,2006,2.31021091
Jamaica,2007,2.53492008
Jamaica,2008,2.89367121
Jamaica,2009,2.89373821
Jamaica,2010,2.99010608
Jamaica,2011,2.79522281
Jamaica,2012,3.27376045
Jamaica,2013,3.38013488
Jamaica,2014,2.80857803
Japan,1880,0.03
Japan,1890,0.07
Japan,1900,0.1
Japan,1910,0.1
Japan,1920,0.1
Japan,1930,0.12
Japan,1960,1.833913438
Japan,1961,2.094559232
Japan,1962,2.214851059
Japan,1963,2.378676676
Japan,1964,2.502055621
Japan,1965,2.772649363
Japan,1966,2.772001257
Japan,1967,2.858931467
Japan,1968,2.853513534
Japan,1969,2.805115261
Japan,1970,3.217888955
Japan,1971,3.107751328
Japan,1972,3.274412416
Japan,1973,3.242825776
Japan,1974,3.834244049
Japan,1975,4.119978457
Japan,1976,4.296614273
Japan,1977,4.267729122
Japan,1978,4.608844054
Japan,1979,4.598869326
Japan,1980,4.705889849
Japan,1981,4.73809991
Japan,1982,4.854575645
Japan,1983,5.055005345
Japan,1984,4.910060072
Japan,1985,4.812079146
Japan,1986,4.891980877
Japan,1987,4.982688564
Japan,1988,4.858004458
Japan,1989,4.753789327
Japan,1990,4.684693552
Japan,1991,4.762932828
Japan,1992,4.962427396
Japan,1993,5.256474078
Japan,1994,5.440383134
Japan,1995,5.4515008
Japan,1996,5.34258605
Japan,1997,5.46991612
Japan,1998,5.6529118
Japan,1999,5.90909769
Japan,2000,6.08761401
Japan,2001,6.29740618
Japan,2002,6.36155257
Japan,2003,6.42041005
Japan,2004,6.47273952
Japan,2005,6.65745957
Japan,2006,6.59643924
Japan,2007,6.71504487
Japan,2008,6.99502179
Japan,2009,7.75349321
Japan,2010,7.86196937
Japan,2011,8.31824984
Japan,2012,8.40992077
Japan,2013,8.5282191
Japan,2014,8.55008168
Jordan,1995,5.32889836
Jordan,1996,5.44118216
Jordan,1997,5.11639274
Jordan,1998,5.30058976
Jordan,1999,4.9910697
Jordan,2000,4.63530935
Jordan,2001,4.7860931
Jordan,2002,4.81069143
Jordan,2003,4.45103699
Jordan,2004,4.69232591
Jordan,2005,4.76100832
Jordan,2006,4.48990028
Jordan,2007,4.99418197
Jordan,2008,5.43125045
Jordan,2009,6.6959843
Jordan,2010,5.92129561
Jordan,2011,5.90586213
Jordan,2012,5.50930257
Jordan,2013,4.87355545
Jordan,2014,5.19310195
Kazakhstan,1995,2.95348998
Kazakhstan,1996,2.7590641
Kazakhstan,1997,3.00261581
Kazakhstan,1998,3.09298526
Kazakhstan,1999,2.29610763
Kazakhstan,2000,2.11931065
Kazakhstan,2001,1.96579516
Kazakhstan,2002,1.9331209
Kazakhstan,2003,2.01432141
Kazakhstan,2004,2.29466653
Kazakhstan,2005,2.52154179
Kazakhstan,2006,2.3057194
Kazakhstan,2007,1.78413256
Kazakhstan,2008,2.26257832
Kazakhstan,2009,2.65111923
Kazakhstan,2010,2.52721801
Kazakhstan,2011,2.27155274
Kazakhstan,2012,2.40821469
Kazakhstan,2013,2.18920504
Kazakhstan,2014,2.36790309
Kenya,1995,1.96935537
Kenya,1996,1.66298016
Kenya,1997,1.59950791
Kenya,1998,1.99490327
Kenya,1999,1.67225462
Kenya,2000,2.1667251
Kenya,2001,2.06730417
Kenya,2002,1.94316444
Kenya,2003,1.92813908
Kenya,2004,1.7957209
Kenya,2005,1.8454075
Kenya,2006,1.62431466
Kenya,2007,1.59685853
Kenya,2008,1.40330995
Kenya,2009,1.64162437
Kenya,2010,1.41873555
Kenya,2011,2.62353341
Kenya,2012,3.32293745
Kenya,2013,3.34640418
Kenya,2014,3.50386606
Kiribati,1995,8.96847138
Kiribati,1996,8.79777231
Kiribati,1997,8.98299991
Kiribati,1998,6.65695432
Kiribati,1999,8.44421699
Kiribati,2000,7.58292048
Kiribati,2001,8.49180328
Kiribati,2002,8.56390977
Kiribati,2003,9.4676259
Kiribati,2004,9.89208633
Kiribati,2005,9.46043165
Kiribati,2006,9.35971223
Kiribati,2007,11.40077075
Kiribati,2008,10.31166522
Kiribati,2009,10.36476503
Kiribati,2010,8.72560976
Kiribati,2011,8.56886228
Kiribati,2012,8.31360947
Kiribati,2013,8.23291429
Kiribati,2014,8.29102703
Kuwait,1995,3.07938172
Kuwait,1996,2.75312334
Kuwait,1997,2.95125448
Kuwait,1998,3.5051094
Kuwait,1999,2.91184297
Kuwait,2000,1.90745895
Kuwait,2001,2.93851402
Kuwait,2002,2.84511648
Kuwait,2003,2.59163805
Kuwait,2004,2.19767641
Kuwait,2005,1.89843598
Kuwait,2006,1.82620292
Kuwait,2007,1.67889261
Kuwait,2008,1.5118627
Kuwait,2009,3.37093389
Kuwait,2010,2.33448919
Kuwait,2011,2.25568332
Kuwait,2012,2.1872224
Kuwait,2013,2.16562543
Kuwait,2014,2.61442253
Kyrgyzstan,1995,3.05869661
Kyrgyzstan,1996,2.5183066
Kyrgyzstan,1997,2.56168008
Kyrgyzstan,1998,2.53705699
Kyrgyzstan,1999,2.25154793
Kyrgyzstan,2000,2.0709018
Kyrgyzstan,2001,1.96892384
Kyrgyzstan,2002,2.1492165
Kyrgyzstan,2003,2.056844
Kyrgyzstan,2004,2.27517826
Kyrgyzstan,2005,2.38059842
Kyrgyzstan,2006,3.27699724
Kyrgyzstan,2007,3.53000042
Kyrgyzstan,2008,3.12832461
Kyrgyzstan,2009,3.78535257
Kyrgyzstan,2010,3.71014072
Kyrgyzstan,2011,3.70108957
Kyrgyzstan,2012,4.19724385
Kyrgyzstan,2013,3.87993679
Kyrgyzstan,2014,3.63943755
Laos,1995,2.17934772
Laos,1996,1.82752235
Laos,1997,2.07175976
Laos,1998,1.85173048
Laos,1999,1.11170292
Laos,2000,1.13056391
Laos,2001,1.17779072
Laos,2002,1.08287063
Laos,2003,1.2709968
Laos,2004,0.80189871
Laos,2005,0.73460709
Laos,2006,1.14702119
Laos,2007,1.02973006
Laos,2008,1.00146952
Laos,2009,1.85830311
Laos,2010,1.27818069
Laos,2011,0.83580961
Laos,2012,0.79224628
Laos,2013,0.96487284
Laos,2014,0.94273375
Latvia,1995,3.82016484
Latvia,1996,3.52587043
Latvia,1997,3.45961566
Latvia,1998,3.62626178
Latvia,1999,3.72865722
Latvia,2000,3.26544668
Latvia,2001,3.15770795
Latvia,2002,3.27906797
Latvia,2003,3.24952285
Latvia,2004,3.6846981
Latvia,2005,3.63715136
Latvia,2006,4.35785714
Latvia,2007,4.255979
Latvia,2008,4.12451505
Latvia,2009,4.07004162
Latvia,2010,3.94025815
Latvia,2011,3.87340142
Latvia,2012,3.5769554
Latvia,2013,3.53984304
Latvia,2014,3.71523198
Lebanon,1995,4.24247649
Lebanon,1996,4.99173672
Lebanon,1997,5.06163626
Lebanon,1998,3.14491017
Lebanon,1999,2.94300943
Lebanon,2000,3.20634861
Lebanon,2001,3.73396391
Lebanon,2002,3.7355935
Lebanon,2003,3.49637582
Lebanon,2004,3.71197077
Lebanon,2005,3.74433295
Lebanon,2006,3.63188247
Lebanon,2007,3.71553554
Lebanon,2008,3.14481341
Lebanon,2009,3.12341715
Lebanon,2010,2.70855148
Lebanon,2011,2.74439699
Lebanon,2012,3.23585528
Lebanon,2013,3.0542297
Lebanon,2014,3.0439246
Lesotho,1995,3.56225931
Lesotho,1996,3.78053358
Lesotho,1997,3.117609
Lesotho,1998,3.2720442
Lesotho,1999,3.23923338
Lesotho,2000,3.47402105
Lesotho,2001,4.37251011
Lesotho,2002,3.83131931
Lesotho,2003,4.03488066
Lesotho,2004,3.93829173
Lesotho,2005,3.309584
Lesotho,2006,4.17571059
Lesotho,2007,5.59751222
Lesotho,2008,6.05968377
Lesotho,2009,7.00041374
Lesotho,2010,8.07992507
Lesotho,2011,9.08743587
Lesotho,2012,8.44735094
Lesotho,2013,8.40856481
Lesotho,2014,8.0821676
Liberia,1998,1.4602632
Liberia,1999,1.57302049
Liberia,2000,1.44875611
Liberia,2001,1.64715108
Liberia,2002,1.09081377
Liberia,2003,1.18960877
Liberia,2004,2.41433961
Liberia,2005,1.55346033
Liberia,2006,2.00429446
Liberia,2007,2.76800143
Liberia,2008,3.90225382
Liberia,2009,3.33555505
Liberia,2010,2.74092589
Liberia,2011,3.92711577
Liberia,2012,3.38634341
Liberia,2013,2.83218857
Liberia,2014,3.15924304
Libya,1995,1.51452799
Libya,1996,1.66274171
Libya,1997,1.79019819
Libya,1998,1.88451339
Libya,1999,1.65037779
Libya,2000,1.65983086
Libya,2001,2.21029369
Libya,2002,3.05672627
Libya,2003,2.69200263
Libya,2004,2.27661867
Libya,2005,1.74911743
Libya,2006,1.64016681
Libya,2007,1.74809734
Libya,2008,1.38240756
Libya,2009,2.17818001
Libya,2010,2.13678965
Libya,2011,3.02
Libya,2012,3.02
Libya,2013,3.02
Libya,2014,3.65407916
Lithuania,1995,3.98521792
Lithuania,1996,3.9310042
Lithuania,1997,4.16143197
Lithuania,1998,4.61611598
Lithuania,1999,4.64619213
Lithuania,2000,4.50192924
Lithuania,2001,4.54791886
Lithuania,2002,4.79217207
Lithuania,2003,4.92987539
Lithuania,2004,3.83247282
Lithuania,2005,3.95366446
Lithuania,2006,4.30671585
Lithuania,2007,4.54217728
Lithuania,2008,4.78419577
Lithuania,2009,5.48554662
Lithuania,2010,5.02095568
Lithuania,2011,4.73913687
Lithuania,2012,4.34953944
Lithuania,2013,4.31263081
Lithuania,2014,4.44688961
Luxembourg,1975,3.670954859
Luxembourg,1976,3.714428998
Luxembourg,1977,4.022497004
Luxembourg,1978,4.280362898
Luxembourg,1979,4.378446857
Luxembourg,1980,4.471257485
Luxembourg,1981,4.590962103
Luxembourg,1982,4.476530817
Luxembourg,1983,4.199680931
Luxembourg,1984,4.114358433
Luxembourg,1985,4.175107208
Luxembourg,1986,4.167724544
Luxembourg,1987,4.731549111
Luxembourg,1988,4.921178099
Luxembourg,1989,4.792297886
Luxembourg,1990,4.984036207
Luxembourg,1991,4.776161493
Luxembourg,1992,5.003652999
Luxembourg,1993,5.072100837
Luxembourg,1994,4.87930785
Luxembourg,1995,5.14571654
Luxembourg,1996,5.24556016
Luxembourg,1997,5.17376634
Luxembourg,1998,5.2379038
Luxembourg,1999,5.23218973
Luxembourg,2000,6.36126718
Luxembourg,2001,6.23638901
Luxembourg,2002,7.07085849
Luxembourg,2003,6.45762351
Luxembourg,2004,6.95829766
Luxembourg,2005,6.74770644
Luxembourg,2006,6.59737985
Luxembourg,2007,5.82007398
Luxembourg,2008,6.49296978
Luxembourg,2009,7.02564427
Luxembourg,2010,6.59470188
Luxembourg,2011,6.26066183
Luxembourg,2012,5.98807092
Luxembourg,2013,5.93923733
Luxembourg,2014,5.82283606
Macedonia,1995,4.99639742
Macedonia,1996,5.13595365
Macedonia,1997,5.55499629
Macedonia,1998,6.48932137
Macedonia,1999,5.34163916
Macedonia,2000,4.78776654
Macedonia,2001,4.63111247
Macedonia,2002,5.19157114
Macedonia,2003,5.22603491
Macedonia,2004,5.03928924
Macedonia,2005,4.78161478
Macedonia,2006,4.87674973
Macedonia,2007,4.44586774
Macedonia,2008,4.7474917
Macedonia,2009,4.45685773
Macedonia,2010,4.29290363
Macedonia,2011,4.27293274
Macedonia,2012,4.42539678
Macedonia,2013,4.20426909
Macedonia,2014,4.10142063
Madagascar,1995,1.4415262
Madagascar,1996,1.91497211
Madagascar,1997,2.14802212
Madagascar,1998,1.96133518
Madagascar,1999,2.03991364
Madagascar,2000,2.57330423
Madagascar,2001,2.80851566
Madagascar,2002,2.74321383
Madagascar,2003,2.26017419
Madagascar,2004,2.43699522
Madagascar,2005,2.62144999
Madagascar,2006,2.81771162
Madagascar,2007,2.73982184
Madagascar,2008,2.41891842
Madagascar,2009,2.40821292
Madagascar,2010,2.60655861
Madagascar,2011,2.43587228
Madagascar,2012,1.8161053
Madagascar,2013,2.56044494
Madagascar,2014,1.47341461
Malawi,1995,1.86521374
Malawi,1996,1.26338764
Malawi,1997,1.60043401
Malawi,1998,1.88109678
Malawi,1999,2.27478223
Malawi,2000,2.77855655
Malawi,2001,2.2150815
Malawi,2002,2.91255003
Malawi,2003,4.57849666
Malawi,2004,5.71696331
Malawi,2005,6.06636651
Malawi,2006,6.19490826
Malawi,2007,4.41611059
Malawi,2008,6.09662472
Malawi,2009,6.18575293
Malawi,2010,6.33925489
Malawi,2011,6.93370255
Malawi,2012,6.76593456
Malawi,2013,5.79345079
Malawi,2014,5.99862084
Malaysia,1995,1.6735801
Malaysia,1996,1.69310012
Malaysia,1997,1.50346883
Malaysia,1998,1.62348937
Malaysia,1999,1.68239323
Malaysia,2000,1.69353255
Malaysia,2001,1.99038232
Malaysia,2002,1.95887394
Malaysia,2003,2.36204142
Malaysia,2004,2.11804054
Malaysia,2005,1.69082761
Malaysia,2006,2.01181669
Malaysia,2007,1.96186767
Malaysia,2008,1.93670636
Malaysia,2009,2.33663975
Malaysia,2010,2.28629659
Malaysia,2011,2.13591373
Malaysia,2012,2.21523329
Malaysia,2013,2.20314715
Malaysia,2014,2.30029002
Maldives,1995,3.66261366
Maldives,1996,3.60309376
Maldives,1997,3.54408858
Maldives,1998,4.64846689
Maldives,1999,4.74957875
Maldives,2000,5.11944821
Maldives,2001,3.70026801
Maldives,2002,3.5671826
Maldives,2003,3.77820096
Maldives,2004,3.87687767
Maldives,2005,7.12664977
Maldives,2006,5.23783045
Maldives,2007,4.55326737
Maldives,2008,7.02587791
Maldives,2009,6.72971155
Maldives,2010,5.27343524
Maldives,2011,5.60878186
Maldives,2012,6.50292714
Maldives,2013,8.26383345
Maldives,2014,10.75705209
Mali,1995,2.62742229
Mali,1996,2.99378762
Mali,1997,2.47827615
Mali,1998,2.13675293
Mali,1999,1.81939669
Mali,2000,2.06992132
Mali,2001,2.87244863
Mali,2002,2.53887745
Mali,2003,2.75719898
Mali,2004,3.09188655
Mali,2005,2.96873995
Mali,2006,2.73683072
Mali,2007,2.58295809
Mali,2008,1.97680192
Mali,2009,1.85606743
Mali,2010,1.71786093
Mali,2011,1.68155275
Mali,2012,1.67327338
Mali,2013,1.78141653
Mali,2014,1.95543294
Malta,1995,3.81951774
Malta,1996,4.10534536
Malta,1997,4.3843844
Malta,1998,4.44369679
Malta,1999,4.39365625
Malta,2000,4.74239481
Malta,2001,4.83426775
Malta,2002,5.42940094
Malta,2003,5.54202425
Malta,2004,5.65368589
Malta,2005,5.99744889
Malta,2006,6.0463127
Malta,2007,5.48224056
Malta,2008,5.15623215
Malta,2009,5.25002876
Malta,2010,5.21954508
Malta,2011,6.46201208
Malta,2012,6.62523457
Malta,2013,6.55428283
Malta,2014,6.74343039
Marshall Islands,1995,28.04978525
Marshall Islands,1996,16.67889286
Marshall Islands,1997,17.16813342
Marshall Islands,1998,15.64522955
Marshall Islands,1999,15.42742281
Marshall Islands,2000,19.24043333
Marshall Islands,2001,16.07197043
Marshall Islands,2002,14.8351456
Marshall Islands,2003,14.21128802
Marshall Islands,2004,15.09092986
Marshall Islands,2005,14.67971014
Marshall Islands,2006,17.05555556
Marshall Islands,2007,17.592
Marshall Islands,2008,16.48169935
Marshall Islands,2009,16.02894737
Marshall Islands,2010,14.39817073
Marshall Islands,2011,14.2716763
Marshall Islands,2012,13.90652174
Marshall Islands,2013,14.55189791
Marshall Islands,2014,14.44916839
Mauritania,1995,2.23033439
Mauritania,1996,1.32880839
Mauritania,1997,1.49219146
Mauritania,1998,2.08476202
Mauritania,1999,2.90181302
Mauritania,2000,2.77099352
Mauritania,2001,1.87956046
Mauritania,2002,2.86206036
Mauritania,2003,2.17921835
Mauritania,2004,2.46411253
Mauritania,2005,2.03335606
Mauritania,2006,1.44761643
Mauritania,2007,1.65179135
Mauritania,2008,1.35456473
Mauritania,2009,1.79980274
Mauritania,2010,1.52105378
Mauritania,2011,1.27914138
Mauritania,2012,1.37024701
Mauritania,2013,1.7260388
Mauritania,2014,1.87101626
Mauritius,1995,1.97915469
Mauritius,1996,1.90491623
Mauritius,1997,1.91146883
Mauritius,1998,1.95449996
Mauritius,1999,1.88277773
Mauritius,2000,1.96954971
Mauritius,2001,2.0041706
Mauritius,2002,2.18055167
Mauritius,2003,2.18834909
Mauritius,2004,2.34908884
Mauritius,2005,2.2148368
Mauritius,2006,2.0475075
Mauritius,2007,1.87290984
Mauritius,2008,1.78295421
Mauritius,2009,2.16869134
Mauritius,2010,2.58258813
Mauritius,2011,2.46122411
Mauritius,2012,2.29270279
Mauritius,2013,2.36555619
Mauritius,2014,2.36468574
Mexico,1990,1.74807484
Mexico,1991,2.042170607
Mexico,1992,2.154668987
Mexico,1993,2.240567751
Mexico,1994,2.337266359
Mexico,1995,2.13016934
Mexico,1996,1.90175756
Mexico,1997,2.10860616
Mexico,1998,2.20977666
Mexico,1999,2.39474016
Mexico,2000,2.31810751
Mexico,2001,2.39862085
Mexico,2002,2.42202735
Mexico,2003,2.54127743
Mexico,2004,2.6880039
Mexico,2005,2.61887786
Mexico,2006,2.56034516
Mexico,2007,2.64237477
Mexico,2008,2.76093682
Mexico,2009,3.09593557
Mexico,2010,3.10329567
Mexico,2011,3.0671313
Mexico,2012,3.16097116
Mexico,2013,3.2569934
Mexico,2014,3.25955157
Micronesia (country),1995,8.69618637
Micronesia (country),1996,8.13502702
Micronesia (country),1997,7.27708841
Micronesia (country),1998,6.46213818
Micronesia (country),1999,7.06485656
Micronesia (country),2000,7.35330987
Micronesia (country),2001,8.00699375
Micronesia (country),2002,7.41407386
Micronesia (country),2003,9.02986286
Micronesia (country),2004,9.89982259
Micronesia (country),2005,11.3112
Micronesia (country),2006,11.03399209
Micronesia (country),2007,11.13554688
Micronesia (country),2008,11.6954023
Micronesia (country),2009,12.1732852
Micronesia (country),2010,12.61078231
Micronesia (country),2011,12.53821521
Micronesia (country),2012,11.58813926
Micronesia (country),2013,12.08993841
Micronesia (country),2014,12.43375206
Moldova,1995,5.81589506
Moldova,1996,6.70979738
Moldova,1997,6.07502523
Moldova,1998,4.32372287
Moldova,1999,2.90196397
Moldova,2000,3.22971286
Moldova,2001,3.20753727
Moldova,2002,4.04061004
Moldova,2003,3.9671965
Moldova,2004,4.18238012
Moldova,2005,4.17613938
Moldova,2006,4.71868436
Moldova,2007,4.91970803
Moldova,2008,5.38984775
Moldova,2009,6.0594372
Moldova,2010,5.62147875
Moldova,2011,5.31153991
Moldova,2012,5.51752278
Moldova,2013,5.03134017
Moldova,2014,5.30398831
Monaco,1995,2.78280464
Monaco,1996,2.72203158
Monaco,1997,2.8387481
Monaco,1998,2.76040232
Monaco,1999,2.98990756
Monaco,2000,2.86618724
Monaco,2001,2.91177246
Monaco,2002,2.9567881
Monaco,2003,3.4665385
Monaco,2004,3.54513005
Monaco,2005,3.52893665
Monaco,2006,3.36032026
Monaco,2007,2.95265479
Monaco,2008,3.18977759
Monaco,2009,3.8011579
Monaco,2010,3.89646038
Monaco,2011,3.70525709
Monaco,2012,3.76419501
Monaco,2013,3.55496015
Monaco,2014,3.84109846
Mongolia,1995,2.59891791
Mongolia,1996,3.03388933
Mongolia,1997,3.06342556
Mongolia,1998,3.48132748
Mongolia,1999,3.41739995
Mongolia,2000,3.82828628
Mongolia,2001,3.89985284
Mongolia,2002,3.45527907
Mongolia,2003,2.91803129
Mongolia,2004,2.92676436
Mongolia,2005,2.48459122
Mongolia,2006,2.39691359
Mongolia,2007,2.73641224
Mongolia,2008,3.18351906
Mongolia,2009,2.76837271
Mongolia,2010,2.65447806
Mongolia,2011,2.59570626
Mongolia,2012,2.2605149
Mongolia,2013,2.21159453
Mongolia,2014,2.62057288
Montenegro,1995,5.19650592
Montenegro,1996,5.19650592
Montenegro,1997,5.19650592
Montenegro,1998,5.19650592
Montenegro,1999,5.19650592
Montenegro,2000,5.19650592
Montenegro,2001,5.95718477
Montenegro,2002,5.88024212
Montenegro,2003,6.66301135
Montenegro,2004,6.23236672
Montenegro,2005,6.02294002
Montenegro,2006,5.61349987
Montenegro,2007,4.5478217
Montenegro,2008,3.99179679
Montenegro,2009,3.61393065
Montenegro,2010,4.17346944
Montenegro,2011,4.18659029
Montenegro,2012,4.47237839
Montenegro,2013,3.71908824
Montenegro,2014,3.66738093
Morocco,1995,1.18413372
Morocco,1996,1.14335155
Morocco,1997,1.07339024
Morocco,1998,1.17910212
Morocco,1999,1.1491419
Morocco,2000,1.22973785
Morocco,2001,1.42775923
Morocco,2002,1.37880895
Morocco,2003,1.39499543
Morocco,2004,1.4295298
Morocco,2005,1.43892587
Morocco,2006,1.71440251
Morocco,2007,1.89807732
Morocco,2008,1.89197177
Morocco,2009,2.04639606
Morocco,2010,2.06757204
Morocco,2011,2.08777206
Morocco,2012,2.18146636
Morocco,2013,1.95774948
Morocco,2014,2.00132628
Mozambique,1995,3.39655618
Mozambique,1996,2.59826124
Mozambique,1997,2.95587394
Mozambique,1998,2.96847683
Mozambique,1999,3.5660975
Mozambique,2000,4.31188308
Mozambique,2001,3.96759611
Mozambique,2002,4.48886203
Mozambique,2003,4.10824098
Mozambique,2004,3.52192794
Mozambique,2005,4.30613507
Mozambique,2006,3.95098184
Mozambique,2007,3.10000509
Mozambique,2008,2.6068045
Mozambique,2009,2.51515994
Mozambique,2010,3.01810283
Mozambique,2011,2.66457773
Mozambique,2012,2.77638277
Mozambique,2013,3.11908763
Mozambique,2014,3.93673477
Myanmar,2012,0.8196291
Myanmar,2013,0.82684616
Myanmar,2014,1.0448998
Namibia,1995,4.41365872
Namibia,1996,4.7509088
Namibia,1997,4.92451172
Namibia,1998,4.95259665
Namibia,1999,5.11174435
Namibia,2000,4.21402942
Namibia,2001,3.4742469
Namibia,2002,3.57696867
Namibia,2003,3.72233541
Namibia,2004,3.20703876
Namibia,2005,3.57961972
Namibia,2006,3.12912009
Namibia,2007,3.80077117
Namibia,2008,3.89854309
Namibia,2009,4.41722957
Namibia,2010,4.59442937
Namibia,2011,5.31576441
Namibia,2012,4.85409775
Namibia,2013,5.02913642
Namibia,2014,5.3571377
Nauru,1995,12.33493098
Nauru,1996,11.59428355
Nauru,1997,11.82601857
Nauru,1998,12.56498453
Nauru,1999,12.3379839
Nauru,2000,12.54768588
Nauru,2001,13.31280698
Nauru,2002,14.53541811
Nauru,2003,13.45467078
Nauru,2004,10.64962726
Nauru,2005,11.6177752
Nauru,2006,12.57633672
Nauru,2007,18.10282404
Nauru,2008,15.60670301
Nauru,2009,8.72753415
Nauru,2010,8.45455182
Nauru,2011,7.11055696
Nauru,2012,6.52396561
Nauru,2013,4.19216355
Nauru,2014,2.86766633
Nepal,1995,1.40737879
Nepal,1996,1.42214041
Nepal,1997,1.47102706
Nepal,1998,2.55439609
Nepal,1999,1.76323186
Nepal,2000,1.35212335
Nepal,2001,1.5944633
Nepal,2002,1.64084097
Nepal,2003,1.52768761
Nepal,2004,1.59032658
Nepal,2005,1.58532843
Nepal,2006,2.04487497
Nepal,2007,2.28312508
Nepal,2008,2.7256987
Nepal,2009,2.82439526
Nepal,2010,2.86731707
Nepal,2011,3.24209748
Nepal,2012,2.4668546
Nepal,2013,2.21990256
Nepal,2014,2.33781912
Netherlands,1880,0
Netherlands,1890,0
Netherlands,1900,0
Netherlands,1910,0
Netherlands,1920,0
Netherlands,1930,0
Netherlands,1960,1.015408153
Netherlands,1961,1.305746663
Netherlands,1962,1.64570093
Netherlands,1963,2.058669354
Netherlands,1964,2.145592875
Netherlands,1965,2.356225783
Netherlands,1966,2.653460842
Netherlands,1967,2.965897253
Netherlands,1968,3.239019728
Netherlands,1969,3.582925735
Netherlands,1970,3.95029875
Netherlands,1971,3.835965283
Netherlands,1972,3.69407358
Netherlands,1973,3.75293493
Netherlands,1974,3.948567962
