Entity,Year,Sex ratio by age (one-year olds),Sex ratio by age (five-year olds),Sex ratio by age (10 year olds),Sex ratio by age (15 year olds),Sex ratio by age (20 year olds),Sex ratio by age (30 year olds),Sex ratio by age (40 year olds),Sex ratio by age (50 year olds),Sex ratio by age (60 year olds),Sex ratio by age (70 year olds),Sex ratio by age (80 year olds),Sex ratio by age (90 year olds),Sex ratio by age (100 year olds)
Ukraine,1997,105.5825042,105.2923122,105.1316624,103.9150373,100.3989166,101.5956567,93.46055877,90.70900198,76.54715786,57.45859475,34.19727857,27.16595228,15.45584046
Ukraine,1998,105.622479,105.3083494,105.2294216,104.6452826,100.4959039,101.3896989,93.76691864,90.64136021,75.31166922,58.71078693,34.62654432,26.93464679,15.97899475
Ukraine,1999,105.6664281,105.2863036,105.2940817,104.9852503,101.1912003,101.0185133,94.3086536,89.75953016,74.36155857,58.91862151,33.46846343,26.1961057,16.41791045
Ukraine,2000,105.7326578,105.2148484,105.3380029,105.0727025,102.1806012,100.4707236,94.96475835,88.50195726,73.79608634,58.90339874,31.77466713,24.03422983,16.80261011
Ukraine,2001,105.9433957,105.2195961,105.3398337,105.1728154,103.011489,99.85284779,95.54525757,87.18097058,73.34920676,59.91660853,31.42234259,24.58843826,17.11409396
Ukraine,2002,106.0284546,105.246644,105.3075758,105.2646244,103.9488286,99.21109223,96.24623199,85.84634832,73.18617108,61.37414561,30.54170587,24.96900437,17.27659574
Ukraine,2003,106.1898571,105.2791864,105.2501719,105.3170727,104.6862749,98.67073844,96.74138635,84.89064679,73.87175893,62.77109108,31.5956353,24.76546261,17.27659574
Ukraine,2004,106.2985231,105.2860805,105.1798022,105.3453818,105.0179464,98.34799008,96.88409397,84.52712126,75.04901228,62.67339501,34.52839194,24.01846052,17.19798658
Ukraine,2005,106.3211361,105.2348993,105.0980917,105.3377195,105.0403793,98.24069472,96.79169851,84.63306394,75.90715907,61.34423089,37.29399056,22.834049,16.97959184
Ukraine,2006,106.6715835,105.4173327,105.040827,105.2760223,105.0756535,98.15236326,95.96248295,84.7234746,76.6479864,60.54082659,39.84502733,23.25058548,16.66666667
Ukraine,2007,106.2112617,105.6521624,104.8995346,105.1976994,105.0030699,97.83985918,95.13871986,85.01858379,77.13485543,59.54800795,41.3874942,25.68439157,16.27906977
Ukraine,2008,106.0994086,105.9182797,104.7742565,105.1460204,104.8810066,97.85073843,94.31133826,85.49767417,76.82585959,58.43574218,41.80213404,26.16163442,15.95441595
Ukraine,2009,106.0505921,106.1874503,104.8522274,105.1131792,104.8794849,98.6296266,93.7498979,85.79052738,75.74711718,57.52019697,41.52328137,25.25411847,15.7326131
Ukraine,2010,106.1159966,106.4050072,105.214455,105.0930925,105.0588641,100.0772683,93.67212683,85.71572063,74.36854647,57.1091922,41.05672657,21.74549,15.86384072
Ukraine,2011,105.770133,106.2772238,105.3743362,104.7828127,104.9382675,101.2993271,94.08594328,85.73175969,73.24168731,57.23738086,42.13230344,21.35764944,16.19804401
Ukraine,2012,106.0686297,106.1695027,105.6338104,104.5428094,104.8989813,102.6684784,94.64383872,85.93766551,72.11554322,57.75068802,43.18227951,21.46338376,16.69575334
Ukraine,2013,106.1862941,106.0987432,105.9291849,104.5036138,104.8921492,103.6832581,94.9772889,86.13048966,71.58109033,58.69963054,44.44386282,23.74737689,17.29910714
Ukraine,2014,106.2949795,106.0717142,106.0975354,104.7115993,104.8375006,104.0057975,94.91914834,86.26316883,71.88811533,59.45998138,44.79794458,25.79458013,18.02832244
Ukraine,2015,106.3340111,106.1133726,106.0896595,105.0610911,104.7282024,103.8554668,94.64395113,86.39438722,72.79056507,59.6812428,43.99959822,27.47754381,18.71947911
United Arab Emirates,1950,103.04,103.1904287,103.4981906,103.8997214,104.0192926,103.9735099,104.2296073,102.0242915,97.12643678,91.30434783,,,
United Arab Emirates,1951,96.75632911,97.22497522,97.57575758,97.89325843,98.05510535,98,98.1595092,95.90163934,91.27906977,85.71428571,,,
United Arab Emirates,1952,95.38228615,96.93779904,97.64150943,97.93956044,98.0952381,98.04347826,97.88519637,96.3562753,91.42857143,85.10638298,,,
United Arab Emirates,1953,96.62598708,98.99543379,100,100.397878,100.4594181,100.4192872,100.2923977,98.43137255,92.85714286,87.62886598,,,
United Arab Emirates,1954,98.02047782,100.6092254,102.0540541,102.6819923,102.8064993,102.6209677,102.5280899,100.754717,94.70899471,88.23529412,,,
United Arab Emirates,1955,98.55926654,100.500417,102.5,103.4482759,103.4285714,103.1128405,103.2432432,101.0909091,95.8974359,88.67924528,,,
United Arab Emirates,1956,97.319202,98.96743447,101.3091641,102.5149701,102.5104603,102.0833333,102.3684211,100,94.47236181,87.1559633,,,
United Arab Emirates,1957,97.25685786,96.35535308,99.12366115,100.4662005,100.5457026,100.1851852,100.5128205,98.26388889,93.06930693,85.58558559,,,
United Arab Emirates,1958,96.59367397,94.17334304,97.27187206,98.63791146,98.79839786,98.37251356,98.5,96.59863946,91.26213592,84.21052632,,,
United Arab Emirates,1959,97.59389671,94.12587413,96.93417493,98.89867841,99.21976593,98.7654321,99.02676399,96.66666667,91.9047619,84.61538462,,,
United Arab Emirates,1960,101.278488,97.58713137,99.23076923,102.2198732,102.8858218,102.3850085,102.5821596,100.6514658,95.37037037,86.8852459,,,
United Arab Emirates,1961,101.3455328,98.70967742,101.9872814,113.8594803,122.7633069,119.2368839,111.2128146,101.3157895,91.34615385,84,,,
United Arab Emirates,1962,96.88888889,103.0397022,106.0740741,122.9753521,143.5091278,139.238653,126.0964912,107.1428571,90.86294416,85.27131783,,,
United Arab Emirates,1963,97.53424658,108.045292,110.320781,129.2781833,161.4963504,159.7593583,144.1908714,115.0943396,91.39784946,86.46616541,,,
United Arab Emirates,1964,98.18258664,111.3272311,114.4295302,132.8787879,171.6430359,178.8508557,162.5730994,124.4648318,93.75,86.66666667,,,
United Arab Emirates,1965,98.58434919,111.7422174,118.2959049,134.4109195,173.9875389,194.5128779,179.5246801,134.6385542,98.81656805,84.44444444,,,
United Arab Emirates,1966,92.60994953,107.2307692,123.3267064,141.5362731,180.3994083,200.6217617,186.6209262,139.6449704,112.0481928,80.45112782,,,
United Arab Emirates,1967,96.18188129,100.9537434,125.5890052,145.2517986,182.6241135,205.7170543,195,146.4183381,129.4478528,77.44360902,,,
United Arab Emirates,1968,96.62813102,95.8041958,126.1006289,150.3660322,185.9685147,215.7847534,205.3811659,156.2162162,146.3414634,75.57251908,,,
United Arab Emirates,1969,99.56433343,94.29583006,125.2037253,159.6223675,196.4071856,236.2831858,217.5603217,169.1358025,155.7471264,79.03225806,,,
United Arab Emirates,1970,104.7350909,97.17966574,123.364486,171.7136958,215.1140065,266.4570231,231.6338355,185.1203501,159.8958333,91.07142857,,,
United Arab Emirates,1971,104.5947818,96.47386328,115.1749205,186.9489559,268.5778527,295.1511335,239.9176955,189.5522388,146.7391304,91.01123596,,,
United Arab Emirates,1972,100.2889531,98.46278317,112.3914759,178.4810127,300.7246377,319.2030991,256.6666667,202.5147929,144.7802198,95.16129032,,,
United Arab Emirates,1973,100.5752827,101.0727612,111.9047619,159.5716198,315.2980409,342.1455939,281.0202551,217.0818505,148.4234234,101.8518519,,,
United Arab Emirates,1974,101.3250731,103.3158108,111.3927739,145.5859375,313.0786187,373.9877301,314.5805593,231.26294,152.2177419,143.4343434,,,
United Arab Emirates,1975,102.3701536,104.4432643,110.4619226,141.3605442,296.6310874,413.785937,357.2916667,245.6862745,155.078125,159.3301435,,,
United Arab Emirates,1976,102.744555,104.7387416,108.3221175,151.028921,283.1192661,439.8134216,397.6895735,257.3469388,149.0759754,164.5051195,,,
United Arab Emirates,1977,103.8457475,105.5274319,109.1786448,142.9000751,263.6441771,460.1839685,446.2942478,269.284995,135.0917431,168.3060109,,,
United Arab Emirates,1978,104.5301556,106.1287269,110.5765631,126.3481552,245.9070796,468.1462741,481.184669,277.2516249,130.7875895,168.4210526,,,
United Arab Emirates,1979,104.1586538,105.7586277,109.0215589,113.1496416,231.0513036,459.9724084,488.7521968,281.3559322,151.0869565,164.3923241,,,
United Arab Emirates,1980,102.4942163,104.1427436,104.4650499,108.4241408,214.2717338,440.3633361,477.6096236,284.0836013,182.6923077,158.5951941,,,
United Arab Emirates,1981,102.6788124,104.852406,104.00151,113.3369823,192.6322044,414.9131767,453.7412587,287.6515152,197.9032258,160.0660066,,,
United Arab Emirates,1982,103.5816358,104.0696377,104.3139469,111.3282601,167.0754974,390.3468284,426.3206961,277.8382053,204.4444444,162.1099554,,,
United Arab Emirates,1983,103.040695,102.8836251,104.5877184,104.8898531,147.9616307,360.9011628,405.4306089,275.1507841,201.992528,158.6357039,,,
United Arab Emirates,1984,103.078343,102.5351039,104.4,99.6744186,139.0868462,327.7251707,391.3646315,287.2328459,199.1646778,144.5635528,,,
United Arab Emirates,1985,104.260847,103.7951559,104.3189934,99.77753059,136.4684466,299.2943252,379.2863359,308.8727679,205.1157125,120.7578254,,,
United Arab Emirates,1986,103.1765363,101.9366098,103.508232,114.7158362,147.4344639,282.8479254,369.0546095,331.452514,209.1775924,96.47887324,,,
United Arab Emirates,1987,102.2434546,101.9562028,102.0213605,122.0430656,161.1484803,274.4338994,362.2644863,359.6864502,215.6839623,72.65774379,,,
United Arab Emirates,1988,102.7279286,103.2716179,100.5642804,123.6837278,173.4235294,270.7434437,360.4402719,383.4482759,211.907387,63.83399209,,,
United Arab Emirates,1989,103.4037147,105.0754736,100.3692427,121.7596893,178.1186963,269.461174,361.7720405,394.2022263,198.3653846,78.08471455,,,
United Arab Emirates,1990,103.9148352,106.7049346,101.6310704,118.0501701,175.4913185,269.329728,363.0109803,397.4629196,186.8595041,99.04,147.4637681,60,
United Arab Emirates,1991,102.0635734,106.8117092,103.0465116,114.9568195,177.3174216,268.8822725,366.4319839,393.0035336,191.6024653,114.5533141,150.6410256,,
United Arab Emirates,1992,103.8047689,106.3981473,105.1501912,108.2582583,172.119586,268.8400771,371.5745692,390.3660886,197.0859986,127.9639175,153.8681948,100,
United Arab Emirates,1993,103.7407889,105.6989295,107.2609633,101.9938123,162.8937149,272.1802347,372.407694,388.6747702,206.1940812,136.2089915,147.9224377,50,
United Arab Emirates,1994,103.7610041,105.1230405,107.8414097,99.83767288,153.4026725,278.7468803,366.8968318,388.6829542,216.4992826,140.3245943,130.4093567,100,
United Arab Emirates,1995,103.9635476,105.2223529,106.8164545,101.6415208,144.6366318,285.5508801,358.5805972,392.0281996,222.421875,143.8789546,104.8076923,93.75,
United Arab Emirates,1996,103.2948026,105.0612279,106.1724993,111.1142233,155.2433517,287.9882426,354.7483042,385.0711514,222.2396241,150.1506024,82.75862069,106.4516129,
United Arab Emirates,1997,103.5460993,104.8552642,107.5821104,112.011593,161.1543994,288.2010981,358.204625,375.1094891,215.0812065,160.6666667,60.52631579,102.6315789,
United Arab Emirates,1998,103.9306022,104.7756707,109.7290386,107.9513907,164.7771652,285.727535,366.8056237,370.2721088,213.8337013,169.2567568,57.24907063,108.5106383,
United Arab Emirates,1999,104.5883449,104.9563116,110.6681793,105.3684157,165.4261771,284.2069135,375.4979302,376.1525205,225.5701451,172.3880597,75.72815534,111.3207547,
United Arab Emirates,2000,105.4549043,105.5123777,110.1362703,107.6835838,161.7456493,287.1038753,380.9527321,392.2800338,246.1949266,172.7950311,96.43835616,119.3548387,
United Arab Emirates,2001,103.9587273,103.1986847,105.1482236,113.8157327,171.9245283,295.9929792,361.1138115,385.0040096,276.9784173,170.989011,106.372549,127.5,
United Arab Emirates,2002,100.8647891,101.797335,103.5740141,110.7930977,169.0579271,303.5198804,352.4036577,377.0236967,305.5591054,173.4833659,112.8318584,127.173913,
United Arab Emirates,2003,100.0419367,101.7878332,104.6764108,103.6463044,162.8293311,311.4809368,354.8892424,369.2320996,320.0355661,172.3443223,117.887931,118.0851064,
United Arab Emirates,2004,101.150798,103.6320847,106.7328791,99.07056378,159.35622,323.1739579,369.0660152,360.4012672,319.0133607,168.2149362,124.1457859,104.5454545,
United Arab Emirates,2005,104.2328744,107.0294954,108.8907673,101.0794936,157.9834323,339.0985355,393.672663,352.5517419,314.1509434,165.5140187,134.4913151,94.87179487,50
United Arab Emirates,2006,102.5197873,105.3443252,104.0578515,116.644163,187.9140835,361.5063719,402.4471271,354.5242809,306.0178306,159.2843327,141.1444142,54.16666667,66.66666667
United Arab Emirates,2007,104.1799119,105.3326241,106.6889157,113.389019,202.8656972,385.4602416,415.4711209,368.2919157,303.047619,157.0741097,150.5988024,42.85714286,75
United Arab Emirates,2008,105.168403,105.5360962,111.8200314,98.58016375,208.1169004,402.3745745,429.2324813,390.9526044,305.1980894,168.4310019,159.5930233,50,80
United Arab Emirates,2009,105.2864987,105.0782386,112.2966736,86.77799069,203.7362015,406.7937154,444.5445788,413.7569658,309.4761779,197.9420019,162.8361858,59.75609756,83.33333333
United Arab Emirates,2010,104.2182506,103.7983063,106.7760276,86.76804055,188.9528431,399.7499545,459.7462829,428.3018868,312.602459,236.7880486,161.8181818,73.46938776,75
United Arab Emirates,2011,106.1560397,105.502312,104.712026,104.5630292,194.5540752,380.4013315,460.3802813,432.581037,308.3075458,284.4086022,167.8141136,93.6,80
United Arab Emirates,2012,106.4294619,106.0008771,106.0550186,110.4042639,184.6829652,363.3064213,454.3409107,430.0272975,296.1385702,334.2807924,174.6969697,101.3888889,75
United Arab Emirates,2013,105.9845355,105.6339008,108.2186211,105.1236694,170.0346677,352.8136613,439.0434518,420.0299262,287.9773692,348.4423676,173.6011478,105.4794521,71.42857143
United Arab Emirates,2014,105.1634225,104.8881247,107.8870878,96.31401238,161.9991501,352.7304817,413.0321709,403.9510639,294.6918742,314.2384106,164.0350877,107.518797,68.75
United Arab Emirates,2015,104.3612892,104.1138066,104.808176,92.1352536,158.4931465,363.3597584,380.8445497,384.8226135,313.2719043,261.3496933,151.4503817,105.1724138,64.70588235
United Kingdom,1950,105.3497054,104.1461955,104.75831,96.9364137,93.9051666,97.67201397,97.76514552,89.9506023,80.23648293,74.59250223,,,
United Kingdom,1951,105.8171999,104.0921638,104.0068973,99.42577698,93.83737227,97.83756933,97.14073533,91.43766393,79.49380616,73.42814693,,,
United Kingdom,1952,104.9275005,104.3567049,103.7310205,101.3795781,94.02938456,98.18378026,96.63724264,93.3010396,79.15759675,72.32110408,,,
United Kingdom,1953,104.8741127,104.7237409,103.6890769,102.1394931,95.14695119,98.37935024,96.28431529,94.94306039,79.11577852,71.29686167,,,
United Kingdom,1954,104.9235025,105.0220666,103.8555432,101.999988,96.90452113,98.37848446,96.08990948,95.81122356,79.21323231,70.31650471,,,
United Kingdom,1955,105.085839,105.0931384,104.1774805,101.8149967,98.41114302,98.37898326,96.00602292,95.94425377,79.39251384,69.34555153,,,
United Kingdom,1956,104.9650282,105.1561674,104.384131,101.9478176,99.24782471,98.53507462,96.06115669,95.78034713,79.45146761,68.76779031,,,
United Kingdom,1957,105.4930666,105.1216314,104.6715454,102.1186367,99.38536885,98.74610468,96.14607619,95.6221926,79.48377716,68.11165492,,,
United Kingdom,1958,105.6426218,105.0346846,104.9641204,102.4008953,99.11860931,99.07984556,96.47160353,95.45460611,80.28245606,67.45042104,,,
United Kingdom,1959,105.7113847,104.9571763,105.1302497,102.8077219,99.0417716,99.75279157,97.03094795,95.32141064,82.12625216,66.8761315,,,
United Kingdom,1960,105.6653751,104.9610304,105.1340011,103.3068875,99.42608788,100.8287151,97.65453612,95.20368354,84.53688949,66.45277584,,,
United Kingdom,1961,106.0332146,105.2828067,105.070017,103.7268159,100.2568149,101.4628711,98.02048042,95.00656996,86.25673186,66.41221046,,,
United Kingdom,1962,105.1040544,105.7113082,105.1302306,104.301605,100.5585751,102.2326359,98.37307227,94.94189482,88.03950808,66.53381524,,,
United Kingdom,1963,104.7593404,106.1022933,105.3058381,104.7427229,100.676178,102.6706572,98.63320856,95.06367406,89.26415111,66.62204505,,,
United Kingdom,1964,104.4369134,106.3051036,105.6567032,104.9051944,101.0463847,102.7170536,98.82158757,95.29682359,89.68351033,66.47765801,,,
United Kingdom,1965,104.1798232,106.1969007,106.1280987,104.882882,101.7483537,102.7031793,99.01981738,95.53110522,89.69332197,66.15805372,,,
United Kingdom,1966,103.5177473,105.8297942,106.4107534,104.6833226,102.5165853,102.6057115,99.21728897,95.4457404,89.64889714,65.89812873,,,
United Kingdom,1967,104.1340004,105.2728699,106.714454,104.6633008,102.7410949,102.6680151,99.36774518,95.28680937,89.73442083,65.33250205,,,
United Kingdom,1968,104.197868,104.6572809,106.8923623,104.9160969,102.511929,102.7250232,99.5976615,95.22779282,89.84629796,65.49605772,,,
United Kingdom,1969,104.3390629,104.1442307,106.6730638,105.3668422,102.2526756,102.7559688,99.94577926,95.40241129,89.97176627,66.80516589,,,
United Kingdom,1970,104.5557478,103.8990453,106.0602745,105.853896,102.3364806,102.8320144,100.3502289,95.74797345,90.13216109,68.72679974,,,
United Kingdom,1971,105.421276,104.0551951,105.3966701,105.9144056,102.9311656,102.5756483,100.7975363,96.025344,90.03477264,70.55120946,,,
United Kingdom,1972,105.0641657,104.3979994,105.1169445,105.9201901,103.4394255,102.4809126,101.2823257,96.38077925,90.10188529,72.03046291,,,
United Kingdom,1973,105.401299,104.8335947,105.0957072,105.6416963,103.8075068,102.4435573,101.7224826,96.73817087,90.1463142,73.00322047,,,
United Kingdom,1974,105.6917966,105.2248646,105.2316496,105.2562799,103.9401263,102.398793,102.0112859,97.05290961,90.06766264,73.56571392,,,
United Kingdom,1975,105.8703628,105.3932968,105.4571542,105.064287,103.8597756,102.352362,102.1279721,97.34900391,89.93725378,74.04541032,,,
United Kingdom,1976,106.1079467,105.5079518,105.4207684,105.0484965,103.8473347,102.1172197,102.1300071,97.52839553,89.67564551,74.78430224,,,
United Kingdom,1977,105.8971349,105.6256357,105.4360525,105.0667466,103.8022215,101.9169352,102.0756878,97.7760101,89.47856048,75.42751898,,,
United Kingdom,1978,105.7283276,105.7206134,105.4877492,105.0789142,103.762633,101.8006296,101.9777337,98.13221219,89.61591308,75.88448219,,,
United Kingdom,1979,105.5185377,105.7543294,105.5622918,105.08353,103.7823977,101.730327,101.8583361,98.55363625,90.1319937,76.1760366,,,
United Kingdom,1980,105.3242228,105.6691487,105.64355,105.1121046,103.8663473,101.630153,101.7155517,98.95587176,90.77872196,76.42203161,,,
United Kingdom,1981,105.2163478,105.5873531,105.5501951,104.8833603,103.6792694,101.5109413,101.6243928,99.29001123,91.19678837,76.83403007,,,
United Kingdom,1982,105.0850035,105.4998123,105.4950845,104.8015206,103.3854537,101.5358486,101.5897295,99.62487053,91.55899734,77.35754313,,,
United Kingdom,1983,104.9984183,105.4063767,105.4668874,104.8113828,103.0619897,101.6372565,101.508642,99.87440137,91.84871584,77.62577392,,,
United Kingdom,1984,104.924129,105.3154123,105.4541309,104.8183178,102.86097,101.5895206,101.2235136,99.99116798,92.17148644,77.55324921,,,
United Kingdom,1985,104.8572052,105.2343897,105.4513089,104.7975102,102.8689215,101.2970956,100.7456517,100.0019592,92.64686889,77.39756915,,,
United Kingdom,1986,104.7312634,105.0578342,105.3874395,104.6674391,102.8355041,100.8125447,100.3174894,99.93744074,93.00774954,77.45094752,,,
United Kingdom,1987,104.6449863,104.9059376,105.2915953,104.8186151,102.7655047,100.4059193,99.98702045,99.84763938,93.53459843,77.63177327,,,
United Kingdom,1988,104.5745382,104.7778238,105.1653953,105.1088538,102.6482573,100.0916869,99.84353366,99.82483719,94.1359025,78.17099264,,,
United Kingdom,1989,104.5423483,104.6662267,105.0528116,105.2811176,102.6203038,99.83323197,99.79969586,99.87867594,94.68990394,78.9912521,,,
United Kingdom,1990,104.5582763,104.5662275,104.9716467,105.2297328,102.8267921,99.56803006,99.69237563,99.92895888,95.18713354,79.80163625,55.29815333,25.99230947,14.17322835
United Kingdom,1991,104.6270112,104.5247151,104.7146089,104.6257614,102.9324444,99.40744231,99.51203904,99.83170565,95.52954005,80.42277145,56.86953178,28.19883575,13.86454183
United Kingdom,1992,104.6943336,104.5126735,104.5996705,104.1035568,103.0354157,99.23619322,99.31274069,99.697543,95.94939048,80.84537113,57.94997455,29.22674596,13.59759157
United Kingdom,1993,104.8151152,104.5224635,104.5915411,103.7369724,102.9350846,99.0832313,99.09231033,99.52745473,96.30730796,81.15507821,58.28978266,30.10148698,13.36022781
United Kingdom,1994,104.9450196,104.5541747,104.6117875,103.6172082,102.592049,98.93799339,98.8702115,99.36412926,96.55518993,81.58669927,58.15456243,30.00959442,13.10996177
United Kingdom,1995,105.0692268,104.6098196,104.6313564,103.7175828,102.1871679,98.77553329,98.66808226,99.25100564,96.74649905,82.30447525,58.05186765,29.28067993,12.86049989
United Kingdom,1996,105.2300955,104.6963618,104.5878769,103.6428844,101.6717256,98.70139164,98.50479,99.03743178,96.71652072,83.16051609,59.18725685,31.63544013,12.59922654
United Kingdom,1997,105.0342086,104.8070408,104.6528813,103.7987867,101.174773,98.67123114,98.42688229,98.86265136,96.76691297,84.20043912,60.17695599,32.48393056,12.33249175
United Kingdom,1998,105.0173133,104.9189204,104.7877344,104.0589732,100.8760774,98.69469145,98.39233983,98.72046893,96.87707975,85.21314138,61.25763994,33.31396475,12.12908012
United Kingdom,1999,105.0317853,105.0055551,104.9680349,104.2995266,100.9593723,98.66290105,98.32187923,98.59752686,96.99589431,85.97857324,62.27746311,33.29468481,12.04605846
United Kingdom,2000,105.0957568,105.0347146,105.1713203,104.5272253,101.4019896,98.47948428,98.19628402,98.49236517,97.09493184,86.55790067,62.99873239,33.15959714,12.11096076
United Kingdom,2001,105.067977,104.9884909,105.2802438,104.8092767,102.1461532,98.44086993,97.96861972,98.24571023,96.84201981,87.13563622,64.07519636,36.00865193,12.31017771
United Kingdom,2002,105.1006626,104.9360893,105.3364442,105.2256632,102.9150468,98.43268817,97.75038926,98.0105642,96.60286044,87.75782586,64.67162715,37.32110393,12.61956186
United Kingdom,2003,105.1457217,104.8705133,105.3416996,105.6543162,103.5829598,98.44245948,97.64868516,97.86030813,96.47150757,88.31447478,65.19002767,38.02413887,13.02619959
United Kingdom,2004,105.1704165,104.7817188,105.3172818,105.9473917,104.1383382,98.48503955,97.73929014,97.85335417,96.49671454,88.77911511,66.04376667,37.78599459,13.43890135
United Kingdom,2005,105.1475496,104.6652725,105.2637675,106.0478929,104.6766071,98.5699283,97.97630278,97.94278315,96.61440247,89.17879453,67.29680213,37.60771782,13.85782748
United Kingdom,2006,105.3624898,104.7413436,105.0841989,105.3841175,104.158716,98.87921917,98.09298169,98.16292672,96.85120986,89.92392638,69.31510396,40.22232847,14.24591617
United Kingdom,2007,104.9540799,104.8317541,104.9500762,105.0590057,103.6694477,99.2670141,98.10086239,98.37742288,97.02024953,90.60260611,71.21356964,41.77983114,14.6191794
United Kingdom,2008,104.8287021,104.89872,104.8735759,104.9857201,103.1791218,99.7017123,97.97651777,98.45798776,97.09364697,91.1446046,72.79919785,43.04397815,15.04626985
United Kingdom,2009,104.7410783,104.9062484,104.8878463,104.9704198,102.8073086,99.84760284,97.84362362,98.37051964,97.13130348,91.61478549,74.12000278,43.17649411,15.54061382
United Kingdom,2010,104.7172963,104.8114975,104.9851439,104.9108304,102.6973143,99.49831294,97.85860266,98.20276054,97.22187832,92.11887327,75.44818065,43.32804728,16.16359328
United Kingdom,2011,104.704591,104.742128,104.9467583,104.8690071,103.285595,99.16798676,97.99300288,97.8766433,97.08995345,92.28052849,76.88049802,46.01132334,16.89439781
United Kingdom,2012,104.773415,104.6950735,104.9064467,104.8205688,103.9263867,98.84292606,98.15751395,97.59177953,96.99233727,92.430241,78.23705278,47.09721103,17.71449704
United Kingdom,2013,104.8657295,104.6707864,104.8712748,104.7948575,104.4002535,98.77284886,98.37288711,97.37289462,96.98337843,92.63467061,79.23791445,48.19487862,18.53478566
United Kingdom,2014,104.9571466,104.6657306,104.8307648,104.8232896,104.5995852,99.07837829,98.62628013,97.23100967,97.0579597,92.87524943,79.84202909,48.71495327,19.30281394
United Kingdom,2015,105.0216614,104.6788283,104.7846204,104.87898,104.6167483,99.6250648,98.8884547,97.14182223,97.1554968,93.09527586,80.26212918,50.55512101,19.98219489
United States,1950,104.5725055,104.6545014,104.0753209,102.9453734,100.2284522,99.11118507,99.29399523,98.91843757,98.45076481,89.80807996,,,
United States,1951,104.3979996,104.6713518,104.1116404,102.0943234,100.0702658,99.04703153,98.95722743,98.67703492,97.29085783,88.31601823,,,
United States,1952,104.3613954,104.6589788,104.4726186,101.7272924,99.19549793,98.99128868,98.79558334,98.78402091,96.54067456,86.59054615,,,
United States,1953,104.3441427,104.59843,104.9401562,101.8319223,97.8688931,98.96049992,98.81885625,98.98236829,96.03110443,85.46637954,,,
United States,1954,104.3543873,104.4951726,105.2105144,102.2697001,96.94248862,99.11808502,98.95609114,98.92843581,95.43122319,85.3332876,,,
United States,1955,104.3777869,104.374235,105.2011969,102.9009955,96.90230617,99.51673123,99.1195956,98.54815513,94.55120895,85.80178496,,,
United States,1956,104.4917916,104.2916225,104.8655372,103.3069076,98.40456708,99.75284717,99.05902143,97.5525755,93.12148121,86.3883193,,,
United States,1957,104.3424729,104.2426406,104.7204007,103.7528745,99.01728838,99.95117029,99.02837917,96.62693982,91.61290404,86.62874888,,,
United States,1958,104.33184,104.204816,104.6693484,103.9880053,99.12683997,99.86183219,98.97152576,96.00641521,90.67116817,86.43157657,,,
United States,1959,104.3312608,104.1550642,104.6257161,103.9876372,99.39394405,99.85340094,98.907136,95.86591588,90.5542101,85.86169975,,,
United States,1960,104.3436135,104.0657568,104.5559268,103.9505252,100.0835719,100.4446288,98.88698239,96.08137981,90.86807591,85.17061801,,,
United States,1961,104.5349404,104.1461641,104.4128179,103.7613757,100.8577468,101.1141591,98.78795994,96.33980243,91.08386351,84.51695882,,,
United States,1962,104.312108,104.2634434,104.4237627,103.8770982,100.902713,102.0300853,98.760607,96.84154714,91.33818812,83.62299938,,,
United States,1963,104.3073454,104.366317,104.5151079,104.0691376,100.5518705,102.6503283,98.79847589,97.33779788,91.26511657,82.27924628,,,
United States,1964,104.285176,104.3962189,104.6053547,104.1548218,100.4295845,102.783122,98.86246901,97.51614858,90.73278314,80.77357691,,,
United States,1965,104.2337909,104.2984792,104.6415141,104.1409677,100.8054109,102.7075791,98.93002931,97.3532515,90.00731791,79.52355689,,,
United States,1966,104.4889279,104.4349133,104.636481,103.5626594,100.8495149,102.3372847,99.09671006,97.01747163,89.28495252,78.62726759,,,
United States,1967,104.2332887,104.5873876,104.6129265,103.8288729,99.58695516,102.1510795,99.25323494,96.87786103,88.64882859,77.42133686,,,
United States,1968,104.2221352,104.7402651,104.6021268,104.4992472,97.85757794,102.0651581,99.546956,96.92754119,88.41466961,76.44808298,,,
United States,1969,104.2446871,104.881185,104.7228009,104.8558136,97.15404742,102.2979505,99.92219894,97.0900344,88.65375292,76.11367326,,,
United States,1970,104.3317453,104.9850653,105.0098,104.7278422,98.06363704,102.9280059,100.2216198,97.27290725,89.13428916,76.29285428,,,
United States,1971,103.9496319,104.7328067,104.970914,104.3837414,100.5138872,102.8508704,100.5906259,97.04793908,89.34955599,76.80749155,,,
United States,1972,104.5270096,104.4312953,104.9920182,104.2004858,102.2858464,102.8916269,101.1719818,96.93724303,89.98987679,77.41075344,,,
United States,1973,104.7000675,104.1062821,105.0187434,104.1612343,103.0326772,102.278084,101.8021474,96.94686926,90.72948269,77.58484363,,,
United States,1974,104.9330575,103.8046199,104.8830331,104.2414435,103.0047442,101.3214149,102.1311888,97.03321154,91.06619367,76.89979452,,,
United States,1975,105.2165982,103.6100096,104.515601,104.3340592,102.8446146,100.8109423,102.0046976,97.15261021,90.91130134,75.58637124,,,
United States,1976,106.1238518,104.5265378,105.2199215,104.8659097,102.8899364,99.64544242,100.9928951,96.4422069,90.69006021,74.8854728,,,
