Entity,Year,area_disaggregated_categories,area_aggregated_categories
Urban,2010,670252.2424,2144993.97
Urban,2011,679883.6204,2159568.271
Urban,2012,692097.2197,2177427.111
Urban,2013,703592.2423,2196320.842
Urban,2014,713508.6291,2217319.656
Urban,2015,723554.6081,2237073.528
Villages,-10000,,0
Villages,-9000,,0
Villages,-8000,,0
Villages,-7000,,0
Villages,-6000,,60.2029
Villages,-5000,,177.5596
Villages,-4000,,320.8751
Villages,-3000,,320.8751
Villages,-2000,,1742.49687
Villages,-1000,,4829.56554
Villages,0,,31944.69626
Villages,100,,34466.69391
Villages,200,,41164.1032
Villages,300,,48878.39888
Villages,400,,55693.08753
Villages,500,,60695.91309
Villages,600,,69662.18666
Villages,700,,84278.44901
Villages,800,,100211.2252
Villages,900,,114005.0593
Villages,1000,,126254.3953
Villages,1100,,168697.8992
Villages,1200,,207346.9072
Villages,1300,,181508.5489
Villages,1400,,174568.7934
Villages,1500,,222495.8673
Villages,1600,,301512.6237
Villages,1700,,407561.8643
Villages,1710,,448295.2088
Villages,1720,,506879.2404
Villages,1730,,563910.2303
Villages,1740,,666820.0928
Villages,1750,,861914.5422
Villages,1760,,1034246.701
Villages,1770,,1238385.782
Villages,1780,,1567475.693
Villages,1790,,1709888.157
Villages,1800,,1757609.832
Villages,1810,,1945806.65
Villages,1820,,2055454.07
Villages,1830,,2245289.183
Villages,1840,,2365549.677
Villages,1850,,2521307.3
Villages,1860,,2617492.175
Villages,1870,,2627772.129
Villages,1880,,2748646.145
Villages,1890,,2962308.008
Villages,1900,,3145705.308
Villages,1910,,3257883.866
Villages,1920,,3407440.824
Villages,1930,,3680251.528
Villages,1940,,4032684.744
Villages,1950,,4395845.544
Villages,1960,,5158147.586
Villages,1970,,6058581.594
Villages,1980,,6958025.596
Villages,1990,,7938662.596
Villages,2000,,8573609.398
Villages,2001,,8631618.119
Villages,2002,,8683980.102
Villages,2003,,8733576.051
Villages,2004,,8794669.954
Villages,2005,,8843846.934
Villages,2006,,8884561.407
Villages,2007,,8933730.252
Villages,2008,,8983468.524
Villages,2009,,9035198.19
Villages,2010,,9079915.473
Villages,2011,,9132977.332
Villages,2012,,9179815.722
Villages,2013,,9234276.497
Villages,2014,,9300392.774
Villages,2015,,9365333.442
Wild barren land,-10000,29697255.83,29697255.83
Wild barren land,-9000,28853606.63,28853606.63
Wild barren land,-8000,27977681.58,27977681.58
Wild barren land,-7000,27220850.87,27220850.87
Wild barren land,-6000,26590535.06,26590535.06
Wild barren land,-5000,26072751.08,26072751.08
Wild barren land,-4000,25551281.82,25551281.82
Wild barren land,-3000,25224190.69,25224190.69
Wild barren land,-2000,24758798.71,24758798.71
Wild barren land,-1000,24358634.78,24358634.78
Wild barren land,0,24134239.42,24134239.42
Wild barren land,100,24023481.67,24023481.67
Wild barren land,200,23961458.93,23961458.93
Wild barren land,300,23918203.97,23918203.97
Wild barren land,400,23810388.29,23810388.29
Wild barren land,500,23722866.33,23722866.33
Wild barren land,600,23566326.34,23566326.34
Wild barren land,700,23450215.87,23450215.87
Wild barren land,800,23403213.15,23403213.15
Wild barren land,900,23354816.64,23354816.64
Wild barren land,1000,23322827.17,23322827.17
Wild barren land,1100,23210371.28,23210371.28
Wild barren land,1200,22978990.42,22978990.42
Wild barren land,1300,22984173.72,22984173.72
Wild barren land,1400,22970835.75,22970835.75
Wild barren land,1500,22835039.9,22835039.9
Wild barren land,1600,22694541.54,22694541.54
Wild barren land,1700,22690585.96,22690585.96
Wild barren land,1710,22620303.2,22620303.2
Wild barren land,1720,22551467.34,22551467.34
Wild barren land,1730,22168104.1,22168104.1
Wild barren land,1740,21936763.14,21936763.14
Wild barren land,1750,21683581.87,21683581.87
Wild barren land,1760,21654151.08,21654151.08
Wild barren land,1770,21565584.52,21565584.52
Wild barren land,1780,21518226.5,21518226.5
Wild barren land,1790,21482475,21482475
Wild barren land,1800,21348329.7,21348329.7
Wild barren land,1810,21302295.83,21302295.83
Wild barren land,1820,21280504.13,21280504.13
Wild barren land,1830,20507074.5,20507074.5
Wild barren land,1840,20473421.5,20473421.5
Wild barren land,1850,20456981.78,20456981.78
Wild barren land,1860,20424959.21,20424959.21
Wild barren land,1870,20413390.36,20413390.36
Wild barren land,1880,20013549.68,20013549.68
Wild barren land,1890,18877313.98,18877313.98
Wild barren land,1900,17067084.76,17067084.76
Wild barren land,1910,16756466.78,16756466.78
Wild barren land,1920,16569896.13,16569896.13
Wild barren land,1930,16433752.91,16433752.91
Wild barren land,1940,16269087.78,16269087.78
Wild barren land,1950,16127209.37,16127209.37
Wild barren land,1960,16013569.34,16013569.34
Wild barren land,1970,15998872.97,15998872.97
Wild barren land,1980,16039937.08,16039937.08
Wild barren land,1990,15989021.57,15989021.57
Wild barren land,2000,15966603.13,15966603.13
Wild barren land,2001,15974579.24,15974579.24
Wild barren land,2002,15989638.49,15989638.49
Wild barren land,2003,16004558.34,16004558.34
Wild barren land,2004,15999344.02,15999344.02
Wild barren land,2005,15997067.86,15997067.86
Wild barren land,2006,16000405.34,16000405.34
Wild barren land,2007,16003762.23,16003762.23
Wild barren land,2008,16004035.11,16004035.11
Wild barren land,2009,16005010.08,16005010.08
Wild barren land,2010,16023664.64,16023664.64
Wild barren land,2011,16011668.33,16011668.33
Wild barren land,2012,16012905.6,16012905.6
Wild barren land,2013,16005446.9,16005446.9
Wild barren land,2014,16001298.8,16001298.8
Wild barren land,2015,16001211.19,16001211.19
Wild woodlands,-10000,20435277.54,20435277.54
Wild woodlands,-9000,19956956.7,19956956.7
Wild woodlands,-8000,19595658.26,19595658.26
Wild woodlands,-7000,19216549.47,19216549.47
Wild woodlands,-6000,18775934.37,18775934.37
Wild woodlands,-5000,18519973.63,18519973.63
Wild woodlands,-4000,18299104.56,18299104.56
Wild woodlands,-3000,18061200.08,18061200.08
Wild woodlands,-2000,17603737.13,17603737.13
Wild woodlands,-1000,17226203.67,17226203.67
Wild woodlands,0,16890996.75,16890996.75
Wild woodlands,100,16650889.34,16650889.34
Wild woodlands,200,16521815.84,16521815.84
Wild woodlands,300,16393697.58,16393697.58
Wild woodlands,400,16149635.36,16149635.36
Wild woodlands,500,16039939.37,16039939.37
Wild woodlands,600,15998677.7,15998677.7
Wild woodlands,700,15987011.03,15987011.03
Wild woodlands,800,15973390.23,15973390.23
Wild woodlands,900,15964643.06,15964643.06
Wild woodlands,1000,15956997.59,15956997.59
Wild woodlands,1100,15947295.44,15947295.44
Wild woodlands,1200,15879660.17,15879660.17
Wild woodlands,1300,15866696.32,15866696.32
Wild woodlands,1400,15872549.33,15872549.33
Wild woodlands,1500,15852360.87,15852360.87
Wild woodlands,1600,15901464.4,15901464.4
Wild woodlands,1700,15925412.65,15925412.65
Wild woodlands,1710,15953994.44,15953994.44
Wild woodlands,1720,15947856.32,15947856.32
Wild woodlands,1730,15942084.15,15942084.15
Wild woodlands,1740,15915783.28,15915783.28
Wild woodlands,1750,15901102.52,15901102.52
Wild woodlands,1760,15887130.03,15887130.03
Wild woodlands,1770,15878270.18,15878270.18
Wild woodlands,1780,15869366.18,15869366.18
Wild woodlands,1790,15859711.25,15859711.25
Wild woodlands,1800,15856603.07,15856603.07
Wild woodlands,1810,15849534.92,15849534.92
Wild woodlands,1820,15841740.44,15841740.44
Wild woodlands,1830,15832741.59,15832741.59
Wild woodlands,1840,15821357.84,15821357.84
Wild woodlands,1850,15813533.6,15813533.6
Wild woodlands,1860,15766821.48,15766821.48
Wild woodlands,1870,15759797.47,15759797.47
Wild woodlands,1880,15736298.05,15736298.05
Wild woodlands,1890,15718855.44,15718855.44
Wild woodlands,1900,15677275.33,15677275.33
Wild woodlands,1910,15623052.73,15623052.73
Wild woodlands,1920,15617687.56,15617687.56
Wild woodlands,1930,15583717.46,15583717.46
Wild woodlands,1940,15515001.47,15515001.47
Wild woodlands,1950,15531182,15531182
Wild woodlands,1960,15513311.09,15513311.09
Wild woodlands,1970,15505604.59,15505604.59
Wild woodlands,1980,15494212.24,15494212.24
Wild woodlands,1990,15479689.41,15479689.41
Wild woodlands,2000,15463788.35,15463788.35
Wild woodlands,2001,15463848.76,15463848.76
Wild woodlands,2002,15464460.69,15464460.69
Wild woodlands,2003,15464069.59,15464069.59
Wild woodlands,2004,15461567.18,15461567.18
Wild woodlands,2005,15463395.71,15463395.71
Wild woodlands,2006,15463759.05,15463759.05
Wild woodlands,2007,15463069.06,15463069.06
Wild woodlands,2008,15462657.95,15462657.95
Wild woodlands,2009,15463482.76,15463482.76
Wild woodlands,2010,15463177.43,15463177.43
Wild woodlands,2011,15463894.77,15463894.77
Wild woodlands,2012,15462161.91,15462161.91
Wild woodlands,2013,15400204.07,15400204.07
Wild woodlands,2014,15399640.51,15399640.51
Wild woodlands,2015,15399161.72,15399161.72
