Entity,Year,"Health Expenditure, Total (World Bank (WDI) (2016))","World Health Expenditure, Private (World Bank (WDI) (2016))","World Health Expenditure, Public (World Bank (WDI) (2016))","Health Expenditure, Public Share (World Bank (WDI) (2016))","Health Expenditure, Out-of-Pocket Share (World Bank (WDI) (2016))","Health Expenditure, Public Share (World Bank (WDI by region) (2016))",Health Expenditure per capita (World Bank (WDI) (2016))
San Marino,1996,5.08255198,,,86.41811004,12.93513329,,2284.291166
San Marino,1997,5.07112526,,,85.20325769,14.05389365,,2326.023645
San Marino,1998,4.99449903,,,85.22508675,13.97769158,,2516.740314
San Marino,1999,5.01778989,,,85.87401824,13.39520667,,2738.691106
San Marino,2000,5.06805739,,,85.83876083,13.43700676,,2860.471957
San Marino,2001,4.9626994,,,85.89025376,13.39709331,,3019.504498
San Marino,2002,6.2548422,,,89.06712056,10.35664193,,3642.965438
San Marino,2003,4.93513813,,,85.65683917,13.70509427,,2991.005079
San Marino,2004,5.09990594,,,86.5637594,12.81044141,,3155.255308
San Marino,2005,5.03973999,,,85.72342428,13.64330555,,3197.332595
San Marino,2006,4.84680307,,,85.37380684,13.99181834,,3372.334342
San Marino,2007,4.78915907,,,85.47583354,13.90406892,,3522.566375
San Marino,2008,4.80706022,,,85.15752765,14.208785,,3521.912064
San Marino,2009,4.87830154,,,83.91391144,15.39930602,,3280.71363
San Marino,2010,5.22947062,,,84.90730465,14.44832493,,3144.574848
San Marino,2011,5.55226178,,,85.84656828,14.01819987,,3306.578706
San Marino,2012,6.53687586,,,87.19761731,11.65247075,,3819.093669
San Marino,2013,6.48767733,,,87.84541603,11.63565384,,3708.501365
Sao Tome and Principe,1995,7.64273599,,,36.70255467,45.45045677,,157.1544336
Sao Tome and Principe,1996,7.08240603,,,27.77037577,50.68126204,,194.1516292
Sao Tome and Principe,1997,8.3261296,,,35.2887177,42.10471722,,404.2514044
Sao Tome and Principe,1998,7.35704321,,,39.54355394,45.85131003,,366.3159914
Sao Tome and Principe,1999,8.49001082,,,45.42161057,38.83102697,,435.4847578
Sao Tome and Principe,2000,8.8589867,,,43.16493509,43.26711577,,461.5118567
Sao Tome and Principe,2001,10.2777405,,,36.89564079,40.55114106,,172.2600196
Sao Tome and Principe,2002,10.55405345,,,36.43731985,37.17490638,,182.5386949
Sao Tome and Principe,2003,11.80507172,,,51.15272736,30.26841854,,219.5572245
Sao Tome and Principe,2004,11.03299033,,,46.57270059,33.12054634,,217.97293
Sao Tome and Principe,2005,10.00493901,,,52.90690969,34.64727047,,209.5721405
Sao Tome and Principe,2006,7.84086503,,,32.40762042,52.64292059,,187.3295453
Sao Tome and Principe,2007,7.13321778,,,29.9711535,54.84091447,,177.6359846
Sao Tome and Principe,2008,6.28996462,,,25.31136999,62.87878436,,176.7139017
Sao Tome and Principe,2009,7.50995683,,,33.3870476,52.64819231,,217.0701691
Sao Tome and Principe,2010,7.06786702,,,35.89953167,56.15395876,,205.0562978
Sao Tome and Principe,2011,7.60983667,,,34.23611703,56.00751679,,223.75448
Sao Tome and Principe,2012,7.87931047,,,31.6853237,51.54776016,,225.2399882
Sao Tome and Principe,2013,6.89855085,,,28.84857274,59.94467855,,202.9197499
Saudi Arabia,1995,2.93255052,,,52.62291879,34.24644866,,759.074486
Saudi Arabia,1996,2.9329041,,,55.14233008,32.06168819,,787.2740985
Saudi Arabia,1997,3.02890548,,,57.86595629,29.90331643,,838.9362356
Saudi Arabia,1998,3.31272047,,,58.73900748,29.72188777,,942.8036341
Saudi Arabia,1999,4.09906346,,,68.39117525,21.82324122,,1154.186571
Saudi Arabia,2000,4.23538552,,,72.05564138,18.46301901,,1245.73815
Saudi Arabia,2001,4.48913185,,,72.54112173,18.03515099,,1309.458902
Saudi Arabia,2002,4.27293673,,,72.31768814,18.45128119,,1212.963091
Saudi Arabia,2003,4.00179045,,,72.37814733,17.94915017,,1198.325514
Saudi Arabia,2004,3.69589407,,,71.64230201,18.19283672,,1145.499609
Saudi Arabia,2005,3.54806554,,,72.70171062,16.53963945,,1167.179183
Saudi Arabia,2006,3.73724856,,,74.69450192,15.75586421,,1282.175749
Saudi Arabia,2007,3.74835398,,,72.28415889,17.18981878,,1339.754359
Saudi Arabia,2008,3.10939964,,,66.31276808,20.1960839,,1195.706682
Saudi Arabia,2009,4.62017742,,,68.74493826,19.4124874,,1718.549262
Saudi Arabia,2010,4.0398471,,,65.52705407,20.04399845,,1565.682864
Saudi Arabia,2011,4.09846829,,,70.68287582,16.46295382,,1738.355628
Saudi Arabia,2012,3.82513882,,,71.9524801,15.2317003,,1989.681349
Saudi Arabia,2013,3.1645869,,,64.22009982,19.7968779,,1680.588064
Senegal,1995,3.93436113,,,32.53015646,64.18970729,,51.0071729
Senegal,1996,4.08425752,,,36.3349844,59.6447788,,53.59502694
Senegal,1997,3.93954329,,,32.59920998,62.82627281,,52.89924089
Senegal,1998,3.96613493,,,33.05910173,62.02134103,,55.65082974
Senegal,1999,4.48967969,,,38.77784913,56.61183269,,66.32181722
Senegal,2000,4.63151098,,,40.92706765,54.11143698,,70.42976025
Senegal,2001,4.97866497,,,42.88780792,52.0110374,,78.93053103
Senegal,2002,5.06418774,,,38.51517835,55.59161031,,79.9142591
Senegal,2003,5.39898595,,,38.73557626,54.97119162,,90.24548566
Senegal,2004,5.68098678,,,37.30438347,55.48755254,,100.5207836
Senegal,2005,5.35462391,,,55.69835472,34.27434661,,100.5040002
Senegal,2006,5.4435566,,,57.86477186,32.32448266,,104.9990318
Senegal,2007,4.72179722,,,49.39882674,39.65543964,,95.45745275
Senegal,2008,4.93514752,,,51.21480887,37.0928512,,102.5888604
Senegal,2009,4.80927266,,,51.73291023,37.3612423,,100.3297808
Senegal,2010,4.62240296,,,51.26033548,37.72703977,,98.90426658
Senegal,2011,4.41695616,,,51.61685164,37.45107769,,95.55099152
Senegal,2012,4.31129595,,,50.56430151,38.26580633,,95.34528592
Senegal,2013,4.24942912,,,52.30084986,36.92162743,,96.40151688
Serbia,1995,6.69929834,,,68.47097426,26.31274535,,300.7040335
Serbia,1996,6.73715117,,,68.08626861,26.72675879,,331.4180065
Serbia,1997,6.66145381,,,68.85996618,25.89411911,,369.2454297
Serbia,1998,6.8140395,,,67.31799609,27.55356012,,403.1758024
Serbia,1999,6.81887505,,,67.27025805,27.60493495,,365.320725
Serbia,2000,6.82448489,,,67.21496074,27.44489126,,395.0827141
Serbia,2001,7.44139807,,,68.04839533,27.12610712,,464.5830754
Serbia,2002,8.58619695,,,71.93125909,23.89003133,,567.2086204
Serbia,2003,8.81049039,,,70.93917076,24.99495297,,611.0561398
Serbia,2004,8.6612779,,,68.84928223,27.31560884,,676.105002
Serbia,2005,9.05257374,,,65.9953829,29.9340138,,771.1429877
Serbia,2006,9.4184197,,,63.00181275,32.92166016,,890.1638144
Serbia,2007,10.35888797,,,61.37410203,34.82403783,,1045.909088
Serbia,2008,10.36336542,,,61.98450335,35.14494038,,1195.029809
Serbia,2009,10.48593977,,,61.8627934,35.16925872,,1173.525777
Serbia,2010,10.73756724,,,61.87044609,36.43167795,,1191.117367
Serbia,2011,10.32648177,,,62.11369467,36.17157083,,1221.819204
Serbia,2012,10.58679979,,,61.16343553,37.12918066,,1241.804648
Serbia,2013,10.59735496,,,60.50074329,37.90105104,,986.9398359
Seychelles,1995,4.99228326,,,84.58637633,15.27024113,,549.5471387
Seychelles,1996,5.14900774,,,87.08680248,12.79307476,,596.686785
Seychelles,1997,5.62310106,,,85.72617267,14.14104754,,734.618402
Seychelles,1998,5.00874865,,,83.56976591,16.2773947,,710.370249
Seychelles,1999,5.08253378,,,83.35206694,16.49306857,,737.3249321
Seychelles,2000,4.61790102,,,81.97695556,17.85896899,,704.5086337
Seychelles,2001,4.47966482,,,84.4241415,15.39793161,,672.0876523
Seychelles,2002,4.20421206,,,86.42506398,13.39804005,,636.8513532
Seychelles,2003,4.65781018,,,89.33239339,10.50674778,,661.2707001
Seychelles,2004,4.1664496,,,91.50741925,8.33220843,,582.0723555
Seychelles,2005,3.90129729,,,92.79296399,7.00778074,,603.7138086
Seychelles,2006,3.71178871,,,93.16023194,5.7232859,,639.539015
Seychelles,2007,3.32036704,,,92.18043627,5.70347195,,641.7387971
Seychelles,2008,2.63778632,,,91.17942362,6.26133574,,504.3021794
Seychelles,2009,2.63590922,,,91.54633071,5.72349594,,498.4570705
Seychelles,2010,3.58151604,,,89.28371147,4.0872441,,719.1431935
Seychelles,2011,3.40239666,,,94.56741764,4.79193434,,726.7566894
Seychelles,2012,4.4868853,,,93.01177267,2.47621836,,997.5576137
Seychelles,2013,4.03253951,,,91.99597555,2.9490436,,936.8897572
Sierra Leone,1995,11.01611458,,,21.0335936,73.28321085,,83.56414604
Sierra Leone,1996,10.75226521,,,19.51998839,74.53442435,,84.66837727
Sierra Leone,1997,11.24712705,,,21.67785041,73.17277391,,84.60063716
Sierra Leone,1998,10.59491801,,,18.74515235,75.7766615,,81.30272833
Sierra Leone,1999,11.79774081,,,25.20086538,69.00821907,,88.47690933
Sierra Leone,2000,13.79240749,,,28.68659093,66.26495888,,109.8446
Sierra Leone,2001,11.86405092,,,26.3620015,69.74518208,,86.4930127
Sierra Leone,2002,11.79178248,,,26.0327327,70.04507654,,105.3744306
Sierra Leone,2003,11.38117958,,,24.11420578,72.05306474,,108.1805314
Sierra Leone,2004,11.35152041,,,23.21551025,69.88573006,,112.8140845
Sierra Leone,2005,11.9442624,,,22.03694593,65.36806897,,123.0336917
Sierra Leone,2006,10.40533865,,,18.7105315,71.71315027,,113.1658023
Sierra Leone,2007,9.84014699,,,16.51575155,78.57319709,,115.7336466
Sierra Leone,2008,9.99710979,,,17.56558355,79.44018047,,123.6093921
Sierra Leone,2009,12.71821595,,,17.0938314,62.88640526,,160.4522765
Sierra Leone,2010,10.52772929,,,22.46281134,66.86272419,,139.0091573
Sierra Leone,2011,11.61193598,,,22.79363355,63.63983429,,162.5549478
Sierra Leone,2012,10.88391634,,,17.90572523,62.48169353,,175.245097
Sierra Leone,2013,11.84410749,,,14.30527011,61.32256798,,228.1789668
Singapore,1995,2.93538085,,,49.60676249,48.83448036,,971.0200847
Singapore,1996,2.85808468,,,48.70044836,49.52347821,,1009.872492
Singapore,1997,2.79515443,,,48.11102292,49.98859167,,1063.085467
Singapore,1998,3.10454768,,,53.60223526,44.35427776,,1141.269894
Singapore,1999,2.81540603,,,52.50722599,45.28271038,,1088.369955
Singapore,2000,2.70571567,,,45.0079516,52.64322389,,1136.500687
Singapore,2001,2.36888642,,,37.44540927,59.36164559,,981.7906189
Singapore,2002,2.84341209,,,37.24284012,60.02097559,,1212.910528
Singapore,2003,3.62414428,,,37.14430044,58.70092898,,1600.903389
Singapore,2004,3.16615361,,,32.53976148,62.91884853,,1530.742499
Singapore,2005,3.732016,,,26.89586865,69.54176821,,1948.168892
Singapore,2006,3.64238518,,,27.48447801,69.1603921,,2078.560006
Singapore,2007,3.44063677,,,27.76784155,68.63593632,,2144.458263
Singapore,2008,3.89878908,,,30.79131288,65.71046798,,2461.121597
Singapore,2009,4.2585833,,,35.84754154,60.70572637,,2629.868637
Singapore,2010,3.93850013,,,34.82107767,61.40502431,,2772.767076
Singapore,2011,3.94324473,,,34.30908739,61.68609097,,2936.616007
Singapore,2012,4.22744952,,,35.88325904,60.09880152,,3214.736407
Singapore,2013,4.55444823,,,39.80783061,56.78985888,,3578.050281
Slovakia,1995,6.06387494,,,88.51879674,11.48120326,,504.1992782
Slovakia,1996,6.43714522,,,88.67688977,11.32311023,,582.0525091
Slovakia,1997,5.78420791,,,91.67789333,8.32138105,,564.1469621
Slovakia,1998,5.65522547,,,91.58559533,8.41441034,,584.3007319
Slovakia,1999,5.75379491,,,89.64348847,10.35651153,,599.089818
Slovakia,2000,5.49890793,,,89.38579281,10.61420897,,604.8887322
Slovakia,2001,5.50461622,,,89.28595973,10.71242769,,665.3443278
Slovakia,2002,5.62930108,,,89.06446262,10.93553959,,729.9775711
Slovakia,2003,5.81850194,,,88.31955816,11.68044184,,792.5362606
Slovakia,2004,7.21098123,,,73.77278965,19.18392839,,1058.441629
Slovakia,2005,7.0448513,,,74.39558346,22.56913458,,1142.673909
Slovakia,2006,7.34768087,,,68.3238129,25.94977073,,1356.674359
Slovakia,2007,7.75529414,,,66.84855438,26.2212039,,1623.938455
Slovakia,2008,8.02082804,,,67.76482379,25.23840227,,1872.256737
Slovakia,2009,9.15199435,,,65.69097617,25.55189442,,2096.9339
Slovakia,2010,8.50861625,,,68.13246964,21.66366599,,2039.181003
Slovakia,2011,7.95706195,,,70.92950147,22.64877097,,2001.849125
Slovakia,2012,8.14522024,,,69.7245851,22.36894527,,2064.814339
Slovakia,2013,8.21358784,,,70.03972418,22.14242898,,2146.560206
Slovenia,1995,7.45548842,,,77.69992916,11.21675744,,970.3849571
Slovenia,1996,7.63863883,,,76.17883866,11.79086777,,1055.399794
Slovenia,1997,7.75623776,,,75.02534385,11.67496911,,1151.157726
Slovenia,1998,7.81007257,,,75.5170004,11.84860563,,1224.351186
Slovenia,1999,7.79898601,,,75.65617787,12.3739096,,1306.768638
Slovenia,2000,8.26416482,,,74.01029805,11.46269543,,1453.934902
Slovenia,2001,8.56912383,,,73.29223367,10.46321279,,1583.472168
Slovenia,2002,8.62002964,,,73.37287868,11.50346674,,1704.068911
Slovenia,2003,8.76732509,,,72.01878342,11.71112278,,1800.932571
Slovenia,2004,8.4652322,,,73.49951592,11.59595278,,1885.349126
Slovenia,2005,8.49586221,,,73.12657978,12.42021706,,1997.924699
Slovenia,2006,8.41787989,,,72.73070214,11.56275367,,2148.916088
Slovenia,2007,7.98322398,,,72.32578904,13.00350141,,2181.490408
Slovenia,2008,8.46557047,,,74.31589036,11.94232977,,2472.829042
Slovenia,2009,9.37871254,,,73.83351769,11.91236672,,2546.415557
Slovenia,2010,9.06859824,,,74.19697837,12.23411408,,2452.283484
Slovenia,2011,9.07714101,,,73.52040194,11.75835302,,2559.29848
Slovenia,2012,9.36723765,,,71.48029095,11.89931133,,2617.695776
Slovenia,2013,9.15982331,,,71.61668021,12.10880995,,2595.212073
Solomon Islands,1995,3.24687359,,,92.8129032,4.0163188,,53.69543494
Solomon Islands,1996,3.01942846,,,92.21223932,4.35198391,,50.23540279
Solomon Islands,1997,3.28349045,,,92.79885502,4.02416925,,53.2609389
Solomon Islands,1998,3.5283561,,,92.882196,3.97759635,,57.28244489
Solomon Islands,1999,3.80478354,,,93.16672224,3.81859639,,60.6674431
Solomon Islands,2000,4.56048235,,,94.27777466,3.24446281,,62.05582043
Solomon Islands,2001,6.44325231,,,95.64016611,2.47199613,,80.34742223
Solomon Islands,2002,6.09018059,,,95.57939624,2.50645224,,72.99612254
Solomon Islands,2003,6.00398587,,,92.23815792,4.40091162,,76.16591854
Solomon Islands,2004,5.64064416,,,91.85010269,4.6209363,,75.18354267
Solomon Islands,2005,7.83435685,,,94.07994483,3.35663098,,110.8361595
Solomon Islands,2006,6.6640115,,,93.11969887,3.9010839,,101.4546697
Solomon Islands,2007,6.39949602,,,93.04116444,3.94561239,,104.847281
Solomon Islands,2008,5.95411528,,,92.75487361,4.10793734,,104.1019189
Solomon Islands,2009,7.88145973,,,94.57372739,3.07665963,,129.3605615
Solomon Islands,2010,7.32726054,,,94.43380027,3.15599736,,128.3745857
Solomon Islands,2011,5.04517668,,,95.0053883,2.83191083,,97.63320526
Solomon Islands,2012,5.53207642,,,94.41014922,3.16940734,,111.8085909
Solomon Islands,2013,5.13286709,,,93.97539793,3.41590836,,106.1712462
South Africa,1995,7.42323497,,,39.64189732,14.00947453,,477.9589795
South Africa,1996,7.95632246,,,35.92669057,13.03573763,,534.0840717
South Africa,1997,8.25580931,,,38.79188094,11.53977646,,569.1150821
South Africa,1998,8.57792665,,,39.37443576,12.68171027,,591.8378562
South Africa,1999,8.89227853,,,40.07603698,12.20592888,,627.7736441
South Africa,2000,8.28982643,,,41.33719621,13.04169467,,614.3656005
South Africa,2001,8.58215386,,,40.39248064,12.54585752,,658.6047707
South Africa,2002,8.49479558,,,39.71296661,12.41922684,,676.1743612
South Africa,2003,8.61749482,,,40.26982524,12.2956193,,709.8127884
South Africa,2004,8.90633793,,,36.56435314,18.34604062,,776.7073962
South Africa,2005,8.79530554,,,38.38430942,18.43952119,,821.6128941
South Africa,2006,8.53276693,,,39.91247265,18.05649493,,855.4984344
South Africa,2007,7.79080293,,,44.47500271,9.35464772,,834.662104
South Africa,2008,8.03931779,,,45.78238868,8.50523136,,897.8854924
South Africa,2009,8.67132461,,,46.69223991,7.75817482,,949.2831817
South Africa,2010,8.6608357,,,46.58959887,7.4154363,,978.9186389
South Africa,2011,8.61132801,,,47.69646838,7.2073713,,1018.328463
South Africa,2012,8.92045436,,,48.36889817,7.11471119,,1090.632041
South Africa,2013,8.93251046,,,48.43090696,7.10616644,,1121.250171
South Korea,1995,3.84115995,,,37.58103518,53.06707466,,492.9128053
South Korea,1996,4.04143984,,,40.48230507,50.45892662,,560.6653
South Korea,1997,4.04679866,,,43.01113956,47.52412603,,598.3062998
South Korea,1998,4.14799715,,,47.88024536,42.44667437,,580.2952379
South Korea,1999,4.41094234,,,48.51023447,42.47331569,,688.1462904
South Korea,2000,4.44548634,,,49.02402877,41.06542793,,765.1398809
South Korea,2001,5.02369779,,,55.28634014,35.83621471,,912.8310211
South Korea,2002,4.87314802,,,54.17256525,36.84334023,,957.8459108
South Korea,2003,5.20166906,,,52.19125936,38.27052023,,1050.061808
South Korea,2004,5.24810777,,,52.58615612,38.27519309,,1134.485984
South Korea,2005,5.65641499,,,52.97316705,37.82607015,,1288.713328
South Korea,2006,6.11051696,,,54.72660168,36.3993848,,1484.140251
South Korea,2007,6.40795189,,,54.70234784,35.98268034,,1671.459535
South Korea,2008,6.63567447,,,54.51313131,35.84356648,,1770.988866
South Korea,2009,7.18895648,,,56.45072022,34.3549076,,1893.394767
South Korea,2010,7.33433912,,,56.64689102,34.04910243,,2069.024161
South Korea,2011,7.42312793,,,55.50550247,35.4807628,,2155.2867
South Korea,2012,7.63369522,,,54.48588202,35.85898405,,2244.009968
South Korea,2013,7.17279614,,,53.38273616,36.63749876,,2398.423111
South Sudan,2008,1.88040725,,,29.61600116,67.93713972,,70.30009095
South Sudan,2009,2.11118527,,,26.91692539,70.46686506,,81.51986907
South Sudan,2010,1.94398622,,,32.29301327,65.18224408,,75.03233205
South Sudan,2011,1.35153854,,,33.84732576,62.69849433,,52.43620709
South Sudan,2012,2.70197603,,,33.32701403,61.8022098,,52.12558775
South Sudan,2013,2.23229224,,,35.33129644,59.67975042,,52.01268408
Spain,1995,7.44459249,,,72.17999548,23.53770042,,1190.369664
Spain,1996,7.46292626,,,72.36129332,23.18998982,,1248.263833
Spain,1997,7.33387603,,,72.46524857,23.09766475,,1299.420711
Spain,1998,7.3192794,,,72.19844506,23.24590461,,1385.746134
Spain,1999,7.31629197,,,72.0270326,23.30412854,,1454.974078
Spain,2000,7.21475551,,,71.62348808,23.57635737,,1547.624007
Spain,2001,7.24157355,,,71.19638013,23.93351492,,1646.958337
Spain,2002,7.25041058,,,71.29163082,23.71525278,,1756.909205
Spain,2003,8.15391839,,,70.23344682,22.99361504,,2028.287421
Spain,2004,8.21889312,,,70.52812549,22.73415788,,2139.626756
Spain,2005,8.28827138,,,70.89522347,22.13234722,,2275.68301
Spain,2006,8.39068859,,,71.57346511,21.11301241,,2556.958998
Spain,2007,8.48884261,,,71.84685675,20.45323088,,2738.042693
Spain,2008,8.92564845,,,72.96995533,20.34237495,,2952.307512
Spain,2009,9.59745492,,,74.99897946,18.61789288,,3074.579501
Spain,2010,9.64808409,,,74.35113507,19.94204222,,3025.53566
Spain,2011,9.44472008,,,73.37424205,20.24841493,,3001.828448
Spain,2012,9.29736713,,,71.7115589,21.80977034,,2925.310243
Spain,2013,8.87925999,,,70.42703449,22.79538853,,2845.697079
Sri Lanka,1995,3.42841569,,,46.77208002,45.70193064,,101.4884796
Sri Lanka,1996,3.44877416,,,46.39688951,46.95934468,,107.1652884
Sri Lanka,1997,3.32987746,,,45.2352842,47.03997301,,111.3392896
Sri Lanka,1998,3.68590531,,,50.21853846,42.75624967,,129.7182575
Sri Lanka,1999,3.6256153,,,47.38390942,44.46356427,,134.123219
Sri Lanka,2000,3.73884106,,,48.41666489,41.69413666,,148.7375923
Sri Lanka,2001,3.77320541,,,45.69335643,44.70096415,,149.6564679
Sri Lanka,2002,3.85504729,,,42.81750436,46.36277152,,159.5324416
Sri Lanka,2003,3.92138573,,,41.95981306,47.24204517,,173.1850084
Sri Lanka,2004,4.23523357,,,46.23159274,44.4744331,,200.2182764
Sri Lanka,2005,4.02379828,,,45.05902021,45.34272253,,206.3438034
Sri Lanka,2006,4.03453251,,,47.64933115,43.04836288,,227.4836024
Sri Lanka,2007,3.68797168,,,47.59245649,42.49929914,,226.124741
Sri Lanka,2008,3.41471002,,,45.43529068,44.2414947,,224.4970595
Sri Lanka,2009,3.3420105,,,45.12797346,44.34020644,,227.5830232
Sri Lanka,2010,3.43256994,,,45.26649054,44.82525125,,253.6093626
Sri Lanka,2011,3.28175359,,,42.08733412,48.05960993,,265.4820551
Sri Lanka,2012,3.10858956,,,39.0545494,50.57640739,,269.870295
Sri Lanka,2013,3.24449193,,,43.92144851,46.53754527,,304.1415232
Sudan,1995,3.68802824,,,20.22299725,74.06080209,,67.55479073
Sudan,1996,4.01380376,,,26.0153964,68.71439433,,77.8749447
Sudan,1997,3.6890238,,,21.51582644,72.8029593,,78.02757161
Sudan,1998,3.98096778,,,23.47017819,71.16523965,,86.8082808
Sudan,1999,3.80175846,,,19.74899221,74.48316412,,84.30157711
Sudan,2000,3.38956928,,,27.16314469,66.26847596,,79.89016848
Sudan,2001,3.53896079,,,27.03214116,66.57618919,,88.61537326
Sudan,2002,3.58891719,,,27.63977299,66.0456285,,94.61141399
Sudan,2003,3.831966,,,28.92723605,65.17133366,,108.0914385
Sudan,2004,4.13857569,,,32.05816145,62.51241169,,121.3405247
Sudan,2005,4.10730713,,,34.45206204,59.90894634,,130.1794378
Sudan,2006,4.92830381,,,33.21694909,62.21300662,,176.0228796
Sudan,2007,6.11562795,,,33.17913039,63.21747344,,241.6911144
Sudan,2008,7.34813097,,,33.11966833,64.08032394,,297.1604433
Sudan,2009,7.42558087,,,31.03050129,66.15860538,,304.3786783
Sudan,2010,6.51134231,,,32.14584405,64.8039501,,271.6809715
Sudan,2011,6.52314635,,,31.29977328,65.68860257,,262.6547461
Sudan,2012,6.67290684,,,22.50064683,74.45820123,,241.2058689
Sudan,2013,6.53819067,,,21.1199739,75.81663197,,221.4546887
Suriname,1995,5.19103944,,,51.64147439,9.420492,,371.7082269
Suriname,1996,7.41196372,,,42.43220928,7.99713545,,539.9373733
Suriname,1997,7.75757494,,,43.14636345,17.33342578,,599.5613158
Suriname,1998,8.60661376,,,53.27820982,21.5166139,,673.663356
Suriname,1999,6.80252469,,,45.36679537,27.02702703,,528.0294487
Suriname,2000,8.74533107,,,53.39353335,20.48742596,,684.1892451
Suriname,2001,8.39423062,,,50.03929298,26.69820017,,692.4942675
Suriname,2002,7.1421666,,,49.72375691,22.09944751,,615.1611081
Suriname,2003,6.62355609,,,50.68493151,19.6347032,,608.290941
Suriname,2004,6.87614002,,,48.38709677,16.4874552,,699.4739054
Suriname,2005,6.7755102,,,51.20481928,14.75903614,,734.7305029
Suriname,2006,6.21722335,,,51.11273892,11.53764201,,713.5263368
Suriname,2007,5.92394487,,,50.25870714,13.50373057,,726.0435418
Suriname,2008,5.92226906,,,45.75406604,14.72664731,,763.293495
Suriname,2009,6.135768,,,52.0964613,13.00481839,,813.3364817
Suriname,2010,5.80559857,,,50.47891254,13.44394937,,804.3573666
Suriname,2011,5.94438817,,,49.82114586,13.6225194,,876.1910183
Suriname,2012,4.66142684,,,69.00129702,16.73151751,,719.7127047
Suriname,2013,4.58231955,,,70.79646018,14.41213654,,743.9163437
Swaziland,1995,4.9618306,,,57.09568327,13.45875361,,202.6665837
Swaziland,1996,5.40414982,,,56.59286892,14.6704125,,228.4665518
Swaziland,1997,5.11835121,,,54.94804654,14.17720366,,221.9078431
Swaziland,1998,5.50458716,,,52.29166667,16.66666667,,242.3299657
Swaziland,1999,5.32769556,,,56.34920635,17.85714286,,240.3808856
Swaziland,2000,5.25519849,,,56.29496403,18.52517986,,243.0799195
Swaziland,2001,5.11394758,,,57.35104394,17.94754006,,242.3159875
Swaziland,2002,5.15679817,,,59.17238076,17.09235195,,250.6236222
Swaziland,2003,5.70377516,,,65.18319368,14.44463371,,287.7457685
Swaziland,2004,5.88245923,,,63.26481489,15.43822429,,311.7651933
Swaziland,2005,6.79997107,,,67.54184095,13.68226441,,377.5481554
Swaziland,2006,6.81423236,,,66.91403656,13.98849236,,397.9790783
Swaziland,2007,7.04875592,,,68.32692517,13.37287305,,431.1001864
Swaziland,2008,8.19454576,,,69.55371271,13.04410969,,514.3728858
Swaziland,2009,8.47755921,,,68.03782089,13.8274673,,533.8810343
Swaziland,2010,7.9592581,,,67.95579532,13.76560839,,508.2687806
Swaziland,2011,7.97385043,,,68.77842679,13.37270227,,507.6404681
Swaziland,2012,8.05304778,,,72.60040146,11.54942486,,523.635716
Swaziland,2013,8.43742275,,,74.65234257,10.63643961,,563.8552194
Sweden,1995,7.96455487,,,86.64975096,13.33568373,,1741.719845
Sweden,1996,8.20030601,,,86.92795437,13.05691671,,1858.667999
Sweden,1997,8.02636094,,,85.8200455,14.14772733,,1885.517333
Sweden,1998,8.11535598,,,85.79390444,13.59820172,,1982.788219
Sweden,1999,8.19761842,,,85.72672106,13.38850792,,2130.403359
Sweden,2000,8.17961298,,,84.8902994,13.77082538,,2291.938074
Sweden,2001,8.85949228,,,81.13602938,16.58479847,,2507.761325
Sweden,2002,9.22815647,,,81.42411154,16.23799345,,2706.651021
Sweden,2003,9.31003467,,,82.00676999,15.90061116,,2839.547936
Sweden,2004,9.08797098,,,81.37346119,16.30711211,,2957.946383
Sweden,2005,9.06150305,,,81.15817284,16.68679044,,2969.489419
Sweden,2006,8.94799761,,,81.13006316,16.63554381,,3209.506416
Sweden,2007,8.91722313,,,81.35703882,16.49016696,,3439.737935
Sweden,2008,9.22835422,,,81.50494072,16.36084489,,3670.794635
Sweden,2009,9.93895273,,,81.50303062,16.40291172,,3754.87874
Sweden,2010,9.46876598,,,81.51337086,16.34817719,,3761.95406
Sweden,2011,9.49110527,,,81.65386176,16.13751809,,3978.146387
Sweden,2012,9.57875702,,,81.25658053,16.5105965,,4041.083058
Sweden,2013,9.71029576,,,81.48006195,16.32160874,,4243.842866
Switzerland,1995,9.33430876,,,53.55968365,33.0973851,,2567.845992
Switzerland,1996,9.71518225,,,54.47464008,31.49545604,,2734.381617
Switzerland,1997,9.66982081,,,54.95060847,32.4064683,,2846.97776
Switzerland,1998,9.84654133,,,54.65512723,32.87349268,,2987.057784
Switzerland,1999,10.00292831,,,55.13945037,33.37612162,,3082.283098
Switzerland,2000,9.90805006,,,55.43144923,32.97535484,,3233.948289
Switzerland,2001,10.28167365,,,56.92600882,31.7895643,,3441.879068
Switzerland,2002,10.60657121,,,57.73571095,31.56169811,,3687.986412
Switzerland,2003,10.93391272,,,58.34829475,31.62420816,,3793.697026
Switzerland,2004,10.96120253,,,58.39059655,31.86128975,,3947.349982
Switzerland,2005,10.86294166,,,59.46276587,30.63059549,,4027.308418
Switzerland,2006,10.38772221,,,59.12497112,30.79313162,,4270.2684
Switzerland,2007,10.2098566,,,59.08426345,30.72587203,,4589.893905
Switzerland,2008,10.28895091,,,65.15473285,24.83545741,,4968.622995
Switzerland,2009,11.00053886,,,65.53965448,24.6650369,,5234.066907
Switzerland,2010,10.91300717,,,65.23583574,25.12402884,,5319.078465
