Entity,Year,Economic Complexity Index (ECI) (Observatory of Economic Complexity (2016)),ECI+ (Observatory of Economic Complexity (2016)),Economic Complexity Index (ECI) (Atlas of Economic Complexity (2016)),OEC ECI Ranking (Observatory of Economic Complexity (2016)),Atlas of Economic Complexity ECI Ranking (Atlas of Economic Complexity (2016))
Greece,1997,.151935,.223711,.2229,50,52.5
Greece,1998,.17963099,.25361899,.252,47,53
Greece,1999,.146522,.273839,.2793,50,49
Greece,2000,.159244,.28277099,.2351,48,48
Greece,2001,.20557299,.293116,.27239999,45,43
Greece,2002,.190595,.30905601,.29929999,43,42
Greece,2003,.221214,.319924,.35319999,42,38
Greece,2004,.210503,.325488,.32640001,43,43
Greece,2005,.23339701,.32216999,.31529999,45,45
Greece,2006,.17272399,.315927,.21160001,47,46
Greece,2007,.20413101,.322366,.2374,48,45
Greece,2008,.176237,.356157,.2437,51,48
Greece,2009,.246401,.39388001,.13699999,47,49
Greece,2010,.243817,.34861001,.1287,48,51
Greece,2011,.052731998,.355097,.087800004,53,50
Greece,2012,-.021609999,.35631701,.1557,58,50
Greece,2013,-.21037801,.120715,.19930001,58,46
Greece,2014,-.167862,.1344,.1855,56,48
Greece,2015,-.157527,.106152,.0801,54,51
Greece,2016,-.19881999,,.1979,48,48
Guatemala,1964,-.206609,-.102001,,47,
Guatemala,1965,-.0093120001,.193042,,38,
Guatemala,1966,.121919,.30322799,,40,
Guatemala,1967,.178804,.3452,,38,
Guatemala,1968,.20506901,.37145501,,37,
Guatemala,1969,.351906,.355665,,34,
Guatemala,1970,.321518,.34349301,,33,
Guatemala,1971,.314459,.383479,,36,
Guatemala,1972,.24025699,.39374501,,38,
Guatemala,1973,.33762401,.354761,,35,
Guatemala,1974,.26183701,.29739901,,40,
Guatemala,1975,.239749,.22183099,,41,
Guatemala,1976,.064875998,.141569,,48,
Guatemala,1977,.019909,.095315002,,49,
Guatemala,1978,.029384,.095376998,,47,
Guatemala,1979,.079735003,.045768,,43,
Guatemala,1980,.103098,-.00086700002,,44,
Guatemala,1981,.171701,.029795,,41,
Guatemala,1982,.242111,.106675,,41,
Guatemala,1983,.186049,.124919,,42,
Guatemala,1984,.072258003,-.123538,,46,
Guatemala,1985,-.32417399,-.54429299,,61,
Guatemala,1986,-.110733,-.221551,,52,
Guatemala,1987,-.124289,-.115403,,50,
Guatemala,1988,-.114968,-.056841999,,51,
Guatemala,1989,-.220272,-.086762004,,55,
Guatemala,1990,-.140966,-.107907,,50,
Guatemala,1991,-.124758,-.13064,,50,
Guatemala,1992,-.099740997,-.13935401,,59,
Guatemala,1993,-.106833,-.176809,,62,
Guatemala,1994,-.040385999,-.145835,,59,
Guatemala,1995,-.0067380001,-.127854,-.2387,58,68
Guatemala,1996,-.09217,-.183442,-.44100001,63,75
Guatemala,1997,-.183695,-.18093701,-.3766,65,72
Guatemala,1998,-.234772,-.131025,-.35690001,67,71
Guatemala,1999,-.23063999,-.099040002,-.41049999,68,77
Guatemala,2000,-.22196899,-.129254,-.46219999,67,72
Guatemala,2001,-.314302,-.204666,-.59789997,69,76
Guatemala,2002,-.39747599,-.27540499,-.71450001,72,85
Guatemala,2003,-.408678,-.26674101,-.57200003,74,79
Guatemala,2004,-.35351899,-.225361,-.64899999,75,80
Guatemala,2005,-.26013899,-.153951,-.57370001,71,83
Guatemala,2006,-.295499,-.104217,-.52310002,73,74
Guatemala,2007,-.22796901,-.097282998,-.48010001,70,73
Guatemala,2008,-.119904,-.086528003,-.37630001,63,70
Guatemala,2009,-.174861,-.11322,-.5614,65,74
Guatemala,2010,-.207441,-.16125,-.53729999,67,73
Guatemala,2011,-.39053899,-.203183,-.55080003,73,77
Guatemala,2012,-.29348499,-.17008699,-.4258,68,75
Guatemala,2013,-.50579798,-.35919899,-.41479999,72,72
Guatemala,2014,-.41231099,-.342852,-.62489998,69,80
Guatemala,2015,-.440422,-.34265301,-.45280001,67,75
Guatemala,2016,,,-.56050003,,79
Guinea,1964,-.82063699,-1.47287,,72,
Guinea,1965,-1.13762,-1.70992,,85,
Guinea,1966,-1.22868,-1.5674599,,89,
Guinea,1967,-1.0714,-1.62536,,87,
Guinea,1968,-1.09043,-1.59665,,86,
Guinea,1969,-1.16134,-1.90369,,88,
Guinea,1970,-1.102,-1.7551,,85,
Guinea,1971,-.84629798,-1.6188999,,74,
Guinea,1972,-1.0898401,-1.58991,,84,
Guinea,1973,-.88403201,-1.89858,,77,
Guinea,1974,-1.27342,-2.1691201,,91,
Guinea,1975,-1.36993,-2.4935601,,93,
Guinea,1976,-1.7674,-2.83605,,96,
Guinea,1977,-2.1991401,-3.17135,,97,
Guinea,1978,-1.96201,-3.1171401,,96,
Guinea,1979,-2.1870401,-3.1366899,,97,
Guinea,1980,-1.76414,-2.9153199,,97,
Guinea,1981,-1.69511,-2.95455,,96,
Guinea,1982,-1.74614,-2.9960799,,96,
Guinea,1983,-2.18468,-2.8970799,,99,
Guinea,1984,-2.0541899,-2.57216,,99,
Guinea,1985,-1.72045,-2.3916099,,97,
Guinea,1986,-1.4696701,-2.1939499,,96,
Guinea,1987,-1.82425,-2.4502101,,100,
Guinea,1988,-1.72938,-2.2346699,,99,
Guinea,1989,-1.7841901,-2.13236,,100,
Guinea,1990,-1.51676,-2.0167201,,97,
Guinea,1991,-1.36752,-2.0274301,,95,
Guinea,1992,-1.17895,-1.88237,,105,
Guinea,1993,-1.2859499,-1.83816,,109,
Guinea,1994,-1.216,-1.94686,,109,
Guinea,1995,-1.27707,-2.06388,-1.4018,109,111
Guinea,1996,-1.34948,-2.27335,-1.4128,114,111
Guinea,1997,-1.64311,-2.3508401,-1.4974,115,112
Guinea,1998,-1.76458,-2.46048,-1.617,116,113
Guinea,1999,-1.80391,-2.4724901,-1.9249001,116,117
Guinea,2000,-1.7068501,-2.1656201,-1.5142,118,115
Guinea,2001,-1.76285,-2.1368799,-1.6483999,118,118
Guinea,2002,-1.72383,-2.09814,-2.059,118,119
Guinea,2003,-1.5904599,-2.1970601,-2.3724999,117,121
Guinea,2004,-1.3383,-2.0592301,-1.7042,112,116
Guinea,2005,-1.23361,-1.91913,-1.7106,111,116
Guinea,2006,-1.22219,-1.80098,-1.9182,109,118
Guinea,2007,-1.53055,-1.94429,-1.9308,115,118
Guinea,2008,-1.58997,-2.0249801,-1.7237999,115,116
Guinea,2009,-1.71668,-2.1480501,-1.9259,116,119
Guinea,2010,-1.82734,-2.312,-1.8356,119,118
Guinea,2011,-1.72675,-2.58078,-1.8622,118,120
Guinea,2012,-1.6607701,-2.74896,-2.0246,117,119
Guinea,2013,,,-1.0707,,104
Guinea,2014,-2.1782801,-2.52561,-1.5431,107,117
Guinea,2015,-1.7733099,-2.2169099,-1.3575,106,112
Guinea,2016,,,-2.1566999,,121
Honduras,1964,-.245086,-.417959,,50,
Honduras,1965,-.26032001,-.41477999,,51,
Honduras,1966,-.29556999,-.46230099,,54,
Honduras,1967,-.33371499,-.47267601,,55,
Honduras,1968,-.19773699,-.35383901,,48,
Honduras,1969,-.20942,-.29739401,,48,
Honduras,1970,-.177444,-.38079301,,50,
Honduras,1971,-.273195,-.435828,,54,
Honduras,1972,-.409435,-.46385401,,59,
Honduras,1973,-.44447899,-.50305301,,61,
Honduras,1974,-.216776,-.382,,55,
Honduras,1975,-.315171,-.316517,,60,
Honduras,1976,-.41004699,-.391574,,66,
Honduras,1977,-.31613201,-.43276101,,65,
Honduras,1978,-.39821601,-.49752,,67,
Honduras,1979,-.57906199,-.369093,,71,
Honduras,1980,-.52535701,-.31613401,,71,
Honduras,1981,-.52451801,-.281176,,70,
Honduras,1982,-.42325899,-.29223701,,66,
Honduras,1983,-.62663502,-.31806099,,69,
Honduras,1984,-.60849798,-.535483,,69,
Honduras,1985,-.40938601,-.473584,,66,
Honduras,1986,-.67837203,-.61897999,,74,
Honduras,1987,-.61668801,-.61368799,,72,
Honduras,1988,-.669397,-.57354802,,74,
Honduras,1989,-.68154901,-.60848999,,74,
Honduras,1990,-.51899302,-.57888299,,69,
Honduras,1991,-.42831999,-.573093,,65,
Honduras,1992,-.369167,-.421242,,73,
Honduras,1993,-.58154398,-.422057,,83,
Honduras,1994,-.60318202,-.46071601,,85,
Honduras,1995,-.647264,-.45619601,-.82410002,84,91
Honduras,1996,-.71607602,-.58425897,-.72829998,85,89
Honduras,1997,-.69507402,-.56129402,-.73500001,87,89
Honduras,1998,-.75675702,-.53307098,-.99629998,89,100
Honduras,1999,-.68881398,-.49970499,-.9084,83,96
Honduras,2000,-.61844099,-.52208501,-.95920002,83,98
Honduras,2001,-.73084301,-.572487,-1.01,85,99
Honduras,2002,-.78440303,-.57688099,-1.0617,90,98
Honduras,2003,-.65667403,-.484676,-.92739999,85,98
Honduras,2004,-.566724,-.44103599,-.96429998,79,95
Honduras,2005,-.67613697,-.427461,-.95289999,84,96
Honduras,2006,-.74112999,-.38533401,-.92729998,88,94
Honduras,2007,-.62395799,-.40616101,-.78530002,86,88
Honduras,2008,-.63494903,-.37200901,-.76490003,86,89
Honduras,2009,-.726013,-.40408599,-.8294,91,90
Honduras,2010,-.68701202,-.406257,-.80729997,89,89
Honduras,2011,-.690727,-.45130599,-.89609998,86,91
Honduras,2012,-.398168,-.363502,-.65579998,74,85
Honduras,2013,-.42959899,-.678675,-.63630003,67,82
Honduras,2014,-.370913,-.498779,-.65380001,66,83
Honduras,2015,-.408544,-.49498799,-.79229999,66,89
Honduras,2016,,,-.75260001,,86
Hong Kong,1964,1.32078,1.27428,,15,
Hong Kong,1965,1.2314399,1.2851,,15,
Hong Kong,1966,1.29783,1.21052,,15,
Hong Kong,1967,1.28684,1.16705,,15,
Hong Kong,1968,1.28635,1.18901,,15,
Hong Kong,1969,1.26272,1.16906,,15,
Hong Kong,1970,1.28574,1.1447999,,14,
Hong Kong,1971,1.22027,1.10053,,15,
Hong Kong,1972,1.24999,1.1259201,,13,
Hong Kong,1973,1.37248,1.14098,,12,
Hong Kong,1974,1.14592,1.03345,,15,
Hong Kong,1975,1.15176,.95954698,,14,
Hong Kong,1976,.96892601,.84233803,,19,
Hong Kong,1977,.889431,.83807403,,20,
Hong Kong,1978,.911861,.870094,,19,
Hong Kong,1979,.92850697,.94003201,,19,
Hong Kong,1980,.89981502,.96629697,,21,
Hong Kong,1981,.83052498,.996975,,24,
Hong Kong,1982,.83707601,1.00859,,24,
Hong Kong,1983,.92292601,1.09287,,20,
Hong Kong,1984,1.0832,1.0818,,17,
Hong Kong,1985,.99997997,1.14768,,17,
Hong Kong,1986,.95070899,1.11485,,17,
Hong Kong,1987,.94274801,1.13111,,18,
Hong Kong,1988,.949503,1.12307,,18,
Hong Kong,1989,.89870399,1.13073,,18,
Hong Kong,1990,.88293302,1.13082,,19,
Hong Kong,1991,.88349903,1.14292,,17,
Hong Kong,1992,.909419,1.2278,,21,
Hong Kong,1993,.61352801,1.1985101,,28,
Hong Kong,1994,.527659,1.18679,,29,
Hong Kong,1995,.59413099,1.18528,,29,
Hong Kong,1996,.47149801,1.13936,,34,
Hong Kong,1997,.48915899,1.11649,,33,
Hong Kong,1998,.32665801,1.07741,,41,
Hong Kong,1999,.341021,1.08198,,38,
Hong Kong,2000,.466488,1.11397,,36,
Hong Kong,2001,.61799502,1.12439,,29,
Hong Kong,2002,.58888298,1.10237,,30,
Hong Kong,2003,.549568,1.10237,,31,
Hong Kong,2004,.56760901,1.09563,,31,
Hong Kong,2005,.57441503,1.09587,,33,
Hong Kong,2006,.59069997,1.0893,,34,
Hong Kong,2007,.52709103,1.07232,,39,
Hong Kong,2008,.58271497,1.06452,,35,
Hong Kong,2009,.49895799,1.05707,,41,
Hong Kong,2010,.50893497,1.06374,,41,
Hong Kong,2011,.80165201,1.25137,,29,
Hong Kong,2012,1.09895,1.33828,,20,
Hong Kong,2013,1.2631299,1.41668,,15,
Hong Kong,2014,1.35236,1.44879,,13,
Hong Kong,2015,1.35536,1.46031,,12,
Hong Kong,2016,1.23447,,,12,
Hungary,1964,1.08002,1.2064101,,16,
Hungary,1965,1.18797,1.25591,,16,
Hungary,1966,1.23699,1.20265,,16,
Hungary,1967,1.20968,1.13026,,16,
Hungary,1968,1.1024801,1.01307,,16,
Hungary,1969,1.02343,.96740198,,17,
Hungary,1970,1.0100501,.98445302,,17,
Hungary,1971,1.01019,.992957,,17,
Hungary,1972,.977467,.92907703,,16,
Hungary,1973,.96256399,.86424297,,18,
Hungary,1974,.92753202,.75255901,,19,
Hungary,1975,.96614403,.75173301,,20,
Hungary,1976,.80698597,.66693997,,26,
Hungary,1977,.85400701,.67408597,,24,
Hungary,1978,.91159803,.69678801,,20,
Hungary,1979,.94453698,.73747802,,18,
Hungary,1980,.92790103,.74359399,,19,
Hungary,1981,.95059901,.76823503,,20,
Hungary,1982,.96106398,.75973803,,20,
Hungary,1983,.822882,.71239102,,25,
Hungary,1984,.75550503,.79866099,,23,
Hungary,1985,.78278702,.875467,,21,
Hungary,1986,.69065601,.84180599,,25,
Hungary,1987,.73983401,.78544801,,22,
Hungary,1988,.84789199,.85281301,,20,
Hungary,1989,.83321702,.84056401,,20,
Hungary,1990,.80880398,.79305702,,20,
Hungary,1991,.80533499,.81517899,,20,
Hungary,1992,.85938299,.84428698,,23,
Hungary,1993,.85691702,.89209199,,22,
Hungary,1994,.92967099,.93144703,,21,
Hungary,1995,1.0005701,.96044999,.90579998,21,23
Hungary,1996,.91616601,.95419198,.9156,22,25
Hungary,1997,.92667001,1.00466,.87489998,22,25
Hungary,1998,.87629098,1.00702,.89920002,24,27
Hungary,1999,.78076202,1.04738,.9188,26,23
Hungary,2000,.866768,1.1284699,1.0907,25,23
Hungary,2001,.99297899,1.1899101,1.1088001,22,20
Hungary,2002,1.06683,1.2122101,1.2069,22,19
Hungary,2003,1.1123199,1.20857,1.2135,20,20
Hungary,2004,1.15856,1.18565,1.2714,20,20
Hungary,2005,1.17404,1.14981,1.3624001,20,17
Hungary,2006,1.2364,1.14142,1.3918,18,13
Hungary,2007,1.30326,1.14358,1.5037,15,12
Hungary,2008,1.35814,1.14573,1.3873,14,14
Hungary,2009,1.3362,1.13964,1.3873,16,15
Hungary,2010,1.39419,1.15903,1.5247999,13,14
Hungary,2011,1.53397,1.2022099,1.4625,11,14
Hungary,2012,1.52192,1.19032,1.3621,10,13
Hungary,2013,1.43941,1.13089,1.3846999,11,13
Hungary,2014,1.38229,1.11904,1.4881001,12,13
Hungary,2015,1.40749,1.14158,1.3868001,10,13
Hungary,2016,1.02935,,1.385,15,13
India,1964,-.101997,.30450499,,39,
India,1965,-.042812999,.36719301,,39,
India,1966,.027834,.362479,,42,
India,1967,-.103239,.37881601,,45,
India,1968,-.069320999,.31196901,,45,
India,1969,.052822001,.39624301,,44,
India,1970,.14651699,.45175001,,38,
India,1971,.151577,.44975001,,40,
India,1972,.111218,.30834299,,42,
India,1973,.092628002,.32629099,,43,
India,1974,.170085,.27158201,,43,
India,1975,.235067,.28086299,,42,
India,1976,.26082599,.31076401,,43,
India,1977,.285061,.32694301,,39,
India,1978,.272973,.35160801,,40,
India,1979,.25889,.28959101,,38,
India,1980,.27281001,.28286001,,36,
India,1981,.28242299,.27772599,,37,
India,1982,.26523501,.32719299,,40,
India,1983,.0097949998,.315745,,47,
India,1984,.23160701,.437511,,40,
India,1985,.209181,.45134899,,38,
India,1986,.200489,.43415701,,37,
India,1987,.19989499,.42742401,,38,
India,1988,.126991,.42748499,,41,
India,1989,.134137,.45911199,,40,
India,1990,.22932801,.47711501,,34,
India,1991,.214645,.49216801,,34,
India,1992,.18960901,.53057802,,39,
India,1993,.025898,.46074799,,52,
India,1994,-.024145,.497951,,57,
India,1995,.066092998,.50967002,.1575,48,56
India,1996,.034912001,.53993499,.2172,52,54
India,1997,.101682,.48423401,.27289999,52,50
India,1998,.118969,.53714198,.2633,52,51
India,1999,.196844,.57272398,.29409999,47,46
India,2000,.21009099,.554335,.26710001,45,46
India,2001,.28522199,.574839,.2339,41,46
India,2002,.21650501,.64997798,.28749999,41,43
India,2003,.17680401,.64763898,.3215,46,42
India,2004,.152537,.618321,.25529999,47,47
India,2005,.158145,.69678497,.2304,47,50
India,2006,.167513,.64093298,.1523,49,49
India,2007,.16860101,.67185801,.095399998,49,48
India,2008,.195512,.655913,.1025,49,52
India,2009,.15661301,.65680802,.036800001,54,51
India,2010,.111379,.70022601,-.0014,56,54
India,2011,.091945998,.70836598,.022700001,50,51
India,2012,.144541,.73138499,.1237,51,52
India,2013,-.134587,.71819901,.13240001,53,48
India,2014,-.014696,.85158402,.1767,49,49
India,2015,.016682001,.84702402,.096000001,46,49
India,2016,.049071901,,.2606,37,45
Indonesia,1964,-1.16868,-.867984,,87,
Indonesia,1965,-1.27578,-.80853802,,90,
Indonesia,1966,-1.23754,-.82978702,,90,
Indonesia,1967,-1.12068,-.81230402,,88,
Indonesia,1968,-1.10962,-.819552,,88,
Indonesia,1969,-1.0897,-.71945101,,86,
Indonesia,1970,-1.2617199,-.81301999,,93,
Indonesia,1971,-1.3560899,-.87122399,,92,
Indonesia,1972,-1.4636,-1.00692,,96,
Indonesia,1973,-1.34541,-.90408999,,94,
Indonesia,1974,-1.57939,-.87008703,,95,
Indonesia,1975,-1.65005,-.98988098,,95,
Indonesia,1976,-1.82354,-1.07862,,97,
Indonesia,1977,-1.66825,-.98946702,,95,
Indonesia,1978,-1.36404,-.87593102,,94,
Indonesia,1979,-1.58526,-.78749299,,95,
Indonesia,1980,-1.6602401,-.77627701,,96,
Indonesia,1981,-1.64905,-.71956003,,94,
Indonesia,1982,-1.59288,-.67244899,,94,
Indonesia,1983,-1.40417,-.52601999,,92,
Indonesia,1984,-1.30602,-.51213002,,92,
Indonesia,1985,-1.2770801,-.56473303,,94,
Indonesia,1986,-1.19011,-.549788,,87,
Indonesia,1987,-1.11041,-.50686401,,87,
Indonesia,1988,-.83929998,-.25150701,,78,
Indonesia,1989,-.70324701,-.061085999,,76,
Indonesia,1990,-.59278297,.071235999,,73,
Indonesia,1991,-.40801001,.17585699,,64,
Indonesia,1992,-.490949,.286769,,82,
Indonesia,1993,-.506392,.32682201,,81,
Indonesia,1994,-.48932099,.35019499,,78,
Indonesia,1995,-.36643901,.400112,-.68690002,72,87
Indonesia,1996,-.38641301,.411529,-.64160001,71,85
Indonesia,1997,-.263329,.41541001,-.56980002,70,82
Indonesia,1998,-.23783299,.42241001,-.5323,68,82
Indonesia,1999,-.17844699,.452714,-.30329999,67,68
Indonesia,2000,-.118525,.48977,-.31799999,65,68
Indonesia,2001,-.0069180001,.51691097,-.31909999,57,65
Indonesia,2002,-.011234,.51608002,-.29699999,55,68
Indonesia,2003,-.015577,.52361798,-.31279999,57,69
Indonesia,2004,-.079227999,.513515,-.4122,61,71
Indonesia,2005,-.037530001,.50350702,-.35699999,56,73
Indonesia,2006,-.118449,.501028,-.4339,60,70
Indonesia,2007,-.083959997,.48111501,-.34560001,61,68
Indonesia,2008,-.020326,.49884301,-.30239999,59,64
Indonesia,2009,-.071984001,.527143,-.55049998,61,73
Indonesia,2010,-.12726,.53503102,-.52109998,65,72
Indonesia,2011,-.143199,.55334002,-.52039999,63,75
Indonesia,2012,-.087122999,.52215302,-.38339999,61,72
Indonesia,2013,-.16023301,.437969,-.34959999,56,70
Indonesia,2014,-.102013,.51172,-.34990001,51,65
Indonesia,2015,-.088124,.52895999,-.33970001,52,69
Indonesia,2016,-.36510801,,-.3064,51,71
Iran,1964,-.62700802,-.60941303,,63,
Iran,1965,-.66245401,-.58296901,,64,
Iran,1966,-.77414203,-.69022501,,68,
Iran,1967,-.80782998,-.69898802,,68,
Iran,1968,-.82346499,-.58522201,,70,
Iran,1969,-.76819003,-.467554,,70,
Iran,1970,-.82754999,-.52901101,,74,
Iran,1971,-.80519599,-.55647701,,72,
Iran,1972,-.83282399,-.45013401,,74,
Iran,1973,-1.17204,-.416563,,89,
Iran,1974,-1.3893501,-.45256001,,94,
Iran,1975,-1.42703,-.53103799,,94,
Iran,1976,-1.37322,-.42857099,,89,
Iran,1977,-1.42882,-.477642,,90,
Iran,1978,-1.23625,-.48312199,,87,
Iran,1979,-1.31155,-.821307,,91,
Iran,1980,-1.3893501,-.90559,,93,
Iran,1981,-1.11731,-.96443099,,85,
Iran,1982,-1.19522,-1.05942,,87,
Iran,1983,-1.27293,-1.1293499,,89,
Iran,1984,-1.12454,-1.0333101,,87,
Iran,1985,-1.09122,-.94955999,,87,
Iran,1986,-1.23982,-1.00177,,90,
Iran,1987,-1.33492,-.98258501,,92,
Iran,1988,-1.19445,-1.05414,,88,
Iran,1989,-1.21948,-1.07548,,90,
Iran,1990,-1.28483,-1.1688,,91,
Iran,1991,-1.22017,-1.10162,,92,
Iran,1992,-1.44223,-1.09022,,108,
Iran,1993,-1.32054,-1.04345,,110,
Iran,1994,-1.15496,-.92304099,,107,
Iran,1995,-.972758,-.84058797,-.91390002,100,94
Iran,1996,-.854963,-.73743302,-.7841,95,92
Iran,1997,-.73199099,-.68992698,-.76990002,90,91
Iran,1998,-.76093799,-.68244302,-.69529998,90,86
Iran,1999,-.81619501,-.59314197,-.83020002,94,92
Iran,2000,-.94397497,-.59737402,-.5758,98,81
Iran,2001,-.875579,-.57386702,-.90429997,95,93
Iran,2002,-.83715099,-.54195303,-.63870001,95,81
Iran,2003,-.85378498,-.49015099,-.83240002,95,90
Iran,2004,-.88157499,-.412433,-.47670001,97,77
Iran,2005,-.89879602,-.317716,-.5449,98,79
Iran,2006,-.79443002,-.244187,-.69169998,91,85
Iran,2007,-.75056797,-.227752,-.9393,90,93
Iran,2008,-1.04616,-.25671801,-1.1026,106,104
Iran,2009,-1.0494699,-.309241,-1.1116,105,101.5
Iran,2010,-1.0354199,-.352929,-.73470002,100,82
Iran,2011,-1.0032099,-.20483901,-.89990002,101,92
Iran,2012,-.88639301,-.15234099,-.93900001,97,99
Iran,2013,-.93461698,-.192095,-.90530002,89,94
Iran,2014,,,-.9932,,97
Iran,2015,,,-.68870002,,86
Iran,2016,,,-.68760002,,83
Ireland,1964,.94040799,1.0276901,,19,
Ireland,1965,.98901099,1.0095201,,20,
Ireland,1966,1.01241,.94080597,,18,
Ireland,1967,1.06419,.94272202,,17,
Ireland,1968,.94816703,.966775,,18,
Ireland,1969,.87914097,.99058002,,21,
Ireland,1970,.96774101,.984308,,18,
Ireland,1971,1.00326,.99586701,,18,
Ireland,1972,.96616101,1.01185,,17,
Ireland,1973,1.01993,1.0334001,,16,
Ireland,1974,1.0427901,1.05609,,16,
Ireland,1975,1.07572,1.14174,,17,
Ireland,1976,.93057603,1.07127,,20,
Ireland,1977,.95034498,1.07354,,17,
Ireland,1978,1.13131,1.11843,,13,
Ireland,1979,1.1536,1.22141,,14,
Ireland,1980,1.21233,1.1617399,,13,
Ireland,1981,1.27098,1.1538301,,13,
Ireland,1982,1.23034,1.13262,,13,
Ireland,1983,1.19683,1.12623,,13,
Ireland,1984,1.30511,1.2051001,,13,
Ireland,1985,1.34516,1.25427,,13,
Ireland,1986,1.34901,1.20225,,13,
Ireland,1987,1.34749,1.18224,,13,
Ireland,1988,1.44454,1.21376,,13,
Ireland,1989,1.4731801,1.21382,,13,
Ireland,1990,1.4374,1.22359,,13,
Ireland,1991,1.4218,1.2415,,13,
Ireland,1992,1.4159499,1.2333601,,14,
Ireland,1993,1.4386801,1.25407,,13,
Ireland,1994,1.41344,1.24913,,13,
Ireland,1995,1.31883,1.2059799,1.4836,16,14
Ireland,1996,1.34091,1.20565,1.6255,15,12
Ireland,1997,1.37233,1.23769,1.5377001,14,13
Ireland,1998,1.49523,1.25606,1.6095999,11,11
Ireland,1999,1.39659,1.30147,1.6515,14,10
Ireland,2000,1.44934,1.36121,1.6042,14,10
Ireland,2001,1.45836,1.41171,1.6762,14,9
Ireland,2002,1.55977,1.4268301,1.7403001,12,9
Ireland,2003,1.62751,1.42589,1.6648,9,11
Ireland,2004,1.51601,1.42444,1.5795,13,12
Ireland,2005,1.3506,1.39045,1.6284,16,12
Ireland,2006,1.37041,1.3798,1.3728,15,14
Ireland,2007,1.29819,1.2898099,1.4115,17,14
Ireland,2008,1.35691,1.26254,1.7483,15,6
Ireland,2009,1.37428,1.2237,1.6816,14,9
Ireland,2010,1.33093,1.2086,1.5424,17,13
Ireland,2011,1.1731,1.19839,1.5549999,19,12
Ireland,2012,1.24971,1.14818,1.2234,18,16
Ireland,2013,1.28901,1.10861,1.2733001,14,15
Ireland,2014,1.22044,1.0834399,1.3397,16,15
Ireland,2015,1.31565,1.07631,1.3403,15,14
Ireland,2016,1.3129801,,1.4318,11,12
Israel,1964,.91450202,.80842298,,20,
Israel,1965,.989905,.786277,,18,
Israel,1966,.77218097,.73627502,,22,
Israel,1967,.64796698,.70647001,,25,
Israel,1968,.62741101,.72042501,,26,
Israel,1969,.71261102,.76773,,25,
Israel,1970,.61784899,.66377097,,26,
Israel,1971,.64908999,.628708,,25,
Israel,1972,.69224101,.64701003,,24,
Israel,1973,.74770498,.553509,,24,
Israel,1974,.77872002,.658499,,23,
Israel,1975,.875202,.72605997,,21,
Israel,1976,.81508303,.79415202,,24,
Israel,1977,.87612498,.81827402,,21,
Israel,1978,.85603702,.84540498,,21,
Israel,1979,.781789,.90101498,,24,
Israel,1980,.84108299,.94138098,,25,
Israel,1981,1.07216,1.09424,,16,
Israel,1982,1.08025,1.08113,,16,
Israel,1983,1.13583,1.12885,,14,
Israel,1984,1.16666,1.01121,,14,
Israel,1985,1.24422,1.06168,,14,
Israel,1986,1.18827,.96504802,,15,
Israel,1987,1.17349,.96946198,,15,
Israel,1988,1.09227,.97558898,,16,
Israel,1989,1.1784101,.99826097,,16,
Israel,1990,1.15976,1.01638,,16,
Israel,1991,1.15167,.981507,,15,
Israel,1992,1.08292,.93703502,,17,
Israel,1993,1.23457,.98007399,,18,
Israel,1994,1.2213399,1.0376101,,19,
Israel,1995,1.11366,1.0593801,1.2766,19,18
Israel,1996,1.07941,1.04018,1.2154,20,21
Israel,1997,1.11492,1.01807,1.3097,20,16
Israel,1998,1.14711,.99761701,1.2964,18,19
Israel,1999,1.1544501,1.02031,1.3901,19,16
Israel,2000,1.22578,1.08053,1.2062,19,18
Israel,2001,1.19289,1.10295,1.2919,20,15
Israel,2002,1.10809,1.0662301,1.3164001,21,17
Israel,2003,1.04926,1.04518,1.2107,21,21
Israel,2004,1.1044,1.01641,1.1998,21,21
Israel,2005,1.0958,1.02171,1.3089,21,19
Israel,2006,1.04361,.98550498,1.2122999,22,20
Israel,2007,1.08661,.95421499,1.1437,21,20
Israel,2008,1.21518,.99312001,1.1961,20,19
Israel,2009,1.19138,.95543998,1.1669,19,19
Israel,2010,1.09395,.97715902,1.2709,21,17
Israel,2011,1.21174,.96693701,1.3852,18,15
Israel,2012,1.27127,.97285402,1.2657,17,14
Israel,2013,1.22703,.90308899,1.1608,17,18
Israel,2014,1.14081,.85478997,1.2343,20,18
Israel,2015,1.16926,.86946797,1.2510999,20,15
Israel,2016,1.3738199,,1.3042001,10,15
Italy,1964,1.8133399,1.6193399,,7,
Italy,1965,1.80755,1.61024,,7,
Italy,1966,1.7443399,1.56207,,7,
Italy,1967,1.86891,1.58013,,6,
Italy,1968,1.8156199,1.5881799,,7,
Italy,1969,1.80442,1.5842,,8,
Italy,1970,1.84658,1.59045,,7,
Italy,1971,1.8194799,1.5868,,7,
Italy,1972,1.8205,1.56352,,7,
Italy,1973,1.79484,1.55202,,7,
Italy,1974,1.73502,1.54145,,7,
Italy,1975,1.6601501,1.51343,,7,
Italy,1976,1.55495,1.42485,,7,
Italy,1977,1.57614,1.40947,,7,
Italy,1978,1.6234,1.39375,,8,
Italy,1979,1.69198,1.45279,,7,
