Entity,Year,Economic Complexity Index (ECI) (Observatory of Economic Complexity (2016)),ECI+ (Observatory of Economic Complexity (2016)),Economic Complexity Index (ECI) (Atlas of Economic Complexity (2016)),OEC ECI Ranking (Observatory of Economic Complexity (2016)),Atlas of Economic Complexity ECI Ranking (Atlas of Economic Complexity (2016))
Kuwait,2000,-.38613901,-.25661001,-.62230003,73,83
Kuwait,2001,-.40703899,-.219946,-.89840001,70,92
Kuwait,2002,-.300179,-.171351,-.4102,69,72
Kuwait,2003,-.156717,-.146899,-1.0455,67,99
Kuwait,2004,-.11916,-.133892,-.2994,64,65
Kuwait,2005,-.26895499,-.091158003,.3127,72,46
Kuwait,2006,-.16329899,-.084618002,-.69690001,65,86
Kuwait,2007,-.350656,-.145827,-1.1611,76,103
Kuwait,2008,-.57670701,-.129429,-1.7579,83,117
Kuwait,2009,-.561737,-.17874999,-.36860001,85,65
Kuwait,2010,-.27329099,-.130318,-.1046,72,58
Kuwait,2011,-.29678601,-.232455,-1.1559,70,99
Kuwait,2012,-.43669701,-.340363,-.81639999,75,92
Kuwait,2013,-1.49314,-.61336201,-.71130002,106,87
Kuwait,2014,-.83697897,-.34799999,-.4251,86,72
Kuwait,2015,-.78911102,-.50735402,-.3752,83,72
Kuwait,2016,,,-.33660001,,73
Kyrgyzstan,1995,,,.34259999,,47
Kyrgyzstan,1996,,,.29030001,,49
Kyrgyzstan,1997,,,-.0482,,62
Kyrgyzstan,1998,,,-.2164,,63
Kyrgyzstan,1999,,,-.29210001,,67
Kyrgyzstan,2000,,,-.059900001,,62
Kyrgyzstan,2001,,,-.1812,,62
Kyrgyzstan,2002,,,-.25819999,,65
Kyrgyzstan,2003,,,-.28549999,,66
Kyrgyzstan,2004,,,-.39219999,,69
Kyrgyzstan,2005,,,-.30289999,,72
Kyrgyzstan,2006,,,-.19310001,,61
Kyrgyzstan,2007,,,-.38350001,,70
Kyrgyzstan,2008,,,-.33160001,,66
Kyrgyzstan,2009,,,-.44940001,,67
Kyrgyzstan,2010,,,-.8035,,88
Kyrgyzstan,2011,,,-.69090003,,81
Kyrgyzstan,2012,,,-.29679999,,68
Kyrgyzstan,2013,,,-.30239999,,66
Kyrgyzstan,2014,,,-.83950001,,92
Kyrgyzstan,2015,,,-.2604,,61
Kyrgyzstan,2016,-.570333,,-.2036,57,62
Laos,1968,-.81561399,-1.67041,,69,
Laos,1969,-.923599,-1.6569999,,82,
Laos,1970,-.64154202,-1.23771,,65,
Laos,1971,-.73136002,-1.4953099,,69,
Laos,1972,-.92082,-1.5718499,,77,
Laos,1973,-.86659402,-1.8978601,,75,
Laos,1974,-.909832,-1.8663599,,75,
Laos,1975,-.71409601,-1.5709701,,73,
Laos,1976,-.68124998,-1.40372,,72,
Laos,1977,-.15913001,-.96278399,,55,
Laos,1978,-.116997,-1.03316,,53,
Laos,1979,-.110284,-.60575902,,53,
Laos,1980,.013824,-.225756,,46,
Laos,1981,.088763997,-.40612799,,44,
Laos,1982,-.015012,-.87810099,,47,
Laos,1983,-.50131398,-1.56874,,68,
Laos,1984,-.29540899,-1.70355,,61,
Laos,1985,-.041721001,-.80714798,,47,
Laos,1986,-.29168999,-.93091899,,62,
Laos,1987,-.40054101,-.58907002,,66,
Laos,1988,-.58824599,-.90677297,,73,
Laos,1989,-.27849701,-.71955198,,61,
Laos,1990,-.43886101,-.85305899,,64,
Laos,1991,-.62023997,-.95694703,,73,
Laos,1992,-.86473399,-.939551,,93,
Laos,1993,-.78128201,-.96554101,,91,
Laos,1994,-.70311803,-.78837502,,89,
Laos,1995,-.81756699,-.75438303,-1.4651,93,113
Laos,1996,-.54967999,-.52385402,-.90899998,78,96
Laos,1997,-.64799899,-.577887,-.95999998,80,97
Laos,1998,-.57976002,-.64144701,-1.4299001,80,111
Laos,1999,-.80678099,-1.15768,-1.3443,92,108
Laos,2000,-1.05256,-1.03755,-1.4832,104,114
Laos,2001,-.92895597,-1.03255,-1.396,100,110
Laos,2002,-.78964102,-1.15297,-1.497,91,111
Laos,2003,-.843126,-1.49031,-1.4592,94,110
Laos,2004,-1.0198801,-1.02075,-1.4507,102,112
Laos,2005,-.89180601,-.91515899,-1.4602,97,109
Laos,2006,-.88305402,-.871122,-1.3813,98,109
Laos,2007,-.82065701,-.82853299,-1.2931,91,111
Laos,2008,-.903238,-.89205402,-1.1776,97,105
Laos,2009,-.957344,-.893341,-1.6089,99,117
Laos,2010,-.99113899,-.94054198,-1.4937,96,114
Laos,2011,-1.01474,-1.14371,-1.6296999,103,118
Laos,2012,-1.05514,-1.21584,-1.392,102,114
Laos,2013,,,-1.2984999,,110
Laos,2014,,,-1.1084,,101
Laos,2015,,,.2027,,46
Laos,2016,-1.20526,,-.884,79,92
Latvia,1992,-.092092998,-.0047289999,,58,
Latvia,1993,-.043451,.119667,,59,
Latvia,1994,-.14962099,.22681101,,63,
Latvia,1995,.046372999,.30368099,.36989999,53,45
Latvia,1996,.24757899,.39491799,.45950001,45,41
Latvia,1997,.24157999,.42792401,.50690001,44,40
Latvia,1998,.26535201,.45811301,.49720001,42,35
Latvia,1999,.31447601,.454005,.3786,39,40
Latvia,2000,.18139599,.46240899,.41620001,47,38
Latvia,2001,.174325,.40325901,.43970001,47,35
Latvia,2002,.180464,.33085501,.5309,44,34
Latvia,2003,.311667,.26508299,.5596,40,32
Latvia,2004,.309156,.376964,.43450001,41,39
Latvia,2005,.42759401,.44681799,.49489999,39,35
Latvia,2006,.53237599,.53406298,.5345,37,33
Latvia,2007,.549968,.57249802,.63150001,36,33
Latvia,2008,.61794001,.57814598,.65810001,34,32
Latvia,2009,.60544002,.55556703,.6372,35,32
Latvia,2010,.62698698,.52867502,.60399997,34,35
Latvia,2011,.60031801,.512514,.66360003,36,33
Latvia,2012,.57162499,.50079501,.64960003,37,33
Latvia,2013,.47813699,.35106301,.59310001,37,35
Latvia,2014,.431584,.375092,.58679998,38,35
Latvia,2015,.37330499,.389543,.58029997,39,34
Latvia,2016,.197157,,.67559999,32,34
Lebanon,1964,-.132,.38943601,,41,
Lebanon,1965,.099963002,.39371201,,36,
Lebanon,1966,.20175099,.37031299,,37,
Lebanon,1967,.51772898,.52984601,,28,
Lebanon,1968,.49002799,.64300698,,31,
Lebanon,1969,.53375202,.77890098,,32,
Lebanon,1970,.64757401,.73442298,,24,
Lebanon,1971,.599343,.69731098,,28,
Lebanon,1972,.63140202,.63844401,,26,
Lebanon,1973,.695391,.59056199,,25,
Lebanon,1974,.761648,.60850197,,25,
Lebanon,1975,.71237099,.69291198,,26,
Lebanon,1976,.92286199,.73233098,,21,
Lebanon,1977,.97869903,.68171102,,16,
Lebanon,1978,.93212098,.55173099,,18,
Lebanon,1979,.67830998,.40071499,,27,
Lebanon,1980,.58122599,.36885199,,28,
Lebanon,1981,.587277,.36585599,,28,
Lebanon,1982,.66647601,.27811399,,28,
Lebanon,1983,.60064298,.21522801,,29,
Lebanon,1984,.59399301,.47061899,,29,
Lebanon,1985,.47896999,.34791401,,30,
Lebanon,1986,.55742103,.36375001,,28,
Lebanon,1987,.46073401,.35172501,,30,
Lebanon,1988,.402064,.33669499,,30,
Lebanon,1989,.259094,.32255599,,34,
Lebanon,1990,.22289599,.239475,,35,
Lebanon,1991,.114161,.143591,,40,
Lebanon,1992,.110669,.230507,,45,
Lebanon,1993,.096161999,.21954399,,49,
Lebanon,1994,.126785,.29778299,,43,
Lebanon,1995,.055535,.24985,.0605,52,59
Lebanon,1996,-.042066,.171644,-.0014,60,61
Lebanon,1997,.014512,.111619,.37,55,45
Lebanon,1998,.0028540001,.086064003,.22679999,61,54
Lebanon,1999,-.105666,.068902001,.2538,62,50
Lebanon,2000,.0098970002,.078029998,.222,54,49
Lebanon,2001,.081991002,.078883,.0166,53,55
Lebanon,2002,.013337,.092526004,.2229,54,48
Lebanon,2003,-.056157,.118035,.13609999,61,51
Lebanon,2004,-.017576,.104506,.20630001,56,49
Lebanon,2005,.113553,.110833,.34279999,48,43
Lebanon,2006,.16918699,.118359,.24339999,48,45
Lebanon,2007,.29863599,.21353801,.38530001,46,43
Lebanon,2008,.330028,.23569,.4596,44,40
Lebanon,2009,.36583701,.37328401,.3026,45,42
Lebanon,2010,.25378299,.321271,.1937,45,47
Lebanon,2011,.29344901,.310525,.1998,45,43
Lebanon,2012,.281872,.249446,.26350001,46,44
Lebanon,2013,.107992,.024768,.26629999,47,44
Lebanon,2014,.17745499,.034761999,.2447,45,46
Lebanon,2015,.151603,.030386999,.048700001,45,53
Lebanon,2016,,,-.0277,,56
Libya,1995,,,-.38299999,,74
Libya,1996,,,-.6092,,82
Libya,1997,,,-.56940001,,81
Libya,1998,,,-.38119999,,73
Libya,1999,,,-.37180001,,73
Libya,2000,,,-.53149998,,80
Libya,2001,,,-.9601,,95
Libya,2002,,,-.4659,,73
Libya,2003,,,-.55220002,,77
Libya,2004,,,-.44260001,,74
Libya,2005,,,-.29120001,,70
Libya,2006,,,-.66850001,,83
Libya,2007,,,-.91469997,,91
Libya,2008,,,-1.4456,,115
Libya,2009,,,-1.3307,,112
Libya,2010,,,-.74980003,,84
Libya,2011,,,-1.5219001,,116
Libya,2012,,,-2.9184,,122
Libya,2013,,,-1.8882999,,119
Libya,2014,,,-1.7191,,121
Libya,2015,,,-1.4581,,114
Libya,2016,,,-1.2927999,,110
Lithuania,1992,.117757,.137062,,44,
Lithuania,1993,.15914799,.27075699,,42,
Lithuania,1994,.07006,.33832899,,49,
Lithuania,1995,.063566998,.359476,.5079,49,39
Lithuania,1996,.262575,.55224198,.5223,44,39
Lithuania,1997,.282998,.59526002,.52689999,42,38
Lithuania,1998,.32879201,.61803299,.4041,40,37
Lithuania,1999,.30197999,.61977899,.29280001,40,47
Lithuania,2000,.27979401,.64453101,.26089999,41,47
Lithuania,2001,.192432,.621351,.1238,46,53
Lithuania,2002,.161984,.594814,.2077,46,51
Lithuania,2003,.164931,.59918398,.2827,47,44
Lithuania,2004,.196164,.657897,.42899999,44,40
Lithuania,2005,.30917799,.69637299,.43630001,43,39
Lithuania,2006,.44879699,.700647,.426,41,38
Lithuania,2007,.521501,.68481499,.60689998,40,34
Lithuania,2008,.57185501,.67923498,.6142,36,33
Lithuania,2009,.51893401,.668028,.5988,40,34
Lithuania,2010,.54939699,.67235702,.66549999,39,33
Lithuania,2011,.64032,.71505499,.7482,34,30
Lithuania,2012,.72251302,.73421597,.76029998,33,30
Lithuania,2013,.673455,.66262001,.78170002,34,31
Lithuania,2014,.63806999,.70480299,.8348,34,28
Lithuania,2015,.56172103,.707232,.79400003,34,29
Lithuania,2016,.46270901,,.83700001,26,28
Macedonia,1993,.40228701,.30601001,,36,
Macedonia,1994,.237408,.200124,,39,
Macedonia,1995,.251441,.18139499,.39129999,41,43
Macedonia,1996,.16787601,.203595,.40869999,49,42
Macedonia,1997,.132217,.241568,.24690001,51,51
Macedonia,1998,.071249999,.26123399,.1133,55,56
Macedonia,1999,-.023729,.20805299,.042800002,58,56
Macedonia,2000,-.014313,.22487199,.082800001,56,57
Macedonia,2001,.004857,.16768201,-.1066,56,60
Macedonia,2002,-.069498003,.081796996,-.1525,61,62
Macedonia,2003,-.17216299,.020039,-.18359999,69,60
Macedonia,2004,-.062272999,.023413001,-.1822,60,63
Macedonia,2005,-.107521,-.046882998,-.1675,62,63
Macedonia,2006,-.191644,-.056821,-.3486,68,67
Macedonia,2007,-.17045,-.057886001,-.2299,64,62
Macedonia,2008,-.14762899,-.011466,-.121,65,58
Macedonia,2009,-.093479,.0070310002,-.21080001,64,59
Macedonia,2010,-.074848004,.022265,-.2807,64,61
Macedonia,2011,-.165571,.021052999,-.20990001,65,60
Macedonia,2012,-.146735,.015849,-.092299998,63,62
Macedonia,2013,-.32305101,-.205374,-.019400001,61,58
Macedonia,2014,-.216515,-.089056998,-.15099999,59,59
Macedonia,2015,-.37176901,-.015171,-.17550001,63,59
Macedonia,2016,-.423583,,.14030001,53,51
Madagascar,1964,-.97370303,-.96061999,,81,
Madagascar,1965,-1.00486,-.991247,,81,
Madagascar,1966,-1.00572,-1.04488,,80,
Madagascar,1967,-1.04663,-1.04163,,85,
Madagascar,1968,-1.0524,-1.08543,,84,
Madagascar,1969,-1.05855,-.96581697,,85,
Madagascar,1970,-1.00788,-1.08513,,81,
Madagascar,1971,-.96248698,-1.01083,,79,
Madagascar,1972,-.88936198,-1.0233099,,75,
Madagascar,1973,-.93765599,-.99941701,,80,
Madagascar,1974,-1.04524,-1.09193,,85,
Madagascar,1975,-1.1210999,-1.2246799,,85,
Madagascar,1976,-1.26861,-1.34902,,88,
Madagascar,1977,-1.2694499,-1.43964,,89,
Madagascar,1978,-1.28706,-1.52536,,90,
Madagascar,1979,-1.21443,-1.49426,,90,
Madagascar,1980,-1.1088901,-1.45057,,84,
Madagascar,1981,-.97965801,-1.37983,,80,
Madagascar,1982,-1.25712,-1.44409,,88,
Madagascar,1983,-1.36143,-1.54028,,90,
Madagascar,1984,-1.27543,-1.7046601,,91,
Madagascar,1985,-1.24666,-1.68951,,92,
Madagascar,1986,-1.39296,-1.70915,,94,
Madagascar,1987,-1.29,-1.5928299,,91,
Madagascar,1988,-1.29093,-1.60413,,91,
Madagascar,1989,-1.2947299,-1.5388401,,93,
Madagascar,1990,.075262003,.117525,,42,
Madagascar,1991,.013554,.100317,,45,
Madagascar,1992,-.15146901,.007555,,61,
Madagascar,1993,-1.15521,-1.51384,,105,
Madagascar,1994,-1.0877399,-1.3534,,103,
Madagascar,1995,-1.0196,-1.26179,-1.3904001,104,109
Madagascar,1996,-1.14395,-1.34759,-1.4450001,104,113
Madagascar,1997,-1.12751,-1.3789901,-1.4172,104,110
Madagascar,1998,-1.159,-1.3559099,-1.3191,103,109
Madagascar,1999,-1.1058,-1.31461,-1.2184,103,106
Madagascar,2000,-1.16221,-1.3271199,-1.1707,108,106
Madagascar,2001,-1.08675,-1.42703,-1.436,107,112
Madagascar,2002,-1.15522,-1.49994,-1.4323,110,108
Madagascar,2003,-1.20383,-1.48956,-1.5243,108,113
Madagascar,2004,-1.2001899,-1.426,-1.6181,108,114
Madagascar,2005,-1.18539,-1.30489,-1.3523999,108,107
Madagascar,2006,-1.11331,-1.19726,-1.2888,104,105
Madagascar,2007,-1.08764,-1.05801,-1.2309,105,110
Madagascar,2008,-.98895001,-1.00002,-1.0767,101,100
Madagascar,2009,-.99844998,-.90394503,-1.4164,102,114
Madagascar,2010,-1.0286601,-1.11654,-1.3226,99,108
Madagascar,2011,-.83135402,-.605322,-1.261,94,108
Madagascar,2012,-.726138,-.56904298,-1.2728,88,110
Madagascar,2013,-.823322,-.63910103,-1.222,85,108
Madagascar,2014,-.82019299,-.588076,-1.237,85,105
Madagascar,2015,-.96450901,-.64159501,-1.2288001,89,107
Madagascar,2016,-1.56216,,-1.2304,83,107
Malawi,1995,,,-1.2857,,105
Malawi,1996,,,-1.4349,,112
Malawi,1997,,,-1.507,,113
Malawi,1998,,,-1.6648,,114
Malawi,1999,,,-1.4450001,,113
Malawi,2000,,,-1.3182,,112
Malawi,2001,,,-1.4957,,114
Malawi,2002,,,-1.7079999,,117
Malawi,2003,,,-1.6995,,116
Malawi,2004,,,-1.8049001,,120
Malawi,2005,,,-1.7184,,117
Malawi,2006,,,-1.3534,,108
Malawi,2007,,,-1.3532,,112
Malawi,2008,,,-1.3992,,113
Malawi,2009,,,-1.5591,,116
Malawi,2010,,,-1.1413,,102
Malawi,2011,,,-1.1804,,101
Malawi,2012,,,-1.1533999,,106
Malawi,2013,,,-.90579998,,95
Malawi,2014,,,-.3678,,67
Malawi,2015,,,-.42460001,,74
Malawi,2016,,,-1.5964,,114
Malaysia,1964,-.68523902,-.023748999,,67,
Malaysia,1965,-.737625,-.074069001,,71,
Malaysia,1966,-.70298302,-.146468,,65,
Malaysia,1967,-.50046903,-.13092101,,60,
Malaysia,1968,-.43956599,-.196894,,59,
Malaysia,1969,-.579548,-.27315199,,64,
Malaysia,1970,-.67880499,-.410597,,66,
Malaysia,1971,-.88213801,-.43067601,,77,
Malaysia,1972,-.71956903,-.37195399,,70,
Malaysia,1973,-.86161,-.327234,,74,
Malaysia,1974,-.58341098,-.17827301,,68,
Malaysia,1975,-.57496101,-.163131,,69,
Malaysia,1976,-.41596299,-.044252001,,67,
Malaysia,1977,-.29144299,.094507001,,64,
Malaysia,1978,-.195103,.156892,,61,
Malaysia,1979,-.30421299,.21451101,,65,
Malaysia,1980,-.36409599,.31527001,,65,
Malaysia,1981,-.39127001,.334602,,68,
Malaysia,1982,-.30170599,.36696601,,63,
Malaysia,1983,-.158291,.428276,,55,
Malaysia,1984,.22436,.497177,,41,
Malaysia,1985,.135335,.469107,,40,
Malaysia,1986,.023944,.417151,,45,
Malaysia,1987,-.013715,.41805401,,43,
Malaysia,1988,-.053649999,.46794501,,46,
Malaysia,1989,-.043857001,.55104899,,48,
Malaysia,1990,.077114001,.60439998,,41,
Malaysia,1991,.16580001,.70117301,,36,
Malaysia,1992,.25292301,.81459302,,38,
Malaysia,1993,.115417,.85133201,,47,
Malaysia,1994,.028069999,.87610698,,52,
Malaysia,1995,.25851399,.95133102,.3337,40,48
Malaysia,1996,.330865,.96085799,.39320001,39,44
Malaysia,1997,.45400301,.95157498,.3506,37,47
Malaysia,1998,.44048101,.91083997,.3348,37,48
Malaysia,1999,.471149,.90114599,.51620001,33,33
Malaysia,2000,.64596999,.98745799,.40439999,28,39
Malaysia,2001,.61519599,1.02967,.52420002,30,32
Malaysia,2002,.73454201,1.05356,.53390002,26,33
Malaysia,2003,.75385302,1.05207,.69050002,27,30
Malaysia,2004,.85405898,1.05327,.63550001,26,32
Malaysia,2005,.79560697,1.0141701,.55479997,27,33
Malaysia,2006,.781241,1.0161901,.60689998,28,32
Malaysia,2007,.716039,1.02306,.6002,27,35
Malaysia,2008,.69140702,1.02481,.68400002,30,30
Malaysia,2009,.62425297,.99306601,.65850002,33,31
Malaysia,2010,.58805197,.99031901,.70209998,36,32
Malaysia,2011,.79172897,.99116498,.90799999,30,22
Malaysia,2012,.91952002,.94230801,.89109999,27,26
Malaysia,2013,.81048501,.84428,.83130002,28,29
Malaysia,2014,.82881701,.90790802,.91930002,27,25
Malaysia,2015,.97126198,.92812902,.9885,22,23
Malaysia,2016,1.03133,,.81910002,14,29
Mali,1995,,,-.9788,,95
Mali,1996,,,-.9874,,99
Mali,1997,,,-1.2977,,106
Mali,1998,,,-.86629999,,96
Mali,1999,,,-1.1573,,103
Mali,2000,,,-1.0282,,103
Mali,2001,,,-.7676,,85
Mali,2002,,,-1.4374,,109
Mali,2003,,,-1.3515,,107
Mali,2004,,,-1.1253999,,103
Mali,2005,,,-1.3742,,108
Mali,2006,,,-1.4184,,113
Mali,2007,,,-1.1575,,101
Mali,2008,,,-1.0777,,101
Mali,2009,,,-.93129998,,91
Mali,2010,,,-1.225,,107
Mali,2011,,,-1.2451,,106
Mali,2012,,,-.90270001,,93
Mali,2013,,,-2.1032,,122
Mali,2014,,,-1.7772,,122
Mali,2015,,,-1.6307,,118
Mali,2016,-1.06046,,-.82319999,73,89
Mauritania,1964,-.36898199,-1.51008,,54,
Mauritania,1965,-.38963899,-1.14217,,57,
Mauritania,1966,-1.1177599,-1.21174,,84,
Mauritania,1967,-1.15008,-1.40429,,89,
Mauritania,1968,-1.0118901,-1.50202,,83,
Mauritania,1969,-.54149598,-.95263398,,61,
Mauritania,1970,-.604379,-1.2085,,64,
Mauritania,1971,-.63240099,-1.21015,,66,
Mauritania,1972,-.93472499,-1.13767,,79,
Mauritania,1973,-.90524602,-1.1953599,,79,
Mauritania,1974,-.92907101,-1.24905,,77,
Mauritania,1975,-.66191202,-1.15561,,72,
Mauritania,1976,-.80541497,-1.47042,,73,
Mauritania,1977,-.76159501,-1.53676,,74,
Mauritania,1978,-1.1060899,-1.75201,,82,
Mauritania,1979,-1.39294,-1.38977,,92,
Mauritania,1980,-1.2466201,-2.21891,,87,
Mauritania,1981,-1.25527,-1.67731,,88,
Mauritania,1982,-.93453801,-1.80556,,82,
Mauritania,1983,-1.3822401,-1.71544,,91,
Mauritania,1984,-1.37713,-1.54678,,94,
Mauritania,1985,-1.04673,-1.41322,,85,
Mauritania,1986,-.93979102,-1.3888201,,82,
Mauritania,1987,-.993936,-1.59544,,85,
Mauritania,1988,-1.29351,-1.65354,,92,
Mauritania,1989,-1.3044699,-1.64358,,95,
Mauritania,1990,-1.4673899,-1.72457,,95,
Mauritania,1991,-1.20645,-1.73349,,91,
Mauritania,1992,-1.37675,-1.63521,,107,
Mauritania,1993,-1.18484,-1.65578,,106,
Mauritania,1994,-1.14335,-1.56663,,106,
Mauritania,1995,-1.22374,-1.84823,-2.0769,106,116
Mauritania,1996,-1.32609,-1.83759,-1.344,111,108
Mauritania,1997,-1.13999,-1.64526,-1.8012,105,117
Mauritania,1998,-1.13432,-1.5869,-1.0548,102,104
Mauritania,1999,-.758452,-1.42371,-1.3737,87,109
Mauritania,2000,-.73075098,-1.42071,-1.1452,89,105
Mauritania,2001,-.79788101,-1.47003,-1.5319,90,115
Mauritania,2002,-.95164299,-1.31125,-1.1007,102,100
Mauritania,2003,-.97670102,-1.1962301,-1.206,102,102
Mauritania,2004,-1.5382299,-1.29886,-1.7372,116,118
Mauritania,2005,-1.22737,-1.43637,-1.6705,110,115
Mauritania,2006,-1.73472,-1.39061,-1.9427,118,119
Mauritania,2007,-1.82521,-1.4147,-2.2627001,117,121
Mauritania,2008,-1.78088,-1.48054,-2.2309,117,119
Mauritania,2009,-1.80625,-1.60611,-2.4024,118,122
Mauritania,2010,-1.7961299,-1.59692,-2.1233001,117,121
Mauritania,2011,-1.86292,-1.50104,-1.7736,119,119
Mauritania,2012,-1.6776,-1.53713,-1.7186,118,118
Mauritania,2013,,,-1.9705,,121
Mauritania,2014,,,-1.5093,,115
Mauritania,2015,,,-1.4878,,115
Mauritania,2016,-2.26649,,-1.8383,85,118
Mauritius,1995,,,-.47510001,,81
Mauritius,1996,,,-.63319999,,84
Mauritius,1997,,,-.58770001,,84
Mauritius,1998,,,-.62080002,,83
Mauritius,1999,,,-.57520002,,86
Mauritius,2000,,,-.63990003,,85
Mauritius,2001,,,-.56279999,,73
Mauritius,2002,,,-.60339999,,80
Mauritius,2003,,,-.44569999,,73
Mauritius,2004,,,-.4957,,78
Mauritius,2005,,,-.53030002,,78
Mauritius,2006,,,-.40020001,,68
Mauritius,2007,,,-.5262,,75
Mauritius,2008,,,-.36289999,,69
Mauritius,2009,,,-.5183,,70
Mauritius,2010,,,-.3107,,63
Mauritius,2011,,,-.30649999,,65
Mauritius,2012,,,-.1245,,63
Mauritius,2013,,,-.25839999,,64
Mauritius,2014,,,-.30230001,,63
Mauritius,2015,,,-.4826,,76
Mauritius,2016,-.429113,,-.2159,54,63
Mexico,1964,.048574001,.48558399,,35,
Mexico,1965,.088725999,.41939399,,37,
Mexico,1966,.22077499,.39682999,,36,
Mexico,1967,.031729002,.36081299,,40,
Mexico,1968,.036176,.41906199,,42,
Mexico,1969,.113615,.53008902,,41,
Mexico,1970,.25689799,.58489102,,36,
Mexico,1971,.34871301,.633847,,34,
Mexico,1972,.319915,.64444399,,35,
Mexico,1973,.35225901,.678846,,33,
Mexico,1974,.583489,.77409899,,30,
Mexico,1975,.64601398,.84092498,,27,
Mexico,1976,.64331102,.96101898,,32,
Mexico,1977,.66248798,.992881,,31,
Mexico,1978,.600371,1.0644799,,31,
Mexico,1979,.53339797,1.00008,,29,
Mexico,1980,.448728,1.10751,,29,
Mexico,1981,.48362401,1.16216,,29,
Mexico,1982,.37141001,1.14449,,31,
Mexico,1983,.35007799,1.24589,,33,
Mexico,1984,.392398,.89384103,,33,
Mexico,1985,.41918999,.88826299,,32,
Mexico,1986,.465516,.93745399,,32,
Mexico,1987,.64949203,1.00743,,25,
Mexico,1988,.72023797,1.0530601,,24,
Mexico,1989,.71600997,1.085,,24,
Mexico,1990,.76684201,1.05909,,22,
Mexico,1991,.68429101,1.05352,,23,
Mexico,1992,.80536598,1.08113,,24,
Mexico,1993,.80720401,1.10858,,25,
Mexico,1994,.826065,1.15311,,24,
Mexico,1995,.78507501,1.16781,.66729999,25,27
Mexico,1996,.71338701,1.1388,.78280002,27,29
Mexico,1997,.742549,1.12288,.69569999,26,28
Mexico,1998,.69818699,1.0880001,.58950001,26,34
Mexico,1999,.78641999,1.12332,.56809998,25,31
Mexico,2000,.94896197,1.18973,.67500001,22,30
Mexico,2001,.90512902,1.22132,.81010002,24,27
Mexico,2002,.95890701,1.2133,.88639998,23,28
Mexico,2003,1.02195,1.20347,.84069997,23,28
Mexico,2004,.97882801,1.1889499,.85320002,23,28
Mexico,2005,.986745,1.14951,1.0301,23,23
Mexico,2006,1.10303,1.13094,.96890002,20,22
Mexico,2007,1.06339,1.09746,.912,22,25
Mexico,2008,1.08324,1.05999,.89609998,22,24
Mexico,2009,.99592298,1.05241,.9181,24,24
Mexico,2010,1.0018899,1.0452501,.97860003,24,23
Mexico,2011,1.00796,1.07189,.80180001,22,29
Mexico,2012,.95424598,1.07083,.95450002,25,23
Mexico,2013,.846744,1.02535,.94919997,24,24
Mexico,2014,.95300299,1.0197001,.94169998,23,24
Mexico,2015,.95905203,1.03857,.96329999,23,24
Mexico,2016,.57228202,,.97860003,25,24
Moldova,1992,.546565,.61340803,,29,
Moldova,1993,.54285598,.60126603,,31,
Moldova,1994,.360477,.41450599,,36,
Moldova,1995,.284536,.34772199,.38519999,39,44
Moldova,1996,.209032,.434596,.2403,47,51
Moldova,1997,.180126,.40767801,.091200002,47,58
Moldova,1998,.087567002,.36208701,-.0091000004,54,61
Moldova,1999,-.067186996,.34426001,-.1199,61,61
Moldova,2000,-.079770997,.32883,.1051,62,54
Moldova,2001,-.058476001,.234091,-.082599998,61,59
Moldova,2002,-.019165,.28650701,-.1032,57,59
Moldova,2003,.042335,.19456901,-.16060001,53,58
Moldova,2004,-.019114999,.160901,-.30129999,57,66
Moldova,2005,-.071911998,.084351003,-.16140001,58,62
Moldova,2006,-.133663,.112264,-.1793,62,60
Moldova,2007,-.072815001,.122004,-.079800002,60,56
Moldova,2008,-.027445,.14292499,.1989,60,49
Moldova,2009,-.045761,.092730001,-.1415,60,57
Moldova,2010,-.016907999,.082336001,-.1508,62,59
Moldova,2011,.049706001,.115786,-.22050001,54,61
Moldova,2012,.115221,.13596401,-.0196,52,59
Moldova,2013,-.019912999,-.022222999,.0381,50,57
Moldova,2014,-.103664,.029586,-.27079999,52,61
Moldova,2015,-.214357,-.044257,-.35030001,57,70
Moldova,2016,-.73416901,,-.2687,63,67
Mongolia,1974,.29718101,-.93708998,,37,
Mongolia,1975,.30055401,-.94679701,,37,
Mongolia,1976,.53956699,-.486164,,35,
Mongolia,1977,.71262801,-.41304901,,28,
Mongolia,1978,.66640002,-.57704699,,29,
Mongolia,1979,.51748902,-1.0572701,,30,
Mongolia,1980,.18692499,-1.12264,,39,
Mongolia,1981,.17542399,-1.02373,,40,
Mongolia,1982,-.142225,-1.08609,,55,
Mongolia,1983,-.14803299,-1.0118999,,53,
Mongolia,1984,-.268388,-1.1574301,,60,
Mongolia,1985,-.31812301,-1.10865,,60,
Mongolia,1986,-.48517001,-1.41558,,68,
Mongolia,1987,-.34568301,-1.08543,,63,
Mongolia,1988,-.186588,-1.00793,,54,
Mongolia,1989,-.34880501,-.99271101,,63,
Mongolia,1990,-.50212198,-1.10601,,68,
Mongolia,1991,-.32539999,-1.10233,,60,
Mongolia,1992,-.37495399,-.96896398,,74,
Mongolia,1993,-.29333401,-.99791402,,69,
Mongolia,1994,-.451942,-1.0841399,,76,
Mongolia,1995,-.54068702,-1.1372,-.85290003,77,92
Mongolia,1996,-.63569701,-1.12465,-.0977,81,63
