Entity,Year,Number of departures (per 1000 people)
South Korea,2003,147.9568858
South Korea,2004,183.5594346
South Korea,2005,209.1956384
South Korea,2006,239.6864035
South Korea,2007,273.7059215
South Korea,2008,244.5432964
South Korea,2009,192.5454646
South Korea,2010,252.007341
South Korea,2011,254.2021351
South Korea,2012,273.6462196
South Korea,2013,294.3947233
South Korea,2014,316.8878566
South Korea,2015,378.516516
South Korea,2016,436.7780505
South Korea,2017,514.8233109
Spain,1995,91.83353661
Spain,1996,105.8915937
Spain,1997,99.35744938
Spain,1998,119.1840324
Spain,1999,87.1322676
Spain,2000,101.0652175
Spain,2001,101.3208875
Spain,2002,93.43119561
Spain,2003,97.04262942
Spain,2004,119.3097369
Spain,2005,239.70776
Spain,2006,240.5100182
Spain,2007,249.3211824
Spain,2008,244.3524851
Spain,2009,259.1940555
Spain,2010,265.775541
Spain,2011,285.5419318
Spain,2012,265.5802577
Spain,2013,241.2267084
Spain,2014,253.5020743
Spain,2015,310.1959762
Spain,2016,331.4039122
Spain,2017,365.6916121
Sri Lanka,1995,27.62079563
Sri Lanka,1996,26.88856811
Sri Lanka,1997,28.73920149
Sri Lanka,1998,27.89340047
Sri Lanka,1999,26.62152542
Sri Lanka,2000,27.89914438
Sri Lanka,2001,26.70113457
Sri Lanka,2002,27.96535025
Sri Lanka,2003,29.19547421
Sri Lanka,2004,35.10123454
Sri Lanka,2005,37.2351579
Sri Lanka,2006,38.48470711
Sri Lanka,2007,43.51164408
Sri Lanka,2008,48.43117098
Sri Lanka,2009,47.96990658
Sri Lanka,2010,55.54908363
Sri Lanka,2011,60.98936565
Sri Lanka,2012,62.12974296
Sri Lanka,2013,61.30677678
Sri Lanka,2014,63.1168456
Sri Lanka,2015,64.67614233
Sri Lanka,2016,68.2922228
Sri Lanka,2017,67.10501772
Sudan,1995,8.090283918
Swaziland,2005,978.4125302
Swaziland,2006,956.7037984
Swaziland,2007,992.5915776
Swaziland,2008,1015.620888
Swaziland,2009,1054.481547
Swaziland,2010,948.5859751
Swaziland,2011,1031.619463
Swaziland,2012,1124.05641
Swaziland,2013,1237.164322
Swaziland,2014,1279.440845
Swaziland,2015,1298.700314
Swaziland,2016,1331.995134
Swaziland,2017,1280.669137
Sweden,1995,1147.283333
Sweden,1996,1175.20669
Sweden,1997,1222.917045
Sweden,1998,1290.479443
Sweden,1999,1185.386019
Sweden,2000,1143.696499
Sweden,2001,1207.402012
Sweden,2002,1444.040409
Sweden,2003,1411.99784
Sweden,2004,1551.114907
Sweden,2005,1736.184174
Sweden,2006,1383.072858
Sweden,2007,1387.393131
Sweden,2008,1441.596887
Sweden,2009,1258.157889
Sweden,2010,1390.682957
Sweden,2011,1550.499497
Sweden,2012,1633.300677
Sweden,2013,1657.955379
Sweden,2017,2108.913377
Switzerland,1995,1583.368214
Switzerland,1996,1705.494319
Switzerland,1997,1765.43461
Switzerland,1998,1672.432957
Switzerland,1999,1653.83747
Switzerland,2000,1703.726903
Switzerland,2001,1598.095895
Switzerland,2002,1568.61873
Switzerland,2003,1195.530563
Switzerland,2008,1457.567169
Switzerland,2009,1349.848673
Switzerland,2010,1279.375901
Switzerland,2011,1322.734271
Switzerland,2012,1512.843602
Switzerland,2013,1533.251267
Switzerland,2014,1528.701499
Switzerland,2015,1642.157656
Switzerland,2016,1654.895575
Switzerland,2017,1809.351434
Tajikistan,1999,0.67049492
Tajikistan,2000,1.029567075
Tajikistan,2001,0.426734101
Tajikistan,2012,1.876158059
Tajikistan,2013,1.834232127
Tajikistan,2014,2.271981269
Tajikistan,2015,1.871640332
Tajikistan,2016,2.518617448
Tajikistan,2017,3.474813153
Tanzania,1995,5.2401847
Tanzania,1996,4.803346141
Thailand,1995,30.59245654
Thailand,1996,30.67256608
Thailand,1997,27.27414356
Thailand,1998,22.92308899
Thailand,1999,26.56217231
Thailand,2000,30.32179172
Thailand,2001,31.64770013
Thailand,2002,35.11610571
Thailand,2003,33.3359399
Thailand,2004,41.67549265
Thailand,2005,46.57207659
Thailand,2006,51.37930806
Thailand,2007,60.69888466
Thailand,2008,58.72650639
Thailand,2009,69.57042632
Thailand,2010,81.10544082
Thailand,2011,79.91988169
Thailand,2012,84.32583236
Thailand,2013,87.60979566
Thailand,2014,94.18743112
Thailand,2015,98.95481345
Thailand,2016,119.1342051
Thailand,2017,129.8279676
Trinidad and Tobago,1995,207.9679618
Trinidad and Tobago,1996,197.0812897
Trinidad and Tobago,2009,204.2950384
Trinidad and Tobago,2010,205.5568105
Tunisia,1995,195.0850205
Tunisia,1996,154.2776893
Tunisia,1997,147.1630042
Tunisia,1998,160.6418093
Tunisia,1999,154.1065972
Tunisia,2000,168.2613519
Tunisia,2001,170.5549761
Tunisia,2002,196.5669018
Tunisia,2003,228.780047
Tunisia,2004,230.7937799
Tunisia,2005,221.8266759
Tunisia,2006,225.7718022
Tunisia,2007,266.3601502
Tunisia,2008,299.5963616
Tunisia,2009,249.2911407
Tunisia,2010,211.4675368
Tunisia,2011,214.0042803
Tunisia,2012,266.105295
Tunisia,2013,260.8366128
Tunisia,2014,236.63153
Tunisia,2016,160.4805929
Turkey,1995,68.06712831
Turkey,1996,71.7059907
Turkey,1997,76.74023896
Turkey,1998,75.02088307
Turkey,1999,76.38793163
Turkey,2000,83.55455234
Turkey,2001,75.64867571
Turkey,2002,78.76511285
Turkey,2003,89.70156571
Turkey,2004,108.927528
Turkey,2005,121.4372074
Turkey,2006,120.3401722
Turkey,2007,71.20967844
Turkey,2008,69.46334153
Turkey,2009,77.95154935
Turkey,2010,90.65781515
Turkey,2011,85.57480777
Turkey,2012,77.81963725
Turkey,2013,99.30419375
Turkey,2014,103.6211207
Turkey,2015,111.8031867
Turkey,2016,99.25492652
Turkey,2017,110.0625153
Turkmenistan,1995,4.990684056
Turkmenistan,1996,6.764094507
Turkmenistan,1997,7.118068551
Turkmenistan,1998,80.88860551
Turkmenistan,2000,17.27142105
Turkmenistan,2001,24.32034495
Turkmenistan,2002,17.136652
Turkmenistan,2003,7.302811733
Turkmenistan,2004,6.803591786
Turkmenistan,2005,6.940587102
Turkmenistan,2006,6.860557098
Turkmenistan,2007,7.802655244
Tuvalu,1998,204.1693531
Tuvalu,1999,235.4200107
Tuvalu,2000,307.8556263
Tuvalu,2001,294.3650126
Tuvalu,2002,280.2283342
Tuvalu,2003,266.2025187
Tuvalu,2004,232.4641197
Tuvalu,2005,219.4075995
Tuvalu,2006,197.2970307
Tuvalu,2007,234.3063556
Tuvalu,2011,197.5912683
Uganda,1997,6.768520398
Uganda,1998,10.68651361
Uganda,1999,14.05061961
Uganda,2000,6.364584887
Uganda,2001,6.115496297
Uganda,2002,7.154508771
Uganda,2003,7.09863954
Uganda,2004,8.379147805
Uganda,2005,6.62137042
Uganda,2006,8.595408116
Uganda,2007,8.891653147
Uganda,2008,10.64303647
Uganda,2009,9.489838778
Uganda,2010,9.553257538
Uganda,2011,10.45773298
Uganda,2012,12.91769177
Uganda,2013,12.54203112
Uganda,2014,13.1587967
Uganda,2015,13.02781651
Uganda,2016,13.6907173
Ukraine,1995,127.1929253
Ukraine,1996,117.5936262
Ukraine,1997,190.3779106
Ukraine,1998,155.0137495
Ukraine,1999,148.9531107
Ukraine,2000,272.9388622
Ukraine,2001,305.0086512
Ukraine,2002,305.5650641
Ukraine,2003,309.4349962
Ukraine,2004,328.5031485
Ukraine,2005,349.3036324
Ukraine,2006,360.6713296
Ukraine,2007,372.720754
Ukraine,2008,335.0541093
Ukraine,2009,332.9620244
Ukraine,2010,374.5310187
Ukraine,2011,432.6118396
Ukraine,2012,470.0910002
Ukraine,2013,522.339172
Ukraine,2014,495.627016
Ukraine,2015,512.512405
Ukraine,2016,548.1211995
Ukraine,2017,589.7014619
United Kingdom,1995,712.6110175
United Kingdom,1996,722.9191147
United Kingdom,1997,788.0555627
United Kingdom,1998,869.7980296
United Kingdom,1999,918.1788645
United Kingdom,2000,965.0971938
United Kingdom,2001,985.8139777
United Kingdom,2002,1000.109836
United Kingdom,2003,1029.781981
United Kingdom,2004,1070.115717
United Kingdom,2005,1100.872059
United Kingdom,2006,1142.804176
United Kingdom,2007,1132.53768
United Kingdom,2008,1116.556467
United Kingdom,2009,941.1931704
United Kingdom,2010,885.2193368
United Kingdom,2011,898.4662052
United Kingdom,2012,887.562539
United Kingdom,2013,901.1944288
United Kingdom,2014,929.8724904
United Kingdom,2015,1009.076452
United Kingdom,2016,1079.569937
United Kingdom,2017,1123.696544
United States,1995,192.5994637
United States,1996,196.7341515
United States,1997,195.2233025
United States,1998,201.9039057
United States,1999,205.0673739
United States,2000,217.3464558
United States,2001,208.5911428
United States,2002,201.8807859
United States,2003,193.8933535
United States,2004,211.0924919
United States,2005,214.8880984
United States,2006,213.3622186
United States,2007,212.6240526
United States,2008,209.3201678
United States,2009,202.528573
United States,2010,197.3922276
United States,2011,189.9890478
United States,2012,193.3066897
United States,2013,193.9826269
United States,2014,213.9993084
United States,2015,231.0959295
United States,2016,248.0659484
United States,2017,269.2595522
Uruguay,1997,171.812376
Uruguay,1998,198.6550989
Uruguay,1999,235.0937565
Uruguay,2000,200.8283038
Uruguay,2001,159.5983052
Uruguay,2002,159.2656711
Uruguay,2003,148.8436651
Uruguay,2004,171.1743584
Uruguay,2005,197.858319
Uruguay,2006,199.937377
Uruguay,2007,190.1345044
Uruguay,2008,219.0505977
Uruguay,2009,245.6319298
Uruguay,2010,304.3490501
Uruguay,2011,453.0922512
Uruguay,2012,534.6244396
Uruguay,2013,669.3065298
Uruguay,2014,700.6778093
Uruguay,2015,646.0633556
Uruguay,2016,497.9666121
Uruguay,2017,517.53815
Vanuatu,1995,65.38472969
Vanuatu,1996,64.02756678
Vanuatu,1997,62.85750204
Vanuatu,1998,67.38620155
Vanuatu,1999,66.17221318
Vanuatu,2000,64.84278327
Vanuatu,2001,58.11189181
Vanuatu,2002,56.71389387
Vanuatu,2003,60.31241833
Vanuatu,2004,63.68085117
Vanuatu,2005,66.86726847
Vanuatu,2006,69.88641129
Vanuatu,2007,72.74281324
Vanuatu,2008,84.31703204
Vanuatu,2009,86.66074485
Vanuatu,2010,88.8719609
Vanuatu,2011,90.95757656
Vanuatu,2012,92.93492535
Vanuatu,2013,102.7091514
Vanuatu,2014,100.4442727
Vanuatu,2015,102.0396594
Vanuatu,2016,92.45493746
Vanuatu,2017,101.3596675
Venezuela,1995,24.06633981
Venezuela,1996,22.5606048
Venezuela,1997,19.9046498
Venezuela,1998,31.90570303
Venezuela,1999,31.37915681
Venezuela,2000,38.95731601
Venezuela,2001,37.39707387
Venezuela,2002,34.67316313
Venezuela,2003,32.16264029
Venezuela,2004,30.99453133
Venezuela,2005,39.83697679
Venezuela,2006,40.19946571
Venezuela,2007,50.91729677
Venezuela,2008,62.00762349
Venezuela,2009,57.75287179
Venezuela,2010,50.88184928
Venezuela,2011,58.34378787
Venezuela,2012,58.00673601
Venezuela,2013,63.6918557
Venezuela,2014,51.69433468
Venezuela,2015,49.39795797
Venezuela,2016,48.466527
Venezuela,2017,33.74293419
World,1995,110.8533477
World,1996,113.2471801
World,1997,116.8754717
World,1998,121.3061056
World,1999,125.5093459
World,2000,135.5208534
World,2001,135.4740596
World,2002,134.59031
World,2003,132.6733728
World,2004,142.2992706
World,2005,149.7743092
World,2006,151.5748999
World,2007,160.0824553
World,2008,162.5936061
World,2009,154.7482695
World,2010,164.4425994
World,2011,169.7308144
World,2012,175.5737936
World,2013,182.5038898
World,2014,183.5157331
World,2015,189.9694273
World,2016,198.1602461
World,2017,208.0812916
Zimbabwe,1995,22.61414978
Zimbabwe,1996,5.990487106
Zimbabwe,1997,10.50384556
Zimbabwe,1998,17.90928518
Zimbabwe,1999,27.43578141
Zimbabwe,2003,30.55272653
Zimbabwe,2004,38.97472677
Zimbabwe,2005,36.6305122
Zimbabwe,2006,41.22134973
Zimbabwe,2007,41.03553895
Zimbabwe,2008,43.73650152
Zimbabwe,2009,45.68954612
Zimbabwe,2010,46.14407016
Zimbabwe,2011,48.16966063
Zimbabwe,2012,48.94354675
Zimbabwe,2013,195.6889187
Zimbabwe,2014,206.4668506
Zimbabwe,2015,215.0537498
Zimbabwe,2016,197.6426287
Zimbabwe,2017,167.4540881
