Entity,Year,"Share of workers in financial sector (GGDC, 2017)","Share of population in financial sector (GGDC, 2017)",Share of workers in financial sector
Malaysia,2005,0.030288797,0.030288797,0.039419284
Malaysia,2006,0.031592159,0.031592159,0.007079531
Malaysia,2007,0.034722316,0.034722316,0.02946678
Malaysia,2008,0.033650411,0.033650411,0.000998833
Malaysia,2009,0.034809447,0.034809447,0.011924372
Malaysia,2010,0.036521395,0.036521395,0.060497954
Malaysia,2011,0.040394441,0.040394441,0.013589115
Mauritius,1962,0.001114769,0.001114769,0.002016176
Mauritius,1970,0.002600788,0.002600788,0.010154726
Mauritius,1971,0.003037477,0.003037477,0.030168367
Mauritius,1972,0.003332706,0.003332706,0.061595002
Mauritius,1973,0.003504956,0.003504956,0.040472251
Mauritius,1974,0.003704038,0.003704038,0.069099255
Mauritius,1975,0.003914019,0.003914019,0.000960976
Mauritius,1976,0.004167973,0.004167973,0.031554142
Mauritius,1977,0.004703458,0.004703458,0.013151803
Mauritius,1978,0.00546252,0.00546252,0.007291694
Mauritius,1979,0.005646471,0.005646471,0.055368337
Mauritius,1980,0.006152597,0.006152597,0.033015956
Mauritius,1981,0.006606095,0.006606095,0.072323078
Mauritius,1982,0.007021282,0.007021282,0.009456607
Mauritius,1983,0.007492564,0.007492564,0.012849457
Mauritius,1984,0.00765317,0.00765317,0.001988219
Mauritius,1985,0.007765612,0.007765612,0.043162451
Mauritius,1986,0.007892717,0.007892717,0.000940398
Mauritius,1987,0.008826641,0.008826641,0.013214013
Mauritius,1988,0.009303005,0.009303005,0.034401422
Mauritius,1989,0.010579955,0.010579955,0.075622617
Mauritius,1990,0.010917334,0.010917334,0.040084089
Mauritius,1991,0.011244597,0.011244597,0.035838328
Mauritius,1992,0.011533939,0.011533939,0.007504276
Mauritius,1993,0.011918561,0.011918561,0.077726282
Mauritius,1994,0.012263438,0.012263438,0.01285096
Mauritius,1995,0.013018615,0.013018615,0.009201733
Mauritius,1996,0.014349308,0.014349308,0.045635976
Mauritius,1997,0.015209271,0.015209271,0.012415759
Mauritius,1998,0.015610277,0.015610277,0.002
Mauritius,1999,0.016384543,0.016384543,0.000924997
Mauritius,2000,0.018060905,0.018060905,0.036750025
Mauritius,2001,0.018576573,0.018576573,0.0549131
Mauritius,2002,0.019007519,0.019007519,0.079897118
Mauritius,2003,0.019977616,0.019977616,0.016218386
Mauritius,2004,0.023668919,0.023668919,0.037499766
Mauritius,2005,0.026234754,0.026234754,0.088099008
Mauritius,2006,0.026838981,0.026838981,0.009152072
Mauritius,2007,0.029576714,0.029576714,0.048683648
Mauritius,2008,0.033922118,0.033922118,0.054396135
Mauritius,2009,0.037138006,0.037138006,0.035861942
Mauritius,2010,0.039816146,0.039816146,0.038448732
Mauritius,2011,0.040964417,0.040964417,0.007716173
Mexico,1960,0.003163886,0.003163886,0.018800661
Mexico,1961,0.003202362,0.003202362,0.012117691
Mexico,1962,0.003171939,0.003171939,0.087304222
Mexico,1963,0.003185008,0.003185008,0.000886504
Mexico,1964,0.003196931,0.003196931,0.002710128
Mexico,1965,0.003255752,0.003255752,0.039403336
Mexico,1966,0.003484489,0.003484489,0.059485123
Mexico,1967,0.003594417,0.003594417,0.08566415
Mexico,1968,0.00367001,0.00367001,0.009811757
Mexico,1969,0.003853673,0.003853673,0.041112044
Mexico,1970,0.003933373,0.003933373,0.019514651
Mexico,1971,0.004017277,0.004017277,0.050578252
Mexico,1972,0.004515881,0.004515881,0.043936129
Mexico,1973,0.004151498,0.004151498,0.083428405
Mexico,1974,0.004392158,0.004392158,0.033890049
Mexico,1975,0.004514472,0.004514472,0.008025562
Mexico,1976,0.004687865,0.004687865,0.047110121
Mexico,1977,0.004724369,0.004724369,0.064142269
Mexico,1978,0.00490213,0.00490213,0.012094166
Mexico,1979,0.005174435,0.005174435,0.024918118
Mexico,1980,0.005440012,0.005440012,0.047406589
Mexico,1981,0.005654333,0.005654333,0.012935857
Mexico,1982,0.006288414,0.006288414,0.003652507
Mexico,1983,0.006438879,0.006438879,0.000925123
Mexico,1984,0.006787035,0.006787035,0.082330733
Mexico,1985,0.00682464,0.00682464,0.009971433
Mexico,1986,0.006963229,0.006963229,0.050389256
Mexico,1987,0.007050149,0.007050149,0.050905396
Mexico,1988,0.007156936,0.007156936,0.051645089
Mexico,1989,0.007168804,0.007168804,0.071677298
Mexico,1990,0.00722155,0.00722155,0.055124641
Mexico,1991,0.008090824,0.008090824,0.0553288
Mexico,1992,0.008987428,0.008987428,0.027879212
Mexico,1993,0.009994422,0.009994422,0.080082975
Mexico,1994,0.01103167,0.01103167,0.058367379
Mexico,1995,0.012142341,0.012142341,0.062779055
Mexico,1996,0.013428661,0.013428661,0.068214893
Mexico,1997,0.014990092,0.014990092,0.072526771
Mexico,1998,0.01633572,0.01633572,0.032152322
Mexico,1999,0.017980005,0.017980005,0.008261871
Mexico,2000,0.019700454,0.019700454,0.086700754
Mexico,2001,0.020215289,0.020215289,0.012064431
Mexico,2002,0.020829569,0.020829569,0.075375195
Mexico,2003,0.020825658,0.020825658,0.009762712
Mexico,2004,0.022174282,0.022174282,0.06963038
Mexico,2005,0.027363845,0.027363845,0.027296516
Mexico,2006,0.028758177,0.028758177,0.07937783
Mexico,2007,0.030301015,0.030301015,0.013149313
Mexico,2008,0.032175616,0.032175616,0.004958084
Mexico,2009,0.031629654,0.031629654,0.000798521
Mexico,2010,0.031976393,0.031976393,0.07998609
Mexico,2011,0.033912951,0.033912951,0.091502967
Mexico,2012,0.035285392,0.035285392,0.058852692
Morocco,1960,0.001009472,0.001009472,0.08217304
Morocco,1961,0.000987549,0.000987549,0.065977038
Morocco,1962,0.000991219,0.000991219,0.082972283
Morocco,1963,0.000987965,0.000987965,0.031555331
Morocco,1964,0.000950206,0.000950206,0.095892861
Morocco,1965,0.000968851,0.000968851,0.084291254
Morocco,1966,0.000934107,0.000934107,0.00958681
Morocco,1967,0.000951664,0.000951664,0.032442034
Morocco,1968,0.000967758,0.000967758,0.008482414
Morocco,1969,0.000982383,0.000982383,0.084367416
Morocco,1970,0.000995518,0.000995518,0.011989356
Morocco,1971,0.001027026,0.001027026,0.094046451
Morocco,1972,0.001089196,0.001089196,0.084870622
Morocco,1973,0.001250752,0.001250752,0.059337897
Morocco,1974,0.001673402,0.001673402,0.035581651
Morocco,1975,0.001634459,0.001634459,0.062406612
Morocco,1976,0.001985309,0.001985309,0.086109719
Morocco,1977,0.002007957,0.002007957,0.006698525
Morocco,1978,0.002029426,0.002029426,0.0130791
Morocco,1979,0.002017918,0.002017918,0.098608375
Morocco,1980,0.002133477,0.002133477,0.000837042
Morocco,1981,0.002030372,0.002030372,0.038500852
Morocco,1982,0.001894673,0.001894673,0.087682559
Morocco,1983,0.001946772,0.001946772,0.058897492
Morocco,1984,0.002236558,0.002236558,0.010893304
Morocco,1985,0.002352108,0.002352108,0.040509163
Morocco,1986,0.00245563,0.00245563,0.098884655
Morocco,1987,0.002592992,0.002592992,0.008693917
Morocco,1988,0.002759363,0.002759363,0.032379762
Morocco,1989,0.002711832,0.002711832,0.012158587
Morocco,1990,0.003043062,0.003043062,0.068422405
Morocco,1991,0.003238119,0.003238119,0.089668399
Morocco,1992,0.003370438,0.003370438,0.060383479
Morocco,1993,0.003243502,0.003243502,0.042484975
Morocco,1994,0.003079456,0.003079456,0.097482883
Morocco,1995,0.003425774,0.003425774,0.006692125
Morocco,1996,0.003038361,0.003038361,0.013186521
Morocco,1997,0.003110956,0.003110956,0.012806842
Morocco,1998,0.00329227,0.00329227,0.045320435
Morocco,1999,0.003379602,0.003379602,0.000814483
Morocco,2000,0.003522761,0.003522761,0.061840418
Morocco,2001,0.003651225,0.003651225,0.088175314
Morocco,2002,0.003814587,0.003814587,0.075359964
Morocco,2003,0.004076624,0.004076624,0.008873203
Morocco,2004,0.004294336,0.004294336,0.050013111
Morocco,2005,0.00470469,0.00470469,0.028586174
Morocco,2006,0.005082049,0.005082049,0.012621732
Morocco,2007,0.00568181,0.00568181,0.063961729
Morocco,2008,0.005779561,0.005779561,0.053003875
Morocco,2009,0.005870831,0.005870831,0.078033499
Morocco,2010,0.005970342,0.005970342,0.08919782
Morocco,2011,0.006288548,0.006288548,0.014202827
Morocco,2012,0.006596204,0.006596204,0.013287734
Netherlands,1960,0.02294538,0.02294538,0.006601048
Netherlands,1961,0.02364074,0.02364074,0.066081171
Netherlands,1962,0.023879814,0.023879814,0.055670658
Netherlands,1963,0.024187325,0.024187325,0.009016155
Netherlands,1964,0.024682551,0.024682551,0.000897631
Netherlands,1965,0.025552159,0.025552159,0.079618449
Netherlands,1966,0.026356744,0.026356744,0.027497884
Netherlands,1967,0.027507799,0.027507799,0.090740574
Netherlands,1968,0.033274708,0.033274708,0.065547755
Netherlands,1969,0.034516462,0.034516462,0.064438323
Netherlands,1970,0.035729308,0.035729308,0.01468394
Netherlands,1971,0.033416246,0.033416246,0.071405655
Netherlands,1972,0.033648299,0.033648299,0.076356519
Netherlands,1973,0.035559796,0.035559796,0.077403426
Netherlands,1974,0.033741571,0.033741571,0.094325365
Netherlands,1975,0.032497163,0.032497163,0.009121794
Netherlands,1976,0.031678673,0.031678673,0.013557672
Netherlands,1977,0.032961655,0.032961655,0.075991713
Netherlands,1978,0.033704419,0.033704419,0.00660819
Netherlands,1979,0.036860048,0.036860048,0.02597058
Netherlands,1980,0.035514211,0.035514211,0.07571035
Netherlands,1981,0.033279865,0.033279865,0.086198748
Netherlands,1982,0.034593382,0.034593382,0.000987892
Netherlands,1983,0.040163284,0.040163284,0.081037357
Netherlands,1984,0.044695203,0.044695203,0.00252682
Netherlands,1985,0.049008223,0.049008223,0.015017826
Netherlands,1986,0.049390109,0.049390109,0.098169362
Netherlands,1987,0.051989043,0.051989043,0.086147509
Netherlands,1988,0.054135787,0.054135787,0.077403426
Netherlands,1989,0.057536502,0.057536502,0.008796517
Netherlands,1990,0.058655391,0.058655391,0.085712915
Netherlands,1991,0.059246088,0.059246088,0.087217012
Netherlands,1992,0.060290309,0.060290309,0.086198748
Netherlands,1993,0.062752453,0.062752453,0.090514598
Netherlands,1994,0.06706085,0.06706085,0.104934259
Netherlands,1995,0.072672396,0.072672396,0.014513464
Netherlands,1996,0.079240601,0.079240601,0.002483611
Netherlands,1997,0.084749386,0.084749386,0.006594512
Netherlands,1998,0.089506672,0.089506672,0.024817319
Netherlands,1999,0.093014028,0.093014028,0.093583693
Netherlands,2000,0.095046357,0.095046357,0.113275208
Netherlands,2001,0.096171176,0.096171176,0.016350713
Netherlands,2002,0.094102773,0.094102773,0.009866014
Netherlands,2003,0.091343138,0.091343138,0.08840002
Netherlands,2004,0.090339023,0.090339023,0.000948618
Netherlands,2005,0.093786972,0.093786972,0.117433366
Netherlands,2006,0.09955995,0.09955995,0.095329684
Netherlands,2007,0.104970206,0.104970206,0.117560662
Netherlands,2008,0.106652584,0.106652584,0.051372426
Netherlands,2009,0.1040009,0.1040009,0.09156692
Netherlands,2010,0.09962198,0.09962198,0.099971612
Netherlands,2011,0.10044355,0.10044355,0.002449585
Nigeria,1960,0.000931496,0.000931496,0.106229995
Nigeria,1961,0.000919437,0.000919437,0.009964984
Nigeria,1962,0.000909944,0.000909944,0.023687191
Nigeria,1963,0.000875784,0.000875784,0.014970807
Nigeria,1964,0.000930399,0.000930399,0.051319723
Nigeria,1965,0.000957111,0.000957111,0.0065613
Nigeria,1966,0.00099346,0.00099346,0.016972249
Nigeria,1967,0.000658026,0.000658026,0.09533116
Nigeria,1968,0.000803494,0.000803494,0.108252077
Nigeria,1969,0.000901314,0.000901314,0.111995298
Nigeria,1970,0.001043176,0.001043176,0.002299129
Nigeria,1971,0.000991212,0.000991212,0.117688826
Nigeria,1972,0.000889749,0.000889749,0.000942279
Nigeria,1973,0.000828313,0.000828313,0.048376035
Nigeria,1974,0.00115184,0.00115184,0.121901007
Nigeria,1975,0.001576906,0.001576906,0.091416413
Nigeria,1976,0.001619536,0.001619536,0.008389387
Nigeria,1977,0.001789552,0.001789552,0.127739593
Nigeria,1978,0.001657821,0.001657821,0.134896234
Nigeria,1979,0.001563486,0.001563486,0.021515562
Nigeria,1980,0.001490679,0.001490679,0.050104252
Nigeria,1981,0.001991473,0.001991473,0.018792314
Nigeria,1982,0.00223394,0.00223394,0.099061991
Nigeria,1983,0.002213429,0.002213429,0.015285646
Nigeria,1984,0.00195711,0.00195711,0.134896234
Nigeria,1985,0.001795159,0.001795159,0.00238597
Nigeria,1986,0.001829312,0.001829312,0.010404696
Nigeria,1987,0.001765738,0.001765738,0.134896234
Nigeria,1988,0.001829951,0.001829951,0.050934132
Nigeria,1989,0.002082818,0.002082818,0.140652244
Nigeria,1990,0.002606015,0.002606015,0.111176857
Nigeria,1991,0.002499021,0.002499021,0.000939461
Nigeria,1992,0.002396326,0.002396326,0.053677232
Nigeria,1993,0.002297457,0.002297457,0.025537808
Nigeria,1994,0.002184229,0.002184229,0.002384406
Nigeria,1995,0.002094938,0.002094938,0.010527625
Nigeria,1996,0.001996393,0.001996393,0.025186874
Nigeria,1997,0.00192926,0.00192926,0.019759224
Nigeria,1998,0.001873552,0.001873552,0.118833177
Nigeria,1999,0.001791566,0.001791566,0.016056981
Nigeria,2000,0.002040048,0.002040048,0.056194866
Nigeria,2001,0.002337844,0.002337844,0.025747533
Nigeria,2002,0.003134315,0.003134315,0.026967512
Nigeria,2003,0.003202807,0.003202807,0.059301508
Nigeria,2004,0.003667894,0.003667894,0.113279179
Nigeria,2005,0.0042113,0.0042113,0.009432474
Nigeria,2006,0.004918517,0.004918517,0.002474964
Nigeria,2007,0.005750388,0.005750388,0.028770915
Nigeria,2008,0.00671882,0.00671882,0.062643048
Nigeria,2009,0.00779602,0.00779602,0.02146854
Nigeria,2010,0.009044001,0.009044001,0.021174812
Nigeria,2011,0.01065056,0.01065056,0.06632365
Peru,1960,0.009824912,0.009824912,0.000885509
Peru,1961,0.009886548,0.009886548,0.029650543
Peru,1962,0.010615674,0.010615674,0.112554682
Peru,1963,0.010820039,0.010820039,0.016366487
Peru,1964,0.011006734,0.011006734,0.069573407
Peru,1965,0.011056052,0.011056052,0.009660607
Peru,1966,0.011128548,0.011128548,0.030327053
Peru,1967,0.011147417,0.011147417,0.00173227
Peru,1968,0.01106949,0.01106949,0.026609413
Peru,1969,0.01101721,0.01101721,0.071958688
Peru,1970,0.011506696,0.011506696,0.031362989
Peru,1971,0.009879746,0.009879746,0.027200663
Peru,1972,0.009624572,0.009624572,0.021695025
Peru,1973,0.009351441,0.009351441,0.031234589
Peru,1974,0.008541014,0.008541014,0.074498087
Peru,1975,0.008509274,0.008509274,0.010070138
Peru,1976,0.008300385,0.008300385,0.021857365
Peru,1977,0.007865203,0.007865203,0.032332712
Peru,1978,0.008130414,0.008130414,0.02793661
Peru,1979,0.008060652,0.008060652,0.077093064
Peru,1980,0.007812787,0.007812787,0.002135564
Peru,1981,0.007593245,0.007593245,0.000984308
Peru,1982,0.007987174,0.007987174,0.032758372
Peru,1983,0.008678152,0.008678152,0.029231903
Peru,1984,0.009403582,0.009403582,0.016373762
Peru,1985,0.009988803,0.009988803,0.033113168
Peru,1986,0.011176286,0.011176286,0.079699303
Peru,1987,0.011758263,0.011758263,0.010545155
Peru,1988,0.01194039,0.01194039,0.030001365
Peru,1989,0.012502753,0.012502753,0.033369962
Peru,1990,0.013621899,0.013621899,0.082164412
Peru,1991,0.014815971,0.014815971,0.019998428
Peru,1992,0.014902064,0.014902064,0.030456905
Peru,1993,0.01532468,0.01532468,0.034462793
Peru,1994,0.016436012,0.016436012,0.082768208
Peru,1995,0.017806001,0.017806001,0.022793525
Peru,1996,0.019042613,0.019042613,0.030797281
Peru,1997,0.022120723,0.022120723,0.002327194
Peru,1998,0.022372118,0.022372118,0.03589539
Peru,1999,0.025080816,0.025080816,0.085223264
Peru,2000,0.026646315,0.026646315,0.009993648
Peru,2001,0.021550609,0.021550609,0.031635836
Peru,2002,0.024273463,0.024273463,0.087507047
Peru,2003,0.025709031,0.025709031,0.037112011
Peru,2004,0.025419901,0.025419901,0.090448228
Peru,2005,0.024684189,0.024684189,0.033009713
Peru,2006,0.027970477,0.027970477,0.092910525
Peru,2007,0.030593379,0.030593379,0.001070599
Peru,2008,0.031871405,0.031871405,0.038297981
Peru,2009,0.031873273,0.031873273,0.034073874
Peru,2010,0.032362893,0.032362893,0.01803469
Peru,2011,0.033086426,0.033086426,0.095357953
Philippines,1971,0.011806294,0.011806294,0.036097096
Philippines,1972,0.010873904,0.010873904,0.039517598
Philippines,1973,0.011048557,0.011048557,0.010131074
Philippines,1974,0.010805573,0.010805573,0.021932106
Philippines,1975,0.011010575,0.011010575,0.096386711
Philippines,1976,0.00927066,0.00927066,0.038390414
Philippines,1977,0.008734494,0.008734494,0.040423643
Philippines,1978,0.009024602,0.009024602,0.002599755
Philippines,1979,0.008467032,0.008467032,0.023526499
Philippines,1980,0.007943915,0.007943915,0.039130869
Philippines,1981,0.007454754,0.007454754,0.043029817
Philippines,1982,0.008569337,0.008569337,0.098374073
Philippines,1983,0.007753103,0.007753103,0.042680474
Philippines,1984,0.007791717,0.007791717,0.040437075
Philippines,1985,0.007049115,0.007049115,0.044266784
Philippines,1986,0.007829349,0.007829349,0.042184753
Philippines,1987,0.007534102,0.007534102,0.041728273
Philippines,1988,0.007199117,0.007199117,0.04174143
Philippines,1989,0.00736546,0.00736546,0.04538994
Philippines,1990,0.008012197,0.008012197,0.050564137
Philippines,1991,0.007931974,0.007931974,0.047064996
Philippines,1992,0.007764506,0.007764506,0.045044235
Philippines,1993,0.008313341,0.008313341,0.053024194
Philippines,1994,0.00808252,0.00808252,0.048726923
Philippines,1995,0.008808368,0.008808368,0.054890494
Philippines,1996,0.010612515,0.010612515,0.046684
Philippines,1997,0.01035723,0.01035723,0.100401093
Philippines,1998,0.010360304,0.010360304,0.04978436
Philippines,1999,0.010469849,0.010469849,0.053235191
Philippines,2000,0.009733721,0.009733721,0.057954749
Philippines,2001,0.009954003,0.009954003,0.057117749
Philippines,2002,0.010320899,0.010320899,0.061628987
Philippines,2003,0.011133754,0.011133754,0.011098097
Philippines,2004,0.011798316,0.011798316,0.068226882
Philippines,2005,0.012231345,0.012231345,0.071846864
Philippines,2006,0.013059533,0.013059533,0.074764598
Philippines,2007,0.013931587,0.013931587,0.079087931
Philippines,2008,0.01455342,0.01455342,0.083646965
Philippines,2009,0.015544202,0.015544202,0.060582676
Philippines,2010,0.016551091,0.016551091,0.086627915
Philippines,2011,0.016420196,0.016420196,0.089297689
Philippines,2012,0.01678115,0.01678115,0.1032592
Senegal,1970,0.000458052,0.000458052,0.092276256
Senegal,1971,0.000493112,0.000493112,0.06210497
Senegal,1972,0.000505081,0.000505081,0.093034888
Senegal,1973,0.000485785,0.000485785,0.093663352
Senegal,1974,0.000452942,0.000452942,0.097459738
Senegal,1975,0.000502585,0.000502585,0.101423683
Senegal,1976,0.000456495,0.000456495,0.106857004
Senegal,1977,0.000466031,0.000466031,0.11119711
Senegal,1978,0.000551867,0.000551867,0.115910608
Senegal,1979,0.000577575,0.000577575,0.065007637
Senegal,1980,0.000599891,0.000599891,0.121872432
Senegal,1981,0.000657033,0.000657033,0.125482088
Senegal,1982,0.000656626,0.000656626,0.129770992
Senegal,1983,0.000681879,0.000681879,0.067423733
Senegal,1984,0.000680718,0.000680718,0.106704671
Senegal,1985,0.000711032,0.000711032,0.069824387
Senegal,1986,0.000732241,0.000732241,0.013428085
Senegal,1987,0.000762811,0.000762811,0.01624089
Senegal,1988,0.000792486,0.000792486,0.002520446
Senegal,1989,0.000827829,0.000827829,0.001141651
Senegal,1990,0.000813726,0.000813726,0.131495635
Senegal,1991,0.00083765,0.00083765,0.021468405
Senegal,1992,0.000857961,0.000857961,0.024579704
Senegal,1993,0.000857749,0.000857749,0.07077509
Senegal,1994,0.000916872,0.000916872,0.110825685
Senegal,1995,0.000943765,0.000943765,0.072081956
Senegal,1996,0.000943637,0.000943637,0.133721631
Senegal,1997,0.001017934,0.001017934,0.074029246
Senegal,1998,0.001087164,0.001087164,0.116094323
Senegal,1999,0.001142548,0.001142548,0.01463053
Senegal,2000,0.001201884,0.001201884,0.074455675
Senegal,2001,0.001212345,0.001212345,0.135726564
Senegal,2002,0.001308747,0.001308747,0.077091977
Senegal,2003,0.001383623,0.001383623,0.136529675
Senegal,2004,0.001480676,0.001480676,0.080561461
Senegal,2005,0.001555877,0.001555877,0.120499384
Senegal,2006,0.00157782,0.00157782,0.08572097
Senegal,2007,0.001656054,0.001656054,0.017768397
Senegal,2008,0.001695385,0.001695385,0.139072158
Senegal,2009,0.001665001,0.001665001,0.087932973
Senegal,2010,0.001723455,0.001723455,0.124061929
Singapore,1970,0.011135213,0.011135213,0.125788554
Singapore,1971,0.011075869,0.011075869,0.002286943
Singapore,1972,0.012394135,0.012394135,0.091505659
Singapore,1973,0.014476685,0.014476685,0.025394044
Singapore,1974,0.023071878,0.023071878,0.141872728
Singapore,1975,0.024852861,0.024852861,0.020374368
Singapore,1976,0.027236068,0.027236068,0.127426474
Singapore,1977,0.028399582,0.028399582,0.095333727
Singapore,1978,0.030224426,0.030224426,0.018248014
Singapore,1979,0.033445059,0.033445059,0.016816261
Singapore,1980,0.036284689,0.036284689,0.145615889
Singapore,1981,0.038508699,0.038508699,0.12788562
Singapore,1982,0.040205026,0.040205026,0.09723467
Singapore,1983,0.041912057,0.041912057,0.001216798
Singapore,1984,0.043922176,0.043922176,0.147257993
Singapore,1985,0.043365695,0.043365695,0.099867315
Singapore,1986,0.042608558,0.042608558,0.131433381
Singapore,1987,0.044704656,0.044704656,0.149396394
Singapore,1988,0.049615092,0.049615092,0.017439815
Singapore,1989,0.051788527,0.051788527,0.132002326
Singapore,1990,0.057525764,0.057525764,0.100250545
Singapore,1991,0.058925368,0.058925368,0.133346799
Singapore,1992,0.058156588,0.058156588,0.137769543
Singapore,1993,0.05555574,0.05555574,0.102634806
Singapore,1994,0.059754267,0.059754267,0.025885207
Singapore,1995,0.071665408,0.071665408,0.002137602
Singapore,1996,0.065411766,0.065411766,0.019811054
Singapore,1997,0.068799819,0.068799819,0.14351396
Singapore,1998,0.069680944,0.069680944,0.021048369
Singapore,1999,0.069643795,0.069643795,0.106891817
Singapore,2000,0.072597359,0.072597359,0.148322533
Singapore,2001,0.076239436,0.076239436,0.025080459
Singapore,2002,0.075877644,0.075877644,0.155117783
Singapore,2003,0.078065583,0.078065583,0.110768433
Singapore,2004,0.080724397,0.080724397,0.016775418
Singapore,2005,0.083435092,0.083435092,0.001308357
Singapore,2006,0.09475631,0.09475631,0.027641421
Singapore,2007,0.108974912,0.108974912,0.114290981
Singapore,2008,0.117037518,0.117037518,0.159574161
Singapore,2009,0.117510797,0.117510797,0.022466334
Singapore,2010,0.127188047,0.127188047,0.003034463
Singapore,2011,0.132288607,0.132288607,0.159996886
South Africa,1960,0.006853385,0.006853385,0.115975804
South Africa,1961,0.007021068,0.007021068,0.022774366
South Africa,1962,0.007190193,0.007190193,0.158607936
South Africa,1963,0.007362288,0.007362288,0.115453116
South Africa,1964,0.007539421,0.007539421,0.023874532
South Africa,1965,0.007723014,0.007723014,0.028798772
South Africa,1966,0.007914093,0.007914093,0.017190562
South Africa,1967,0.008105128,0.008105128,0.160643916
South Africa,1968,0.008195055,0.008195055,0.116343144
South Africa,1969,0.008347074,0.008347074,0.001347159
South Africa,1970,0.008460393,0.008460393,0.023543045
South Africa,1971,0.008597748,0.008597748,0.161894179
South Africa,1972,0.008841914,0.008841914,0.115600503
South Africa,1973,0.008665114,0.008665114,0.004076076
South Africa,1974,0.008608871,0.008608871,0.02266488
South Africa,1975,0.008403257,0.008403257,0.023854659
South Africa,1976,0.008344712,0.008344712,0.165026309
South Africa,1977,0.008363766,0.008363766,0.03046198
South Africa,1978,0.008561099,0.008561099,0.168848626
South Africa,1979,0.008771517,0.008771517,0.022246296
South Africa,1980,0.009111448,0.009111448,0.017075379
South Africa,1981,0.009431686,0.009431686,0.172721126
South Africa,1982,0.00986292,0.00986292,0.024431486
South Africa,1983,0.010446043,0.010446043,0.001418163
South Africa,1984,0.010793166,0.010793166,0.168890279
South Africa,1985,0.011064676,0.011064676,0.032069434
South Africa,1986,0.010948661,0.010948661,0.026257758
South Africa,1987,0.011554828,0.011554828,0.17304346
South Africa,1988,0.012634674,0.012634674,0.021842193
South Africa,1989,0.013652868,0.013652868,0.004125592
South Africa,1990,0.014833226,0.014833226,0.177905692
South Africa,1991,0.015639601,0.015639601,0.027345647
South Africa,1992,0.016883534,0.016883534,0.027812387
South Africa,1993,0.017856937,0.017856937,0.017348936
South Africa,1994,0.018785235,0.018785235,0.03112743
South Africa,1995,0.020478726,0.020478726,0.028798327
South Africa,1996,0.02248186,0.02248186,0.001491705
South Africa,1997,0.023250825,0.023250825,0.029451294
South Africa,1998,0.023726853,0.023726853,0.023436597
South Africa,1999,0.022766342,0.022766342,0.029706008
South Africa,2000,0.022548782,0.022548782,0.029774007
South Africa,2001,0.024573715,0.024573715,0.004523359
South Africa,2002,0.025796598,0.025796598,0.031154304
South Africa,2003,0.025270264,0.025270264,0.029809935
South Africa,2004,0.026126714,0.026126714,0.017698418
South Africa,2005,0.028105305,0.028105305,0.022657882
South Africa,2006,0.028216725,0.028216725,0.00162762
South Africa,2007,0.029846261,0.029846261,0.032438677
South Africa,2008,0.034121929,0.034121929,0.004354396
South Africa,2009,0.03518001,0.03518001,0.01792469
South Africa,2010,0.032483688,0.032483688,0.024748302
South Africa,2011,0.033076003,0.033076003,0.03372117
South Korea,1963,0.002834327,0.002834327,0.001824278
South Korea,1964,0.002952263,0.002952263,0.018443259
South Korea,1965,0.003163096,0.003163096,0.03388742
South Korea,1966,0.003239518,0.003239518,0.004225109
South Korea,1967,0.003304392,0.003304392,0.028566222
South Korea,1968,0.003514228,0.003514228,0.03174905
South Korea,1969,0.003622566,0.003622566,0.001995511
South Korea,1970,0.003797257,0.003797257,0.034066864
South Korea,1971,0.004081817,0.004081817,0.020288409
South Korea,1972,0.00312586,0.00312586,0.028054719
South Korea,1973,0.003816477,0.003816477,0.003914767
South Korea,1974,0.004308556,0.004308556,0.034197987
South Korea,1975,0.004351977,0.004351977,0.021137907
South Korea,1976,0.004424869,0.004424869,0.033461778
South Korea,1977,0.00566893,0.00566893,0.00211308
South Korea,1978,0.006766161,0.006766161,0.028309047
South Korea,1979,0.00701648,0.00701648,0.034395759
South Korea,1980,0.008855015,0.008855015,0.005143518
South Korea,1981,0.009978355,0.009978355,0.021833832
South Korea,1982,0.00987704,0.00987704,0.028490333
South Korea,1983,0.011363075,0.011363075,0.035249737
South Korea,1984,0.012607804,0.012607804,0.00229185
South Korea,1985,0.014029242,0.014029242,0.034585497
South Korea,1986,0.015148658,0.015148658,0.021361148
South Korea,1987,0.016612551,0.016612551,0.005849548
South Korea,1988,0.018119936,0.018119936,0.02704905
South Korea,1989,0.020576544,0.020576544,0.034798905
South Korea,1990,0.022259211,0.022259211,0.002654234
South Korea,1991,0.02392912,0.02392912,0.037114723
South Korea,1992,0.028390397,0.028390397,0.021550344
South Korea,1993,0.031119442,0.031119442,0.006147642
South Korea,1994,0.033793689,0.033793689,0.035076056
South Korea,1995,0.036657582,0.036657582,0.027475936
South Korea,1996,0.039231467,0.039231467,0.021497417
South Korea,1997,0.041759532,0.041759532,0.035609629
South Korea,1998,0.040270919,0.040270919,0.002990937
South Korea,1999,0.041465847,0.041465847,0.039058444
South Korea,2000,0.04494969,0.04494969,0.028216195
South Korea,2001,0.048342666,0.048342666,0.005833623
South Korea,2002,0.050330849,0.050330849,0.02149638
South Korea,2003,0.051720181,0.051720181,0.0358832
South Korea,2004,0.05515518,0.05515518,0.030482777
South Korea,2005,0.057757089,0.057757089,0.003474545
