Entity,Year,below 1.25$ a day (World Bank (2017)),1.25 - 1.9$ a day (World Bank (2017)),1.9 - 3.10$ a day (World Bank (2017)),3.10 - 10$ a day (World Bank (2017)),above 10$ a day (World Bank (2017))
Gabon,2013,0.0387660,0.1159340,0.3137680,1.0683401,0.2831920
Gambia,1981,0.3015180,0.1195740,0.1064070,0.0907830,0.0117180
Gambia,1984,0.3301900,0.1350300,0.1170400,0.1041600,0.0135800
Gambia,1987,0.4097600,0.1451200,0.1274400,0.1053600,0.0123200
Gambia,1990,0.4681880,0.1683601,0.1457280,0.1235560,0.0141680
Gambia,1993,0.5143930,0.1852341,0.1591760,0.1356430,0.0155540
Gambia,1996,0.5903700,0.1986600,0.1629100,0.1340900,0.0139700
Gambia,1999,0.4419600,0.2401201,0.2496000,0.2349599,0.0333601
Gambia,2002,0.5635620,0.2542710,0.2495551,0.2202110,0.0224009
Gambia,2005,0.3718080,0.3054240,0.3150721,0.3926880,0.0550080
Gambia,2008,0.4049730,0.3350130,0.3490049,0.4393171,0.0616920
Gambia,2010,0.3849820,0.3447600,0.3800810,0.5078450,0.0723320
Gambia,2011,0.4551750,0.3731000,0.3806250,0.4751251,0.0659750
Gambia,2012,0.4528800,0.3619800,0.4055400,0.5068799,0.0727201
Gambia,2013,0.4534680,0.3801840,0.4144080,0.5351220,0.0768180
Georgia,1981,0.0000000,0.1336500,0.3658500,2.4921000,1.5084000
Georgia,1984,0.0000000,0.0919380,0.3321780,2.3963940,1.7994901
Georgia,1987,0.0000000,0.1199220,0.3649800,2.5558081,1.6992900
Georgia,1990,0.0168000,0.2217600,0.4828800,2.8795199,1.1990402
Georgia,1993,1.2427211,1.0885470,1.4283187,1.0949302,0.0554830
Georgia,1996,0.0448140,0.2342340,0.5132819,2.8329840,0.9946860
Georgia,1999,0.3969400,0.4886100,0.9887900,2.2695003,0.3061597
Georgia,2002,0.3139200,0.4216120,0.9975681,2.2776642,0.3492359
Georgia,2005,0.2895290,0.3896700,0.8518269,2.2504489,0.4085252
Georgia,2008,0.2603380,0.3631030,0.7914920,2.1979620,0.4171050
Georgia,2010,0.3183300,0.4511640,0.7478790,2.0223780,0.3902492
Georgia,2011,0.3150560,0.3751960,0.7391400,2.0618320,0.3887759
Georgia,2012,0.2539290,0.3393380,0.7303810,2.0704980,0.4358541
Georgia,2013,0.1564920,0.2778300,0.6460021,2.1742558,0.5254200
Germany,1981,0.1568200,0.0627280,0.1646610,1.7877480,76.2380450
Germany,1984,0.1557200,0.0622880,0.1401480,1.6117020,75.8901440
Germany,1987,0.1478960,0.0622720,0.1011920,1.2610079,76.2676320
Germany,1990,0.1509170,0.0556010,0.1032590,1.0405331,78.0796890
Germany,1993,0.1460880,0.0486960,0.1055080,0.8602960,79.9994130
Germany,1996,0.1474380,0.0491460,0.0982920,0.7453810,80.8697430
Germany,1999,0.1477800,0.0328400,0.0903100,0.6978501,81.1312180
Germany,2002,0.1484820,0.0247470,0.0824900,0.6929160,81.5413670
Germany,2005,0.1484460,0.0164940,0.0824700,0.6845011,81.5380860
Germany,2008,0.0985320,0.0082110,0.0246330,0.7225680,81.2560580
Germany,2010,0.1063140,0.0245340,0.0327120,0.4416120,81.1748280
Germany,2011,0.0160540,0.0160540,0.0642160,0.4013500,79.7723240
Germany,2012,0.0080430,0.0080430,0.0321720,0.4825800,79.8991620
Germany,2013,0.0000000,0.0000000,0.0000000,0.5564850,80.0935130
Ghana,1981,1.7869840,2.1995361,3.5283763,3.4449759,0.1601278
Ghana,1984,2.6417260,2.8288383,3.8099446,2.9088526,0.1206384
Ghana,1987,2.5773761,2.9251597,4.2488966,3.5735474,0.1550202
Ghana,1990,2.9713531,3.4058638,4.2909789,3.7189465,0.2428578
Ghana,1993,3.2769899,3.6919804,4.3772697,4.2612000,0.2925600
Ghana,1996,3.1406128,3.4276860,4.6980271,5.4750147,0.4486594
Ghana,1999,2.7978721,3.2783518,4.9212241,6.7950974,0.6874547
Ghana,2002,2.7828238,3.2250483,5.3046956,7.6911116,0.9163207
Ghana,2005,2.5331039,3.1125302,5.3483815,9.1911173,1.3548670
Ghana,2008,2.1366100,2.9591002,5.3193898,10.9440100,1.9408901
Ghana,2010,1.9142311,2.7990420,5.3897486,12.0049990,2.4019792
Ghana,2011,1.4971520,2.4492002,5.1747198,12.8966090,3.1023188
Ghana,2012,1.3199490,2.1844769,5.1459999,13.5185420,3.5610318
Ghana,2013,1.2173700,2.0052350,5.0539303,14.0550900,4.0183749
Greece,1981,0.0768670,0.0223790,0.0583800,1.8370240,7.7353501
Greece,1984,0.0782100,0.0207900,0.0544500,1.6909199,8.0556297
Greece,1987,0.0750000,0.0250000,0.0550000,1.6870000,8.1580000
Greece,1990,0.0652800,0.0306000,0.0377400,1.3137600,8.7526197
Greece,1993,0.0669440,0.0313800,0.0334720,1.2729819,9.0552225
Greece,1996,0.0636600,0.0350130,0.0212200,1.0684271,9.4216795
Greece,1999,0.0634840,0.0247480,0.0258240,0.7306041,9.9153404
Greece,2002,0.0643100,0.0218000,0.0250700,0.5766100,10.2122100
Greece,2005,0.0252770,0.0120890,0.0208810,0.5945590,10.3371940
Greece,2008,0.0376720,0.0000000,0.0110800,0.5107880,10.5204600
Greece,2010,0.0856240,0.0222400,0.0378080,0.6527440,10.3215840
Greece,2011,0.1043400,0.0255300,0.0899100,1.2165600,9.6636600
Greece,2012,0.1016600,0.0607750,0.1458600,1.7635801,8.9781246
Greece,2013,0.0537530,0.0559470,0.1601620,1.9164591,8.7836790
Guatemala,1981,2.2686391,1.1190059,1.4222877,2.1775055,0.4825618
Guatemala,1984,2.7311881,1.2510240,1.5147362,2.1153235,0.4277282
Guatemala,1987,2.7630720,1.2890882,1.6156797,2.4312954,0.5408646
Guatemala,1990,2.2214739,1.0917542,1.5621619,3.2687798,1.1158302
Guatemala,1993,1.6122681,1.0377361,1.6520278,4.0863347,1.5516334
Guatemala,1996,1.0468950,0.8860800,1.5985651,4.8627901,2.2556701
Guatemala,1999,0.6663150,0.6469520,1.4943681,5.5047865,3.0775783
Guatemala,2002,0.6422460,0.6593400,1.4737469,5.9096398,3.5250273
Guatemala,2005,0.6759600,0.8030300,1.5929600,6.0810204,3.9470296
Guatemala,2008,0.6682770,0.8560111,1.8241018,6.6393394,4.0222712
Guatemala,2010,0.7519820,0.9568020,2.1286654,7.2667208,3.5258303
Guatemala,2011,0.7669350,0.9568000,2.2335300,7.6349649,3.3577702
Guatemala,2012,0.6917310,0.9849150,2.2767568,7.9068069,3.4097905
Guatemala,2013,0.6099600,1.0030800,2.2994401,8.2149601,3.4725595
Guinea,1981,3.7986841,0.4567051,0.2735639,0.0610471,-0.0000002
Guinea,1984,4.0710540,0.4989400,0.2998581,0.0701480,-0.0000001
Guinea,1987,4.4142900,0.5509124,0.3335595,0.0812383,-0.0000001
Guinea,1990,4.9044800,0.6396360,0.3907876,0.1050963,0.0000000
Guinea,1993,3.3845320,1.1964359,1.1928563,1.2300878,0.1560880
Guinea,1996,2.5999739,1.7072999,1.7512021,1.8414450,0.2300791
Guinea,1999,3.0845900,1.8355298,1.8485055,1.6858845,0.1954903
Guinea,2002,3.5600300,2.0107999,1.9705844,1.4596577,0.1389281
Guinea,2005,3.5283599,2.3096480,2.0879760,1.6475368,0.1064793
Guinea,2008,2.0567760,2.5098238,2.8060079,2.7915606,0.1558316
Guinea,2010,2.4493301,2.5744941,3.0395427,2.6187334,0.1078997
Guinea,2011,2.3150880,2.8748157,3.2568002,2.4972477,0.0960484
Guinea,2012,1.4878320,2.4906240,3.7652640,3.3941517,0.1421283
Guinea,2013,1.5198179,2.5503402,3.8520522,3.4723859,0.1454039
Guinea-Bissau,1993,0.4695720,0.2282461,0.2287909,0.1500930,0.0132980
Guinea-Bissau,1996,0.3303680,0.2403520,0.3111120,0.2590280,0.0191400
Guinea-Bissau,1999,0.4237060,0.3182980,0.2841380,0.1842200,0.0096380
Guinea-Bissau,2002,0.3338520,0.3610710,0.3490741,0.2361989,0.0098040
Guinea-Bissau,2005,0.4533300,0.3588000,0.3183660,0.2265960,0.0229080
Guinea-Bissau,2008,0.5894840,0.3544600,0.2832720,0.2147480,0.0380360
Guinea-Bissau,2010,0.6942000,0.3522480,0.2575560,0.2065440,0.0494520
Guinea-Bissau,2011,0.6588800,0.3620801,0.2942400,0.2300799,0.0547200
Guinea-Bissau,2012,0.7099560,0.3701480,0.2812600,0.2253360,0.0533000
Guinea-Bissau,2013,0.7467600,0.3795121,0.2777039,0.2227681,0.0532560
Guyana,1981,0.0914940,0.1198080,0.1834560,0.3457740,0.0394680
Guyana,1984,0.1521780,0.1469520,0.2046720,0.2577120,0.0184860
Guyana,1987,0.1355080,0.1389280,0.1972960,0.2672920,0.0209760
Guyana,1990,0.1702740,0.1332740,0.1952120,0.2266620,0.0145780
Guyana,1993,0.1037250,0.1206000,0.1832250,0.3104250,0.0320250
Guyana,1996,0.0587480,0.0631560,0.1340640,0.4136680,0.0903640
Guyana,1999,0.0509960,0.0502360,0.1042720,0.4278800,0.1266160
Guyana,2002,0.0482250,0.0481500,0.0999750,0.4226250,0.1310250
Guyana,2005,0.0478500,0.0480000,0.0995250,0.4226250,0.1320000
Guyana,2008,0.0363750,0.0401250,0.0832500,0.4155750,0.1746750
Guyana,2010,0.0311250,0.0365250,0.0757500,0.4063500,0.2002500
Guyana,2011,0.0279000,0.0344250,0.0711000,0.3982500,0.2183250
Guyana,2012,0.0253500,0.0327000,0.0675000,0.3903750,0.2340750
Guyana,2013,0.0230280,0.0313880,0.0646760,0.3861560,0.2547520
Haiti,1981,3.0735421,0.9201419,0.8031600,0.8345881,0.1885679
Haiti,1984,3.1998718,1.0027683,0.8860803,0.9428635,0.2084162
Haiti,1987,3.3089871,1.0952139,0.9931631,1.0405197,0.2321162
Haiti,1990,3.4200699,1.1750500,1.0941100,1.1601400,0.2506300
Haiti,1993,3.5210278,1.2597692,1.1897402,1.2778406,0.2816222
Haiti,1996,3.6279440,1.3405538,1.2815762,1.3995323,0.3203938
Haiti,1999,3.5372400,1.4364004,1.4162393,1.6178403,0.3922800
Haiti,2002,3.4869668,1.5337713,1.5302391,1.8127990,0.4662238
Haiti,2005,3.5975101,1.5445678,1.5908680,1.9973817,0.5296724
Haiti,2008,3.8276820,1.5409770,1.6613808,2.0973606,0.5825996
Haiti,2010,3.4809999,1.5240002,1.6999998,2.5469999,0.7480001
Haiti,2011,3.6834350,1.5549798,1.7001252,2.4938550,0.7176050
Haiti,2012,1.1298420,1.4323680,2.4593101,4.7107615,0.5577183
Haiti,2013,1.1222681,1.4184798,2.5011141,4.8113589,0.5767791
Honduras,1981,0.9160430,0.5256730,0.6996341,1.2696500,0.3790000
Honduras,1984,1.0221450,0.5793400,0.7669199,1.3765552,0.4050399
Honduras,1987,1.1372700,0.6378701,0.8403540,1.4913900,0.4331160
Honduras,1990,1.4661760,0.7301118,0.9329763,1.4760959,0.3546400
Honduras,1993,0.6625800,0.6129000,1.1636999,2.2766404,0.6841797
Honduras,1996,1.0918200,0.6897249,1.1428890,2.2435143,0.7020518
Honduras,1999,1.0735680,0.6086520,0.9947040,2.6273158,1.0557603
Honduras,2002,1.3445599,0.6489561,0.9816661,2.6205201,1.2642978
Honduras,2005,1.3759791,0.6721441,1.0900228,2.8315539,1.4003001
Honduras,2008,0.6595060,0.6107120,1.0396270,3.5273342,2.0328207
Honduras,2010,0.6019650,0.6658470,1.1162970,3.6781287,2.1277623
Honduras,2011,0.8416800,0.7239450,1.1623201,3.7266047,1.8954502
Honduras,2012,1.0731111,0.7446249,1.3530900,3.7052541,1.6339200
Honduras,2013,0.8997740,0.7395640,1.3526919,3.9480941,1.7198759
Hungary,1981,0.0053550,0.0010710,0.0053550,0.6158251,10.0823940
Hungary,1984,0.0053350,0.0010670,0.0042680,0.4556090,10.2037210
Hungary,1987,0.0042440,0.0021220,0.0042440,0.3363370,10.2630530
Hungary,1990,0.0051850,0.0051850,0.0331840,5.6143184,4.7121277
Hungary,1993,0.0113960,0.0062160,0.0207200,2.5703161,7.7513518
Hungary,1996,0.0123720,0.0092790,0.0505190,3.6394300,6.5984001
Hungary,1999,0.0020480,0.0010240,0.0245760,4.4216323,5.7907195
Hungary,2002,0.0000000,0.0000000,0.0071120,2.8448000,7.3080878
Hungary,2005,0.0000000,0.0000000,0.0131170,2.1743951,7.9024878
Hungary,2008,0.0000000,0.0010040,0.0140560,1.3794960,8.6454439
Hungary,2010,0.0000000,0.0050000,0.0170000,1.5610000,8.4169998
Hungary,2011,0.0019940,0.0099700,0.0159520,1.4655901,8.4764938
Hungary,2012,0.0198400,0.0029760,0.0267840,1.8352000,8.0352001
Hungary,2013,0.0000000,0.0237360,0.0464830,1.7821779,8.0376034
Iceland,1981,0.0003910,0.0000000,0.0001610,0.0053820,0.2240660
Iceland,1984,0.0004080,0.0000000,0.0001680,0.0056160,0.2338080
Iceland,1987,0.0004250,0.0000000,0.0001750,0.0033500,0.2460500
Iceland,1990,0.0004250,0.0000000,0.0001750,0.0041750,0.2452250
Iceland,1993,0.0004420,0.0000000,0.0001820,0.0060840,0.2532920
Iceland,1996,0.0004590,0.0000000,0.0001890,0.0045090,0.2648430
Iceland,1999,0.0004760,0.0000000,0.0000000,0.0019600,0.2775640
Iceland,2002,0.0004930,0.0000000,0.0000000,0.0022040,0.2873030
Iceland,2005,0.0000000,0.0001200,0.0000000,0.0025500,0.2973300
Iceland,2008,0.0001920,0.0000000,0.0000000,0.0009920,0.3188160
Iceland,2010,0.0003840,0.0000960,0.0000000,0.0021760,0.3173440
Iceland,2011,0.0002880,0.0000960,0.0003200,0.0036160,0.3156800
Iceland,2012,0.0000960,0.0000000,0.0000960,0.0022080,0.3176000
Iceland,2013,0.0000000,0.0000000,0.0000000,0.0013760,0.3186240
India,1981,179.4209900,221.1385200,203.3818400,103.9016100,5.2770433
India,1984,171.0391500,236.0004000,230.2684900,120.7515300,6.1904297
India,1987,140.9779500,249.2843200,268.1521600,149.3908700,8.9847021
India,1990,117.9896300,260.8649900,298.8026100,182.5532800,9.9194899
India,1993,135.1899900,291.8181200,309.8373400,179.5448600,7.6696801
India,1996,126.7662600,297.5825500,337.7170400,206.9373200,9.8868265
India,1999,128.1795000,311.0861800,356.8128700,225.9435400,12.5179050
India,2002,125.8730600,322.9107100,377.1832300,248.1497200,15.6933010
India,2005,108.9202300,320.2391700,405.2473400,289.3479000,20.3653620
India,2008,94.6945650,304.7943700,435.1640000,338.1949500,24.3020990
India,2010,74.4742890,269.9539200,461.4944200,394.8983200,30.1590770
India,2011,48.8918080,230.8641100,466.3430800,462.3519300,38.7890740
India,2012,38.9025570,212.7009900,461.3994400,506.2384600,43.8285450
India,2013,28.5118870,181.9390900,457.3408800,559.4979200,51.2702060
Indonesia,1981,70.1755070,43.7238080,25.9081650,10.9007570,0.2717633
Indonesia,1984,64.6886290,48.9042130,32.7482070,14.8150480,0.4039026
Indonesia,1987,64.7937320,55.6576840,36.8189090,13.8929600,0.5667157
Indonesia,1990,43.6363220,60.2743680,50.8939210,25.6374660,0.9979224
Indonesia,1993,44.3223340,64.5937880,53.1600800,27.4103700,1.3934277
Indonesia,1996,30.5262580,61.2124400,63.2915120,42.0810550,2.7987330
Indonesia,1999,21.1947770,62.2283550,78.2913440,45.2266390,1.6688837
Indonesia,2002,7.2213321,43.6760060,86.9822540,75.0191960,4.6112118
Indonesia,2005,9.0683994,39.9689710,85.8550870,86.1044460,5.7130976
Indonesia,2008,9.1630087,41.7294690,78.4051280,98.9746550,7.8877373
Indonesia,2010,5.0929198,33.5890240,73.7503360,117.2099200,12.8778040
Indonesia,2011,3.9067893,29.4606300,73.0987240,120.3979000,18.8459550
Indonesia,2012,2.8372321,26.4310550,74.4400100,124.6142100,20.5574890
Indonesia,2013,2.1422551,22.6322940,74.5252690,127.9052300,24.8249530
Iran,1981,1.3795459,3.0165002,6.1777921,20.9465750,8.6995859
Iran,1984,0.6865970,2.2052951,5.5518866,23.2942810,13.7319400
Iran,1987,1.5257599,3.5379198,7.6800003,27.1616020,11.2947190
Iran,1990,0.9277950,2.4460051,7.0062571,31.1289290,14.7210120
Iran,1993,0.3421420,1.2800831,5.5450602,31.5065570,20.3161560
Iran,1996,0.2832680,1.7858200,6.7799578,33.0499880,19.6809670
Iran,1999,0.1821680,1.4118019,6.0831103,33.0309600,24.3519570
Iran,2002,0.0815760,0.5302440,3.2902319,29.9451920,34.1327550
Iran,2005,0.0563360,0.2535120,1.7605000,25.2103600,43.1392900
Iran,2008,0.1675550,0.3642500,1.5735600,24.3828930,46.3617400
Iran,2010,0.1715110,0.3504790,1.3720880,24.1159380,48.5599860
Iran,2011,0.0981370,0.2189210,0.8756840,21.4844530,52.8128050
Iran,2012,0.0535150,0.1452550,0.7033401,21.7194440,53.8284450
Iran,2013,0.0077440,0.0774400,0.7124481,26.0275840,50.6147840
Iraq,1981,0.1376900,0.7558901,3.9930100,8.6730652,0.4903448
Iraq,1984,0.3528720,1.9179808,5.5090618,7.1487007,0.2813844
Iraq,1987,0.2606400,1.5280020,5.5288262,8.5848293,0.3877020
Iraq,1990,0.0314460,0.3511470,2.7497780,13.0308730,1.3067558
Iraq,1993,0.7832120,3.4560182,7.5032463,7.0394030,0.2281206
Iraq,1996,0.6296700,3.1108198,7.9480200,8.8445692,0.3169209
Iraq,1999,0.0183040,0.3363360,2.7890720,17.6107370,2.1255522
Iraq,2002,0.0723260,0.5985600,4.5415740,18.1438500,1.5836902
Iraq,2005,0.0864320,0.6698480,4.9806442,19.5795480,1.6935270
Iraq,2008,0.0436650,0.5938440,4.3810549,21.7364370,2.3549988
Iraq,2010,0.0645960,0.6890240,4.5924683,22.7808550,2.6330564
Iraq,2011,0.0698060,0.7297900,4.6738291,23.4103950,2.8461804
Iraq,2012,0.0688380,0.7375500,4.5498638,24.2309760,3.1927731
Iraq,2013,0.0575960,0.6437200,4.3671322,25.2101100,3.6014433
Ireland,1981,0.0020700,0.0013800,0.0086250,0.4892100,2.9487150
Ireland,1984,0.0021180,0.0014120,0.0088250,0.5842150,2.9334300
Ireland,1987,0.0021240,0.0014160,0.0084960,0.4761300,3.0518341
Ireland,1990,0.0017550,0.0014040,0.0049140,0.3415230,3.1604040
Ireland,1993,0.0017900,0.0014320,0.0050120,0.2964240,3.2753420
Ireland,1996,0.0014560,0.0007280,0.0054600,0.1812720,3.4510839
Ireland,1999,0.0011250,0.0007500,0.0018750,0.0855000,3.6607499
Ireland,2002,0.0011790,0.0007860,0.0015720,0.0475530,3.8789101
Ireland,2005,0.0004160,0.0004160,0.0016640,0.0332800,4.1242242
Ireland,2008,0.0053880,0.0026940,0.0035920,0.0440020,4.4343238
Ireland,2010,0.0127680,0.0118560,0.0114000,0.0875520,4.4364238
Ireland,2011,0.0164880,0.0064120,0.0100760,0.0911420,4.4558821
Ireland,2012,0.0045900,0.0073440,0.0133110,0.0761940,4.4885612
Ireland,2013,0.0220800,0.0124200,0.0000000,0.0786600,4.4868398
Israel,1981,0.0000000,0.0039600,0.0233640,1.0109880,2.9216881
Israel,1984,0.0000000,0.0104000,0.0178880,1.0736960,3.0580161
Israel,1987,0.0000000,0.0126730,0.0144210,0.9526600,3.3902459
Israel,1990,0.0000000,0.0051260,0.0125820,0.8830700,3.7592220
Israel,1993,0.0036820,0.0000000,0.0199880,0.8815759,4.3547540
Israel,1996,0.0165010,0.0000000,0.0193460,1.0196481,4.6345048
Israel,1999,0.0110340,0.0110340,0.0196160,1.0519079,5.0364079
Israel,2002,0.0059130,0.0229950,0.0052560,1.1004751,5.4353609
Israel,2005,0.0242550,0.0228690,0.0228690,1.2945240,5.5654831
Israel,2008,0.0255850,0.0000000,0.0328950,1.2339280,6.0175920
Israel,2010,0.0266700,0.0000000,0.0320040,1.2633960,6.2979298
Israel,2011,0.0287490,0.0108780,0.0295260,1.1756010,6.5252461
Israel,2012,0.0300580,0.0229390,0.0276850,1.1058180,6.7234998
Israel,2013,0.0306280,0.0233740,0.0282100,1.0735921,6.9041958
Italy,1981,0.3390000,0.1638500,0.2316500,4.2431502,51.5223500
Italy,1984,0.3394800,0.1414500,0.2263200,3.9209938,51.9517560
Italy,1987,0.3396000,0.1075400,0.2094200,3.1186600,52.8247800
Italy,1990,0.3289760,0.1134400,0.1531440,2.4616480,53.6627920
Italy,1993,0.3296140,0.0966110,0.1648071,2.4039090,53.8350600
Italy,1996,0.3297880,0.0739180,0.1705800,2.1720521,54.1136630
Italy,1999,0.3244440,0.0341520,0.1764520,1.8954360,54.4895170
Italy,2002,0.3252420,0.0228240,0.1768860,1.7003882,54.8346600
Italy,2005,0.3246320,0.0579700,0.2144890,1.7738819,55.5990260
Italy,2008,0.3176820,0.0764790,0.1823731,1.6943040,56.5591620
Italy,2010,0.5928000,0.1600561,0.1778399,2.0629442,56.2863620
Italy,2011,0.5997380,0.0831320,0.1662639,2.0901761,56.4406890
Italy,2012,0.5358600,0.1845740,0.3453320,2.4947262,55.9795070
Italy,2013,0.7468520,0.1264830,0.3252419,2.4152229,56.6161990
Jamaica,1981,0.0811800,0.1658800,0.3929200,1.2390400,0.3209800
Jamaica,1984,0.0683760,0.1478400,0.3779160,1.3240919,0.3917760
Jamaica,1987,0.0566440,0.1270920,0.3529540,1.3765920,0.4667180
Jamaica,1990,0.0193600,0.0909920,0.3484800,1.4488540,0.5123140
Jamaica,1993,0.0702180,0.1725570,0.4835580,1.5281130,0.2355540
Jamaica,1996,0.0243200,0.0634880,0.2416640,1.6460800,0.5844479
Jamaica,1999,0.0194620,0.0491810,0.1814700,1.4791120,0.9007750
Jamaica,2002,0.0232200,0.0507600,0.2081700,1.4129100,1.0049400
Jamaica,2005,0.0079460,0.0345240,0.1663180,1.4480901,1.0831219
Jamaica,2008,0.0066960,0.0262260,0.1459170,1.4000221,1.2111388
Jamaica,2010,0.0143820,0.0375060,0.2064240,1.5225180,1.0391700
Jamaica,2011,0.0133010,0.0362240,0.1867800,1.5098050,1.0838901
Jamaica,2012,0.0133480,0.0389080,0.1922680,1.5270679,1.0684081
Jamaica,2013,0.0133950,0.0390450,0.2006400,1.5361500,1.0607700
Japan,1981,0.4117750,0.3882450,0.3764799,12.5767840,103.8967100
Japan,1984,0.4200700,0.3960660,0.3840640,10.0576760,108.7621200
Japan,1987,0.4273150,0.0000000,0.4028970,8.1434031,113.1163900
Japan,1990,0.4323900,0.0000000,0.4076820,6.1893535,116.5105700
Japan,1993,0.4358900,0.0000000,0.4109820,5.9031963,117.7899300
Japan,1996,0.4401600,0.0000000,0.4150080,5.0178242,119.8870100
Japan,1999,0.4432050,0.0000000,0.4178790,4.6726470,121.0962700
Japan,2002,0.4460750,0.0000000,0.4205850,4.2695751,122.3137700
Japan,2005,0.4471950,0.0000000,0.4216410,4.2802949,122.6208700
Japan,2008,0.4482100,0.0000000,0.4225980,4.2900100,122.8991900
Japan,2010,0.4482450,0.0000000,0.4226310,3.8549068,123.3442200
Japan,2011,0.4474050,0.0000000,0.4218390,3.8476830,123.1130800
Japan,2012,0.4467050,0.0000000,0.4211790,3.8416629,122.9204600
Japan,2013,0.4460750,0.0000000,0.4205850,3.4156599,123.1676800
Jordan,1981,0.0000000,0.0000000,0.0585480,1.4204040,0.9810481
Jordan,1984,0.0000000,0.0000000,0.0208500,1.4647820,1.2943680
Jordan,1987,0.0003130,0.0012520,0.0594700,1.7456009,1.3233640
Jordan,1990,0.0081880,0.0498400,0.3862600,2.1876199,0.9280921
Jordan,1993,0.0184360,0.1101970,0.5635549,2.6078558,0.8899562
Jordan,1996,0.0160480,0.0811840,0.5635680,3.1893039,0.8698962
Jordan,1999,0.0100200,0.0556110,0.4368720,3.4168200,1.0906770
Jordan,2002,0.0031740,0.0444360,0.3253350,3.4570148,1.4600401
Jordan,2005,0.0017130,0.0199850,0.2078440,3.6583970,1.8220611
Jordan,2008,0.0006490,0.0077880,0.1557600,4.2204471,2.1053560
Jordan,2010,0.0021540,0.0071800,0.1392920,4.3166165,2.7147577
Jordan,2011,0.0022710,0.0075700,0.1408020,4.5450282,2.8743289
Jordan,2012,0.0023970,0.0079900,0.1486140,4.8139749,3.0170243
Jordan,2013,0.0025230,0.0117740,0.1606310,5.1671042,3.0679677
Kazakhstan,1981,0.0029360,0.0132120,0.2231360,9.6418247,4.7988915
Kazakhstan,1984,0.0030420,0.0045630,0.0593190,7.4103122,7.7327638
Kazakhstan,1987,0.0031600,0.0000000,0.0189600,5.0133400,10.7645400
Kazakhstan,1990,0.0000000,0.2190900,0.8665500,6.2129998,9.0513601
Kazakhstan,1993,0.0000000,1.0663490,2.7058811,10.7973960,1.7603742
Kazakhstan,1996,0.3116000,0.6746140,2.5816061,9.7857990,2.2263813
Kazakhstan,1999,0.4568580,1.0585369,2.8172910,8.8564758,1.7408377
Kazakhstan,2002,0.2110120,0.8009540,2.8783820,9.5074272,1.4622244
Kazakhstan,2005,0.0045450,0.0272700,0.4014750,9.5066242,5.2100854
Kazakhstan,2008,0.0000000,0.0203710,0.2836270,10.7323830,4.6336193
Kazakhstan,2010,0.0032640,0.0163200,0.2431680,10.5574080,5.4998403
Kazakhstan,2011,0.0016560,0.0033120,0.1126080,8.6857204,7.7567039
Kazakhstan,2012,0.0000000,0.0100740,0.0638020,8.7274418,7.9886818
Kazakhstan,2013,0.0017040,0.0051120,0.0374880,7.8452163,9.1504803
Kenya,1981,1.7626700,2.0077200,3.3039498,7.4512100,2.3744502
Kenya,1984,2.2746940,2.4091682,3.8201976,8.0949564,2.3409839
Kenya,1987,2.2408321,2.5322878,4.1458559,9.2716808,2.9293432
Kenya,1990,2.2581000,2.6746202,4.4927998,10.4925590,3.4819207
Kenya,1993,3.2702501,3.1672499,5.4898996,11.4896500,2.3329506
Kenya,1996,2.0099101,3.5187497,6.5364304,13.4754050,2.6095052
Kenya,1999,2.9008801,4.7062798,7.5092397,12.9529800,2.5306201
Kenya,2002,4.6693258,5.7918243,8.2692900,12.2544900,2.2250700
Kenya,2005,5.7679996,6.3916655,9.1206503,12.4624820,2.3072021
Kenya,2008,5.7002401,6.7729502,9.8971195,14.1331500,2.6465402
Kenya,2010,5.3548250,6.6821594,10.2589350,15.9197520,3.1343284
Kenya,2011,5.1412902,6.5392108,10.5290230,16.8770280,3.4034483
Kenya,2012,5.0677648,6.5562301,10.8164710,17.6084120,3.6011224
Kenya,2013,4.8147421,6.4644861,11.1626680,18.5058270,3.8822765
Kiribati,1981,0.0010740,0.0028860,0.0084540,0.0395160,0.0080700
Kiribati,1984,0.0010740,0.0021600,0.0077760,0.0400920,0.0088980
Kiribati,1987,0.0024150,0.0054040,0.0130410,0.0431060,0.0060340
Kiribati,1990,0.0024150,0.0058590,0.0136920,0.0425600,0.0054740
Kiribati,1993,0.0028800,0.0074160,0.0158240,0.0477840,0.0060960
Kiribati,1996,0.0028800,0.0074160,0.0159360,0.0478080,0.0059600
Kiribati,1999,0.0028800,0.0072400,0.0156720,0.0480400,0.0061680
Kiribati,2002,0.0031050,0.0074880,0.0168840,0.0552150,0.0073080
Kiribati,2005,0.0031050,0.0074880,0.0169290,0.0552150,0.0072630
Kiribati,2008,0.0036900,0.0103400,0.0210900,0.0578700,0.0070100
Kiribati,2010,0.0051100,0.0095400,0.0248500,0.0539100,0.0065900
Kiribati,2011,0.0053100,0.0112100,0.0232500,0.0537200,0.0065100
Kiribati,2012,0.0048510,0.0107800,0.0259490,0.0609400,0.0074800
Kiribati,2013,0.0040590,0.0113740,0.0231990,0.0636570,0.0077110
Kosovo,1981,0.0000000,0.0424700,0.2636550,1.1217350,0.1221400
Kosovo,1984,0.0000000,0.0321750,0.2347950,1.2234750,0.1595550
Kosovo,1987,0.0000000,0.0285250,0.2019500,1.3186251,0.2009000
